ID,State,V1,V2,V3,V4,V5,V6,V7,V8,V9,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,A2_12,A2_13,V24,V102,V103,V104,V105,V106,V107,V36,V37,V38,V39,V40,V41,V42,V43,V44,A5_OTH,A5_OTXT,A5_11,V56,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V143,V198,V199,V200,V201,V202,V203,V203A,V204,V205,V206,V207,V208,V209,V210,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V35_OTH,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V81,V82,V83,V60,V61,V62,V63,V64,V65,V80,V67,V68,V69,V142,V96,V97,V98,V99,V100,V101,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V126,V187,V66,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V226,D9_2,V227,V228,D10_COM,V228A,V228B,V228C,V228D,V228E,V228F,V228G,V228H,V228I,V228J,V228K,V144,E1_COM,V145,V146,V147,V148,V149,V152,V150,V151,V153,V154,V155,V156,V157,V158,V159,V160,V164,V161,V162,V163,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,F8_4,F8_5,V179,V180,V181,V182,V183,V184,V185,V186,V188,V189,V190,V191,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V192,V193,V194,V195,V196,V197,V238,V239,V240,V57,V58,V249,H6_COM,V250,V229,V230,V231,V232,V233,V234,V235,V236,V237,V243,H17_1COM,V241,H17_2COM,V242,H17_3COM,V244,V254,H19_COM,V245,H20_COM,H21,H22,V246,H23,H24,V247,V248,V253,V251,wtageed,wtsex,wtloc,wtage,wted,V258,StateMap,life.quality
28332,TAS,6,36,NA,1,1,2,2,3,4,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,-2,2,2,2,1,0,0,0,0,0,1,0,0,0,,0,6,3,3,2,1,3,3,3,3,3,3,2,1,2,1,1,1,10,6,6,9,9,5,1,1,1,3,3,3,3,3,3,3,3,3,3,-2,,4,4,1,4,5,4,6,1,3,3,1,2,2,1,-2,4,2,2,1,5,2,2,2,3,2,5,4,5,5,5,3,3,3,3,2,2,2,2,3,2,3,2,3,3,2,2,1,-2,1,1,2,1,2,1,1,-2,2,NA,1,1,NA,2,4,3,4,1,5,1,10,7,1,10,4,4,10,10,7,2,1,1,5,,1,4,3,2,3,1,2,4,2,2,1,701,,7,8,2,2,2,1,2,1,4,4,1,1,7,10,1,10,1,1,0,2,1,3,3,4,3,3,2,4,4,3,4,1,1,5,5,5,1,5,4,4,1,1,3,3,4,3,4,4,2,1,1,1,2,2,1,2,1,4,5,5,4,1,2,9,8,1,1,1,9,2,1948,64,4,2,4,,1,10,8,8,1,2,2,2,2,5,2304,,2304,,2304,,1,2,,1201,,9,8,9,2,NA,20,2,7,2,7,2,6,4,1,0.237443,6,-1.737873424
28413,TAS,6,36,NA,1,2,2,2,1,2,0,0,1,0,1,0,1,0,0,1,0,0,0,2,1,2,1,2,2,2,1,0,0,0,0,0,1,0,0,0,,0,8,3,1,3,1,2,3,4,3,3,3,3,1,1,1,1,1,6,1,6,6,8,1,1,2,2,3,1,3,3,-2,-2,-2,-2,-2,-2,-2,,2,5,2,5,2,5,4,2,2,2,2,1,2,1,2,1,3,4,3,1,2,2,1,2,7,4,3,1,1,3,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,3,2,2,-2,NA,NA,NA,NA,NA,-2,1,4,4,-2,10,1,10,9,1,-2,1,6,10,9,9,1,1,1,5,,1,4,4,4,2,2,3,4,1,1,1,701,,6,7,1,1,1,8,2,2,3,4,3,1,5,9,7,8,8,4,1,3,3,4,4,3,4,2,3,3,4,3,4,1,1,5,5,5,1,-2,4,4,3,4,4,4,4,3,4,4,2,2,2,1,4,-2,5,5,1,1,5,5,5,2,2,8,8,8,1,2,9,2,1938,73,1,7,4,,1,9,2,9,1,2,2,2,2,5,1101,,1101,,1201,,1,1,,1201,,6,1,NA,2,NA,16,2,5,2,8,2,6,4,2,0.547922,6,0.161546482
28478,ACT,6,36,NA,1,1,2,2,1,3,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,,0,7,3,2,3,1,2,4,4,4,4,4,1,1,3,1,1,1,10,10,10,10,10,5,1,1,1,3,2,2,3,3,3,1,1,3,3,-2,,2,5,3,4,2,2,5,5,4,4,2,2,2,1,3,4,2,3,1,3,3,1,1,1,5,4,7,3,2,9,2,2,3,3,4,1,2,3,3,1,2,2,2,2,3,2,2,2,1,1,1,2,2,3,3,2,NA,NA,NA,NA,NA,5,4,4,4,1,3,1,10,7,1,7,1,3,7,10,10,1,1,1,18,,1,3,2,4,2,1,3,4,1,1,1,701,,5,7,3,2,2,2,1,1,4,4,2,2,6,10,6,3,2,2,2,4,3,4,4,4,4,1,2,3,4,4,4,1,1,5,5,5,5,5,2,2,3,3,3,3,4,4,4,4,1,1,1,1,3,1,1,4,2,1,1,1,1,1,3,10,10,1,1,3,10,2,1959,53,1,3,1,,1,10,10,10,1,1,1,1,2,8,1101,,1101,,1101,,1,1,,1201,,9,9,9,2,NA,20,2,7,1,5,2,8,3,1,0.416574,8,1.039267497
28548,NSW,6,36,NA,1,2,2,3,2,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2,1,3,2,3,3,3,1,0,0,0,0,0,1,0,0,0,,0,4,3,1,3,3,3,2,2,3,3,2,2,1,1,1,2,1,1,1,1,4,1,1,1,1,3,1,1,3,3,3,3,3,2,3,3,-2,,4,5,3,4,4,5,5,4,5,3,2,2,2,1,3,1,3,1,4,1,2,2,1,1,5,5,7,1,3,5,-2,3,3,3,4,2,2,3,3,3,3,3,3,3,3,3,2,3,1,1,4,2,3,3,3,2,NA,NA,NA,NA,NA,5,4,4,3,2,7,3,10,7,2,8,3,3,9,8,8,1,1,1,18,,1,4,3,4,2,1,4,4,1,2,2,200,,1,2,1,1,1,10,2,2,3,2,2,2,4,7,5,7,5,3,1,2,2,3,3,3,3,2,2,1,3,2,3,5,5,5,1,5,1,1,3,4,4,4,4,4,4,3,4,4,2,2,2,2,3,4,5,5,2,1,1,1,1,1,3,6,4,8,5,4,8,1,1983,29,1,2,1,,2,2,8,9,1,1,1,3,4,7,1101,,1101,,1101,,1,1,,1201,,9,4,5,2,NA,18,2,5,2,2,1,1,1,2,3.485618,1,-0.031310671
28578,QLD,6,36,NA,1,1,2,3,2,4,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,,0,4,3,1,2,2,4,3,1,4,1,3,3,1,9,2,10,8,10,9,9,10,10,5,1,1,1,3,3,3,3,3,3,3,3,3,3,-2,,2,5,1,2,3,5,6,2,5,3,2,1,2,3,2,4,1,3,4,3,1,2,1,1,8,3,9,4,6,5,4,2,4,4,3,1,2,4,4,4,2,1,1,2,3,4,2,3,1,2,4,1,3,2,1,2,2,NA,NA,2,NA,6,3,4,4,1,8,1,10,8,2,2,2,7,9,10,8,1,1,1,97,SEX PARTY,1,4,3,3,3,2,1,4,2,2,2,701,,7,7,2,1,2,10,2,2,4,4,4,4,9,5,2,8,10,4,3,4,2,4,3,4,3,1,3,1,4,4,4,1,5,5,5,5,5,5,1,4,3,3,3,4,4,4,4,3,1,2,3,2,3,1,4,3,1,1,1,1,1,2,3,10,6,3,6,7,10,2,1958,54,5,2,2,,2,6,10,8,1,2,1,1,2,6,1101,,1101,,1101,,1,1,,1201,,7,4,4,2,NA,45,2,8,2,6,2,3,3,2,0.86135,3,-0.110823349
28583,NSW,6,36,NA,1,1,2,3,2,3,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,2,1,2,2,2,1,1,0,1,0,0,1,0,1,0,,0,7,2,1,3,1,3,4,2,3,3,3,3,2,6,2,4,2,9,9,10,9,10,3,2,3,2,3,1,3,3,3,3,3,3,3,3,3,,3,3,2,3,3,2,3,3,4,4,1,2,2,2,3,1,4,4,1,1,2,1,1,2,7,5,8,4,3,7,3,2,3,3,3,2,3,2,3,3,2,2,3,2,3,3,3,2,1,2,2,2,3,3,3,3,NA,NA,NA,NA,NA,7,3,2,3,2,6,1,8,4,2,8,3,3,4,8,7,1,1,1,18,,1,4,3,3,2,2,3,3,3,3,2,200,,6,5,2,1,2,6,2,1,4,3,3,2,6,8,4,6,6,4,2,3,2,2,2,3,3,2,3,4,4,3,4,5,1,5,5,5,5,5,3,3,3,3,3,3,4,3,3,4,1,2,2,1,2,2,3,3,1,2,1,1,1,1,3,8,8,3,6,4,9,1,1983,28,6,0,1,,2,9,7,8,1,1,1,1,2,7,1101,,1101,,1101,,1,1,,1201,,9,8,9,2,NA,23,2,4,2,1,1,1,1,1,1.174753,1,0.608588603
28787,NSW,6,36,NA,1,1,1,2,2,4,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,2,1,2,2,2,1,0,0,0,0,0,1,0,0,1,CRIMINALS,0,8,3,3,3,1,2,4,4,4,4,4,2,1,5,1,1,1,10,5,5,5,5,1,1,1,1,3,1,2,3,3,2,1,2,3,3,3,,3,4,3,3,3,4,4,2,3,3,1,1,2,1,3,4,1,1,2,1,1,2,2,2,3,3,3,3,5,5,3,2,3,3,3,2,2,3,3,2,2,2,3,3,2,2,2,2,1,1,2,1,2,1,2,2,3,NA,1,NA,NA,3,4,4,4,2,10,1,10,10,1,10,1,5,10,10,8,1,1,1,5,,1,3,2,4,3,1,3,4,3,1,1,701,,7,8,2,1,2,8,1,1,4,4,3,1,5,8,2,5,5,3,2,2,2,4,4,4,3,2,2,3,4,3,3,5,5,5,1,5,5,5,3,4,2,2,4,4,4,4,4,4,2,3,2,1,2,2,2,4,1,1,2,1,1,2,3,6,7,2,1,1,8,2,1957,54,6,0,3,,2,10,7,8,1,1,1,4,2,7,1101,,1101,,1101,,1,1,,1201,,9,8,9,2,NA,23,2,8,2,5,2,1,3,1,0.547614,1,0.338194876
28805,NT,6,36,NA,1,1,3,3,2,2,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,2,2,3,2,2,1,0,0,0,1,0,1,0,0,1,ABORIGINALS,0,6,3,2,3,1,2,3,4,4,4,2,2,1,1,1,1,1,1,6,1,10,10,1,1,1,1,1,2,2,3,3,3,3,3,3,3,-2,,1,6,3,5,3,2,5,2,3,3,2,2,2,1,2,4,2,1,4,4,3,1,1,3,6,1,10,1,1,8,2,1,3,4,4,1,2,4,3,4,3,2,2,3,4,2,3,4,1,1,1,1,1,2,3,2,3,1,NA,NA,NA,8,4,4,3,1,10,1,10,1,1,6,1,6,1,10,6,1,1,1,18,,1,4,3,4,3,1,3,4,1,1,1,200,,3,4,1,1,1,7,2,2,3,3,2,1,5,8,10,6,8,3,4,4,3,4,2,3,3,2,4,4,4,4,4,5,1,5,5,5,5,5,2,1,1,1,1,1,4,4,4,2,1,1,1,1,2,1,1,3,1,5,5,5,5,1,1,5,5,10,5,5,8,1,1946,66,1,5,7,,3,8,8,10,1,2,1,3,3,5,1101,,1101,,1101,,1,1,,1201,,7,1,NA,2,NA,16,2,5,2,8,1,7,4,2,0.809155,7,-0.573315342
28827,ACT,6,36,NA,1,2,1,3,1,3,0,1,0,0,1,0,1,0,1,0,1,0,0,2,1,4,2,4,3,2,1,0,1,1,0,0,1,0,1,0,,0,3,3,3,3,3,3,4,4,3,4,3,1,1,7,5,5,2,10,8,10,10,10,7,1,1,4,3,1,3,3,3,3,3,1,3,3,3,,3,4,2,5,4,2,3,1,2,3,1,2,2,3,4,3,2,4,2,2,1,2,1,3,1,7,4,4,2,8,4,3,3,3,4,2,2,4,4,4,3,2,3,3,2,3,4,3,2,2,3,3,3,3,3,3,NA,NA,NA,NA,NA,8,3,3,4,2,8,1,10,7,1,10,6,5,10,8,7,1,1,1,5,,1,3,2,3,3,1,2,4,2,2,1,701,,7,2,1,1,2,9,2,2,3,3,3,3,5,8,4,5,2,2,1,1,2,3,2,2,3,1,4,4,4,3,4,5,5,5,1,5,5,5,3,3,3,3,3,3,4,4,4,4,2,4,4,3,2,2,5,5,1,1,1,1,1,1,3,8,7,1,1,4,7,2,1985,26,6,0,1,,1,10,8,8,2,1,1,2,3,6,1101,,2105,,2201,,1,1,,1201,,9,10,9,2,NA,23,2,7,3,1,2,8,1,1,0.656652,8,-1.46742376
28938,QLD,6,36,NA,1,1,1,3,2,4,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,3,2,3,3,3,1,0,1,0,0,0,1,0,0,0,,0,7,3,1,3,1,2,4,4,4,4,1,3,1,1,1,1,1,10,3,8,10,10,8,1,1,1,3,1,3,2,3,3,2,3,3,3,3,,5,6,1,4,4,3,5,1,4,3,1,2,2,1,2,3,1,4,1,1,1,1,1,2,7,7,8,3,4,6,4,1,3,3,3,1,2,3,3,3,2,2,2,3,2,2,1,1,2,2,4,1,2,2,1,2,2,NA,NA,1,NA,6,4,2,3,2,8,3,10,5,5,6,3,7,10,10,8,1,1,1,5,,1,3,3,3,2,1,3,4,2,1,1,200,,7,8,2,1,2,3,2,2,3,4,3,1,3,5,7,8,8,4,2,3,2,3,4,3,3,2,4,3,4,3,4,5,1,5,5,5,5,5,3,3,2,2,2,3,4,4,4,4,1,1,1,1,1,2,4,4,1,1,1,1,1,1,3,8,8,2,3,2,9,2,1975,37,1,2,1,,1,10,5,7,1,1,1,1,2,7,1101,,1101,,1101,,1,1,,1201,,9,9,9,2,NA,21,2,8,2,3,2,3,2,1,0.614177,3,0.050332579
29305,NT,6,36,NA,1,2,1,2,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,,0,9,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,5,1,1,10,10,1,1,1,2,2,1,3,3,3,3,1,3,3,3,3,,5,4,3,5,4,2,2,2,3,2,1,2,2,1,2,1,4,1,4,1,3,2,2,1,5,5,8,1,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,1,2,2,2,2,1,NA,NA,NA,NA,5,4,2,4,1,5,1,10,10,1,5,2,1,10,10,7,1,1,1,5,,1,3,3,3,2,2,4,4,1,1,1,207,,5,3,1,1,1,10,2,2,3,3,4,2,8,9,7,7,10,4,3,4,2,3,3,4,4,2,4,4,4,4,4,5,5,5,1,5,5,5,3,3,2,2,3,4,4,4,4,4,1,3,2,2,3,2,1,5,2,2,5,5,5,4,3,7,2,8,1,5,9,1,1977,35,1,1,1,,2,9,2,9,1,1,1,1,2,7,1101,,1101,,1101,,1,1,,1201,,7,1,NA,2,NA,18,2,7,1,4,1,7,2,2,2.382853,7,0.320670369
29325,QLD,6,36,NA,1,2,2,3,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,2,3,4,2,2,4,4,1,0,0,0,1,0,1,0,1,1,VIOLENT.,0,1,2,1,1,1,2,2,-2,3,-2,2,1,10,1,1,1,7,1,1,1,10,10,3,10,10,10,3,2,3,1,3,3,3,3,3,3,-2,,2,5,1,1,5,1,2,2,3,3,2,1,2,3,4,3,2,3,4,1,2,2,1,3,7,8,5,8,6,2,4,1,4,3,1,1,1,2,3,3,3,2,2,1,3,4,3,3,2,1,4,2,3,3,2,2,NA,NA,NA,NA,NA,5,1,3,3,3,5,5,5,5,5,5,5,5,5,8,9,3,3,3,-2,,2,3,2,2,2,2,2,2,2,4,4,701,,6,7,1,1,1,9,2,2,3,3,3,2,2,9,10,10,9,2,1,0,2,3,2,3,1,3,-2,3,3,4,4,5,1,5,5,5,5,5,1,2,3,3,4,1,2,4,4,2,1,4,4,2,3,3,1,3,3,2,1,1,1,1,2,5,6,5,10,3,5,1,1978,34,4,2,1,,2,1,1,9,2,1,1,4,4,3,1101,,1101,,1101,,1,1,,1201,,8,6,6,1,11,-2,2,-2,3,2,1,3,1,2,3.04268,3,-2.534958001
29469,VIC,6,36,NA,1,1,1,1,3,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,3,2,4,3,3,1,0,1,0,1,0,1,0,0,0,,0,8,2,1,3,3,2,4,1,3,2,2,1,4,9,1,2,3,2,4,9,10,10,5,6,8,7,2,2,2,3,2,3,1,3,3,3,3,,2,4,2,5,3,1,3,1,2,1,2,2,2,1,3,2,3,1,3,1,2,1,1,1,9,2,9,1,1,5,2,1,2,2,3,1,1,3,3,3,3,2,1,2,3,2,2,1,2,1,2,1,2,2,3,3,5,NA,NA,NA,NA,10,1,2,3,1,2,6,1,5,2,9,2,9,9,10,8,1,1,1,18,,1,4,3,3,1,1,3,4,1,1,1,200,,6,1,1,1,1,10,1,1,1,3,2,2,8,9,7,9,9,4,4,4,4,3,3,3,3,1,4,4,4,4,4,1,1,5,5,5,5,5,4,4,4,3,4,4,4,4,4,4,1,1,1,1,2,2,1,3,1,1,4,1,1,2,3,9,9,2,2,2,10,1,1942,70,6,0,4,,2,10,10,9,1,1,2,1,1,10,7103,,7103,,1101,,1,1,,1201,,9,1,NA,2,NA,17,2,4,2,8,1,2,4,2,0.814439,2,0.65644265
29561,QLD,6,36,NA,1,1,4,3,2,2,0,1,1,0,1,0,1,1,0,0,0,0,0,2,2,2,1,2,2,2,1,0,0,0,0,0,1,0,0,0,,0,5,3,1,3,2,2,4,4,4,4,2,1,8,1,1,5,1,5,5,5,5,8,2,2,5,5,1,2,3,3,3,3,3,1,3,3,3,,4,5,2,4,4,3,4,2,3,2,2,2,2,1,2,3,2,1,4,3,3,2,1,1,10,2,9,1,1,10,2,1,4,4,4,1,4,4,4,4,4,3,2,3,4,2,2,4,1,1,3,1,2,3,3,2,3,NA,NA,NA,NA,9,3,3,3,1,2,1,10,2,8,9,1,5,9,10,2,1,1,1,18,,1,3,1,1,4,1,4,3,1,1,1,207,,2,3,1,1,1,9,2,2,3,3,4,1,2,9,7,5,7,3,2,4,3,4,4,4,4,2,3,2,4,3,3,1,1,5,5,5,5,5,3,3,3,2,3,4,4,4,2,3,2,3,2,2,3,3,2,5,2,1,2,2,2,2,3,9,5,4,8,5,9,2,1984,27,6,0,1,,2,3,7,6,2,1,1,1,4,3,1101,,1101,,1101,,1,1,,1201,,9,1,NA,2,NA,18,1,1,3,2,2,3,1,2,2.235776,3,0.512712698
29578,QLD,6,36,NA,1,2,2,3,2,4,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,,0,8,3,3,2,3,2,4,3,3,3,3,2,1,1,1,1,1,8,3,3,8,10,2,1,1,2,3,3,3,3,3,3,2,3,3,3,3,,2,5,3,5,3,5,4,2,3,5,1,2,2,3,4,2,1,2,1,4,2,2,1,2,5,2,7,4,2,8,4,2,3,3,3,2,2,3,4,3,2,2,3,3,2,2,2,2,1,1,2,1,2,2,3,3,2,NA,NA,NA,NA,5,4,3,4,1,5,1,10,3,1,10,1,3,10,10,9,1,1,1,3,,1,3,3,3,2,1,3,3,2,1,1,701,,7,8,2,2,2,1,2,2,4,4,2,2,4,6,4,8,8,2,2,3,2,3,4,4,3,2,3,3,3,3,3,5,5,5,1,5,1,5,1,4,4,4,4,3,4,3,4,4,2,2,1,2,3,1,2,4,2,3,5,5,1,3,3,10,10,1,1,1,10,1,1968,44,3,1,1,,1,8,7,8,2,1,1,2,4,4,1101,,1101,,2100,,1,1,,1201,,9,9,9,2,NA,17,2,5,2,3,1,3,2,1,0.835837,3,0.113636498
29580,VIC,6,36,NA,1,1,1,2,1,3,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,0,0,0,0,0,1,0,0,0,,0,9,2,2,2,2,2,4,4,4,4,2,4,1,1,1,1,1,10,5,10,10,10,1,1,1,1,3,2,2,3,3,3,3,3,3,3,3,,1,4,2,4,4,4,4,2,2,5,1,2,2,2,1,4,1,1,2,1,2,2,1,2,1,6,10,1,1,10,2,1,3,3,2,2,2,2,2,1,2,3,2,2,2,2,2,1,2,1,1,1,2,2,2,2,5,NA,NA,NA,NA,2,4,4,4,1,5,1,10,10,1,10,1,10,10,10,10,1,1,1,5,,1,4,2,4,1,1,4,4,1,1,1,207,,7,8,1,1,2,6,2,2,4,4,2,1,10,10,10,10,10,4,4,4,4,1,4,4,4,1,4,4,4,4,4,5,5,5,1,5,5,5,3,4,3,3,4,4,4,4,4,4,1,2,2,1,1,1,1,2,1,1,5,5,2,2,3,10,10,1,1,1,10,1,1955,57,1,4,3,,2,10,10,10,1,1,1,1,2,6,1101,,1101,,1101,,1,1,,1201,,9,7,8,2,NA,24,2,8,2,8,1,2,4,2,0.814439,2,1.469946391
29631,ACT,6,36,NA,1,1,2,4,2,4,1,1,1,1,0,0,1,0,0,0,0,0,0,2,1,3,1,4,4,4,1,0,0,0,0,0,1,0,0,0,,0,3,3,3,2,2,2,4,-2,4,4,2,1,1,1,1,1,1,10,1,8,10,10,10,1,1,1,3,3,3,1,3,3,3,3,3,3,3,,4,5,4,5,5,4,5,2,4,2,1,2,2,3,1,1,2,1,3,1,1,2,1,1,5,5,5,5,5,1,4,3,4,4,2,2,2,3,4,4,3,4,3,3,4,4,4,3,1,1,4,1,1,1,1,2,5,2,2,2,NA,5,4,4,4,1,8,1,3,3,4,8,2,8,10,10,8,2,2,2,96,,3,3,1,2,3,1,2,4,2,1,-2,701,,7,8,3,2,2,1,2,2,4,4,4,2,4,4,4,8,8,-2,-2,2,2,4,4,3,2,2,3,3,3,3,3,1,5,5,5,5,5,1,1,4,2,2,4,1,4,4,4,4,2,3,2,2,3,2,5,5,5,5,5,5,1,1,3,6,4,3,3,6,7,2,1958,54,6,0,1,,1,3,4,3,1,1,1,1,2,6,2100,,2100,,2100,,1,1,,1201,,9,1,NA,2,NA,18,2,7,1,6,2,8,3,2,0.75062,8,-1.624528949
29673,WA,6,36,NA,1,2,2,3,4,3,1,0,0,0,1,1,0,0,1,1,0,0,0,2,1,2,1,-2,2,3,1,0,1,1,0,0,1,0,0,0,,0,-2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,3,-2,4,5,1,4,-2,3,2,3,5,2,3,3,2,3,3,3,3,-2,2,-2,,5,5,2,4,2,4,5,3,2,5,1,1,-2,1,2,3,1,4,1,1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,NA,NA,NA,NA,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,5,5,5,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,5,5,5,5,2,1926,85,5,7,4,,-2,5,5,9,2,1,1,1,4,-2,-1,D.E.I,1101,,2100,,1,1,,1201,,3,1,2,2,NA,16,2,-2,2,8,2,5,4,2,0.556751,5,0.767656553
29770,QLD,6,36,NA,1,1,1,3,4,3,1,1,1,0,1,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,,0,8,1,1,2,2,1,1,3,3,3,1,2,1,1,1,1,1,1,6,6,6,10,6,1,2,1,3,3,3,3,3,3,3,3,3,3,3,,2,3,1,3,3,5,5,2,3,4,2,2,2,1,3,3,4,1,4,1,2,-2,-2,1,4,4,6,6,6,6,3,3,3,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,5,3,3,4,1,3,6,10,10,1,10,1,10,10,10,3,1,1,1,18,,1,3,3,4,3,2,2,3,1,1,1,701,,7,8,1,1,1,8,2,2,2,3,2,2,5,5,5,8,8,1,1,1,3,3,3,3,3,2,3,3,3,3,3,1,1,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,1,2,2,2,2,2,-2,-2,1,-2,-2,-2,1,-2,2,8,8,3,3,10,9,1,1943,69,1,4,4,,2,1,1,10,2,1,2,2,4,4,2100,,2100,,2100,,1,1,,1201,,2,1,2,2,NA,14.5,2,1,3,8,1,3,4,2,0.777299,3,0.178101697
29838,VIC,6,36,NA,1,1,1,4,2,2,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,,0,5,3,1,3,2,3,3,3,4,4,1,1,1,1,1,1,1,10,10,10,10,10,1,1,1,1,2,1,2,1,3,3,1,1,1,2,-2,,1,3,2,3,1,3,2,1,2,2,1,1,2,1,3,3,4,4,1,1,2,2,3,1,5,5,6,6,1,6,2,2,3,2,1,2,2,3,4,4,4,2,4,3,2,2,2,2,2,1,3,1,1,1,1,1,2,1,1,2,3,7,2,2,4,1,5,5,10,7,1,7,2,4,10,10,10,1,1,1,5,,1,4,4,4,4,3,4,4,1,1,1,207,,4,6,1,1,2,6,2,2,3,4,4,1,10,10,10,10,10,4,4,4,3,4,4,4,4,1,4,4,4,4,4,5,5,5,1,5,5,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,5,1,1,1,3,2,1,2,10,10,5,1,5,10,1,1967,45,4,2,1,,2,1,5,10,1,1,1,4,3,7,1101,,1101,,2100,,1,1,,1201,,9,-2,NA,2,NA,17,2,8,1,6,1,2,3,2,1.228225,2,0.495646521
29888,NSW,6,36,NA,1,2,2,2,2,3,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,2,2,3,3,3,1,0,0,0,0,0,1,0,0,1,"NOISY, INCONSIDERATE PEOPLE",0,8,3,1,3,1,2,3,3,3,3,4,2,1,2,1,1,1,10,5,5,10,10,5,1,1,5,3,3,2,1,3,3,2,2,3,3,2,ANIMALS AUSTRALIA,3,6,3,4,1,5,6,5,3,4,1,1,1,3,4,4,2,1,2,1,2,1,2,2,5,8,4,4,4,4,4,2,4,3,2,2,2,3,3,3,3,2,3,3,2,2,2,2,2,2,2,1,2,1,1,-2,2,NA,3,2,NA,3,4,4,4,1,9,1,10,7,1,10,3,3,10,10,10,1,1,1,3,,1,3,3,3,3,1,3,4,1,1,1,701,,7,8,2,2,2,1,2,2,4,4,4,1,7,8,5,4,3,3,2,3,3,3,3,3,4,1,3,4,4,4,4,5,5,5,1,5,5,5,1,1,1,1,4,1,4,4,4,4,2,2,2,1,2,2,2,5,1,2,1,1,1,1,3,8,8,1,1,1,9,2,1956,55,1,3,1,,1,8,8,8,2,2,1,1,2,6,1101,,1101,,3104,,1,2,,1201,,9,9,9,2,NA,50,2,5,1,7,2,1,4,1,0.283547,1,0.161546482
