,BHP Share Price,S&P 500 ,ASX 200,AUD/USD,EUR/USD,YEN/USD,GBP/USD,AUD/CNY,AUD/USD Growth,EUR/USD Growth,YEN/USD Growth,GBP/USD Growth,AUD/CNY Growth,Unemployment Rate,Participation Rate,Inflation,Australian Cash Rate,US Federal Reserve Rate,Australia GDP Trend,Australia GDP Seasonally Adjusted,Terms of Trade ,"Crude oil, average","Crude oil, WTI","Coal, Australian","Natural gas, US","Natural gas, Europe","Liquefied natural gas, Japan",Natural gas index,Cocoa,"Coffee, Arabica","Tea, avg 3 auctions",Coconut oil,Palm oil,Palm kernel oil,Soybeans,Soybean oil,"Rice, Thai 5% ","Wheat, US SRW","Banana, US",Orange,Beef,"Meat, chicken","Meat, sheep","Sugar, US","Sugar, world","Tobacco, US import u.v.","Logs, Cameroon",Plywood,Woodpulp,"Cotton, A Index","Rubber, TSR20",Phosphate rock,Potassium chloride,Aluminum,"Iron ore, cfr spot",Copper,Lead,Tin,Nickel,Zinc,Gold,Platinum,Silver
30-Sep-16,31.597807,2168.27002,5317.700195,0.7572,1.1203,0.0098,1.3145,5.1132,-0.007211223,-8.93E-05,-0.01010101,0.004355134,0.018687493,5.8,64.4,0.013,1.5,0.4,0.20%,-0.50%,4.5,0.003788442,0.010055866,0.082021167,0.063626267,-0.058165548,0.055472264,0.019631345,-0.049892992,0.052286021,0.018065617,0.0117724,0.027173913,0.056617647,-0.01937046,0.018427518,-0.074698795,-0.010796097,-0.042272127,0.095290614,-0.017241379,-0.006123919,0.034900657,-0.02067274,0.069547938,0.017883321,0.000267642,-0.006378803,0,-0.029902816,0.046558236,-0.009009009,-0.022727273,-0.028622322,-0.05091148,-0.00620203,0.061083508,0.058202574,-0.013952219,0.005778495,-0.010118119,-0.066812285,-0.011742482
31-Oct-16,31.935211,2126.149902,5440.5,0.7616,1.1034,0.0096,1.2375,5.1564,0.005810882,-0.015085245,-0.020408163,-0.058577406,0.008448721,5.7,64.4,0.013,1.5,0.4,0.20%,-0.50%,4.5,0.094353585,0.103761062,0.278052126,-0.006635454,0.019002375,0.015625,0.003544231,-0.058947865,0.015087918,0.026462187,-0.054298643,-0.052910053,-0.073764788,-0.004938272,0.034981906,-0.0390625,0.043212612,-0.031034483,0.01334206,-0.019736842,-0.001631026,-0.003503021,0.022182469,0.032048305,-0.006313565,-0.016321798,-0.018115244,0,0.008476753,0.087574575,0,0.004651163,0.046183024,0.022495241,0.001918597,0.039458011,0.030782296,0.006668119,0.008371468,-0.045273291,-0.083662141,-0.087926848
30-Nov-16,34.233234,2198.810059,5665.799805,0.752,1.0786,0.0092,1.245,5.0862,-0.012605042,-0.022475983,-0.041666667,0.006060606,-0.013614149,5.9,64.7,0.013,1.5,0.41,0.20%,-0.50%,4.5,-0.0818231,-0.086590499,0.073414189,-0.152007324,0.144230769,-0.011188811,-0.041875108,-0.085861287,0.028833259,0.054510913,0.051264525,0.048882682,0.108940646,0.022332506,0.025641026,-0.010840108,0.0176823,-0.010676157,0.068663984,0.029082774,-0.00308586,0.045274156,0.006650333,-0.089108911,-0.004452631,-0.019947411,-0.040850277,0,0.005094244,0.123256129,-0.054545455,-0.00462963,0.042745663,0.237095955,0.152109586,0.077100899,0.051061804,0.084716572,0.110188189,-0.022265209,-0.004170403,-0.014047012
31-Dec-16,32.628265,2238.830078,5620.899902,0.7338,1.0538,0.0086,1.248,5.0115,-0.024202128,-0.022992768,-0.065217391,0.002409639,-0.0146868,6,64.7,0.015,1.5,0.54,0.30%,1.10%,9.1,0.162615996,0.141321045,-0.136886311,0.432204406,0.120448179,0.004243281,0.272789114,-0.073930322,-0.121333913,-0.011362508,0.104681404,0.049267643,0.119241192,0.019417476,0.030681818,0.021917808,-0.036529379,0,-0.053419499,-0.045289855,0.034724374,0.016744349,0.016689847,-0.086462451,0.008570969,-0.023961514,-0.068044789,0,0.007349214,0.162426143,-0.009615385,0,-0.005394016,0.094664843,0.038419132,0.013418448,0.003704424,-0.014075053,0.038426467,-0.065401542,-0.038486505,-0.056011949
31-Jan-17,37.652908,2278.870117,5712.200195,0.7453,1.0629,0.0087,1.2348,5.2198,0.015671845,0.008635415,0.011627907,-0.010576923,0.041564402,5.9,64.6,0.015,1.5,0.65,0.30%,1.10%,9.1,0.018434055,0.009613536,-0.030004634,-0.089619744,-0.007272727,0.05915493,-0.051088277,-0.044098618,0.042217827,0.018702299,0.068275456,0.026649746,0.065375303,0.0125,-0.038588754,0.010723861,0.077196662,0.014388489,-0.131827112,0.010436433,0,-0.012417882,0.006839945,0.09951325,-0.000453189,0.006350711,0.008512856,0,0.035597484,0.121524896,-0.038834951,0,0.036753215,0.004873782,0.016643847,0.014833653,-0.024172399,-0.091212666,0.018759311,0.030016589,0.057459875,0.028602726
28-Feb-17,34.488567,2363.639893,5864.899902,0.7668,1.0649,0.0089,1.2484,5.2594,0.028847444,0.001881645,0.022988506,0.011013929,0.007586498,6,64.6,0.015,1.5,0.66,0.30%,1.10%,9.1,0.014243951,0.016949153,-0.03965126,-0.135181551,0.148351648,0.043882979,-0.018096734,-0.072927729,-0.013403713,-0.040897221,-0.061707989,-0.043263288,-0.104545455,0.004115226,-0.042431193,-0.026525199,0.042604978,0.085106383,-0.034679792,0.038028169,0,0.012898515,0.0390625,-0.001967536,-0.00655071,0.002260526,0.018761062,0,0.034373861,0.032604171,-0.01010101,-0.004651163,0.03880552,0.112299465,0.032383015,0.030714076,-0.060184257,0.067376292,0.048161927,0.035315829,0.037563713,0.060998698
31-Mar-17,33.120697,2362.719971,5924.100098,0.7621,1.0695,0.0089,1.2343,5.2538,-0.006129369,0.004319654,0,-0.011294457,-0.00106476,6,64.8,0.021,1.5,0.79,0.40%,0.30%,6.6,-0.063473568,-0.071535581,0.001741077,0.019326241,-0.145135566,-0.01910828,-0.054287482,0.014611028,-0.037270815,0.005096744,-0.090428655,-0.051679587,-0.222715736,-0.053864169,-0.02754491,0.008174387,-0.024664542,0.013071895,0.020688038,0.030122117,0,-0.011773186,-0.02092187,-0.108920651,0.001244069,0.004322902,8.85E-05,0,0.019023016,-0.119491222,0,0,0.021883649,-0.020013417,-0.019572759,-0.013229505,0.022046675,-0.041212782,-0.024132417,-0.002252471,-0.044421067,-0.016840462
30-Apr-17,33.159286,2384.199951,5724.600098,0.7534,1.0709,0.0091,1.2641,5.1622,-0.011415825,0.001309023,0.02247191,0.024143239,-0.017434999,5.9,64.9,0.021,1.5,0.9,0.40%,0.30%,6.6,0.024752799,0.029850746,0.050802052,0.072186467,-0.02238806,0.064935065,0.034876166,-0.049733501,-0.029659694,0.062111791,0.020012912,-0.066757493,-0.16,-0.037128713,-0.025862069,0.027027027,-0.024622237,-0.003225806,-0.078031695,0.016201264,0,0.023745847,-0.041068447,-0.08960177,-0.030303388,0.002432862,0.026062477,0,0.002996082,-0.15854527,-0.020408163,0,0.010386701,-0.198859099,-0.024161191,-0.026441085,0.001767026,-0.058343933,-0.05832445,0.028796024,-0.00210828,0.022800749
31-May-17,32.684254,2411.800049,5721.5,0.7432,1.1061,0.0089,1.2921,5.0602,-0.013538625,0.032869549,-0.021978022,0.022150146,-0.019759017,5.6,64.9,0.021,1.5,0.91,0.40%,0.30%,6.6,-0.043517158,-0.050137094,-0.119587116,0.013724854,0.020992366,0.036585366,0.018262052,0.011381019,-0.034749035,0.040076474,0.067721519,0.061313869,0.066083576,-0.002570694,0.04551201,0.107894737,0.016153469,0.019417476,-0.108986735,0.038496436,0,0.043321259,-0.010445682,-0.024301337,-0.03022321,0.031457108,-0.018713242,0,0.018382353,-0.074774829,-0.03125,0.009345794,-0.004268121,-0.110937055,-0.014838403,-0.043006201,0.014565813,-0.047262646,-0.00944962,-0.016449861,-0.031815911,-0.07142461
30-Jun-17,33.149967,2423.409912,5720.600098,0.7555,1.123,0.009,1.28,5.2149,0.016550054,0.015278908,0.011235955,-0.0093646,0.030571914,5.6,65,0.019,1.5,1.04,0.70%,0.80%,-6,-0.074692678,-0.068659794,0.086316059,-0.0593733,0.011214953,-0.023529412,-0.030417989,0.007446508,-0.0452,0.008865428,0.005927682,-0.068775791,-0.061987238,-0.020618557,0,0.087885986,0.047942041,0.00952381,-0.045082827,0.02646031,0,-0.005319899,-0.020760028,-0.134495641,-0.01510862,0.0160181,0.011720159,0,-0.043772563,-0.059388475,0,0.009259259,-0.014495405,-0.079288803,0.021465972,0.00367981,-0.026805998,-0.024397277,-0.006489821,0.011412154,0.00049448,0.011107793
31-Jul-17,38.803814,2470.300049,5714.5,0.78,1.1529,0.0089,1.3005,5.3833,0.032428855,0.026625111,-0.011111111,0.016015625,0.032292086,5.6,65.1,0.019,1.5,1.15,0.70%,0.80%,-6,0.032274368,0.03276511,0.081266151,0.007690214,-0.036968577,0,-0.010090452,-0.004839234,0.044965787,-0.006660083,-0.06246317,-0.020679468,-0.021379981,0.073684211,0.009673519,-0.089519651,0.100394766,0,-0.035646318,0.001337549,0,0.014925373,-0.039525692,0.051798561,-0.019818927,0.024939877,-0.014044444,0,-0.007904672,0.053413906,-0.053763441,0,0.009372563,0.178496868,0.046393555,0.064198075,0.028721939,0.062656184,0.083076863,-0.018575532,-0.012710453,-0.046010277
31-Aug-17,40.517666,2471.649902,5681.600098,0.7919,1.1824,0.0091,1.2954,5.237,0.01525641,0.025587649,0.02247191,-0.003921569,-0.027176639,5.6,65.1,0.019,1.5,1.15,0.70%,0.80%,-6,0.047982094,0.029581994,0.095966053,-0.028939015,0.013435701,0,-0.010668867,-1.01E-05,0.001469999,-0.006728639,0.008170962,0.016591252,0.156901688,-0.044117647,0.023952096,-0.057553957,-0.1441553,0,0.028766603,-0.078445659,0,0.016054655,-0.060606061,-0.017099863,0.112804265,0.026071087,0.023937381,0,-0.056487097,0.019517341,-0.022727273,-0.004587156,0.066764409,0.12297018,0.083625725,0.034632092,0.014711612,0.147353549,0.069439113,0.037344868,0.058548264,0.04952947
