,BHP Share Price,S&P 500 ,ASX 200,AUD/USD,EUR/USD,YEN/USD,GBP/USD,AUD/CNY,AUD/USD Growth,EUR/USD Growth,YEN/USD Growth,GBP/USD Growth,AUD/CNY Growth,Unemployment Rate,Participation Rate,Inflation,Australian Cash Rate,US Federal Reserve Rate,Australia GDP Trend,Australia GDP Seasonally Adjusted,Terms of Trade ,"Crude oil, average","Crude oil, WTI","Coal, Australian","Natural gas, US","Natural gas, Europe","Liquefied natural gas, Japan",Natural gas index,Cocoa,"Coffee, Arabica","Tea, avg 3 auctions",Coconut oil,Palm oil,Palm kernel oil,Soybeans,Soybean oil,"Rice, Thai 5% ","Wheat, US SRW","Banana, US",Orange,Beef,"Meat, chicken","Meat, sheep","Sugar, US","Sugar, world","Tobacco, US import u.v.","Logs, Cameroon",Plywood,Woodpulp,"Cotton, A Index","Rubber, TSR20",Phosphate rock,Potassium chloride,Aluminum,"Iron ore, cfr spot",Copper,Lead,Tin,Nickel,Zinc,Gold,Platinum,Silver
31-Jan-08,46.235157,1378.550049,5572.100098,0.8814,1.4703,0.0092,1.9699,6.4363,0.010663915,0.009752077,0.033707865,-0.024173973,0.006096322,3.9,65.5,0.029,6.75,3.94,0.80%,0.60%,0.7,0.013069642,0.017722271,0.008241758,0.118918379,0.127502634,0.082788671,0.120095125,0.042037252,0.016572176,0.027873341,0.114483955,0.114736842,0.126102293,0.049805951,0.096219931,0.041404806,-0.004341442,0.063829787,0.11209127,0.019748954,0.005026611,-0.004475512,0.001491971,0.121836926,0.001593215,0.154935015,-0.007714553,0.02236645,0.053199137,0.05218366,0.407407407,0.1375,0.026799832,0.017094467,0.071854877,0.004664048,0.004563533,0.065312583,-0.005511493,0.107559359,0.060553286,0.112230487
29-Feb-08,50.073826,1330.630005,5355.700195,0.9087,1.4717,0.0093,1.9643,6.6233,0.030973451,0.000952187,0.010869565,-0.002842784,0.02905396,3.7,65.4,0.029,7,2.98,0.80%,0.60%,0.7,0.02974592,0.025902309,0.438692098,0.06875,0.013084112,0.052313883,0.049736794,0.137199858,0.124624625,0.008270875,0.075486381,0.095372993,0.085356304,0.057301294,0.097178683,0.237353568,0.130704286,0.15,0.018827599,0.055514525,0.024541532,0.052430489,-0.004870474,0.128654971,-0.014909357,0.127799952,-0.00268114,0.00507097,0.024573379,0.0737029,0,0.41025641,0.135515389,-0.037492889,0.117074679,0.180874387,0.05341938,0.009604022,0.041890694,0.036761672,0.262976063,0.104350395
31-Mar-08,45.415104,1322.699951,5595.399902,0.9246,1.5481,0.0099,2.0022,6.4023,0.017497524,0.051912754,0.064516129,0.019294405,-0.033367053,3.9,65.4,0.043,7.25,2.61,0.70%,0.60%,1.1,0.090539253,0.105767215,-0.104166667,0.099582289,0.018450185,0.047801147,0.071585591,0.0890713,-0.047046856,-0.056007605,0.064399421,0.076724138,0.054834055,0.005244755,0.054285714,0.278106509,0.079395085,0.295652174,0.17323955,0.036929057,0.026342965,0.060755122,0.025322741,-0.022945966,-0.011574874,0.031418571,0.002705546,0.007803386,0.068620919,-0.00926028,0.700657895,0.155844156,0.082234728,0.059101655,0.069931628,-0.023150894,0.150723242,0.116964097,0.030076579,0.050022878,0.012762106,0.099516193
30-Apr-08,55.629192,1385.589966,5654.700195,0.9301,1.5768,0.0098,1.9821,6.5863,0.005948518,0.018538854,-0.01010101,-0.010038957,0.028739672,4.2,65.6,0.043,7.25,2.28,0.70%,0.60%,1.1,0.067902161,0.067749241,0.040169133,0.077737564,0.104166667,0.041970803,0.084180338,-0.043642192,-0.061311629,0.09956904,-0.01903467,-0.060048038,-0.023255814,-0.029565217,-0.034552846,0.526936027,-0.229223054,-0.057718121,0.002396075,0.028116214,0.009943182,0.020758179,-0.008078362,-0.048484848,0.018588537,-0.006914408,0.008775565,0.01359391,-0.059850374,0.002893068,0.137330754,0.073314607,-0.015311672,-0.005935471,0.029107073,-0.061766369,0.093652493,-0.078849008,-0.098618978,-0.060643265,-0.018161259,-0.094080984
31-May-08,58.167198,1400.380005,5215.299805,0.9478,1.5543,0.0096,1.9655,6.6364,0.019030212,-0.014269406,-0.020408163,-0.008374956,0.007606699,4,65.4,0.043,7.25,1.98,0.70%,0.60%,1.1,0.127571341,0.110060542,0.082926829,0.10838455,0.015586546,0.018388792,0.076200509,0.029426654,0.008884151,-0.001658202,0.040887041,0.028534923,0.004201681,0.03046595,0.007719298,-0.005733186,-0.211260522,-0.045584046,0.068065895,0.120875114,0.017307392,0.012229417,0.017071338,-0.039012739,0.022055158,-0.011934023,0.002496414,0.003847136,-0.017241379,0.094825992,0,0.085160953,-0.019049611,-0.015310028,-0.034793825,-0.208351785,0.110977164,-0.105279798,-0.036087632,-0.023130575,0.032206637,-0.025142857
30-Jun-08,58.753426,1280,4977.399902,0.9502,1.5549,0.0094,1.9658,6.5668,0.00253218,0.000386026,-0.020833333,0.000152633,-0.010487614,4,65.6,0.044,7.25,2,0.50%,0.30%,13.1,0.072480739,0.071305727,0.199324324,0.128733519,0.020193861,0.03783319,0.093756052,0.118078555,0.029587883,0.074676547,0.032623169,0.004554865,-0.025801953,0.08173913,0.070334262,-0.160567753,-0.001397151,-0.059701493,0.07341235,0.053188029,0.026997965,-0.000747913,0.043932433,0.004971002,0.02282716,-0.000257119,-0.001342808,0.002789007,0.039811066,0.071175219,0,0.037044183,0.018931758,-0.046747862,-0.014572187,-0.166281591,-0.076175919,-0.123798407,-0.131810641,0.000928361,-0.00643621,-0.005334115
31-Jul-08,51.491131,1267.380005,5135.600098,0.9621,1.5749,0.0094,1.9876,6.4343,0.012523679,0.012862564,0,0.011089633,-0.020177255,4,65.5,0.044,7.25,2.01,0.50%,0.30%,13.1,0.009915316,-0.004102347,0.126760563,-0.120494234,0.137767221,0.023198012,-0.045402631,-0.011335541,0.008279165,0.033685532,-0.074145712,-0.070074196,-0.089477452,0.019292605,-0.01691607,-0.03335535,-0.036492139,-0.168253968,0.012206801,0.084942085,0.029616334,0.01293279,0.092467669,0.173124485,0.02511689,0.013566514,0.000870503,0.005679865,0.003244646,0.007883948,0,0.041860465,0.038332482,-0.018648399,0.018575902,0.043941434,0.040939776,-0.105939328,-0.022225671,0.056531398,-0.066107962,0.062755613
31-Aug-08,48.628998,1282.829956,4600.5,0.8869,1.5017,0.0092,1.8958,5.8779,-0.078162353,-0.046479142,-0.021276596,-0.046186355,-0.086474053,4,65.5,0.044,7.25,2,0.50%,0.30%,13.1,-0.137461575,-0.125487601,-0.12,-0.260008892,0.018789144,0.072874494,-0.157063206,-0.051018482,-0.006311075,-0.006192215,-0.169220056,-0.215425532,-0.157232704,-0.123028391,-0.125082727,-0.052271951,0.040419162,0.106870229,-0.209429984,-0.035587189,0.001882763,-0.049783854,-0.02122678,0.026704146,0.013573633,-0.009885601,0.002136594,-0.041589231,0.009640855,-0.088297872,0.170068027,0.142857143,-0.099915376,-0.009750693,-0.092624081,-0.010971185,-0.13453698,-0.061133618,-0.0696918,-0.107203662,-0.219950326,-0.188472821
30-Sep-08,35.856209,1166.359985,4018,0.8201,1.4376,0.0094,1.7988,5.4381,-0.075318525,-0.042684957,0.02173913,-0.051165735,-0.074822641,4.1,65.5,0.05,7,1.81,0.20%,0.10%,5.6,-0.13014289,-0.108914246,-0.053030303,-0.067333333,0.014344262,0.086037736,-0.027830768,-0.042638274,-0.021580277,-0.026771411,-0.069572506,-0.128813559,-0.068097015,-0.084532374,-0.072617247,-0.013987022,-0.123741007,0.004310345,-0.183664937,-0.04501845,-0.000139202,-0.04656352,-0.006696017,-0.073921971,0.01191527,-0.040459687,-0.000669736,-0.018593679,-0.056957198,-0.036550209,0,0.1015625,-0.086296903,-0.218753497,-0.084330229,-0.028702286,-0.082760677,-0.059870032,0.007080704,-0.010837579,-0.176614722,-0.154560984
31-Oct-08,27.15851,968.75,3742.5,0.6984,1.3402,0.0099,1.7089,4.5678,-0.148396537,-0.067751809,0.053191489,-0.049977763,-0.160037513,4.2,65.4,0.05,6,0.97,0.20%,0.10%,5.6,-0.27056882,-0.262870505,-0.28,-0.124894405,0.072727273,0.043085476,-0.035190159,-0.156466547,-0.137363021,-0.136286632,-0.228828829,-0.293125811,-0.253253253,-0.225933202,-0.243066884,-0.109023106,-0.169129721,0.006008584,-0.015309863,-0.150540958,-0.009820069,-0.05003228,-0.073291362,-0.120473023,0.014866765,-0.072890497,-0.007653408,-0.052296567,-0.153532609,-0.336622377,-0.037209302,0.081560284,-0.160108527,-0.365010026,-0.295409552,-0.207804796,-0.215970078,-0.317780646,-0.249711175,-0.028089048,-0.253936461,-0.156122202
30-Nov-08,27.954819,896.23999,3722.300049,0.6576,1.2736,0.0103,1.5383,4.471,-0.058419244,-0.049694076,0.04040404,-0.0998303,-0.021191821,4.3,65.4,0.05,5.25,0.39,0.20%,0.10%,5.6,-0.257522581,-0.252184993,-0.145833333,-0.008762159,-0.007532957,0.003331113,-0.007473494,-0.096458554,-0.013755158,-0.146473295,-0.160046729,-0.104587156,-0.293565684,-0.040609137,-0.112068966,-0.093967993,-0.015810277,0.11774744,-0.062085296,-0.163027656,-0.006976744,-0.060353201,-0.081151665,0.017647059,-0.016701889,-0.083039623,0.004092848,-0.080688996,-0.117977528,-0.132202116,-0.154589372,0.003278689,-0.126796621,-0.26750874,-0.24538583,-0.127699379,-0.052649128,-0.118476829,-0.114820649,-0.056726835,-0.079193925,-0.055175122
31-Dec-08,29.966568,903.25,3540.699951,0.6717,1.3511,0.0109,1.4888,4.8276,0.021441606,0.060851131,0.058252427,-0.032178379,0.079758443,4.5,65.4,0.037,4.25,0.16,-0.10%,-0.50%,-2.8,-0.234077534,-0.27672573,-0.147425474,-0.131800135,-0.019607843,-0.08499336,-0.078259191,0.165125832,-0.023956026,-0.021007057,0.029207232,0.030737705,0.051233397,-0.047619048,-0.104368932,-0.036594203,-0.020080321,-0.080152672,-0.107364575,-0.023188406,0.001102483,-0.030409585,0.005345662,-0.029727498,0.009268021,0.054508325,-0.000646866,-0.124292727,0.009099181,-0.271517852,0,0.009803922,-0.195417358,0.077444188,-0.173533495,-0.25421656,-0.176164474,-0.094853151,-0.045140552,0.072587312,-0.000714031,0.042624579
31-Jan-09,26.222488,825.880005,3344.5,0.6782,1.3342,0.0111,1.4491,4.3412,0.009676939,-0.012508327,0.018348624,-0.026665771,-0.100753998,4.8,65.5,0.037,4.25,0.15,-0.10%,-0.50%,-2.8,0.060869733,0.007226334,0.009535919,-0.095499413,-0.103870968,-0.077648766,-0.098434529,0.096942761,0.078423132,0.134892374,-0.008108108,0.117296223,0.028880866,0.147222222,0.069444444,0.090635577,0.088114754,-0.012448133,0.027786982,0.015949555,0.002633469,-0.03143049,0.018883755,0.071489362,0.014170788,-0.013406823,-0.110468736,-0.035662037,0.040577096,0.195911832,-0.242857143,0.104368932,-0.051870971,0.036153187,0.048409883,0.176404976,0.011820018,0.167293437,0.078899044,0.052197546,0.128272002,0.095520966
28-Feb-09,25.440147,735.090027,3582.100098,0.6499,1.2807,0.0108,1.4397,4.3753,-0.041728104,-0.040098936,-0.027027027,-0.006486785,0.007854971,5.5,65.7,0.037,3.25,0.22,-0.10%,-0.50%,-2.8,-0.045867724,-0.062004473,-0.050629723,-0.137825772,-0.205183585,-0.172305271,-0.172135214,0.008227689,0.009197194,-0.02316312,-0.083106267,0.017793594,0.00877193,-0.055690073,-0.052264808,0.018534483,-0.060263653,0.151260504,-0.020979628,-0.061336254,-0.006303725,-0.001213424,-0.02077442,0.05401112,0.070125076,-0.102795635,-0.003025528,-0.095457967,-0.043327556,-0.078303374,-0.405660377,0.022710623,-0.058678002,0.0424769,0.02919716,-0.028438174,-0.029333614,-0.079434204,-0.063440865,0.098184444,0.090604912,0.190296587
31-Mar-09,31.811104,797.869995,3780.5,0.6654,1.3064,0.0102,1.421,4.7294,0.023849823,0.020067151,-0.055555556,-0.012988817,0.080931593,5.8,65.7,0.024,3.25,0.18,-0.10%,0.40%,-7.8,0.114751573,0.213800006,-0.190766782,-0.125868555,-0.012681159,-0.098859316,-0.072299046,-0.051961029,-0.007414272,0.039059418,-0.071322437,0.045454545,0.020869565,-0.028205128,-0.028074866,-0.004231909,0.002004008,-0.03649635,0.105148192,0.049008168,-0.011179132,-0.014974487,0.00122837,0.009796534,0.025893838,-0.07979128,-0.003794866,-0.022051072,-0.067028986,-0.015566001,0,-0.00286533,0.004240716,-0.152401111,0.131240148,0.125743622,-0.032913558,-0.068441071,0.094125846,-0.019858961,0.046958626,-0.022046598
30-Apr-09,34.336021,872.809998,3818,0.7148,1.3194,0.0101,1.4698,4.9451,0.074241058,0.00995101,-0.009803922,0.034342013,0.045608322,5.6,65.6,0.024,3,0.15,-0.10%,0.40%,-7.8,0.077881201,0.048150142,0.041967213,-0.114019543,-0.219266055,-0.143459916,-0.167148217,0.018006148,0.049486461,0.130864414,0.1952,0.173913043,0.221465077,0.092348285,0.101788171,-0.065590027,-0.006,-0.021212121,0.067846502,0.031368187,-0.004037685,0.079466467,0.075269807,0.018656716,-0.0029558,-0.014737468,-0.005376344,0.002023969,0.102912621,0.160861057,-0.203174603,-0.143678161,0.063637065,-0.066958015,0.175158344,0.116385465,0.100000009,0.15156568,0.133223752,-0.036864649,0.077354706,-0.048601793
31-May-09,40.113373,919.140015,3954.899902,0.7619,1.3636,0.0103,1.5395,5.4708,0.065892557,0.033500076,0.01980198,0.047421418,0.106307254,6.1,65.5,0.024,3,0.18,-0.10%,0.40%,-7.8,0.15664463,0.187033337,0.014789176,0.088633636,-0.049353702,-0.07635468,0.015263468,-0.02907679,0.119439502,0.073617448,0.127844712,0.141025641,0.157601116,0.123188406,0.11360799,-0.030321407,0.108651911,-0.067337461,-0.018003912,0.031924072,0.018468468,0.057770415,0.018149718,0.175091575,0.008482108,0.03358605,-0.003175778,0.012217001,0.090669014,0.05303439,-0.06374502,-0.036912752,0.027868529,0.048678488,0.036782063,0.041253705,0.174557926,0.131536539,0.076106175,0.043186924,-0.031558625,0.120559647
30-Jun-09,39.036362,919.320007,4244,0.8039,1.4037,0.0104,1.6374,5.5119,0.055125345,0.029407451,0.009708738,0.063592075,0.007512612,6.3,65.4,0.014,3,0.21,0.30%,0.60%,-7.4,0.189081217,0.177528349,0.106666667,-0.001496063,-0.017305315,-0.042666667,-0.010595727,0.088509731,-0.007947546,0.032638939,-0.113353116,-0.093632959,-0.107228916,0.08172043,0.004484305,0.077861163,-0.003629764,0.029045643,-0.081192872,0.02111204,0.013931889,0.06131188,0.030979841,0.024314214,0.004345366,0.028093596,-0.004036637,0.037274183,-0.008878128,-0.022304614,-0.175531915,0,0.077565293,0.143085022,0.097474036,0.162688399,0.086436933,0.184073321,0.049524562,0.018333163,0.079022212,0.04794834
31-Jul-09,44.906441,987.47998,4479.100098,0.8018,1.4074,0.0106,1.6361,5.7071,-0.002612265,0.002635891,0.019230769,-0.000793942,0.035414285,6,65.4,0.014,3,0.16,0.30%,0.60%,-7.4,-0.064830707,-0.079011798,0.033903054,-0.108850511,-0.161006289,0.051532033,-0.122254446,0.033635399,-0.059349756,0.063779321,-0.082998661,-0.119834711,-0.101214575,-0.081510934,-0.066964286,-0.00435161,-0.129326047,-0.032258065,-0.123462426,0.015353122,0.004416576,-0.000489057,0.032273191,0.121728545,-0.001468362,0.005136986,-0.003016846,0.053915208,0.055374593,0.044969341,-0.070967742,-0.08641115,0.059876967,0.171504326,0.040205387,0.002480807,-0.063178239,0.068454469,0.013700873,-0.012099358,-0.045653852,-0.088206192
31-Aug-09,44.435692,1020.619995,4743.600098,0.835,1.4257,0.0105,1.6543,5.7686,0.041406835,0.0130027,-0.009433962,0.011124014,0.010776051,6,65.3,0.014,3,0.16,0.30%,0.60%,-7.4,0.10767539,0.108226704,-0.017615176,-0.07147071,0.037481259,0.02781457,-0.020663161,0.059237027,0.062881476,0.011279956,0.090510949,0.131455399,0.094594595,0.017316017,0.059808612,-0.079982517,-0.079497908,0.008333333,0.169049024,0,-0.020209149,0.00505849,0.132553304,0.217580033,0.007950254,0.012776831,0.000144633,0.055374723,-0.008487654,0.152538612,0,-0.340198322,0.159352429,0.163430613,0.182101269,0.131949132,0.059181006,0.228794778,0.153974797,0.016213387,0.070818922,0.074466572
30-Sep-09,47.081867,1057.079956,4643.200195,0.8607,1.4556,0.0109,1.6328,6.0326,0.030778443,0.020972154,0.038095238,-0.012996434,0.045765004,6.1,65.2,0.012,3,0.15,0.50%,0.20%,1,-0.045840932,-0.022750727,-0.067034483,-0.059182312,0.030346821,0.085051546,-0.010694157,0.063007979,-0.008213141,0.05504894,-0.061579652,-0.067773167,-0.034293553,-0.085106383,-0.045146727,-0.014251781,-0.020454545,-0.018181818,0.232762138,-0.002419355,-0.021870089,-0.012868536,0.109138076,0.027629234,0.00650469,0.020605551,-0.002336271,0.045137113,-0.00311284,0.123854583,0,0,-0.051524758,-0.173645951,0.005049552,0.160225778,-4.43E-05,-0.110406048,0.034225644,0.049733772,0.03545803,0.141592427
31-Oct-09,47.407982,1036.189941,4701.399902,0.9044,1.4807,0.0111,1.6167,6.1403,0.050772627,0.017243748,0.018348624,-0.009860363,0.017852999,5.9,65.2,0.012,3.25,0.12,0.50%,0.20%,1,0.083903749,0.091138185,0.050709639,0.358454889,0.065918654,0.080760095,0.206268058,0.073092031,0.040665185,-0.041292435,0.007132668,0.008902077,0.03125,-0.006976744,0.060283688,-0.049638554,0.109048724,-0.010942761,0.118015193,-0.028900566,-0.023809524,-0.009547708,0.063408163,-0.018213356,0.006766891,0.052526889,-0.002465356,0.054616715,0.042935207,0.095365334,0,0.005780347,0.024237316,0.075331434,0.014773825,0.016433323,0.009400238,0.060209125,0.099557171,0.046727293,0.034197253,0.051655023
30-Nov-09,54.434608,1095.630005,4870.600098,0.9183,1.4895,0.0112,1.6583,6.2482,0.015369306,0.005943135,0.009009009,0.025731428,0.017572431,5.8,65.2,0.012,3.5,0.12,0.50%,0.20%,1,0.046863757,0.029334309,0.108766005,-0.082645655,0.027631579,0.003296703,-0.033121146,0.003399137,-0.015268163,0.009663624,0.032577904,0.066176471,0,0.030444965,0.037904125,0.100912779,0.165271967,0.029787234,0.001555028,0.040582726,-0.008684552,0.024964469,0.036409604,-0.016784452,0.022624121,0.015002925,-0.001263816,0.041021289,0.074850299,0.099469802,0,0,0.037644631,0.143680147,0.061644309,0.030341762,-0.004429582,-0.082808,0.058790562,0.080406726,0.050909009,0.033951996
31-Dec-09,55.359928,1115.099976,4569.600098,0.9015,1.4587,0.0111,1.6223,6.1262,-0.018294675,-0.02067808,-0.008928571,-0.021708979,-0.019525623,5.7,65.4,0.021,3.75,0.12,0.60%,0.90%,2.9,-0.034434612,-0.044973745,0.054568528,0.453707969,0.025608195,0.069003286,0.246355402,0.033550489,0.039087445,-0.026947294,0.053497942,0.092413793,0.141873278,0.022727273,0.004296455,0.088899125,0.008976661,-0.045454545,-0.121993208,0.016,0.00013658,-0.020678845,0.045199191,0.05705301,0.00751758,0.003492198,-0.002489658,0.012994117,0.058495822,0.122667095,0,-0.082758621,0.118406945,0.058533145,0.045856437,0.008559566,0.040457006,0.004428118,0.083237249,0.006821433,0.026316917,-0.010049772
31-Jan-10,50.147785,1073.869995,4637.700195,0.911,1.4278,0.011,1.6148,6.0394,0.010537992,-0.021183245,-0.009009009,-0.004623066,-0.014168653,5.5,65.4,0.021,3.75,0.11,0.60%,0.90%,2.9,0.029904049,0.051928206,0.167268351,0.082326847,0.098626717,0.026639344,0.084625241,0.007878979,0.004681982,-0.025502258,0.020833333,0.001262626,0.059107358,-0.031111111,-0.012834225,-0.037563452,-0.037366548,-0.012987013,0.074671365,0.054133858,0.010398174,0.002813548,0.181805839,0.124946876,0.001087277,-0.02272665,0,0.028986097,0.018421053,0.086985309,0.083333333,-0.111842105,0.025253487,0.196535643,0.057942219,0.017114275,0.139439007,0.080439851,0.024620868,-0.014770993,0.0837716,0.006053667
28-Feb-10,53.01049,1104.48999,4875.5,0.8852,1.3663,0.0111,1.5608,6.1114,-0.028320527,-0.04307326,0.009090909,-0.033440674,0.011921714,5.5,65.2,0.021,3.75,0.13,0.60%,0.90%,2.9,-0.03057623,-0.024785894,-0.028969072,-0.081144845,0,0.0499002,-0.045184359,-0.07054409,-0.006544997,-0.016057949,0.017857143,0.00630517,0.018223235,-0.068807339,-0.009750813,-0.059423347,-0.035120148,-0.083333333,-0.098846216,0.058823529,0.003012048,0.005875189,0.022719979,-0.040800907,-0.017073362,-0.041066136,0,0.031858666,0.034237726,0.014355327,0.064102564,-0.054673721,-0.083316556,0.014078906,-0.072848198,-0.103319787,-0.07637703,0.029109102,-0.114009324,-0.020170614,-0.024102959,-0.105696096
31-Mar-10,58.063572,1169.430054,4807.399902,0.9109,1.3576,0.011,1.5054,6.2573,0.029032987,-0.006367562,-0.009009009,-0.035494618,0.023873417,5.6,65.2,0.029,4,0.16,0.60%,0.50%,4.2,0.060653861,0.06330424,0.001964115,-0.195531983,0.014772727,-0.009505703,-0.106534668,-0.056990984,0.042062587,-0.080603091,0.154135338,0.042606516,0.112975391,0.004926108,0.001094092,-0.061308411,-0.009578544,0.163636364,-0.027374444,0.071604938,0.008580009,-0.019208932,-0.127650273,-0.265064986,-0.041546187,0.007784538,0,0.047897217,0.071830106,0.031014022,0.012048193,-0.067164179,0.07648157,0.09569378,0.089753986,0.022796332,0.072583801,0.183669056,0.054784645,0.016362778,0.052014339,0.077685378
30-Apr-10,53.210796,1186.689941,4429.700195,0.9259,1.3441,0.0107,1.5331,6.3109,0.01646723,-0.009944019,-0.027272727,0.018400425,0.008565995,5.7,65.3,0.029,4.25,0.2,0.60%,0.50%,4.2,0.061605534,0.039718978,0.061192053,-0.066745876,-0.157894737,0.053742802,-0.096449246,0.042525865,0.02881459,0.058350307,0.02062975,-0.002403846,0.025125628,0.007352941,-0.01420765,-0.072082836,-0.011605416,-0.015213816,0.041903897,0.073897301,0.015312633,0.030160036,-0.116630169,-0.118435155,-0.006451651,0.00486454,0.013362448,0.045222399,0.026573427,0.032821341,0.19047619,0.006016,0.050368829,0.234662467,0.037820659,0.042706853,0.064626447,0.158915351,0.040266981,0.031752291,0.069443489,0.055898188
31-May-10,47.399204,1089.410034,4301.5,0.8746,1.2624,0.0109,1.4707,5.7801,-0.055405551,-0.060784168,0.018691589,-0.040701846,-0.084108447,5.4,65,0.029,4.5,0.2,0.60%,0.50%,4.2,-0.101737337,-0.127224455,-0.0001997,0.037469732,-0.033244681,0.037340619,0.009930971,-0.013277668,0.023871425,0.008828047,-0.008510638,-0.022891566,0.009803922,-0.00973236,-0.041019956,-0.031473534,0.01369863,-0.03131524,0.060300995,-0.032950192,0.013929619,0.061773734,-0.004064385,-0.075987842,0.015499178,-0.060888451,0.003764366,0.03358158,0.022593097,-0.119993294,0,0.001972136,-0.119219588,-0.064474981,-0.117157161,-0.168737886,-0.059809297,-0.154532313,-0.16829814,0.049400708,-0.050067232,0.02054002
30-Jun-10,45.315811,1030.709961,4493.5,0.8539,1.2216,0.011,1.4738,5.6966,-0.023667962,-0.032319392,0.009174312,0.00210784,-0.014446117,5.2,65.2,0.031,4.5,0.18,0.90%,1.20%,12.5,-0.011813506,0.02202138,-0.01939978,0.153705486,0.064649243,-0.079894644,0.101083008,0.016508289,0.101685134,-0.028869735,0.065450644,-0.016029593,0.02038835,0.002457002,-0.006936416,-0.025110783,-0.040540541,0.203793103,0.138956224,-0.080824089,0.008509928,0.074077745,0.062658633,0.044736842,0.021965293,-0.031485447,0.001247194,0.020304738,0.032974353,0.004551831,0,0.012698413,-0.053486209,-0.109823365,-0.049488833,-0.094933085,-0.014020224,-0.119025045,-0.114575628,0.022801746,-0.044083798,0.001166367
31-Jul-10,52.80143,1101.599976,4404.200195,0.8747,1.2772,0.0114,1.527,6.1247,0.024358824,0.04551408,0.036363636,0.036097164,0.07515009,5.4,65.4,0.031,4.5,0.18,0.90%,1.20%,12.5,-0.001948462,0.013228822,-0.022482495,-0.03507967,0.03875969,0.080152672,-0.000462477,-0.000409417,0.064484023,0.05373407,0.038267875,0.011278195,0.007611798,0.051470588,0.055878929,0.004090909,0.21720801,0.024061873,0.084195448,0.004310345,0.007660991,0.035775956,0.012486632,0.099496222,0.010152977,0.078255814,0.003831032,0.019271165,-0.095452591,0.009074951,0,0.003134796,0.029453978,-0.120239504,0.036304707,0.078066616,0.050323466,0.006646367,0.057977176,-0.032405996,-0.017795175,-0.02678436
31-Aug-10,48.612701,1049.329956,4582.899902,0.9007,1.2908,0.0117,1.5665,6.0641,0.029724477,0.010648293,0.026315789,0.025867714,-0.009894362,5,65.4,0.031,4.5,0.19,0.90%,1.20%,12.5,0.016718674,0.003291951,-0.064596791,-0.069511088,0.050995025,-0.001766784,-0.019297135,-0.048877056,0.041238128,0.0451393,0.134820563,0.121437423,0.100094429,0.064685315,0.105016538,0.024784971,0.176952141,-0.087412587,-0.125217468,0.04806867,-0.000597074,0.082212665,0.053159026,0.060137457,-0.0072477,0.010072333,0.0037719,0.004147328,0.073505395,0.073872726,0,0.078125,0.065317992,0.150205761,0.081467206,0.129702767,0.140912908,0.097135033,0.108838074,0.019148911,0.009832262,0.023785529
30-Sep-10,55.791302,1141.199951,4661.600098,0.9349,1.3043,0.0118,1.5561,6.4696,0.037970467,0.01045863,0.008547009,-0.006639004,0.06686895,4.9,65.5,0.029,4.5,0.19,0.60%,0.20%,0.8,0.003824151,-0.017106508,0.057028291,-0.093170732,-0.020118343,-0.023893805,-0.058557174,-0.06402067,0.052554469,0.0008829,0.08974359,0.007734807,0.081545064,0.029009305,0.039660763,0.052457206,0.056179775,-0.020689655,-0.081167361,-0.004095004,-0.000438116,0.021619448,0.090415655,0.216099406,0.001898427,0.01506135,0.006176751,-0.012461387,0.159219924,0.069984639,0,-0.02173913,0.020866391,-0.032425535,0.058394536,0.052518795,0.093779635,0.057444397,0.052254483,0.045374688,0.033208057,0.117584037
31-Oct-10,61.149525,1183.26001,4584.399902,0.9809,1.3892,0.0122,1.5864,6.5617,0.049203123,0.065092387,0.033898305,0.019471756,0.014235811,5.3,65.6,0.029,4.5,0.19,0.60%,0.20%,0.8,0.073612727,0.087766899,0.02687039,-0.121007198,0.001207729,0.009066183,-0.059646765,0.018250134,-0.022765031,0.012918333,0.10745098,0.082236842,0.120634921,0.04893617,0.110364683,0.019937041,-0.031914894,0.040688576,0.037706186,0.018092105,-0.011633428,0.042346731,0.001634293,0.09329187,-0.00019694,0.062177749,0.005008058,0.009567356,0.208345269,0.144364287,0.12,-0.007407407,0.085198865,0.055847486,0.075637266,0.089477879,0.160409726,0.051404451,0.102599738,0.055899517,0.060901523,0.138371176
30-Nov-10,61.023621,1180.550049,4745.200195,0.9889,1.3674,0.0121,1.5974,6.386,0.008155775,-0.015692485,-0.008196721,0.006933938,-0.026776598,5.1,65.8,0.029,4.75,0.19,0.60%,0.20%,0.8,0.034443469,0.028530894,0.099640841,0.086186799,0.036188179,-0.026055705,0.05440161,-0.005873936,0.072780739,-0.002525738,0.07082153,0.12360689,0.151558074,0.06653144,0.077787381,0.058641975,0.041208791,-0.007518797,-0.242077849,0.008077544,-0.014652895,0.00604704,0.015818055,0.070702966,0.003369676,-0.018985294,0.00478454,-0.019730519,0.222140693,0.101455938,0,0.016791045,-0.00575393,0.0513133,0.021402838,-0.001235467,-0.031262192,-0.037722041,-0.033919119,0.020761179,0.002416074,0.134551346
