LGA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,0,3,0,11,0,3,4,0,0,28,0,0,3,0,0,7,6,3,0,26,0,0,0,0,0,4,3,0,0,8,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,4,3,0,0,10,0,0,0,7,5,3,0,0,0,21,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,3,11,11,5,0,36,0,8,15,86,60,58,39,10,0,275,0,0,0,0,3,0,3,3,0,15,0,0,4,3,0,5,0,0,0,11,0,0,0,3,3,0,0,0,0,9,0,6,5,23,4,0,0,0,0,42,0,0,0,3,0,0,0,0,0,11,0,0,3,4,14,26,33,13,8,103,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,6,12,3,0,46
LGA11730,0,0,3,4,4,4,9,0,3,24,0,0,0,4,3,3,6,3,3,20,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,9,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,16,33,21,6,85,3,12,5,48,53,81,50,17,5,269,0,0,0,0,0,3,5,3,0,16,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,16,0,10,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,16,27,9,0,77,0,0,0,0,0,0,0,0,0,3,0,0,3,5,12,7,8,3,0,42
LGA11750,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,14,7,10,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,11
LGA11800,0,4,3,32,14,7,8,3,5,83,0,0,4,8,0,8,32,19,7,78,4,4,3,3,3,3,0,4,0,24,0,3,8,15,3,0,0,0,0,28,0,0,0,3,0,0,0,0,0,8,17,13,3,12,6,3,4,0,0,52,0,0,0,0,0,6,14,3,0,19,0,0,0,0,0,3,0,0,0,3,0,13,29,65,28,4,4,3,0,144,0,0,3,4,0,0,0,0,0,5,0,0,0,3,5,26,47,32,9,124,0,23,29,113,93,107,78,36,9,490,0,3,0,11,4,0,13,9,0,36,3,8,8,3,5,4,0,0,0,30,0,0,4,16,13,0,0,0,0,38,0,19,16,21,7,0,0,3,0,66,0,0,0,7,0,7,4,7,5,19,0,3,6,16,23,29,46,30,16,177,0,3,0,7,0,0,0,0,0,17,0,14,8,42,33,27,22,6,3,149
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12350,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,14,0,0,0,7,5,14,7,3,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,13
LGA12380,0,7,3,44,16,23,41,16,3,158,0,4,5,23,50,102,158,196,71,620,0,0,3,22,6,0,0,5,3,41,17,57,278,1138,294,256,103,45,8,2209,13,83,251,1729,1280,1058,777,272,57,5528,7,25,46,211,51,87,28,12,3,463,0,0,0,7,11,80,304,203,63,669,0,0,12,35,18,32,21,6,3,129,0,8,43,181,109,73,33,13,0,454,13,69,602,1900,88,33,8,0,0,2707,0,0,5,3,0,9,24,13,3,61,34,214,285,441,198,130,69,6,3,1374,0,0,0,5,3,3,14,8,3,34,78,231,664,1878,183,92,29,7,0,3163,0,0,4,11,4,3,0,0,0,20,9,88,143,715,309,214,107,28,8,1627,0,0,3,29,17,32,21,12,17,138,0,3,0,7,13,41,43,22,14,133,6,22,15,42,10,15,9,5,0,113,0,9,18,53,26,14,19,4,0,145
LGA12700,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,13,4,4,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
LGA12730,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,14,0,0,3,15,6,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,0,17
LGA12750,0,4,0,3,3,5,11,10,0,39,0,0,0,0,8,17,26,22,3,75,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,7,0,0,0,8,0,0,0,3,0,9,14,5,0,38,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,0,3,22,50,19,7,106,0,4,6,28,33,66,58,25,9,227,0,0,0,0,0,0,8,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,0,0,0,19,0,0,0,0,0,3,13,0,3,15,0,0,3,6,12,26,41,17,11,121,0,0,0,0,0,0,0,0,0,7,0,4,0,10,14,15,19,5,0,62
LGA12850,0,3,0,9,11,17,19,10,3,74,0,9,9,50,152,289,494,546,182,1718,0,0,3,8,3,3,3,0,0,23,0,3,0,14,0,3,4,0,3,39,22,28,59,419,327,250,161,61,15,1333,3,11,28,142,23,46,22,4,0,270,0,0,3,8,17,109,180,123,31,474,0,0,3,17,9,30,25,14,4,102,0,0,28,78,39,23,14,0,0,190,0,3,4,31,0,0,0,0,0,40,0,0,3,0,0,6,21,10,4,60,47,280,405,425,124,98,36,13,3,1428,0,6,0,3,0,8,7,9,0,27,6,13,26,95,11,13,5,0,0,174,0,0,0,4,3,0,0,0,0,8,4,36,92,353,130,190,127,29,12,975,0,0,0,40,21,63,48,27,13,220,0,0,3,8,11,16,23,21,7,92,0,3,6,8,3,18,8,3,0,49,4,0,3,16,17,7,9,4,0,58
LGA12870,0,0,0,5,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,19,0,0,5,7,12,13,6,7,0,52,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,6,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
LGA12900,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,3,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,10,0,0,5,5,6,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9
LGA12930,3,12,4,55,29,15,25,14,4,160,0,9,3,42,41,89,137,186,60,578,3,11,14,33,16,9,6,0,0,85,6,9,25,88,41,28,13,8,0,236,5,12,35,238,198,145,127,47,7,812,4,10,48,207,97,114,73,34,7,589,0,0,0,3,5,21,45,14,11,99,0,0,0,20,12,8,4,3,0,49,0,3,15,16,20,11,4,3,0,72,14,65,713,1866,41,23,12,3,0,2738,0,3,9,13,3,7,16,11,3,55,13,65,184,376,211,139,70,19,4,1080,0,3,0,6,8,8,13,7,0,38,9,6,24,92,16,15,0,0,0,156,0,0,3,15,6,7,0,8,0,38,18,56,101,471,123,69,27,8,3,878,0,0,6,53,11,30,8,4,8,115,0,3,0,23,27,34,33,17,12,145,3,16,21,48,24,32,15,3,3,161,3,4,21,67,42,37,26,17,0,222
LGA12950,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA13010,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,10,0,0,17,0,0,0,6,9,6,7,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA13310,0,3,0,6,4,4,9,0,3,26,0,3,0,0,0,9,16,4,3,31,0,0,0,3,0,0,0,0,0,3,0,0,13,22,0,0,0,0,0,33,0,0,3,5,5,4,9,3,0,25,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,19,0,0,0,3,3,3,15,14,5,44,3,6,18,44,29,35,22,6,3,167,0,0,0,3,0,3,6,0,0,14,0,0,0,7,0,0,0,0,0,13,0,0,0,3,4,0,0,0,0,8,0,14,10,13,3,0,0,0,0,42,0,0,0,0,0,3,0,0,0,6,0,0,3,6,10,13,13,8,4,58,0,0,0,0,3,0,3,0,0,6,3,0,5,8,4,4,3,0,0,26
LGA13340,0,0,0,5,0,0,3,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,10,0,31,0,3,4,12,4,10,11,8,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA13450,0,0,0,9,3,0,0,0,0,16,0,0,4,19,25,63,140,167,91,513,0,0,0,0,0,0,0,0,0,4,0,0,3,12,0,0,0,0,0,18,0,0,0,0,5,0,3,0,0,9,0,0,17,27,6,0,0,0,0,55,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,9,0,0,12,14,38,58,71,30,14,8,3,0,228,0,0,0,0,0,0,0,0,0,0,0,9,3,35,19,0,0,0,0,74,0,3,0,3,0,0,0,0,0,4,0,11,7,40,14,9,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,6,16,15,5,3,0,0,47
LGA13510,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,3,0,15,6,9,7,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,8,6,0,0,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
LGA13550,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,3,3,14,14,4,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,0,0,3,0,22
LGA13660,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,3,0,9,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA13800,0,0,0,34,27,15,26,7,3,108,0,0,0,3,13,27,36,16,6,107,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,5,3,0,0,19,0,0,0,15,14,15,7,3,0,57,0,0,0,18,15,6,3,0,0,48,0,0,3,17,23,77,101,50,8,269,0,0,0,4,0,5,0,0,0,9,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,38,45,19,5,124,0,12,25,109,102,79,41,14,0,397,0,0,0,4,4,12,8,9,0,36,0,0,0,10,4,0,0,0,0,13,0,0,3,3,6,3,0,0,0,15,0,9,3,32,17,3,5,0,0,69,0,0,0,0,7,0,8,0,0,17,0,0,3,14,28,33,39,13,3,140,0,0,0,0,4,3,4,0,0,11,0,4,18,32,35,13,12,6,0,114
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
LGA13910,0,0,0,0,0,0,0,0,3,9,0,0,0,3,0,3,3,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,9,6,0,23,0,0,3,15,18,18,14,4,0,77,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,3,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
LGA14000,0,16,5,62,51,34,29,20,0,214,0,3,3,20,30,84,103,95,36,376,7,32,20,57,32,18,10,7,3,179,5,127,151,457,248,157,68,31,3,1249,0,0,4,40,49,62,57,52,12,288,4,49,71,210,132,160,138,45,3,813,0,0,0,7,3,14,11,6,0,48,0,0,3,25,15,18,0,3,3,66,0,0,7,19,11,14,12,11,0,63,6,15,73,329,29,5,8,0,0,467,0,10,16,26,44,25,39,28,27,220,5,75,111,275,264,174,111,61,14,1088,0,3,3,10,18,11,5,8,0,58,5,18,33,86,47,29,13,0,0,230,0,0,0,16,23,19,4,3,0,61,10,49,66,324,127,95,44,11,3,732,0,0,0,36,19,52,38,7,4,162,0,22,10,40,65,45,58,55,18,313,9,66,57,62,54,48,21,14,3,328,12,89,139,254,215,136,74,33,9,965
