LGA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
LGA15850,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,3,0,0,16,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15900,0,15,4,63,29,19,21,7,3,163,0,0,3,14,18,49,59,111,59,319,0,14,13,10,4,3,9,0,0,40,4,16,49,96,23,5,3,0,0,197,0,0,0,3,3,3,3,0,0,20,0,3,45,84,13,22,20,9,0,197,0,0,0,0,0,8,11,5,0,22,0,0,9,8,3,0,7,5,0,28,0,0,11,8,0,0,0,0,0,19,0,0,10,38,3,0,0,0,0,51,0,3,0,14,10,13,41,15,14,109,5,36,100,277,154,139,58,25,7,808,0,0,3,20,11,7,11,8,0,56,4,17,37,108,13,0,3,0,0,180,0,0,5,14,13,10,3,0,0,45,8,24,35,117,28,18,7,3,0,234,0,0,0,28,9,13,18,19,19,110,0,9,4,52,42,46,48,49,16,269,0,3,33,15,7,0,0,3,0,71,0,9,39,75,42,36,7,9,0,216
LGA15950,0,4,3,135,38,25,17,6,0,230,0,0,3,115,30,22,28,15,5,213,10,39,21,160,84,42,19,3,0,375,3,4,16,84,16,10,11,3,0,147,0,0,3,6,7,4,5,0,0,26,0,0,12,121,32,24,26,4,0,216,0,0,0,0,0,3,3,3,0,18,0,0,0,18,0,10,0,0,0,33,0,0,0,3,0,3,0,0,0,6,0,9,33,132,0,0,0,0,0,173,0,3,3,40,15,8,14,7,4,100,3,24,62,446,162,160,93,32,6,991,0,0,0,26,14,6,6,3,0,55,0,0,5,40,3,4,0,0,0,50,0,0,0,13,11,10,5,3,0,42,0,11,16,164,34,12,9,3,4,252,0,3,0,63,3,9,9,3,3,94,4,3,4,92,49,34,36,15,3,234,6,9,16,60,17,13,13,3,0,129,3,13,25,285,85,73,59,11,0,556
LGA15990,5,48,19,298,149,75,57,33,10,687,0,17,18,191,117,198,285,242,85,1153,4,24,40,68,58,36,19,7,3,254,4,9,34,145,38,47,26,10,0,323,0,0,0,30,37,23,18,9,5,119,0,6,15,66,57,49,45,15,0,251,0,0,0,3,7,12,7,11,0,43,0,0,0,10,6,8,3,0,0,26,0,0,0,4,3,0,7,5,0,16,0,5,55,252,4,3,3,0,0,325,4,28,23,82,89,54,130,95,56,571,18,131,198,1163,638,521,259,104,45,3083,0,0,7,53,38,20,28,18,6,168,0,0,8,27,8,5,3,0,0,48,0,0,0,27,42,23,7,11,3,112,8,44,61,264,104,65,18,15,3,573,0,6,5,58,20,51,38,9,7,194,4,44,30,229,197,154,135,70,32,894,17,72,39,42,35,26,21,5,0,262,11,98,141,712,386,219,132,44,15,1768
LGA16100,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,12,7,8,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
LGA16150,0,7,0,8,7,0,7,4,0,32,0,0,0,0,3,13,13,14,3,48,0,0,0,0,0,0,0,0,0,3,0,0,3,21,3,3,0,0,0,30,0,0,0,0,0,3,0,0,0,8,0,0,0,5,3,6,0,0,0,14,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,4,0,3,0,43,3,0,0,0,0,53,0,0,0,4,3,3,18,8,3,36,0,10,11,56,43,29,10,7,0,180,0,0,0,0,0,0,7,3,0,10,0,3,0,17,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,7,0,15,8,17,14,3,3,0,0,62,0,0,0,0,0,4,3,0,3,11,0,6,0,7,9,10,16,4,0,49,0,0,0,3,0,0,0,0,0,8,0,10,7,20,14,4,5,4,0,68
LGA16200,0,0,0,0,3,0,3,0,0,4,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,5,3,0,11,0,3,3,17,8,5,8,0,0,50,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,10,3,10,3,0,0,0,0,27,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,0,3,0,0,20
LGA16260,3,15,3,112,34,35,25,20,7,253,0,8,11,85,63,100,114,110,29,527,3,20,28,44,26,10,12,4,0,152,49,296,491,1791,783,516,226,99,14,4259,5,14,28,313,320,280,250,115,24,1361,10,53,82,426,138,163,134,49,10,1070,0,0,3,5,11,30,60,37,11,149,0,6,5,34,19,24,13,6,3,114,0,3,14,73,29,34,24,6,3,187,0,23,96,469,38,6,9,0,0,638,0,5,4,28,9,15,46,33,18,158,25,170,241,605,248,215,122,40,3,1661,0,3,0,17,11,11,20,11,4,70,30,92,126,541,71,38,8,6,0,909,0,0,9,26,11,12,7,3,0,63,23,104,122,759,222,150,70,22,4,1479,0,0,0,75,24,66,38,12,9,232,0,3,7,42,41,50,56,40,16,255,15,60,46,94,45,39,32,7,0,344,6,20,40,188,78,51,49,16,3,444
LGA16350,0,19,3,77,34,58,86,27,8,318,3,4,3,25,47,114,159,112,37,505,0,0,3,3,0,0,7,0,0,19,3,12,14,66,32,15,8,4,0,152,0,4,19,123,94,73,53,18,0,398,4,6,14,48,29,31,19,8,0,153,0,3,11,33,56,180,267,112,13,680,0,0,3,28,26,27,25,5,0,122,0,0,3,12,6,6,3,3,0,38,6,9,26,99,9,18,0,3,0,172,0,3,4,21,25,79,86,47,18,273,29,169,295,803,309,257,99,17,10,1977,0,0,0,22,29,38,47,16,0,159,12,35,48,159,50,38,16,0,0,358,0,0,4,21,10,5,0,0,0,38,14,111,148,642,290,267,106,26,0,1598,3,0,6,37,12,33,27,21,8,150,0,3,11,62,109,133,118,50,15,496,8,3,3,21,5,10,5,3,0,60,3,11,28,119,57,62,38,12,5,339
LGA16380,0,3,3,34,7,8,27,10,5,97,0,0,0,5,3,17,26,24,3,77,0,3,3,3,0,0,0,0,0,15,0,0,3,13,3,0,0,0,0,19,0,0,0,3,3,0,3,0,0,10,0,0,0,9,6,11,0,0,0,30,0,0,0,0,0,5,17,11,0,34,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,15,0,0,0,9,6,19,52,37,14,141,0,18,15,122,85,84,110,62,10,520,0,4,0,7,7,3,10,12,0,45,0,0,0,6,0,0,0,0,0,9,0,0,0,11,11,0,0,0,0,20,0,5,9,20,7,13,3,0,0,59,0,3,0,0,3,4,0,3,4,17,0,9,0,13,19,30,70,47,8,191,0,3,0,0,0,0,4,0,0,7,0,5,12,36,21,21,18,10,5,127
LGA16400,0,3,0,17,15,5,7,9,0,56,0,0,3,4,8,12,32,19,3,80,0,4,0,3,0,0,0,0,0,6,3,0,6,14,6,0,0,0,0,24,0,0,0,0,0,3,0,0,0,4,0,4,0,28,15,10,3,0,0,57,0,0,0,3,4,12,15,4,0,39,0,0,0,6,9,6,0,3,0,29,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,6,0,0,0,6,12,8,45,27,8,116,3,17,15,105,91,89,79,22,6,433,0,0,0,3,4,7,5,3,5,26,0,0,0,13,0,0,0,0,0,15,0,0,0,5,4,3,3,0,0,18,0,20,6,25,6,0,3,0,0,68,0,0,0,3,0,9,8,3,3,26,0,3,9,11,24,31,65,45,6,195,0,0,0,3,0,0,0,0,0,8,0,22,11,30,21,17,25,12,0,144
LGA16490,3,4,0,27,5,8,11,0,0,63,0,0,0,12,11,44,50,64,19,211,0,0,0,3,3,0,0,0,0,8,0,0,3,9,3,4,0,0,0,18,0,0,0,4,3,0,3,0,0,10,0,0,4,18,14,14,3,0,0,53,0,0,0,0,0,10,24,11,3,44,0,0,0,0,3,3,0,0,0,5,0,0,0,4,3,0,0,0,0,7,0,0,0,53,3,0,0,0,0,61,0,3,0,10,3,8,22,8,4,54,6,29,48,136,88,81,37,6,0,424,0,0,0,3,4,9,3,0,0,21,0,0,7,52,3,4,0,0,0,63,0,0,0,13,20,5,0,0,0,33,0,33,31,72,25,9,0,3,0,167,0,0,0,13,0,6,8,4,0,37,0,0,0,7,28,33,24,12,0,106,0,0,0,10,6,0,3,0,0,21,5,11,13,34,25,12,10,3,0,101
LGA16550,4,16,48,1154,122,45,44,14,13,1453,3,14,29,180,41,44,105,107,51,579,0,13,21,53,28,16,3,5,0,136,4,16,57,126,23,18,8,9,0,259,0,4,5,34,46,32,27,18,6,179,0,8,333,252,87,102,79,40,6,906,0,0,0,3,3,13,48,25,16,113,0,0,0,23,10,14,10,3,0,67,0,0,34,13,7,3,0,3,0,59,4,0,12,55,0,0,0,0,0,76,3,7,7,60,24,18,19,10,4,143,14,42,103,584,288,205,93,41,5,1384,0,0,10,61,21,5,19,11,3,133,3,0,44,89,4,8,3,0,0,150,0,0,0,18,29,8,4,4,0,59,0,16,77,232,54,35,14,7,3,433,0,4,0,80,23,52,33,14,21,228,0,17,12,173,66,75,61,18,11,428,5,20,121,130,27,21,11,6,5,346,0,30,103,308,231,91,52,46,19,877
LGA16610,0,0,0,4,3,0,4,0,0,16,0,0,0,0,0,4,4,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,13,10,0,32,0,4,8,17,14,30,18,5,0,92,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,5,3,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,8,0,20,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,3,0,0,16
LGA16650,0,6,6,92,39,9,16,6,7,192,0,0,17,76,36,72,125,159,87,574,0,3,9,55,10,10,6,3,0,94,0,7,15,84,24,12,6,0,0,142,4,28,57,439,385,257,159,54,17,1396,0,8,17,142,36,43,35,10,0,293,0,0,0,10,14,32,56,32,9,145,0,0,0,20,10,10,11,6,0,57,0,0,7,12,9,0,9,0,0,28,7,35,506,1559,44,10,0,0,0,2176,0,0,3,9,10,6,12,10,4,48,10,44,98,352,179,138,50,13,7,890,0,4,3,21,4,4,4,9,0,42,0,3,28,83,24,15,3,3,0,157,0,0,0,10,4,8,3,0,0,28,6,49,73,422,125,86,27,10,3,801,0,0,0,93,22,14,16,3,0,150,0,3,3,23,15,28,19,11,7,107,0,5,20,52,10,17,9,4,0,109,0,3,13,51,33,19,11,0,0,133
LGA16700,0,7,3,84,52,24,13,13,8,195,8,10,17,87,70,111,217,210,111,837,3,18,28,61,32,17,18,3,0,181,21,98,290,1043,293,222,130,41,9,2138,3,6,4,65,77,73,89,54,15,392,9,22,66,283,84,94,72,29,10,664,0,0,0,0,4,9,26,20,5,63,0,0,9,11,8,17,5,4,0,57,0,0,6,29,14,6,14,4,3,80,0,7,41,201,3,0,0,0,0,252,0,0,7,11,14,6,16,13,3,71,11,38,79,251,156,136,59,22,8,748,0,0,0,6,8,3,3,4,0,33,8,5,42,147,18,15,3,3,0,242,0,0,0,12,21,13,6,0,0,58,7,84,72,444,101,90,49,11,3,858,0,0,5,50,20,25,16,3,3,118,0,3,3,22,22,38,31,24,13,171,14,29,31,102,24,28,10,10,0,251,4,6,29,127,51,36,29,7,8,306
LGA16900,0,3,0,10,7,12,12,15,0,64,0,0,0,5,35,50,62,47,22,222,0,0,0,3,6,0,0,0,0,14,0,3,5,9,3,0,0,0,0,20,0,0,0,3,0,12,3,0,0,24,0,0,3,8,3,0,0,0,0,21,0,0,0,4,6,38,65,18,5,130,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,60,26,13,119,3,5,29,108,60,58,29,3,0,303,0,0,0,3,4,3,6,4,4,31,0,0,0,11,3,0,0,0,0,18,0,0,0,6,3,0,3,0,0,18,0,6,3,33,15,8,4,0,0,68,0,0,0,8,3,7,20,0,3,38,0,6,0,12,50,74,63,32,8,258,0,0,3,3,0,0,0,0,0,10,3,9,11,43,15,15,9,3,3,111
LGA16950,0,3,0,16,8,14,19,17,3,80,0,0,3,3,12,31,70,53,9,193,0,3,0,0,0,3,0,0,0,12,0,5,7,18,4,0,0,3,0,28,0,0,0,5,11,3,4,0,0,30,0,0,3,7,10,8,3,3,0,31,0,0,0,3,6,27,51,33,4,127,0,0,0,0,0,7,12,3,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,21,3,0,0,0,0,21,0,3,0,5,10,35,89,52,7,200,3,22,37,129,107,113,131,50,11,598,0,0,0,3,10,5,25,5,0,42,3,3,0,9,0,0,0,0,0,12,0,0,0,6,14,6,0,4,0,32,0,13,16,37,4,3,0,0,0,79,0,0,0,6,0,11,5,12,3,44,0,3,3,10,24,57,87,50,14,257,0,0,0,6,7,3,0,0,0,23,0,3,3,17,19,17,29,8,0,104
LGA17000,0,0,0,7,0,0,10,0,0,24,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,11,0,0,31,0,18,18,46,67,30,21,11,0,205,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,15,3,15,9,19,3,0,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,3,0,19,0,0,0,0,0,3,0,0,0,3,0,6,12,20,12,7,0,0,0,57
LGA17040,0,3,0,0,0,0,7,5,0,14,0,0,0,6,3,6,14,13,4,45,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,3,4,0,0,12,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,16,10,5,38,0,4,6,43,35,25,20,6,0,133,0,0,0,0,0,0,6,0,0,9,0,0,0,4,0,0,0,0,0,7,0,0,0,4,0,3,0,0,0,5,0,0,3,3,4,0,0,0,0,13,0,0,0,4,0,0,0,3,0,11,0,0,0,6,6,5,18,7,4,44,0,0,0,0,0,0,0,0,0,3,0,4,3,3,3,4,3,0,0,26
LGA17080,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,7,26,0,5,9,37,23,20,14,0,0,103,0,0,0,0,0,0,3,0,0,6,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,4,6,0,0,15,0,0,0,0,0,0,0,0,0,3,0,9,6,17,12,3,0,0,0,46
LGA17100,0,3,13,40,12,4,5,3,0,77,0,3,5,33,19,31,61,53,29,226,0,3,5,8,4,7,4,0,0,28,11,53,257,685,230,153,66,31,3,1488,0,0,8,58,93,70,62,30,7,333,0,6,14,60,24,26,27,15,0,170,0,0,0,0,0,3,0,3,0,11,0,0,0,10,0,6,0,0,0,16,0,5,5,14,13,5,4,3,0,47,3,10,181,471,12,10,0,3,0,686,0,0,0,0,0,0,0,3,0,8,0,12,34,61,18,24,17,8,0,171,0,0,0,4,4,0,0,0,0,13,3,10,42,70,28,13,6,0,0,163,0,0,3,4,0,3,3,0,0,21,5,7,18,136,40,17,8,0,3,235,0,0,0,10,0,5,4,4,0,34,0,0,0,3,0,4,10,7,3,22,3,4,6,21,3,12,10,9,0,55,0,0,4,15,10,4,5,5,0,48
LGA17150,5,31,7,177,89,43,39,19,12,428,0,4,10,50,79,108,171,133,46,613,0,8,12,17,14,4,0,0,0,57,0,7,15,36,11,9,3,6,0,85,0,0,3,55,76,83,79,15,8,320,3,3,11,60,34,54,39,21,4,238,0,0,3,5,9,38,74,33,7,181,0,0,0,3,21,28,12,3,0,70,0,0,0,3,0,0,4,0,0,18,0,7,17,67,13,0,0,0,0,112,0,5,6,35,19,35,77,45,30,259,14,69,140,618,357,282,127,45,13,1664,0,0,5,19,24,19,30,14,6,122,3,5,4,25,7,5,7,0,0,59,0,0,0,17,20,14,6,5,3,70,3,39,32,163,54,55,17,7,0,377,0,0,3,54,20,43,24,13,3,160,0,11,6,76,86,104,103,69,16,474,5,16,10,29,18,26,19,3,0,122,3,23,51,190,115,84,78,25,5,580
LGA17200,0,3,33,872,112,50,41,14,5,1136,0,3,127,752,67,55,83,46,23,1147,8,9,121,326,112,37,13,8,0,630,6,14,368,1103,73,34,13,18,0,1628,0,0,15,91,39,30,47,19,5,257,0,9,170,654,141,99,66,13,3,1148,0,0,0,10,8,7,27,14,5,73,0,0,10,40,15,9,4,3,0,85,0,0,53,34,13,11,4,3,0,114,0,0,52,154,16,8,0,0,0,227,3,3,24,166,34,33,35,11,13,314,11,29,218,1472,585,448,211,48,20,3042,0,0,9,94,30,8,14,7,0,169,0,0,46,110,8,3,3,0,0,172,0,0,6,46,25,12,6,4,0,97,0,14,66,544,111,50,27,8,3,819,3,0,11,177,16,32,30,16,0,288,0,0,39,298,100,78,52,22,3,597,3,10,97,329,61,41,26,8,0,578,3,3,55,411,102,81,50,17,0,717
LGA17310,0,3,0,8,3,7,7,0,0,27,0,3,0,0,4,5,3,3,3,22,0,0,0,0,0,0,0,0,0,5,0,3,58,59,0,0,0,0,0,118,0,0,0,0,0,3,0,0,0,5,0,0,0,16,3,0,0,4,0,18,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,24,0,0,3,15,3,0,0,0,0,26,0,0,3,0,0,8,14,10,4,36,0,12,16,62,44,42,29,5,4,210,0,0,0,0,0,3,0,0,0,7,0,0,0,13,0,3,0,0,0,20,0,0,3,12,8,3,0,0,0,25,3,29,37,87,24,0,0,0,0,179,0,0,0,3,0,3,3,0,0,8,0,3,0,3,10,11,23,3,4,58,0,3,3,3,8,0,0,0,0,23,4,9,8,24,19,9,0,0,0,66
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17400,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,3,4,6,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,15,0,0,0,5,13,15,11,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
LGA17420,0,32,14,87,52,43,40,22,3,303,0,9,7,46,58,130,199,117,50,615,3,12,20,10,13,7,3,3,0,63,5,125,134,411,251,139,65,31,4,1174,0,0,13,83,119,85,74,24,5,402,18,39,55,220,104,153,146,31,6,774,0,0,0,11,20,42,86,50,9,227,0,3,3,14,23,12,12,7,3,82,0,0,0,21,11,12,14,4,3,78,0,0,3,46,15,3,0,0,0,72,0,3,8,18,24,35,55,29,14,196,9,101,168,318,242,195,109,33,0,1172,0,0,0,13,19,16,11,10,3,74,3,31,34,143,60,47,21,0,3,340,0,0,5,23,19,15,3,0,0,63,3,46,88,335,199,216,122,22,4,1035,0,0,3,46,29,68,27,9,0,184,0,11,13,53,61,66,62,34,8,301,3,54,35,67,39,42,32,7,0,278,11,138,185,365,258,174,73,17,5,1224
