LGA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
LGA11700,..,3,12,27,29,50,30,19,3,163,..,5,16,22,19,12,6,0,0,81,..,0,4,4,5,5,7,0,0,28,145,..,..,..,..,..,..,..,..,145,..,10,..,..,..,..,..,..,..,10,..,47,18,6,5,3,0,0,0,79,..,12,4,11,4,7,0,0,0,39,..,6,5,3,0,0,0,0,0,15,..,0,5,3,0,3,6,0,0,19,..,0,11,14,25,42,39,15,0,143,9,6,10,3,8,8,13,0,0,52,147,97,83,93,100,123,101,29,5,784,..,4,16,29,27,41,27,12,0,168,..,12,20,9,26,8,8,0,0,86,..,3,14,17,16,7,6,3,0,79,144,..,..,..,..,..,..,..,..,144,..,20,..,..,..,..,..,..,..,20,..,17,13,3,3,0,0,0,0,42,..,12,9,0,0,5,3,4,3,34,..,12,0,3,0,0,0,0,0,15
LGA11720,..,51,992,1569,1657,1959,1639,648,115,8634,..,278,668,462,406,221,100,18,9,2158,..,16,57,124,181,108,38,29,12,566,5337,..,..,..,..,..,..,..,..,5337,..,1005,..,..,..,..,..,..,..,1005,..,1232,515,270,168,73,10,0,0,2262,..,146,79,44,55,83,69,33,20,531,..,105,79,53,44,33,14,5,0,331,..,100,121,73,113,90,73,24,0,602,..,80,299,320,398,536,413,212,88,2347,122,146,139,96,93,81,60,16,5,767,5467,3151,2945,3019,3119,3182,2417,994,251,24539,..,100,1331,1696,1790,1937,1422,443,53,8772,..,404,706,451,370,207,75,11,8,2224,..,219,588,608,553,230,135,114,55,2490,5110,..,..,..,..,..,..,..,..,5110,..,1048,..,..,..,..,..,..,..,1048,..,867,302,87,62,47,6,3,0,1375,..,116,29,13,64,115,121,79,42,578,..,98,45,22,23,9,4,3,4,207
LGA11730,..,37,525,1053,1513,2018,2159,1112,274,8685,..,140,377,348,361,348,210,61,15,1857,..,5,35,96,120,95,42,45,16,458,4032,..,..,..,..,..,..,..,..,4032,..,841,..,..,..,..,..,..,..,841,..,884,392,208,176,79,13,0,0,1752,..,117,54,31,56,87,67,36,22,467,..,90,55,42,49,37,20,9,0,298,..,82,101,73,109,156,112,32,10,686,..,59,128,233,431,731,630,373,126,2709,80,106,97,72,102,107,87,39,7,695,4118,2356,1768,2156,2924,3654,3338,1704,465,22482,..,71,701,1254,1690,2227,1969,787,136,8836,..,219,405,381,401,320,159,26,3,1918,..,109,374,517,480,192,124,120,66,1989,3621,..,..,..,..,..,..,..,..,3621,..,872,..,..,..,..,..,..,..,872,..,497,184,71,77,62,7,0,0,900,..,104,21,16,36,95,111,81,62,508,..,81,27,24,30,16,4,0,0,181
LGA11750,..,6,92,151,118,151,91,44,13,668,..,26,75,40,45,30,9,5,0,232,..,0,0,6,11,12,3,0,0,35,459,..,..,..,..,..,..,..,..,459,..,59,..,..,..,..,..,..,..,59,..,56,32,6,5,8,0,0,0,112,..,22,5,3,6,3,0,0,0,49,..,7,4,3,0,3,0,0,0,12,..,3,9,7,6,8,3,3,0,34,..,22,44,50,50,66,38,19,7,299,7,23,16,6,12,3,5,3,0,75,464,222,292,273,262,282,151,75,25,2036,..,9,138,139,122,138,75,41,3,673,..,46,94,38,38,15,6,3,0,241,..,15,29,35,22,9,6,12,4,139,442,..,..,..,..,..,..,..,..,442,..,67,..,..,..,..,..,..,..,67,..,37,16,7,8,3,0,0,0,64,..,3,0,0,4,4,5,3,0,24,..,10,3,3,0,0,0,0,0,10
LGA11800,..,52,1090,1934,2276,2671,2474,1310,348,12151,..,237,694,541,498,410,238,66,7,2693,..,18,63,145,233,147,54,35,25,715,6268,..,..,..,..,..,..,..,..,6268,..,1335,..,..,..,..,..,..,..,1335,..,1282,574,245,180,118,19,0,0,2413,..,196,86,50,47,81,60,34,27,582,..,139,149,69,69,56,24,8,0,522,..,245,268,123,151,208,114,67,16,1187,..,81,268,327,514,813,638,353,158,3149,145,169,160,117,119,132,99,39,15,1007,6411,3751,3355,3548,4088,4638,3717,1913,595,32020,..,113,1467,2172,2507,2764,2167,1023,156,12369,..,370,726,549,544,398,157,40,4,2788,..,130,489,808,772,377,157,152,104,2985,6106,..,..,..,..,..,..,..,..,6106,..,1393,..,..,..,..,..,..,..,1393,..,786,307,118,88,94,25,6,0,1419,..,127,49,26,65,136,130,104,79,720,..,169,79,27,33,30,12,3,0,359
LGA12000,..,3,56,119,177,163,152,86,18,782,..,25,34,25,25,20,7,0,0,131,..,0,7,8,9,3,3,3,0,37,436,..,..,..,..,..,..,..,..,436,..,88,..,..,..,..,..,..,..,88,..,67,26,15,10,3,0,0,0,119,..,5,7,3,3,6,8,8,0,34,..,0,0,0,0,0,0,0,0,6,..,9,9,3,5,9,3,3,0,37,..,3,8,13,26,47,42,22,13,174,3,4,6,3,8,4,5,6,3,43,443,209,147,186,254,259,225,131,37,1885,..,5,72,131,182,160,154,76,12,785,..,28,34,25,33,11,9,0,0,142,..,5,22,30,23,14,9,10,0,105,369,..,..,..,..,..,..,..,..,369,..,85,..,..,..,..,..,..,..,85,..,48,12,5,9,6,0,0,0,79,..,3,0,0,3,5,9,12,3,36,..,6,0,0,3,0,0,0,0,12
LGA12150,..,3,56,55,114,133,102,48,6,516,..,10,34,28,28,19,11,7,0,144,..,4,3,4,10,6,0,3,0,35,330,..,..,..,..,..,..,..,..,330,..,35,..,..,..,..,..,..,..,35,..,58,30,11,20,6,3,0,0,123,..,12,3,4,12,3,9,0,0,48,..,6,4,3,3,8,3,0,0,21,..,12,10,3,8,4,8,3,0,43,..,11,28,22,48,50,56,32,13,254,12,12,12,11,8,7,12,0,0,66,339,164,181,136,245,238,192,91,21,1613,..,7,70,69,119,132,79,31,0,505,..,24,27,29,26,27,9,5,0,144,..,16,42,48,35,13,8,16,10,190,337,..,..,..,..,..,..,..,..,337,..,39,..,..,..,..,..,..,..,39,..,42,10,10,10,3,0,0,0,67,..,14,6,3,9,6,7,5,0,53,..,7,3,5,0,0,0,0,0,18
LGA12350,..,9,153,281,397,484,498,265,62,2144,..,63,118,82,83,65,39,19,3,469,..,4,8,28,25,20,10,5,9,113,982,..,..,..,..,..,..,..,..,982,..,186,..,..,..,..,..,..,..,186,..,248,96,42,37,21,3,0,0,447,..,37,23,11,11,14,13,6,7,118,..,18,10,9,11,10,5,0,0,59,..,25,11,7,15,17,23,8,0,110,..,22,43,74,143,159,163,103,37,741,24,22,25,21,23,22,16,12,3,162,1006,622,487,561,744,816,768,416,117,5526,..,30,188,344,459,484,436,191,29,2162,..,93,114,72,108,57,42,7,0,488,..,30,86,115,93,46,23,28,21,428,991,..,..,..,..,..,..,..,..,991,..,199,..,..,..,..,..,..,..,199,..,143,36,25,12,12,3,3,0,228,..,23,6,4,10,24,24,24,21,130,..,18,3,0,8,3,0,0,0,28
LGA12380,..,387,8169,9918,7666,6490,4428,2102,495,39642,..,213,894,540,441,342,138,35,11,2605,..,24,89,223,358,330,178,134,60,1400,21529,..,..,..,..,..,..,..,..,21529,..,5891,..,..,..,..,..,..,..,5891,..,4290,3958,1196,622,221,35,0,0,10326,..,1194,1328,435,315,365,235,122,74,4067,..,855,1774,481,294,165,56,21,5,3643,..,1928,3693,1342,704,380,179,55,13,8306,..,180,819,879,1076,1128,829,508,237,5656,246,282,510,339,240,166,99,62,24,1962,21780,15241,21219,15365,11710,9587,6173,3040,908,105023,..,1300,10975,9359,7471,5709,3482,1340,203,39839,..,299,915,519,432,294,95,19,4,2584,..,175,1008,1597,1875,1224,563,473,278,7197,20465,..,..,..,..,..,..,..,..,20465,..,6159,..,..,..,..,..,..,..,6159,..,2937,2712,701,330,202,43,5,0,6934,..,786,675,235,396,766,594,476,285,4212,..,592,820,165,153,112,33,21,4,1895
LGA12700,..,6,132,274,356,434,356,169,20,1740,..,19,69,56,69,43,25,3,0,292,..,0,6,10,17,17,10,7,0,69,809,..,..,..,..,..,..,..,..,809,..,170,..,..,..,..,..,..,..,170,..,177,76,28,24,10,4,0,0,314,..,16,4,4,3,12,14,12,3,67,..,4,14,3,11,6,3,3,0,47,..,6,4,5,20,20,5,3,0,60,..,9,25,39,69,86,87,53,24,397,7,29,23,16,17,16,13,5,0,130,823,434,352,431,586,654,514,254,51,4098,..,10,188,299,411,445,305,105,17,1773,..,36,79,61,71,38,20,6,0,305,..,16,45,77,61,30,15,20,18,278,731,..,..,..,..,..,..,..,..,731,..,198,..,..,..,..,..,..,..,198,..,123,45,25,5,17,4,0,0,210,..,8,3,0,7,13,3,8,11,65,..,13,0,3,0,3,0,0,0,21
LGA12730,..,3,107,221,254,354,280,170,35,1428,..,39,94,62,59,49,15,9,0,323,..,0,4,9,28,14,5,3,8,74,720,..,..,..,..,..,..,..,..,720,..,134,..,..,..,..,..,..,..,134,..,169,44,26,15,11,0,0,0,271,..,10,8,0,0,9,15,6,0,47,..,12,7,3,3,3,0,0,0,35,..,35,30,11,4,10,14,7,0,108,..,30,50,62,69,151,86,59,29,543,14,17,15,18,6,11,11,8,0,105,738,448,368,418,451,610,424,257,75,3784,..,7,145,257,303,340,263,119,19,1454,..,64,95,58,50,44,10,3,0,332,..,23,51,89,68,19,15,23,12,296,698,..,..,..,..,..,..,..,..,698,..,142,..,..,..,..,..,..,..,142,..,83,21,6,9,15,4,0,0,131,..,12,3,4,11,5,16,8,6,67,..,9,0,0,0,3,0,0,0,13
LGA12750,..,21,340,648,942,1615,2011,931,208,6722,..,95,237,239,308,312,186,56,7,1445,..,6,20,56,126,68,30,24,12,341,2510,..,..,..,..,..,..,..,..,2510,..,491,..,..,..,..,..,..,..,491,..,518,239,157,112,71,12,0,0,1105,..,78,40,28,35,45,34,15,15,282,..,57,36,30,9,20,9,4,3,173,..,57,61,41,65,84,65,24,3,402,..,33,127,186,338,554,491,306,114,2151,59,73,74,63,78,96,103,45,14,605,2564,1427,1180,1442,2015,2867,2935,1408,379,16225,..,44,430,810,1075,1850,1814,683,111,6818,..,156,270,266,319,306,130,31,0,1487,..,69,198,336,319,131,86,89,75,1295,2371,..,..,..,..,..,..,..,..,2371,..,537,..,..,..,..,..,..,..,537,..,337,100,63,46,41,8,0,0,597,..,41,17,7,26,41,67,36,42,287,..,36,21,13,11,7,5,3,3,103
LGA12850,..,317,3756,6206,8228,8005,5299,2570,652,35038,..,177,606,638,534,368,140,32,5,2483,..,24,87,252,481,404,248,171,94,1759,18550,..,..,..,..,..,..,..,..,18550,..,7062,..,..,..,..,..,..,..,7062,..,5202,5512,1863,940,355,39,0,0,13907,..,911,814,549,598,551,262,186,117,3988,..,328,491,408,451,333,106,21,4,2128,..,225,493,341,350,337,140,58,14,1954,..,123,494,607,858,947,762,460,177,4430,291,289,405,328,297,222,130,73,22,2053,18839,14666,12660,11185,12728,11515,7123,3559,1091,93363,..,847,5724,7355,7943,7470,4120,1608,213,35283,..,263,707,665,498,292,78,13,3,2510,..,199,1315,2381,2551,1828,828,659,342,10115,17478,..,..,..,..,..,..,..,..,17478,..,7355,..,..,..,..,..,..,..,7355,..,3464,3546,985,623,293,55,0,0,8973,..,788,646,336,553,934,867,716,465,5298,..,359,426,206,210,139,52,27,11,1426
LGA12870,..,8,158,307,372,505,544,286,78,2266,..,38,97,89,72,63,44,15,0,422,..,0,10,17,26,19,4,10,10,98,958,..,..,..,..,..,..,..,..,958,..,176,..,..,..,..,..,..,..,176,..,204,50,23,31,25,0,0,0,338,..,21,10,3,8,13,5,9,4,73,..,5,6,3,10,4,4,0,0,38,..,21,30,3,17,17,25,3,0,128,..,36,68,75,123,168,159,109,41,776,16,33,11,13,20,21,28,8,0,149,967,552,450,532,691,830,818,440,140,5421,..,12,213,334,426,551,491,231,37,2290,..,59,103,83,87,65,28,6,3,439,..,26,63,90,99,24,19,15,17,349,962,..,..,..,..,..,..,..,..,962,..,198,..,..,..,..,..,..,..,198,..,129,26,7,10,12,0,0,0,190,..,18,4,0,5,11,16,12,10,71,..,7,3,0,0,0,0,0,0,20
LGA12900,..,5,140,258,299,349,332,185,36,1612,..,42,99,56,51,28,29,0,0,314,..,3,6,13,25,18,9,9,8,86,863,..,..,..,..,..,..,..,..,863,..,137,..,..,..,..,..,..,..,137,..,182,59,40,32,17,0,0,0,325,..,37,10,3,16,8,10,10,3,101,..,10,8,7,6,3,3,0,0,40,..,22,25,9,12,12,12,0,0,98,..,26,60,49,95,113,101,71,24,525,20,23,12,18,11,20,8,10,5,129,882,496,417,454,545,565,507,288,68,4224,..,17,204,262,341,353,293,138,15,1626,..,58,101,52,53,33,15,0,0,309,..,19,78,72,89,23,20,22,16,320,833,..,..,..,..,..,..,..,..,833,..,149,..,..,..,..,..,..,..,149,..,78,27,11,10,4,0,0,0,130,..,15,4,8,4,5,15,14,10,67,..,17,4,3,0,0,0,0,0,21
LGA12930,..,188,4403,6052,6228,5392,3826,2220,610,28920,..,206,1056,644,496,336,161,42,3,2943,..,14,32,119,308,234,138,69,55,979,12116,..,..,..,..,..,..,..,..,12116,..,4461,..,..,..,..,..,..,..,4461,..,2449,2328,703,442,196,33,3,0,6158,..,754,660,149,136,191,178,107,73,2250,..,748,923,211,173,104,56,19,0,2236,..,924,1360,252,233,216,127,46,16,3182,..,152,537,504,651,699,613,406,251,3807,135,155,206,151,145,98,72,41,25,1017,12256,10043,11509,8791,8803,7464,5198,2951,1048,68070,..,489,5564,6479,6258,5190,3296,1565,279,29121,..,296,1142,632,454,275,80,25,3,2910,..,59,415,1012,1442,924,384,291,263,4795,11429,..,..,..,..,..,..,..,..,11429,..,4447,..,..,..,..,..,..,..,4447,..,1687,1706,437,280,148,47,4,0,4309,..,620,457,125,225,524,476,427,218,3082,..,661,798,153,107,83,25,11,6,1848
LGA12950,..,4,52,90,141,165,155,90,30,732,..,10,37,30,23,18,8,0,0,121,..,0,5,7,8,6,4,3,5,42,373,..,..,..,..,..,..,..,..,373,..,58,..,..,..,..,..,..,..,58,..,73,19,15,5,4,0,0,0,127,..,21,4,0,3,3,5,0,3,47,..,8,3,0,0,0,0,5,0,17,..,3,10,9,9,8,0,0,3,37,..,10,32,23,33,56,38,32,12,235,11,19,13,6,9,3,3,0,3,67,381,203,172,179,244,265,224,136,51,1849,..,4,70,107,151,188,146,66,8,740,..,20,47,24,19,10,9,0,0,127,..,20,37,40,24,11,11,6,0,157,369,..,..,..,..,..,..,..,..,369,..,58,..,..,..,..,..,..,..,58,..,39,18,11,8,3,0,0,0,76,..,16,0,3,4,10,8,11,3,54,..,3,3,0,0,0,0,0,0,12
LGA13010,..,0,90,193,225,350,343,180,41,1423,..,44,85,59,58,53,25,12,0,322,..,0,8,13,26,15,7,4,0,79,667,..,..,..,..,..,..,..,..,667,..,113,..,..,..,..,..,..,..,113,..,124,55,31,19,12,3,0,0,239,..,28,3,4,5,19,15,6,3,76,..,12,12,7,4,3,0,0,0,32,..,19,15,11,14,18,23,9,0,97,..,19,42,42,74,133,112,75,20,519,16,14,19,15,7,30,21,10,0,125,678,375,320,367,429,618,544,293,65,3695,..,8,127,222,275,346,330,135,10,1444,..,66,88,55,52,37,23,3,0,321,..,18,63,83,55,33,12,15,21,297,661,..,..,..,..,..,..,..,..,661,..,144,..,..,..,..,..,..,..,144,..,62,19,8,16,6,0,0,0,113,..,6,0,3,6,11,14,12,10,63,..,10,3,3,0,3,0,0,0,23
LGA13310,..,26,491,841,992,1059,907,456,106,4889,..,119,297,209,194,131,73,18,3,1047,..,3,29,55,80,51,21,15,12,274,2608,..,..,..,..,..,..,..,..,2608,..,509,..,..,..,..,..,..,..,509,..,620,250,92,84,51,9,0,0,1096,..,78,28,25,25,30,37,16,8,250,..,39,44,23,27,12,7,0,0,149,..,88,83,23,48,43,33,17,5,343,..,50,151,175,284,325,298,169,55,1500,67,79,62,51,37,31,36,15,3,391,2682,1605,1445,1491,1772,1744,1427,714,191,13066,..,58,664,935,1068,1062,782,319,53,4943,..,172,337,186,187,128,53,15,0,1073,..,75,219,264,265,115,69,53,49,1110,2376,..,..,..,..,..,..,..,..,2376,..,493,..,..,..,..,..,..,..,493,..,393,127,33,41,21,9,0,0,628,..,49,19,9,20,54,60,35,19,271,..,41,31,6,3,6,4,0,0,91
LGA13340,..,4,154,301,427,465,398,161,38,1954,..,22,84,60,53,51,31,6,0,307,..,0,3,12,28,17,11,10,3,82,1056,..,..,..,..,..,..,..,..,1056,..,200,..,..,..,..,..,..,..,200,..,190,72,32,16,14,0,0,0,330,..,20,3,0,5,5,4,7,0,49,..,5,0,4,4,5,0,0,3,24,..,19,6,6,6,17,8,4,0,79,..,24,25,38,69,125,124,71,37,502,18,23,20,19,17,14,14,6,3,128,1072,515,378,477,629,703,597,254,88,4722,..,9,213,369,468,467,348,99,16,1995,..,34,96,52,68,43,24,3,0,318,..,20,43,51,76,32,10,12,15,270,1019,..,..,..,..,..,..,..,..,1019,..,226,..,..,..,..,..,..,..,226,..,90,30,20,4,12,0,0,0,151,..,3,3,0,5,9,10,8,8,55,..,5,3,3,0,0,0,0,0,15
LGA13450,..,22,551,859,994,909,620,393,114,4464,..,102,244,157,100,76,26,10,0,723,..,3,16,26,47,38,9,17,3,161,2446,..,..,..,..,..,..,..,..,2446,..,445,..,..,..,..,..,..,..,445,..,543,285,91,59,26,8,0,0,1008,..,93,60,13,24,30,20,10,3,258,..,36,31,13,5,7,0,5,0,107,..,102,152,66,45,34,23,4,0,422,..,49,137,138,165,212,108,101,52,962,42,58,67,34,35,31,21,19,4,311,2488,1462,1544,1400,1486,1364,829,561,180,11308,..,55,728,912,1037,878,582,260,51,4492,..,142,254,136,111,52,18,3,3,723,..,53,145,197,177,96,36,41,22,773,2398,..,..,..,..,..,..,..,..,2398,..,424,..,..,..,..,..,..,..,424,..,391,149,33,24,9,3,0,0,608,..,49,21,9,21,40,36,32,21,232,..,33,37,3,3,3,0,0,0,81
LGA13510,..,3,149,286,383,445,414,271,57,2016,..,50,109,64,54,64,31,6,0,379,..,0,6,15,19,25,6,6,7,84,985,..,..,..,..,..,..,..,..,985,..,164,..,..,..,..,..,..,..,164,..,201,63,34,24,13,0,0,0,332,..,21,8,0,13,9,11,3,7,79,..,11,5,6,3,3,0,0,0,38,..,18,21,8,19,19,21,9,0,102,..,17,47,59,89,140,143,80,28,613,17,20,16,15,10,20,20,9,0,137,1003,506,421,496,618,730,652,389,100,4919,..,15,195,321,407,471,414,197,22,2053,..,88,98,78,60,42,22,3,0,397,..,26,64,91,80,44,27,17,12,357,873,..,..,..,..,..,..,..,..,873,..,165,..,..,..,..,..,..,..,165,..,91,32,21,12,11,4,0,0,167,..,16,3,0,11,9,21,17,13,88,..,14,3,3,0,0,0,3,0,27
LGA13550,..,15,235,365,373,471,346,205,40,2057,..,68,180,90,69,44,16,7,0,475,..,3,8,26,23,23,6,6,3,95,1205,..,..,..,..,..,..,..,..,1205,..,174,..,..,..,..,..,..,..,174,..,230,78,50,37,19,3,0,0,418,..,33,25,7,8,22,15,4,6,121,..,19,13,6,13,4,0,0,0,56,..,33,45,7,16,19,15,5,0,141,..,34,81,63,122,137,108,78,25,647,24,28,29,8,20,18,15,3,3,143,1223,624,697,630,685,755,526,310,82,5530,..,28,318,377,431,429,319,163,21,2080,..,117,186,85,68,30,8,0,0,501,..,37,105,94,85,44,22,27,15,424,1126,..,..,..,..,..,..,..,..,1126,..,181,..,..,..,..,..,..,..,181,..,127,40,15,19,20,0,0,0,225,..,26,3,3,14,22,17,13,11,109,..,22,7,3,3,0,0,0,0,31
LGA13660,..,9,71,131,193,182,221,123,18,944,..,29,45,29,39,32,12,8,0,197,..,3,7,7,9,12,3,3,5,43,451,..,..,..,..,..,..,..,..,451,..,51,..,..,..,..,..,..,..,51,..,63,26,22,8,8,3,0,0,137,..,15,3,0,4,12,0,3,0,43,..,8,0,0,8,3,6,0,0,23,..,7,5,4,10,9,11,11,0,51,..,11,20,28,50,74,77,38,11,307,9,13,10,3,9,12,15,3,0,65,463,203,184,224,320,339,349,186,34,2307,..,9,99,141,202,187,204,83,10,936,..,42,48,36,35,16,18,0,0,200,..,12,24,36,29,12,13,9,3,142,405,..,..,..,..,..,..,..,..,405,..,66,..,..,..,..,..,..,..,66,..,32,14,10,12,3,0,0,0,65,..,3,0,0,3,4,10,4,6,30,..,9,0,0,0,0,0,0,0,13
LGA13800,..,93,1350,2350,2757,2437,1696,755,153,11588,..,220,704,443,436,244,106,26,0,2180,..,7,39,91,195,111,60,26,15,543,6215,..,..,..,..,..,..,..,..,6215,..,1439,..,..,..,..,..,..,..,1439,..,1891,853,282,154,62,10,0,0,3248,..,167,91,54,57,61,65,45,31,567,..,107,123,57,70,43,31,10,0,437,..,95,142,65,110,97,82,20,4,621,..,65,233,270,436,461,355,176,73,2065,91,143,125,71,74,61,37,14,5,634,6307,4223,3659,3683,4290,3580,2449,1061,280,29539,..,142,1782,2521,2922,2279,1513,504,73,11738,..,321,685,447,437,231,69,17,0,2205,..,94,332,548,651,334,155,120,54,2285,5867,..,..,..,..,..,..,..,..,5867,..,1700,..,..,..,..,..,..,..,1700,..,1264,525,108,80,56,9,0,0,2039,..,115,51,24,52,111,154,124,66,703,..,129,83,20,21,20,11,7,0,295
LGA13850,..,0,37,66,102,114,84,67,9,477,..,14,22,17,16,15,8,0,0,92,..,0,0,3,12,3,0,0,0,23,231,..,..,..,..,..,..,..,..,231,..,47,..,..,..,..,..,..,..,47,..,52,20,8,12,3,0,0,0,100,..,3,0,0,0,0,3,3,0,15,..,3,0,0,0,0,0,0,0,10,..,9,0,4,0,0,4,0,0,19,..,10,15,11,42,48,32,22,6,184,3,9,8,6,11,3,9,4,0,46,230,145,113,112,193,185,136,95,18,1237,..,4,52,81,116,110,69,53,3,489,..,19,24,15,20,7,5,0,0,105,..,4,17,22,27,11,8,10,4,106,226,..,..,..,..,..,..,..,..,226,..,47,..,..,..,..,..,..,..,47,..,25,3,3,0,4,3,0,0,40,..,5,0,0,0,0,4,3,0,10,..,4,0,0,0,0,0,0,0,6
LGA13910,..,23,232,530,579,712,703,342,61,3187,..,78,178,101,127,65,55,12,3,621,..,0,12,31,45,16,23,6,6,141,1709,..,..,..,..,..,..,..,..,1709,..,322,..,..,..,..,..,..,..,322,..,316,120,64,49,25,5,0,0,574,..,36,14,13,13,28,21,9,8,132,..,21,15,7,7,3,0,0,0,61,..,35,39,29,20,40,16,10,0,190,..,36,72,117,190,247,225,124,41,1044,33,47,48,37,24,31,27,11,4,258,1739,914,732,927,1056,1161,1070,511,127,8241,..,31,324,559,702,730,617,246,26,3240,..,132,180,104,113,61,29,13,0,627,..,39,125,179,162,64,32,49,29,681,1611,..,..,..,..,..,..,..,..,1611,..,342,..,..,..,..,..,..,..,342,..,198,51,19,30,14,3,0,0,314,..,23,5,8,11,21,35,22,15,138,..,21,13,0,3,3,0,0,0,38
