LGA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,3,0,5,0,16,0,0,0,3,0,3,0,0,0,7,0,16,3,0,0,7,3,10,0,0,0,0,0,29,3,3,0,9,3,3,0,0,0,0,0,23,0,0,0,10,0,4,0,0,0,3,3,27,12,0,0,6,3,5,0,0,0,3,0,29,9,0,0,9,3,6,3,3,0,0,0,33,10,0,3,3,0,0,3,0,0,0,0,21,5,0,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0
LGA12350,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,4,0,0,0,0,0,6,0,12,5,0,0,0,0,3,0,0,0,7,0,18,0,0,0,8,0,3,3,8,0,9,0,29,0,3,0,8,0,18,0,10,0,18,0,60,11,3,0,28,0,27,3,8,7,24,0,123,16,6,0,42,4,32,3,3,4,19,0,132,18,7,0,43,7,13,0,3,0,4,0,98,20,4,0,49,3,11,3,0,3,8,0,99,60,3,3,65,6,19,4,3,0,9,0,173,31,3,0,40,3,12,0,0,0,3,0,97,30,0,0,23,3,0,0,0,0,3,0,63,21,0,0,7,0,0,0,0,0,0,0,30,17,0,0,21,4,7,0,3
LGA12380,5,3,3,3,0,14,0,19,10,306,4,357,0,3,0,0,0,5,0,15,7,76,0,103,3,0,0,3,0,12,0,65,7,135,7,226,0,9,0,0,0,24,0,78,7,66,0,182,3,19,0,3,4,56,0,177,16,382,5,665,3,22,9,16,0,196,3,271,49,348,11,932,17,64,7,49,4,357,3,306,52,481,10,1346,26,99,13,89,15,677,16,417,58,453,7,1858,71,116,16,259,21,975,19,374,50,550,14,2463,205,143,14,478,30,845,20,229,50,404,14,2432,245,65,22,451,30,763,17,163,30,301,11,2088,340,81,13,420,43,655,14,106,37,251,9,1972,982,107,21,873,118,1034,26,182,51,372,7,3795,898,81,18,673,97,389,24,102,18,201,3,2503,662,34,12,428,62,204,15,53,20,127,7,1612,484,24,8,179,45,253,6,35,10,69,4,1121,859,37,22,460,79,282,13,58
LGA12700,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,3,0,0,0,3,0,3,0,9,0,0,0,3,0,3,3,3,0,7,0,26,5,9,0,3,0,4,0,3,0,4,0,31,7,5,0,15,0,22,3,7,0,20,0,75,3,4,0,24,0,28,0,3,0,8,0,73,7,9,0,46,7,17,0,5,3,5,0,92,8,0,0,30,3,26,0,4,0,3,0,77,40,10,0,55,3,27,3,6,5,13,0,152,33,3,3,51,6,10,0,3,0,0,0,107,31,3,0,29,0,3,0,0,0,0,0,69,23,5,0,5,0,8,0,0,0,0,0,48,29,0,0,28,3,3,0,4
LGA12730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,7,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,3,0,3,0,3,0,8,0,21,4,3,0,3,0,5,0,3,3,3,0,31,5,8,0,11,0,22,0,8,0,17,0,68,17,4,0,25,0,13,0,5,0,3,0,68,14,4,0,34,0,6,0,8,0,3,0,66,15,4,0,31,3,3,4,3,0,0,0,62,37,4,0,52,9,17,4,4,0,0,0,117,23,3,0,36,4,5,0,0,0,3,0,72,24,0,0,14,0,7,0,0,0,3,0,43,6,0,0,13,0,3,0,0,0,0,0,27,31,0,0,19,0,0,0,0
LGA12750,3,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,3,0,14,0,0,0,0,0,0,0,7,0,0,0,4,3,0,0,3,0,5,0,7,0,15,0,33,4,0,0,3,0,4,0,7,0,14,0,42,7,12,0,10,0,17,0,25,3,34,0,103,9,9,3,14,0,28,0,32,3,31,3,137,17,28,0,60,3,53,6,29,10,67,3,274,33,43,3,138,8,52,3,29,5,43,3,354,32,20,0,89,9,40,0,19,0,21,0,230,44,18,8,114,12,43,3,10,0,19,0,265,106,30,3,127,14,50,0,15,3,31,0,380,78,11,5,96,13,19,0,6,0,7,3,240,50,0,3,43,4,6,0,3,0,6,0,123,25,0,0,15,0,10,0,0,0,0,0,60,41,3,0,32,3,10,0,3
LGA12850,10,0,0,0,0,12,0,16,5,297,0,337,4,3,0,0,0,8,0,22,0,78,0,112,0,0,0,0,0,15,3,63,10,148,0,247,0,4,0,0,0,9,0,78,3,78,0,172,0,16,0,3,0,37,3,136,15,434,7,656,7,34,0,20,4,101,0,229,25,432,6,855,15,55,6,42,0,289,7,271,31,708,17,1436,34,68,7,91,8,567,4,306,38,680,9,1811,84,111,13,195,11,764,17,311,54,788,18,2364,179,101,10,321,28,742,15,242,46,597,16,2296,189,86,14,325,28,568,19,165,31,490,4,1911,308,56,12,328,15,497,10,128,35,436,9,1833,814,93,27,626,71,737,22,169,39,567,5,3173,642,56,13,526,67,380,11,128,26,316,3,2168,493,28,8,317,47,228,7,60,14,211,3,1420,321,18,7,176,26,171,3,34,13,104,0,877,616,34,16,323,42,217,11,39
LGA12870,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,11,6,0,0,0,0,3,0,0,0,12,0,22,0,3,0,8,0,12,0,8,0,9,0,48,9,9,3,26,5,31,3,8,0,14,0,103,15,4,4,58,0,22,3,6,0,9,0,122,14,3,0,43,9,16,3,3,0,0,0,91,17,3,0,46,5,14,5,3,0,4,0,92,65,0,0,63,6,22,3,3,0,3,0,172,42,4,3,37,3,8,0,0,0,0,0,103,28,0,0,27,0,6,3,0,0,0,0,73,15,0,0,7,0,6,0,0,0,0,0,31,20,3,0,14,0,0,0,0
LGA12900,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,3,0,9,0,7,0,22,3,0,0,8,0,16,0,6,0,3,0,34,10,7,3,29,0,18,3,7,0,16,0,93,13,4,0,26,3,27,0,3,0,6,0,85,13,3,3,23,3,15,0,0,0,3,0,66,16,7,0,18,3,12,0,0,0,0,0,61,34,4,0,70,7,14,4,4,0,3,0,138,33,0,0,36,4,3,3,4,0,0,0,88,28,0,0,28,4,3,0,0,3,0,0,69,10,0,0,9,0,9,0,0,0,0,0,28,23,0,0,15,3,0,0,0
LGA12930,3,0,0,7,0,11,0,3,0,95,0,118,0,0,0,3,0,0,0,8,3,24,0,39,0,0,0,3,0,3,0,24,0,40,0,76,0,0,0,0,0,9,0,28,0,31,0,68,0,6,0,6,0,18,0,58,10,72,0,171,6,11,3,13,3,73,0,104,11,83,0,295,9,35,3,27,0,165,3,109,15,122,0,482,18,54,3,68,5,261,7,132,14,141,0,709,48,88,4,193,18,418,16,139,18,181,0,1126,116,85,12,319,19,406,11,102,22,146,9,1245,134,62,8,349,28,362,12,94,20,128,5,1202,227,60,10,373,34,358,11,70,10,129,4,1292,654,115,21,793,96,615,28,123,24,211,6,2686,679,83,15,757,65,247,11,59,7,127,5,2071,564,45,20,534,78,157,12,36,12,79,3,1536,418,40,9,253,51,262,5,40,10,35,3,1122,1243,76,23,1060,111,384,24,67
LGA12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,3,0,7,0,0,0,15,9,5,0,13,0,16,0,4,0,11,0,61,5,3,0,12,0,7,0,0,0,3,0,31,7,0,0,13,4,9,0,0,0,0,0,32,9,0,0,6,3,4,0,0,0,3,0,23,6,0,0,16,3,3,0,3,0,0,0,41,6,0,0,14,7,3,0,0,0,0,0,32,14,0,0,3,3,0,0,0,0,0,0,24,4,0,0,4,0,0,0,0,0,0,0,12,4,0,0,8,0,0,0,0
LGA13010,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,14,0,0,0,3,0,0,0,4,0,7,0,11,0,0,0,3,0,3,0,10,0,15,0,31,0,4,0,9,0,12,0,15,0,10,0,44,12,8,0,20,3,17,0,5,0,9,0,86,17,5,0,26,6,17,0,4,3,6,0,82,8,3,0,23,0,10,0,4,0,3,0,63,20,0,0,15,0,0,0,0,0,5,0,39,30,3,0,28,0,4,0,3,0,5,0,84,22,4,0,23,3,3,3,0,0,0,0,62,12,0,0,7,0,0,3,0,0,0,0,23,6,0,0,4,0,0,0,0,0,0,0,12,17,0,0,5,0,4,0,0
LGA13310,0,0,0,0,0,3,0,0,0,5,0,9,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,9,0,20,3,0,0,0,0,8,0,11,3,13,0,36,0,7,0,3,0,6,0,9,6,14,0,49,4,8,0,21,0,27,6,20,0,40,0,127,9,15,0,31,5,60,0,20,3,48,3,180,21,10,0,71,8,64,6,20,4,10,0,226,33,15,4,82,6,57,0,10,5,13,0,235,47,4,0,100,7,46,3,11,8,11,0,229,135,19,6,197,26,84,11,11,7,13,0,504,130,14,0,145,15,45,10,7,5,3,0,367,106,8,3,81,12,19,4,3,0,7,0,237,72,3,0,21,4,14,0,0,3,0,0,122,105,6,0,50,15,18,3,3
LGA13340,5,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,12,0,3,0,3,0,4,0,0,0,6,0,16,0,0,0,7,0,7,0,0,0,11,0,33,3,0,0,11,0,20,3,6,0,10,0,56,10,7,0,30,5,21,0,10,0,12,0,96,13,3,0,39,3,30,0,9,0,8,0,111,10,10,0,42,4,20,3,6,0,3,0,100,14,3,0,40,5,10,0,6,0,6,0,82,48,18,0,90,6,20,4,7,3,3,0,189,27,3,0,53,14,8,0,0,0,0,0,118,21,3,0,29,5,3,0,0,0,0,0,57,20,0,0,6,3,0,0,0,0,0,0,36,31,8,0,24,0,6,0,0
LGA13450,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,4,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,9,0,21,0,33,0,0,0,4,0,3,0,7,0,10,0,34,3,0,0,5,0,32,0,12,0,26,0,79,0,3,0,26,3,62,0,13,0,30,0,135,5,8,3,69,6,58,3,21,3,29,3,218,41,12,6,102,7,69,0,12,3,26,0,275,49,7,4,118,13,56,3,9,4,12,0,275,51,6,4,104,7,39,3,3,0,7,0,223,112,9,0,183,24,60,6,9,3,24,5,439,122,6,3,123,10,30,0,3,0,5,0,305,78,3,0,86,10,7,0,0,0,3,0,189,41,4,0,33,4,12,0,0,0,3,0,103,71,7,3,70,9,10,3,0
LGA13510,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,16,0,0,0,0,0,3,0,3,0,12,0,17,0,3,0,0,0,7,0,0,0,9,0,22,8,3,0,10,0,17,0,7,3,16,0,59,6,3,0,23,0,14,3,3,5,10,0,65,11,10,0,38,3,23,3,3,3,3,0,97,13,4,0,48,0,16,3,4,3,8,0,100,7,4,0,33,0,13,0,0,0,4,0,74,45,9,0,59,11,23,0,0,3,4,0,155,37,5,0,33,0,8,0,0,0,3,0,94,22,0,0,19,4,3,0,0,0,0,0,49,14,0,0,14,0,5,0,0,0,0,0,28,19,0,0,21,4,4,0,0
LGA13550,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,6,0,0,0,4,0,3,0,11,0,0,0,0,0,10,0,8,3,13,0,34,3,3,0,7,0,11,0,6,0,18,0,55,3,4,0,18,0,26,0,8,0,14,3,79,14,3,0,28,6,34,0,8,3,7,0,107,16,0,0,35,9,24,0,4,3,4,0,92,19,7,3,45,7,24,3,0,3,5,0,112,51,8,0,82,6,36,0,4,4,0,3,202,49,3,3,63,7,11,0,3,4,7,0,151,31,0,3,43,3,8,0,0,0,0,0,87,26,0,0,11,0,22,0,0,0,0,0,68,47,5,0,39,3,3,4,0
LGA13660,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,12,0,0,0,0,0,4,0,0,0,4,0,16,3,0,0,0,0,4,0,0,0,5,0,10,3,0,0,6,0,5,0,0,0,3,0,23,3,3,0,11,0,14,0,3,0,13,0,47,11,0,0,21,5,24,0,3,0,3,0,62,4,0,0,17,0,12,3,0,0,3,0,46,11,0,0,10,0,3,0,0,0,4,0,24,17,3,0,31,6,10,0,0,0,0,0,62,10,0,0,12,0,4,0,0,0,0,0,23,9,0,0,9,0,0,3,0,0,0,0,24,3,0,0,4,0,0,0,0,0,0,0,9,3,0,0,8,0,0,0,0
LGA13800,3,0,0,9,0,0,0,0,0,11,0,23,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,3,0,4,0,20,3,33,3,3,0,3,0,4,0,20,0,14,0,55,3,6,0,11,0,18,0,20,0,28,0,89,7,13,0,38,3,65,0,27,3,37,0,201,15,23,0,99,3,122,4,37,14,61,0,378,43,40,0,172,16,164,3,26,15,51,0,523,62,24,5,240,17,202,6,33,16,43,3,650,95,23,5,268,20,167,8,25,3,31,0,651,318,48,13,518,64,268,5,26,9,42,0,1317,366,36,11,478,40,116,12,12,11,28,4,1113,295,15,4,290,44,68,6,9,3,17,3,739,263,14,6,136,18,71,3,7,6,10,4,526,477,15,10,314,17,108,12,14
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,8,0,5,0,0,0,4,0,21,0,0,0,9,0,8,0,0,0,0,0,29,3,3,0,5,0,7,3,0,3,0,0,21,4,3,0,3,0,4,0,0,0,0,0,18,18,5,0,10,3,10,0,0,0,0,0,37,6,0,0,10,0,0,0,0,0,0,0,20,5,0,0,3,0,0,0,0,0,0,0,14,3,0,0,4,0,0,0,0,0,0,0,4,4,0,0,3,0,3,0,0
LGA13910,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,3,4,19,0,35,3,0,0,0,0,3,0,3,0,14,0,27,0,4,0,5,0,5,0,6,0,20,0,45,6,8,0,14,5,23,0,16,3,23,0,91,8,15,3,38,0,53,3,13,0,21,0,164,24,13,4,74,8,48,0,13,0,10,3,200,21,18,5,67,3,38,0,6,0,10,0,173,30,7,0,66,11,30,0,5,0,7,0,168,73,0,3,90,10,33,4,7,5,4,0,234,53,4,3,57,0,9,0,0,3,7,0,136,33,4,0,35,3,12,0,4,3,0,0,93,18,0,0,10,0,10,0,0,0,0,0,37,33,0,0,23,4,11,0,0
LGA14000,3,0,0,7,3,3,0,12,0,53,0,80,3,0,0,0,0,0,0,6,0,12,0,25,0,3,0,0,0,3,0,12,0,34,0,52,0,0,0,0,0,0,0,14,0,16,0,34,0,8,0,3,0,16,0,28,0,41,0,93,3,7,0,4,3,32,3,52,0,39,0,144,11,22,0,16,0,66,0,54,4,60,0,242,28,29,0,59,0,131,3,69,9,58,0,382,33,66,3,111,8,231,6,69,11,114,3,657,78,78,3,214,17,278,7,91,10,107,0,883,87,65,5,259,14,320,9,62,17,98,0,934,140,58,0,345,30,360,3,60,5,84,0,1094,472,122,8,867,89,923,19,100,33,163,3,2803,680,86,16,1080,88,305,22,67,13,96,3,2455,755,49,10,861,91,162,18,49,9,56,0,2059,675,35,9,444,72,588,15,33,10,51,0,1935,2446,104,44,1985,184,733,28,98
LGA14100,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,4,0,0,0,6,0,11,0,0,0,0,0,3,0,0,0,4,0,10,0,0,0,0,0,5,0,3,0,7,0,20,0,0,0,12,0,9,0,3,0,7,0,35,6,0,0,16,0,10,0,0,0,9,0,42,3,3,0,19,3,16,0,4,0,0,0,54,28,5,0,46,3,25,0,11,0,11,0,135,29,4,0,41,0,12,0,3,0,8,0,102,38,5,0,42,7,5,0,6,0,4,0,115,39,3,0,23,0,81,0,5,3,3,0,154,291,15,10,306,33,125,12,25
LGA14170,6,0,0,4,0,4,0,5,3,59,0,85,3,0,0,0,0,6,0,3,0,21,0,39,0,0,0,0,0,3,0,11,0,24,0,44,0,0,0,0,0,0,0,4,0,11,0,23,3,3,0,4,0,11,0,29,0,35,3,81,3,10,0,3,0,25,0,49,0,41,0,126,3,21,0,3,3,66,0,51,15,94,0,255,9,30,0,28,3,113,3,58,10,89,3,348,29,49,3,85,3,190,6,74,12,164,0,612,54,67,3,175,12,191,10,66,13,129,3,722,69,60,7,199,16,240,10,53,14,98,4,758,110,35,0,247,17,223,4,57,7,105,4,810,377,103,8,610,56,514,14,79,26,185,5,1969,467,80,24,750,86,206,25,53,5,73,4,1766,506,53,12,703,116,136,12,38,3,65,0,1647,471,35,19,417,98,530,9,31,9,41,3,1664,2593,123,64,2047,408,610,35,69
LGA14200,0,0,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,0,0,0,3,0,7,3,0,0,3,0,3,0,0,0,21,0,30,3,3,0,0,0,9,5,4,0,16,0,39,0,6,0,5,0,10,0,11,0,27,0,59,10,4,0,20,0,36,0,12,6,31,0,120,13,4,0,42,0,36,3,17,6,24,0,152,28,8,3,45,3,37,3,14,3,17,0,161,35,13,3,60,8,23,0,10,0,11,3,155,15,11,0,55,10,14,0,6,0,8,0,121,58,5,3,70,3,24,8,3,3,6,3,188,63,3,3,45,3,7,0,0,0,3,0,126,20,0,0,20,0,3,3,0,0,0,0,53,25,0,3,12,0,0,0,0,0,0,0,45,26,0,0,14,3,3,0,0
LGA14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,3,0,12,0,24,0,0,0,3,0,4,0,3,0,3,0,20,3,3,0,13,0,12,0,9,3,3,0,45,15,4,0,15,0,18,0,0,0,3,0,57,6,7,0,10,3,5,0,7,0,6,0,43,11,0,0,17,4,5,0,0,0,8,0,54,34,4,3,32,3,12,0,0,0,3,0,89,17,0,0,20,3,7,0,0,0,0,0,48,15,0,3,15,3,0,0,0,0,0,0,31,9,0,0,6,0,0,0,0,0,0,0,16,18,0,0,9,0,0,0,0
