LGA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA15950,3,0,0,4,0,3,0,0,3,20,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,10,0,16,0,0,0,0,0,9,0,10,0,0,0,22,6,3,0,4,0,11,3,15,0,8,0,44,0,9,0,6,0,23,0,14,0,7,0,57,3,11,0,14,5,37,0,5,8,17,0,106,9,8,0,35,0,51,0,10,0,12,0,133,3,9,0,27,0,74,0,5,0,14,4,146,13,8,0,44,8,67,3,14,4,13,0,172,73,18,0,142,33,212,5,22,9,22,0,536,94,14,3,186,27,57,8,12,6,23,0,427,148,15,4,155,34,33,5,11,3,14,0,419,149,6,3,92,66,316,5,16,7,20,0,678,928,59,34,758,180,391,17,42
LGA15990,13,0,0,13,0,9,0,4,3,51,3,98,8,3,3,7,0,3,0,3,3,16,0,43,3,3,0,3,0,4,0,14,0,21,0,52,0,0,0,0,0,3,0,12,0,15,0,35,3,3,0,0,0,8,3,24,9,38,0,91,0,7,0,9,0,29,3,26,0,36,0,113,11,14,0,25,3,55,4,58,5,61,0,236,12,48,7,82,4,109,0,73,12,67,3,425,41,89,8,221,9,238,12,92,12,139,0,853,118,80,0,345,23,268,18,93,20,140,3,1112,115,89,11,452,29,350,14,85,21,117,0,1278,209,89,13,618,38,341,21,72,15,126,0,1540,676,193,31,1492,106,828,30,168,34,210,6,3774,814,167,31,1806,193,314,37,106,13,142,4,3626,949,138,30,1359,148,197,31,66,9,85,6,3021,760,70,21,727,144,1306,23,64,30,64,3,3210,3638,243,70,4412,414,1379,74,230
LGA16100,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,5,0,3,0,0,0,0,0,0,0,0,0,7,0,5,3,6,0,11,0,3,0,0,0,38,3,0,0,13,0,19,0,5,3,0,0,48,10,3,0,13,4,12,0,3,0,4,0,52,3,3,0,21,0,4,0,0,0,3,0,35,22,4,0,27,4,10,0,4,0,3,0,78,20,0,0,13,0,3,0,0,0,3,0,40,13,0,0,11,0,3,0,0,0,0,0,31,8,0,0,5,4,0,0,0,0,0,0,16,20,0,0,7,0,6,0,0
LGA16150,0,0,0,3,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,4,0,14,0,20,0,3,0,0,0,5,0,12,0,15,0,36,0,0,4,4,3,10,0,16,3,29,0,71,4,4,3,16,7,34,3,28,0,31,0,132,8,18,3,58,7,86,4,26,6,44,0,259,35,18,3,103,9,101,4,19,3,30,0,313,38,16,6,125,16,83,4,17,8,19,3,325,67,14,4,143,8,83,7,5,8,18,0,352,197,19,7,281,38,117,11,9,7,16,3,695,192,6,5,216,30,47,3,14,0,11,3,528,151,5,0,134,24,24,5,8,0,0,0,351,101,0,3,47,12,28,3,0,0,3,0,198,204,4,4,172,20,26,5,6
LGA16200,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,3,0,4,0,12,0,20,3,3,0,0,0,6,0,8,0,14,0,40,4,3,0,5,0,17,0,13,5,25,3,74,5,3,0,27,0,29,0,4,0,16,0,91,18,4,0,48,3,22,0,5,0,10,0,123,18,8,3,49,3,23,0,5,3,13,0,122,19,6,0,57,3,29,0,0,0,8,0,136,51,3,3,88,8,45,3,3,3,6,5,219,53,3,0,75,4,15,3,4,0,3,0,159,50,0,0,29,6,9,0,0,0,3,0,98,19,0,0,7,7,13,3,0,0,0,0,44,39,0,0,24,11,13,0,0
LGA16260,6,0,0,0,0,13,0,10,3,191,0,227,0,3,0,0,0,0,0,8,0,49,0,64,3,3,0,3,0,9,0,26,0,65,0,106,0,0,0,3,0,7,0,41,7,34,0,94,3,11,0,4,0,43,0,70,10,154,0,300,3,22,3,16,0,107,4,140,17,130,4,454,15,58,3,42,3,250,4,179,21,229,3,811,33,78,9,90,5,439,5,237,42,213,0,1148,77,123,8,292,22,756,13,181,45,255,7,1776,167,124,19,439,28,788,18,176,31,219,6,2020,207,93,9,507,37,932,7,115,20,189,5,2124,351,89,12,527,56,858,17,115,32,158,0,2210,1082,130,25,1149,160,1605,35,171,50,290,9,4712,1164,105,25,1163,144,430,27,95,20,151,3,3342,1040,53,24,747,135,215,12,66,9,103,0,2405,826,40,21,376,101,527,6,42,12,59,0,2018,1976,84,25,1207,175,529,29,66
LGA16350,8,0,0,3,0,8,0,3,0,49,3,76,0,0,0,4,0,4,0,4,4,16,0,32,3,0,0,7,0,0,0,5,0,25,0,47,0,0,0,3,0,6,0,17,0,23,0,42,0,4,0,3,0,5,0,24,3,66,0,119,0,3,0,14,0,48,0,52,8,67,0,187,11,25,0,25,0,126,3,67,24,135,7,412,20,34,0,69,3,317,3,120,19,151,3,741,53,67,3,228,28,564,8,145,35,201,8,1337,155,69,16,485,44,660,7,126,30,177,0,1780,171,68,15,594,58,642,15,81,21,153,6,1830,334,70,13,729,94,569,19,70,28,140,6,2062,1258,97,41,1426,217,909,46,110,39,183,10,4337,1186,80,37,1236,188,417,38,67,24,105,11,3386,1004,36,21,740,128,202,13,34,14,49,4,2247,740,17,16,331,79,212,8,14,10,21,3,1444,1350,35,13,697,98,295,20,24
LGA16380,3,3,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,5,0,4,3,3,0,0,0,3,0,5,0,20,0,37,4,0,0,3,0,14,0,16,3,32,0,71,6,9,0,18,0,29,0,33,5,65,0,159,15,27,0,48,3,78,4,57,11,85,0,333,29,50,9,135,8,147,7,74,17,126,3,598,57,58,11,245,21,158,11,52,8,93,0,719,82,53,4,219,21,126,7,45,13,53,3,631,107,31,0,213,15,112,5,22,9,24,0,545,306,51,5,487,24,165,19,33,8,47,3,1156,288,31,17,318,20,62,14,14,4,16,0,783,214,11,3,166,15,33,6,7,0,10,0,467,130,3,4,51,15,44,3,3,0,3,0,250,206,19,0,165,11,41,5,6
LGA16400,7,0,0,0,0,0,0,3,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,7,0,16,0,0,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,4,0,8,0,24,0,35,0,8,0,7,0,4,0,11,3,22,0,60,3,8,0,12,0,22,0,28,5,67,0,152,7,16,0,27,4,67,3,46,12,81,3,266,17,41,4,87,9,132,3,54,7,116,0,468,38,38,9,161,19,168,5,42,6,66,3,570,45,24,3,245,15,159,8,40,4,39,0,586,73,28,5,230,21,151,6,28,8,32,0,586,266,33,8,480,47,206,19,34,9,49,11,1160,273,29,11,361,48,87,10,14,3,33,0,862,206,15,11,183,25,34,6,5,0,14,0,508,119,4,3,68,6,45,3,4,9,5,3,276,226,12,11,199,22,66,4,9
LGA16490,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,3,0,0,0,0,0,3,0,9,0,3,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,3,0,0,0,3,0,5,0,3,0,0,0,3,0,7,0,14,0,29,3,3,0,0,0,9,0,5,0,14,0,40,7,0,0,5,0,14,0,13,0,24,0,59,4,13,3,9,0,54,0,24,3,18,0,136,9,23,3,42,3,78,0,25,11,37,0,229,27,14,0,89,8,80,11,17,5,18,0,277,30,8,0,104,3,95,4,14,12,23,0,295,88,8,3,134,20,85,5,17,5,22,3,385,257,22,17,288,47,180,5,22,8,32,3,870,303,30,12,333,84,72,19,25,4,22,0,902,311,19,8,288,68,60,4,13,0,15,0,794,333,14,9,145,28,75,8,4,5,3,0,626,835,23,18,382,67,136,11,14
LGA16550,3,0,0,3,0,8,0,3,0,54,0,72,0,0,0,4,0,0,0,3,0,5,0,13,0,0,0,3,0,0,0,10,0,16,0,24,0,0,0,0,0,0,0,3,0,3,0,16,0,3,0,0,0,8,0,11,0,21,0,48,0,4,0,4,0,30,0,25,3,32,0,103,4,14,0,14,0,30,0,31,0,42,0,136,16,23,0,31,3,74,4,53,3,47,5,252,21,29,0,76,3,136,0,57,6,83,0,415,44,50,5,123,6,143,3,41,13,75,0,502,47,28,4,151,12,170,3,41,3,90,3,557,71,36,5,202,18,176,13,38,5,68,4,635,291,81,11,520,65,372,10,53,20,113,3,1545,371,64,12,600,74,157,13,36,4,72,3,1394,420,39,21,478,91,89,16,41,3,51,0,1243,368,32,13,268,79,434,9,32,10,33,7,1282,1824,100,40,1566,212,568,22,70
LGA16610,3,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,14,0,0,0,3,0,10,0,11,0,16,0,43,7,8,0,3,0,17,0,16,0,31,0,79,7,6,3,12,0,33,4,21,3,35,0,123,11,18,3,43,3,60,4,42,3,50,4,242,23,15,3,76,11,72,8,16,3,32,0,257,26,19,3,60,3,40,5,15,3,19,0,198,42,17,3,71,12,38,0,14,3,14,0,207,81,16,4,114,12,42,7,5,4,12,0,297,83,7,0,67,10,16,0,3,0,3,0,194,46,3,0,32,3,6,3,0,0,0,0,95,30,3,0,17,3,3,0,0,0,0,0,56,22,0,0,9,3,3,0,0
LGA16650,0,0,0,3,0,0,0,3,0,48,0,62,0,0,0,0,0,3,0,5,0,24,0,34,0,0,0,3,0,7,0,24,3,25,0,61,0,0,0,0,0,3,0,27,5,27,0,64,3,4,0,4,0,10,0,36,0,44,0,112,0,14,3,11,0,39,5,88,6,70,0,242,3,30,0,9,0,81,0,96,4,97,3,337,14,42,0,44,4,228,3,111,20,117,3,582,25,49,11,115,10,330,18,110,19,145,3,831,72,66,9,229,17,273,13,82,16,122,0,898,105,45,3,235,16,274,11,59,23,134,3,913,151,40,13,228,27,232,10,57,11,97,0,868,457,66,13,569,73,449,15,83,18,147,5,1898,454,45,12,460,73,167,18,35,5,72,3,1336,369,26,9,308,59,96,12,23,7,49,0,962,292,11,10,144,46,170,0,11,5,21,0,718,671,37,12,441,65,157,6,37
LGA16700,0,0,0,0,0,3,0,6,0,91,4,105,4,0,0,4,0,0,0,4,0,15,0,30,0,0,0,0,0,6,0,12,0,23,0,36,0,0,0,0,0,6,0,16,0,22,0,43,3,3,0,0,0,12,0,19,0,47,0,83,0,10,0,9,0,45,0,40,0,57,0,157,7,20,0,19,0,80,0,66,6,62,0,268,10,30,3,40,5,143,0,68,10,70,0,383,29,57,3,88,13,268,9,85,14,110,0,661,72,52,4,158,14,266,12,71,11,85,0,753,92,51,8,200,24,307,8,51,9,83,5,825,141,30,6,235,19,276,7,49,13,70,0,849,380,67,14,581,71,622,17,83,21,130,0,1995,455,49,15,575,73,199,17,39,7,80,0,1505,474,31,6,481,79,135,17,31,8,53,0,1315,418,20,8,229,60,309,6,25,11,37,3,1124,1360,70,32,1069,122,375,19,63
LGA16900,3,0,0,4,0,3,0,0,3,11,0,25,0,0,0,3,0,0,0,0,0,8,0,9,3,0,0,0,0,3,0,0,0,13,0,18,0,0,0,0,0,0,0,4,0,4,0,16,0,0,0,3,0,3,0,13,0,20,0,38,0,3,0,3,0,11,0,10,0,21,0,60,3,12,0,9,0,25,3,37,4,66,0,161,0,11,0,20,3,64,0,56,11,81,0,249,14,32,4,100,11,167,0,67,6,117,3,523,38,40,5,205,15,191,9,54,8,81,0,648,62,33,3,257,27,205,3,32,12,75,3,713,83,28,8,297,26,181,10,34,6,46,0,716,286,39,3,613,52,296,22,38,18,74,5,1441,286,35,7,539,60,108,18,17,7,27,0,1099,224,13,5,274,37,55,7,12,3,18,0,646,198,3,5,106,21,75,0,7,7,7,0,437,285,17,9,236,29,79,6,14
LGA16950,0,0,0,0,0,0,0,0,0,13,0,18,0,3,0,0,0,0,0,7,0,8,0,14,0,0,0,4,0,3,0,6,0,16,0,29,0,0,0,0,0,0,0,6,4,9,0,15,5,4,0,4,0,0,0,14,0,54,0,83,4,12,0,12,0,17,0,31,3,39,3,115,10,22,3,17,0,33,0,62,10,118,3,290,13,44,4,71,3,112,8,86,9,109,0,461,35,79,5,171,17,197,4,79,13,174,8,785,66,61,6,291,31,229,16,81,13,116,6,915,95,63,7,282,14,215,8,46,11,66,0,807,115,30,8,283,31,149,14,33,7,61,3,736,283,53,8,529,49,204,14,52,17,49,3,1273,253,25,11,385,46,83,5,18,3,25,3,858,205,11,6,181,30,31,7,9,0,16,0,496,140,6,4,65,5,35,0,3,7,6,0,273,189,12,0,168,20,29,10,12
LGA17000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,4,0,3,0,3,3,11,0,23,4,3,0,0,0,10,0,5,0,15,0,44,0,3,0,10,0,16,0,14,3,20,0,63,14,0,0,18,3,46,0,14,0,27,0,132,14,4,0,54,0,50,0,7,3,23,0,161,11,0,0,62,4,64,3,8,7,13,0,178,13,6,0,62,8,63,4,10,0,5,0,184,67,18,0,167,10,165,0,14,8,10,0,466,64,14,0,214,22,47,6,3,3,11,0,385,72,8,0,97,12,21,3,0,0,3,0,223,65,0,0,42,8,55,0,3,3,0,0,181,141,8,3,167,20,54,9,5
LGA17040,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,3,0,4,0,3,0,15,0,6,0,3,0,8,0,14,3,15,0,39,4,8,0,10,0,13,3,5,3,19,0,70,19,12,0,25,6,33,5,10,3,12,0,119,28,13,0,59,0,27,6,5,0,15,0,156,38,8,0,84,4,24,0,13,0,4,0,169,36,6,0,70,5,30,0,3,0,6,3,157,131,14,0,111,12,30,4,3,3,8,0,326,78,8,3,72,12,12,0,0,4,7,0,203,64,4,3,60,10,11,3,0,0,4,0,152,50,0,0,20,6,8,0,0,0,0,0,83,71,3,3,37,11,4,0,3
LGA17080,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,4,0,3,0,11,3,3,0,3,0,10,0,10,0,14,0,36,0,9,0,8,0,14,0,11,0,10,0,55,3,6,3,21,0,27,0,3,5,19,0,96,10,7,0,50,0,32,3,6,0,11,0,121,16,3,0,50,4,23,3,0,0,4,0,113,20,4,0,46,3,28,5,4,0,3,0,114,63,12,3,92,10,37,0,3,5,13,0,237,47,0,0,69,6,11,4,0,0,3,0,148,36,0,0,34,3,3,3,0,0,0,3,82,26,0,0,7,0,5,0,0,0,0,0,42,20,3,0,16,0,4,0,0
LGA17100,0,0,0,0,0,0,0,3,0,28,0,37,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,3,0,10,3,7,0,22,0,0,0,0,0,0,0,8,0,5,0,20,0,4,0,0,0,6,0,11,5,18,0,41,0,0,0,4,0,16,0,29,3,26,0,81,0,7,0,0,0,49,0,34,11,38,0,139,0,12,0,19,5,82,3,46,6,35,0,214,19,20,0,45,4,137,3,32,10,44,3,321,25,28,0,67,4,112,5,18,9,49,0,312,42,14,0,64,9,142,0,17,8,32,0,329,62,14,4,75,8,109,3,14,3,24,0,315,171,33,4,155,16,197,3,38,3,49,0,669,169,16,0,129,22,53,5,15,3,20,0,438,149,12,4,82,20,34,0,7,4,18,0,336,110,8,0,59,6,73,0,5,0,4,0,272,425,34,3,285,31,119,0,28
LGA17150,4,0,0,11,0,10,0,0,0,28,0,61,0,0,0,4,0,0,0,0,3,12,0,28,3,0,0,6,0,0,0,12,3,23,0,50,0,3,0,3,0,0,0,7,0,3,0,24,3,3,0,3,0,3,3,21,3,41,0,81,0,10,0,15,0,25,0,40,4,42,0,142,9,21,0,22,0,51,5,50,0,54,3,208,10,35,3,61,6,146,3,79,10,102,3,455,33,53,4,196,10,268,11,77,10,167,0,840,89,80,3,367,26,311,14,78,14,156,0,1139,100,88,11,498,29,350,12,89,21,124,5,1326,199,76,3,705,46,428,12,61,19,121,0,1664,725,134,25,1691,165,904,46,165,27,200,7,4094,1019,141,29,2005,188,370,50,108,27,150,3,4098,1063,82,33,1485,186,220,39,77,17,97,3,3306,891,54,22,759,121,565,15,69,17,64,0,2578,2633,124,67,2858,288,792,54,114
LGA17200,0,0,0,3,0,3,0,6,3,45,0,56,0,0,0,0,0,3,0,0,0,16,0,16,0,0,0,0,0,3,0,7,0,17,0,31,0,0,0,0,0,3,0,6,0,14,0,23,0,9,0,3,0,8,3,23,3,35,0,80,0,3,0,0,0,17,0,41,3,45,0,107,3,15,0,7,0,45,0,41,3,57,0,168,3,17,3,19,0,91,0,37,8,48,0,222,15,29,3,43,3,142,0,51,4,54,0,344,34,24,0,67,4,121,4,32,6,55,3,357,44,22,0,85,13,139,0,37,0,37,0,377,60,22,3,95,13,137,5,23,6,41,0,405,190,35,8,303,46,301,8,35,16,55,0,996,206,34,14,322,56,108,11,16,5,37,0,811,224,23,15,238,71,69,6,19,4,26,0,700,224,24,8,150,63,294,4,12,10,21,0,812,1111,72,33,831,262,368,32,36
LGA17310,8,0,0,0,0,3,0,0,0,11,0,20,3,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,9,0,13,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,3,0,9,0,29,0,46,4,3,0,3,0,12,0,9,3,12,0,45,8,8,0,10,0,20,0,17,0,45,0,109,8,12,0,36,5,78,0,32,7,41,0,219,25,23,7,119,6,138,8,39,6,61,3,443,71,25,6,184,12,121,8,19,4,46,4,512,76,17,8,187,23,104,10,18,3,32,3,480,120,17,4,211,21,79,10,13,0,16,0,493,317,45,11,373,45,134,18,21,3,31,0,1000,264,13,8,258,35,47,9,6,0,11,0,650,200,7,6,152,16,24,3,0,0,3,0,415,108,0,3,65,16,31,3,7,3,4,0,231,197,11,3,110,22,23,0,3
LGA17350,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,3,0,5,0,3,0,3,4,5,0,0,0,3,0,16,4,3,0,5,0,3,0,4,0,8,0,30,3,3,0,17,0,23,0,3,0,8,0,62,0,0,0,36,0,12,0,0,0,9,0,65,4,3,0,32,3,7,0,3,0,0,0,53,9,0,0,30,3,6,0,3,0,0,0,59,26,3,0,41,5,18,0,0,0,0,0,95,19,0,0,20,3,3,0,3,0,0,0,51,15,0,0,17,0,0,0,0,0,0,0,33,12,0,0,6,0,3,0,0,0,0,0,24,13,0,0,10,3,3,0,0
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,11,3,0,0,5,0,3,0,6,0,0,0,16,0,0,0,3,0,6,0,3,0,17,0,33,4,0,0,0,0,9,0,0,0,9,0,35,6,3,0,12,0,8,0,0,0,9,0,46,3,3,0,23,3,11,0,7,0,7,0,63,11,3,0,9,0,8,0,0,0,0,0,37,8,0,0,22,0,4,0,0,0,3,0,45,14,3,0,19,4,8,0,0,0,3,0,55,10,0,0,9,0,3,0,0,0,0,0,20,8,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,4,0,0,0,0
LGA17420,16,0,0,9,3,3,0,3,8,48,0,93,4,0,0,3,0,12,0,3,3,15,0,39,3,0,0,3,0,5,0,15,0,28,0,52,0,0,0,0,0,3,0,11,0,14,0,32,0,8,0,0,0,7,0,16,0,38,0,77,7,9,0,10,0,39,3,46,6,53,0,171,4,20,0,13,0,62,3,52,3,78,3,252,16,41,0,57,3,159,3,65,16,83,0,437,38,84,6,133,14,257,9,94,9,112,6,763,91,73,3,251,15,302,8,78,9,104,0,940,112,67,9,314,23,350,8,83,17,96,4,1078,175,68,7,407,29,399,4,69,10,91,3,1270,678,119,19,1031,80,1031,21,117,28,199,4,3315,866,92,20,1248,107,380,24,69,20,120,9,2946,1038,69,19,1046,104,232,22,67,7,86,5,2684,893,44,9,500,80,709,10,53,19,50,7,2371,3074,127,36,2158,210,869,40,109
