LGA_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
LGA10050,21,35,34,29,36,12,3,163,3,14,7,3,9,3,0,39,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,24,45,43,30,45,11,3,208,3,6,3,5,4,0,0,23,0,3,0,0,0,0,0,3,3,7,3,5,4,0,0,26,31,53,48,40,44,18,3,232,24,24,21,11,10,4,0,92,4,0,0,0,0,0,0,5,55,77,70,50,55,21,3,332,29,92,110,80,101,21,13,445,113,195,103,78,103,24,6,625,10,20,13,3,3,0,0,54,4,3,4,5,4,0,0,21,162,305,229,169,216,44,21,1142,10,35,19,10,15,0,0,96,25,46,20,10,9,0,0,107,29,80,31,24,26,0,0,202,199,389,261,190,236,50,21,1342,298,267,142,82,76,8,13,883,3,4,3,6,0,0,0,17,496,656,407,276,316,61,33,2245,56,123,141,108,140,29,19,610
LGA10130,4,16,17,11,18,6,3,81,5,13,7,6,15,0,0,42,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,24,23,23,32,6,3,131,0,7,3,3,3,0,0,12,3,0,0,0,0,0,0,3,3,7,3,3,3,0,0,17,10,35,31,20,39,5,3,142,7,17,9,12,3,0,0,49,0,0,3,0,0,0,0,3,22,50,36,37,40,5,3,203,31,46,61,53,66,15,4,270,49,86,55,48,65,4,0,308,9,0,4,3,7,3,0,28,4,0,3,0,0,0,0,5,82,128,118,106,141,25,5,610,10,13,14,5,7,0,0,45,14,25,13,0,4,0,0,54,19,39,24,10,11,3,0,103,103,170,140,114,150,28,3,715,177,146,69,35,35,9,3,473,5,9,3,3,0,0,0,19,288,325,216,153,180,32,10,1206,32,61,78,66,84,24,6,350
LGA10250,8,35,16,31,37,10,3,131,4,14,13,8,13,0,0,56,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,14,48,31,41,53,18,0,194,0,0,4,3,4,0,0,18,0,5,0,5,3,0,0,18,0,7,9,12,12,0,0,37,14,59,34,48,63,18,0,234,4,14,4,6,8,4,0,48,0,0,0,0,0,0,0,0,18,70,37,60,71,16,0,279,18,71,67,85,97,24,3,365,71,168,105,75,104,27,3,547,9,6,3,5,11,0,0,34,3,0,0,0,4,3,0,16,98,248,180,167,210,52,8,962,3,5,0,6,7,3,0,23,12,19,7,16,7,4,0,65,11,29,10,20,10,9,0,89,115,273,190,183,219,65,10,1047,128,146,93,44,44,15,11,475,0,6,3,0,0,0,0,9,236,424,284,228,263,77,20,1535,24,105,86,115,134,36,6,498
LGA10300,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,12,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,15,3,5,3,3,3,0,0,11,3,4,8,4,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,4,6,0,0,35,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,4,8,13,10,11,0,0,42,10,8,6,0,4,0,0,29,0,0,0,0,0,0,0,0,21,17,16,7,12,0,0,69,3,5,4,4,6,0,0,21
LGA10470,17,34,32,15,30,9,0,143,7,5,3,3,3,0,0,28,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,45,32,21,40,10,3,177,0,3,3,0,3,0,0,10,0,0,0,3,3,0,0,6,0,0,4,3,3,0,0,16,23,47,37,28,43,10,3,192,5,10,11,3,15,0,0,48,0,3,0,0,0,0,0,3,29,64,51,31,58,15,4,241,41,116,89,66,101,33,10,450,103,166,106,73,76,22,4,546,18,11,4,0,3,0,0,37,0,3,3,3,6,0,0,10,157,291,195,145,185,50,17,1043,13,33,9,5,0,3,0,62,16,34,17,8,10,0,0,96,28,65,30,19,19,3,0,157,185,361,228,161,202,55,17,1202,274,184,102,66,70,11,0,698,9,3,3,0,0,0,0,11,462,544,326,227,269,65,17,1915,59,150,118,82,133,43,12,593
LGA10550,9,13,9,20,18,0,0,73,5,14,5,7,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,32,18,26,27,6,0,121,0,4,0,0,0,3,0,11,0,3,3,0,0,0,0,7,0,4,5,3,0,3,0,18,16,39,20,28,30,6,0,141,5,11,10,3,13,0,0,41,0,4,0,0,0,0,0,4,23,52,35,36,37,6,0,184,13,47,41,44,60,9,3,217,44,143,91,63,72,12,0,421,3,6,3,0,4,0,0,19,4,0,0,0,0,0,0,3,58,200,138,112,140,18,6,664,5,3,4,7,6,0,0,27,11,18,5,3,3,0,0,48,20,30,13,10,14,0,0,76,81,225,145,115,152,21,6,744,134,123,84,53,44,13,0,446,0,0,0,0,3,0,0,6,209,346,225,169,193,33,7,1188,22,64,55,59,82,10,3,296
LGA10600,4,4,14,4,6,0,0,31,0,5,0,0,6,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,14,13,4,14,0,0,55,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,14,18,4,16,0,0,64,3,9,3,0,5,0,0,19,0,0,0,0,0,0,0,4,4,31,20,12,18,0,0,87,7,19,21,17,31,3,5,104,23,59,46,26,39,7,3,211,0,0,0,0,3,0,0,7,0,0,3,3,3,0,0,13,32,77,72,49,79,10,5,324,6,9,3,4,5,0,0,21,7,15,8,3,4,0,0,39,9,17,13,7,10,0,0,54,40,97,84,52,85,10,5,381,64,61,40,23,28,3,3,216,0,0,3,0,0,0,0,8,111,159,125,75,116,17,10,606,4,23,37,23,39,0,3,133
LGA10650,0,4,7,8,3,0,0,22,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,3,0,0,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,9,8,9,0,0,32,0,9,3,0,5,0,0,21,0,0,0,0,0,0,0,0,5,9,10,11,16,0,0,53,7,11,9,5,12,0,0,54,20,20,12,12,11,0,0,72,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,25,32,29,15,28,0,0,133,0,3,0,0,0,0,0,3,5,7,0,3,0,0,0,15,3,5,0,3,0,0,0,18,30,44,33,22,29,3,0,150,33,40,11,9,10,0,0,102,0,0,3,0,0,0,0,5,64,78,46,29,36,0,0,255,7,11,17,13,19,0,0,72
LGA10750,136,188,156,109,241,97,56,982,22,31,40,26,45,14,11,186,0,0,0,4,0,3,0,15,9,16,8,3,8,4,0,43,170,232,199,145,290,115,63,1229,21,17,10,14,17,10,5,90,4,10,4,5,3,4,0,32,27,26,14,18,23,8,5,127,194,259,222,164,314,126,64,1352,85,122,100,66,61,28,18,482,12,12,11,7,3,3,0,46,295,396,322,239,378,160,88,1875,347,845,602,489,783,383,190,3639,496,879,586,359,516,194,77,3102,80,61,30,16,33,16,10,245,20,28,33,18,27,7,3,134,943,1809,1249,881,1356,599,282,7128,68,158,83,79,89,27,9,522,137,245,126,92,102,21,16,734,204,402,215,165,186,52,29,1259,1148,2210,1459,1048,1542,653,308,8380,2350,2044,1087,700,701,229,132,7238,57,50,25,21,15,6,3,177,3561,4305,2570,1775,2261,886,446,15797,486,1031,757,606,1022,477,245,4625
LGA10800,0,7,7,8,6,0,0,28,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,10,8,9,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,9,0,0,34,0,3,3,6,0,0,0,17,0,0,0,0,0,0,0,0,4,13,15,9,10,0,0,51,0,18,11,5,5,0,0,44,11,17,8,6,9,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,35,27,15,13,4,0,109,3,3,3,0,0,0,0,10,0,0,3,0,0,0,0,3,3,6,3,0,0,0,0,13,16,40,27,12,14,4,0,122,28,26,12,5,6,0,0,81,0,0,0,0,0,0,0,0,48,66,41,22,20,7,0,203,3,21,22,8,13,0,0,68
LGA10850,3,4,3,4,5,0,0,19,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,5,0,0,22,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,3,7,3,8,9,0,0,29,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,10,3,11,4,3,0,37,7,17,21,7,21,0,0,71,18,32,14,12,14,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,47,33,22,33,3,0,159,0,8,0,0,5,0,0,12,3,0,5,0,0,0,0,14,3,8,5,0,7,0,0,23,22,57,41,20,41,7,0,186,34,29,14,8,10,0,0,98,0,0,0,0,3,0,0,6,61,88,51,32,52,7,0,285,4,20,20,10,27,0,0,89
LGA10900,21,41,46,40,58,17,10,221,4,11,12,16,21,6,3,73,3,6,0,0,0,0,0,13,0,0,0,0,0,0,0,3,23,61,59,55,80,25,13,314,0,0,0,0,0,3,0,11,0,0,5,0,0,0,0,5,3,0,3,3,0,3,0,15,23,57,63,58,82,28,13,329,7,23,15,13,10,4,3,74,0,0,0,0,3,0,0,3,39,79,81,69,95,32,16,404,43,127,126,104,191,51,38,686,129,257,206,124,162,52,22,941,11,9,10,5,5,0,3,49,0,3,6,0,5,3,0,24,186,396,352,229,367,107,62,1698,3,14,4,3,14,0,0,40,14,33,16,10,14,0,0,92,20,45,20,13,23,3,7,134,201,441,380,248,392,107,67,1830,241,257,124,67,96,16,11,822,3,0,0,0,3,0,0,5,446,700,505,319,488,126,76,2657,63,169,174,145,248,68,46,912
LGA10950,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,16,0,0,0,4,8,0,0,13,3,10,3,3,0,0,0,24,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,14,3,3,4,0,0,31,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,12,5,3,0,0,0,0,0,14,14,14,4,3,4,3,0,48,22,16,11,0,3,0,0,52,0,0,0,0,0,0,0,0,36,28,13,9,9,4,0,98,0,0,3,3,8,0,0,14
LGA11100,9,26,7,15,29,13,9,108,3,9,10,10,5,5,0,34,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,3,12,35,17,22,36,14,10,143,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,10,16,35,23,25,34,14,10,158,0,6,6,4,12,0,3,26,0,0,0,0,0,0,0,3,20,40,23,26,42,18,13,185,43,98,84,64,94,53,33,474,56,74,59,56,59,22,11,332,7,6,0,0,3,3,0,25,4,3,0,0,0,0,0,13,114,181,144,127,162,76,43,839,8,17,7,3,7,3,0,46,13,20,19,7,8,0,4,61,17,33,25,10,12,3,4,109,127,217,166,132,171,79,47,944,109,90,56,36,45,32,12,375,4,3,3,0,0,0,0,17,246,314,228,168,217,113,59,1339,53,122,94,79,127,72,42,581
LGA11150,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,4,0,0,0,7,0,7,0,0,4,0,0,12,0,0,0,0,0,0,0,0,4,3,3,4,4,0,0,17,10,18,12,3,3,0,0,39,9,9,4,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,13,3,4,0,0,63,0,3,0,3,0,0,0,5,0,4,3,3,0,0,0,8,3,5,3,6,0,0,0,18,17,27,22,8,4,0,0,78,21,20,11,3,3,0,0,58,3,5,4,0,0,0,0,8,32,47,37,15,11,0,0,147,9,18,15,3,3,0,0,47
LGA11200,0,0,4,0,0,0,0,8,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,7,4,3,0,0,19,3,4,3,0,3,0,0,21,0,0,0,0,0,0,0,0,3,7,8,4,3,0,0,37,0,3,3,0,0,0,0,10,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,0,0,0,0,25,0,4,0,0,0,0,0,5,0,7,3,3,0,0,0,12,3,8,3,3,0,0,0,15,10,18,9,3,3,0,0,40,42,36,8,8,5,0,0,103,0,0,3,0,0,0,0,3,54,57,18,9,5,0,0,151,0,3,9,0,0,0,0,17
LGA11250,4,14,14,6,16,5,0,58,3,8,0,0,10,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,14,5,21,3,0,78,0,0,0,0,0,0,0,8,0,3,0,6,0,0,0,4,0,4,0,3,0,0,0,10,7,28,13,14,27,3,0,89,5,10,3,10,4,0,0,35,0,0,0,0,0,0,0,0,11,40,17,17,32,5,0,124,13,43,30,46,41,9,0,176,75,76,57,32,39,4,0,285,7,9,3,4,3,0,0,28,0,0,3,0,5,0,0,10,93,122,97,85,90,15,0,497,8,11,11,11,7,0,0,42,11,16,4,5,3,0,0,40,16,23,11,17,13,0,0,82,107,147,108,97,104,15,0,576,173,117,54,27,44,3,0,427,18,9,3,0,0,0,0,27,297,280,166,127,140,17,0,1038,16,55,40,48,51,12,0,230
LGA11300,6,9,5,6,15,14,9,55,3,3,3,5,6,0,4,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,13,10,7,20,16,7,82,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,10,13,10,13,22,17,7,87,5,7,0,0,6,3,6,29,0,0,0,0,0,0,0,0,14,21,12,11,25,20,18,114,32,46,43,41,49,50,19,282,26,55,42,34,38,28,14,243,4,0,0,0,3,3,0,6,3,0,3,0,3,3,0,8,61,105,84,79,95,83,38,543,3,3,0,3,0,0,3,16,5,6,6,0,12,6,4,34,6,10,3,3,13,7,5,52,67,115,87,82,102,93,40,590,65,60,47,39,54,42,22,332,0,0,0,0,0,0,0,4,137,172,134,117,161,137,61,924,35,55,48,47,56,58,24,336
LGA11350,10,9,16,15,16,3,0,75,10,18,20,9,8,4,0,71,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,20,29,39,29,28,7,0,153,0,0,0,0,4,4,0,13,0,4,0,0,0,0,0,4,0,3,5,0,3,4,0,16,23,36,40,27,33,7,0,170,11,16,7,10,9,0,3,56,0,0,0,0,0,0,0,4,28,53,48,38,44,7,4,222,10,34,35,40,54,18,0,197,52,137,119,77,134,26,0,553,5,6,8,0,0,0,0,17,0,4,0,0,3,0,0,11,73,180,162,121,187,44,3,776,0,8,3,3,7,0,0,23,6,21,15,6,8,4,0,56,10,26,16,7,13,3,3,79,80,209,183,132,203,48,8,858,103,100,54,34,47,8,0,350,0,0,0,0,3,0,0,7,190,312,235,163,250,60,8,1215,24,51,49,52,74,19,3,269
LGA11400,4,14,7,4,9,3,0,44,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,12,14,8,13,4,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,6,18,10,8,13,4,0,60,0,5,4,3,4,0,0,17,0,0,0,0,0,0,0,0,6,21,17,12,17,8,0,81,9,18,24,7,21,3,0,86,26,24,27,18,10,0,0,102,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,38,47,54,23,33,3,0,196,0,5,9,7,3,0,0,23,4,9,3,3,0,0,0,23,6,17,11,8,3,0,0,46,40,62,59,34,36,3,0,239,55,49,27,15,16,3,0,166,3,0,0,0,0,0,0,0,101,112,94,49,49,4,0,413,10,36,32,16,27,3,0,130
LGA11450,24,63,49,40,47,20,7,245,0,8,9,3,12,3,0,45,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,31,77,60,49,58,22,8,302,0,3,0,4,3,0,3,14,0,0,0,3,0,0,0,3,0,3,0,5,3,0,3,16,30,75,60,52,65,26,9,318,11,13,3,5,8,4,4,49,0,0,0,0,0,0,0,0,40,85,64,55,79,29,12,367,96,198,160,145,196,84,38,920,129,254,191,104,136,39,20,874,20,14,12,6,8,3,3,67,3,13,5,0,6,0,0,31,247,482,367,256,347,128,64,1892,7,9,8,7,8,6,0,48,20,33,18,8,9,0,0,97,33,45,23,18,17,6,0,144,282,524,390,271,367,134,61,2033,284,263,127,63,91,31,14,879,9,3,5,4,0,0,0,24,568,798,525,345,456,161,80,2930,123,261,212,182,241,110,40,1170
LGA11500,71,97,83,64,116,50,24,522,17,30,14,18,26,14,5,123,0,0,0,0,0,3,3,11,3,5,3,3,0,0,0,11,89,129,108,89,148,62,37,664,6,8,15,6,5,3,0,47,0,8,0,8,0,0,0,24,14,19,15,9,12,3,0,70,106,154,121,96,154,70,35,731,51,76,46,28,42,20,11,271,10,9,0,3,0,0,0,26,161,242,169,126,205,90,46,1035,217,409,335,231,342,154,80,1765,291,526,348,231,278,75,44,1803,34,37,16,15,17,3,6,120,21,21,10,8,5,4,0,71,561,989,707,487,643,235,136,3763,46,112,62,47,64,10,7,351,89,162,90,59,52,9,9,476,136,280,155,107,116,20,17,823,704,1265,857,595,762,256,152,4588,1429,1254,640,406,427,123,63,4336,35,39,16,14,14,0,0,115,2170,2562,1514,1013,1196,372,214,9035,288,511,421,298,453,207,110,2288
LGA11520,8,41,19,21,36,25,15,176,3,10,9,4,10,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,61,30,28,48,32,12,226,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,11,14,57,30,27,51,38,15,238,5,11,10,6,14,3,6,57,0,0,0,0,0,0,0,0,20,75,41,35,63,43,24,295,62,173,147,110,152,112,64,823,71,163,89,53,96,63,36,567,9,7,5,7,0,0,0,25,0,3,9,3,0,3,0,20,142,348,247,171,251,182,106,1438,5,3,7,5,7,3,0,32,9,18,11,7,7,9,3,59,8,21,15,14,18,11,9,85,153,364,260,180,266,190,110,1527,119,127,68,46,67,38,31,501,3,3,0,0,0,0,0,5,273,488,324,231,338,229,145,2028,72,218,168,131,195,140,79,995
LGA11570,91,127,116,101,164,97,60,748,30,47,49,35,62,27,20,277,3,6,0,0,4,4,3,22,11,6,4,7,9,3,4,46,134,186,169,145,242,132,81,1086,13,17,10,14,9,3,3,70,3,11,4,8,6,0,0,36,16,30,20,18,15,9,5,107,144,212,191,162,256,144,89,1191,52,99,82,58,73,49,37,459,3,9,3,0,3,0,3,23,210,321,278,219,332,196,131,1683,287,571,488,358,563,358,185,2814,376,748,540,386,550,263,135,2996,58,22,19,5,23,9,6,152,24,33,29,28,34,16,15,167,744,1374,1078,778,1173,646,340,6133,26,97,67,51,64,32,28,363,69,198,122,93,114,67,28,682,97,296,192,141,177,99,52,1044,841,1668,1265,917,1347,748,392,7179,1753,1719,981,618,848,415,256,6594,28,56,33,11,8,5,3,145,2627,3441,2279,1545,2203,1173,646,13915,383,695,602,463,732,454,241,3568
