LGA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
LGA17310,0,0,0,0,4,269,0,0,0,0,0,0,0,0,20,295,74,0,0,0,0,0,0,0,0,5,78,16,0,0,0,0,0,0,0,0,0,16,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,91,0,3,0,0,0,0,0,0,7,103,1569,141,169,58,42,39,31,36,21,110,2218,253,117,349,62,110,123,127,168,70,50,1439,21,15,31,3,19,10,16,89,62,78,346,0,4,3,0,3,0,4,0,0,6,24,279,132,387,66,139,135,154,256,133,133,1806,6,0,0,0,0,0,0,0,0,10,21,1854,276,555,124,177,173,182,289,153,256,4048
LGA17350,0,0,0,0,0,29,0,0,0,0,0,0,0,0,4,34,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,141,11,19,0,0,8,0,0,0,13,193,29,4,21,4,3,3,3,3,0,4,73,10,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,4,38,3,21,4,3,5,3,6,0,4,92,0,0,0,0,0,0,0,0,0,0,0,183,12,41,3,6,13,5,6,0,20,287
LGA17400,0,0,0,0,0,55,0,0,0,0,0,0,0,0,3,61,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,336,19,9,3,5,7,0,4,0,19,395,52,5,7,14,0,5,0,3,0,0,95,7,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,59,5,15,11,4,5,0,3,0,0,108,0,0,0,0,0,0,0,0,0,0,3,394,29,22,16,10,14,0,4,0,18,507
LGA17420,0,0,0,3,5,2172,125,93,27,21,12,8,7,4,85,2549,250,9,3,0,0,3,0,0,0,27,295,243,11,8,0,0,0,0,0,0,16,289,189,14,5,3,3,0,4,0,0,21,245,3,0,0,0,0,0,0,0,0,3,9,438,28,14,3,6,0,4,3,0,42,543,0,0,0,0,0,0,0,0,0,5,6,691,37,24,3,3,6,4,3,0,77,847,11660,2167,1979,382,416,377,389,391,233,420,18415,16213,5902,4903,761,788,748,727,675,433,482,31630,1877,561,803,191,230,211,260,288,199,331,4955,91,32,19,3,0,0,7,8,0,20,184,18187,6492,5720,961,1024,966,992,968,635,836,36771,14,4,3,0,0,4,0,0,0,30,57,29865,8661,7705,1343,1441,1343,1376,1357,873,1283,55249
LGA17550,0,0,0,11,15,1676,66,22,7,0,6,4,3,3,109,1898,538,22,7,0,0,0,3,0,0,88,651,51,0,0,0,0,0,0,0,0,8,65,22,0,0,0,0,0,0,0,0,4,27,3,0,0,0,0,0,0,0,0,0,3,76,3,0,0,0,0,0,0,0,10,92,7,0,0,0,0,0,0,0,0,21,25,618,25,9,0,0,0,3,0,0,120,769,7709,924,806,173,158,122,89,99,51,484,10616,987,276,497,104,94,84,121,79,45,95,2381,87,26,26,3,9,21,11,26,19,20,248,19,0,3,0,0,3,0,0,0,3,33,1087,305,528,108,108,112,131,103,68,123,2663,31,0,0,0,0,0,0,0,0,36,67,8828,1230,1336,285,263,232,219,207,119,638,13348
LGA17620,0,0,0,0,3,52,3,0,0,0,0,0,0,0,9,72,24,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,22,455,51,65,26,16,36,19,21,15,28,717,47,13,66,10,25,34,21,37,4,7,263,5,0,13,3,6,8,4,23,3,0,63,0,0,0,0,0,0,0,3,0,0,3,55,13,79,18,27,41,28,59,4,12,328,3,3,0,0,0,0,0,0,0,3,3,513,61,140,42,47,75,39,78,18,40,1057
LGA17640,0,0,0,0,0,51,0,0,0,0,0,0,0,0,3,55,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,355,19,23,6,7,0,9,0,3,17,431,43,15,9,0,0,0,0,3,0,3,67,4,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,51,15,8,0,0,0,0,3,0,3,83,4,0,0,0,0,0,0,0,0,0,4,405,28,35,3,7,5,10,3,3,23,516
LGA17650,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3,32,8,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,17,270,11,20,3,6,0,5,3,0,12,338,36,6,4,3,0,0,0,3,0,3,58,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,6,4,3,0,0,0,4,0,3,61,0,0,0,0,0,0,0,0,0,0,0,307,21,23,11,12,0,5,5,0,14,394
LGA17750,0,0,0,0,0,226,3,6,0,0,0,0,0,3,15,255,85,0,0,0,0,0,0,0,0,8,101,29,0,0,0,0,0,0,0,0,0,35,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,126,0,3,0,0,0,0,0,0,12,143,1674,241,257,62,61,60,58,45,15,91,2558,441,324,678,164,338,266,212,201,68,88,2785,30,21,81,26,56,58,39,53,58,54,469,3,3,5,0,4,0,0,0,0,4,23,470,342,766,195,402,319,250,256,128,149,3280,3,0,0,3,0,0,0,0,0,0,4,2150,582,1021,254,459,381,308,301,144,234,5846
LGA17850,0,0,0,0,0,12,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,3,8,0,4,0,0,0,3,9,129,15,8,4,0,0,0,0,3,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,4,0,0,0,0,3,0,3,26,0,0,0,0,0,0,0,0,0,0,0,111,11,14,0,4,0,0,3,3,10,153
LGA17900,0,0,0,0,0,79,0,0,0,0,0,0,0,0,6,87,10,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,13,244,9,17,7,0,3,5,0,0,15,301,117,7,52,8,10,7,8,3,3,7,221,14,0,3,3,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,3,138,8,54,11,10,11,11,3,3,15,254,0,0,0,0,0,0,0,0,0,0,0,380,20,73,14,11,14,16,7,3,29,558
LGA17950,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,50,3,13,0,3,4,0,4,0,0,77,10,4,6,0,0,12,0,0,0,6,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,4,9,0,0,12,0,0,0,6,47,0,0,0,0,0,0,0,0,0,0,0,62,4,18,0,3,19,3,3,0,8,120
LGA18020,0,0,0,0,0,53,0,0,0,0,0,0,0,0,3,61,19,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,21,339,26,13,0,0,7,3,0,0,15,408,54,14,20,8,13,3,9,5,4,3,131,5,0,0,0,0,0,3,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,66,14,20,8,13,4,12,7,9,4,149,0,0,0,0,0,0,0,0,0,0,0,406,42,28,10,12,9,15,11,9,23,553
LGA18050,0,0,0,6,5,1232,49,29,7,5,0,3,3,4,38,1377,283,14,14,0,0,3,0,0,0,16,328,278,0,3,0,0,0,0,0,0,16,295,95,5,0,0,0,0,0,0,0,15,120,0,0,0,0,0,0,0,0,0,0,0,375,3,3,0,0,0,0,0,0,34,415,0,0,0,0,0,0,0,0,0,3,3,664,19,11,0,0,3,0,0,0,49,748,6902,1848,2162,679,664,692,729,758,388,403,15222,3758,884,1332,331,437,543,670,907,585,339,9775,444,57,66,13,22,24,41,71,108,79,924,20,0,5,3,3,3,5,0,0,4,48,4222,942,1404,347,459,569,716,979,699,418,10748,17,3,5,0,0,0,0,0,5,27,57,11139,2794,3566,1025,1130,1262,1445,1741,1089,848,26028
LGA18100,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,134,6,4,0,0,3,0,0,0,5,160,16,3,6,0,0,9,5,3,0,3,42,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,3,10,0,0,9,5,4,0,3,45,0,0,0,0,0,0,0,0,0,0,0,147,10,12,0,3,7,7,4,0,14,207
