LGA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA17850,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,19,0,25,..,36,0,42,0,44,..,11,0,11,337,343,2708,45,0,46,337,3092
LGA17900,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,22,..,17,0,18,0,20,..,39,0,36,3,40,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,41,9,59,0,59,..,6,0,6,0,9,..,0,0,0,0,0,..,18,0,18,0,15,..,4,0,4,0,4,..,26,0,26,3,24,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,65,3,64,0,64,..,288,30,318,3,322,..,18,0,15,722,743,5042,308,31,336,727,6107
LGA17950,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,13,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,54,6,55,0,55,..,8,0,8,265,272,2401,63,6,62,265,2732
LGA18020,..,12,0,12,0,12,..,7,0,7,0,7,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,6,0,6,0,6,..,21,0,21,0,21,..,4,0,10,0,10,..,0,0,0,0,0,..,0,3,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,9,0,9,..,14,0,14,0,14,..,3,3,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,4,0,4,..,39,9,45,0,46,..,173,17,194,0,194,..,41,0,41,972,1009,8178,212,17,229,974,9384
LGA18050,..,625,53,671,6,676,..,45,4,51,0,51,..,71,6,82,0,79,..,35,0,37,0,37,..,14,0,14,0,14,..,7,3,11,0,11,..,73,7,76,0,76,..,248,25,270,0,271,..,1018,81,1101,6,1103,..,309,36,348,0,348,..,126,29,158,0,158,..,41,4,48,0,48,..,32,0,36,0,39,..,90,8,94,0,94,..,208,18,228,0,223,..,1241,235,1481,4,1484,..,4,0,4,0,4,..,90,10,105,0,103,..,118,0,116,0,116,..,120,10,124,0,124,..,178,8,183,0,189,..,20,0,22,0,22,..,434,17,455,0,456,..,1304,104,1406,6,1416,..,12,0,12,0,12,..,150,29,178,0,178,..,43,8,56,0,51,..,76,18,98,0,98,..,3405,242,3644,38,3685,..,12687,1223,13914,104,14020,..,179,14,193,6731,6924,45870,12868,1242,14104,6839,66812
LGA18100,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,8,0,8,0,14,..,38,7,44,0,46,..,16,0,18,318,341,3273,59,6,66,327,3664
LGA18200,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,6,0,9,0,9,..,63,14,74,0,79,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,12,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,6,0,6,..,0,0,0,0,0,..,19,4,19,0,21,..,175,22,197,9,201,..,38,0,33,720,752,5843,212,22,233,727,6794
LGA18230,..,49,3,53,0,56,..,58,9,64,0,69,..,75,3,78,0,81,..,70,3,74,0,77,..,93,10,98,0,103,..,49,20,68,0,68,..,281,15,292,0,292,..,624,59,679,3,686,..,52,3,52,5,56,..,13,0,13,0,13,..,34,16,49,0,49,..,9,0,9,0,9,..,4,0,4,0,4,..,29,0,32,0,32,..,12,0,12,0,12,..,19,0,19,0,19,..,3,0,3,0,3,..,9,0,9,0,9,..,42,5,45,0,45,..,23,3,21,0,21,..,110,9,120,0,120,..,18,0,18,0,18,..,187,11,201,0,201,..,38,0,41,0,41,..,58,3,59,0,60,..,23,6,31,0,31,..,6,0,6,0,10,..,50,3,57,0,59,..,398,57,459,9,465,..,2078,252,2326,22,2349,..,138,14,151,4334,4484,43242,2212,264,2480,4354,50077
LGA18250,..,333,42,380,9,388,..,116,0,122,0,122,..,766,26,793,0,791,..,78,3,79,3,81,..,71,0,71,0,71,..,114,5,115,0,115,..,667,43,714,6,722,..,1815,81,1899,10,1908,..,607,104,709,14,729,..,1334,432,1765,10,1777,..,1653,761,2410,27,2435,..,76,15,89,0,91,..,9,0,9,0,4,..,441,60,500,0,502,..,124,9,132,0,132,..,221,38,258,0,258,..,9,0,9,0,9,..,95,8,100,0,100,..,289,5,295,3,293,..,508,29,533,3,537,..,359,3,367,0,364,..,64,0,62,0,62,..,1221,43,1262,7,1264,..,477,39,513,5,516,..,166,6,168,3,169,..,370,114,485,3,486,..,38,5,39,0,39,..,254,45,294,3,296,..,1867,276,2149,51,2197,..,24018,5629,29645,256,29904,..,145,23,173,3368,3543,40861,24164,5649,29817,3624,74302
LGA18350,..,157,17,172,0,171,..,17,0,17,0,17,..,53,0,52,0,58,..,35,3,38,0,41,..,7,0,5,0,5,..,0,0,0,0,0,..,157,7,168,0,168,..,268,13,283,3,284,..,252,20,275,4,282,..,37,7,41,0,39,..,18,3,23,0,25,..,49,5,54,0,54,..,28,0,27,0,27,..,17,0,17,0,19,..,46,7,54,0,54,..,11,3,8,0,8,..,18,0,13,0,13,..,34,6,37,3,39,..,23,0,23,0,23,..,23,0,22,0,22,..,60,0,60,0,60,..,15,0,15,0,19,..,120,0,121,0,125,..,121,7,129,0,129,..,3,0,3,0,3,..,50,10,57,0,57,..,22,4,21,0,21,..,46,13,58,0,58,..,319,40,365,18,377,..,2350,314,2658,42,2703,..,103,4,109,2798,2905,42268,2451,319,2771,2841,47882
LGA18400,..,134,19,159,0,160,..,10,0,10,0,10,..,22,0,27,0,27,..,13,0,15,0,15,..,14,0,14,0,14,..,13,0,13,7,20,..,13,0,13,0,13,..,87,4,95,7,96,..,339,15,357,0,361,..,8,0,10,0,10,..,6,0,6,0,6,..,30,9,40,0,40,..,185,11,188,4,192,..,12,0,12,0,12,..,33,3,36,0,36,..,33,5,44,0,44,..,9,0,9,0,9,..,73,9,74,0,74,..,19,4,22,0,22,..,3,3,3,0,3,..,29,0,34,0,35,..,9,0,11,0,11,..,67,9,73,0,73,..,182,19,206,0,201,..,3,0,7,0,7,..,33,10,42,0,42,..,27,3,26,4,28,..,37,14,49,0,45,..,350,55,404,13,416,..,2440,283,2721,51,2768,..,139,5,144,2371,2522,43229,2583,282,2866,2420,48519
LGA18450,..,1432,247,1684,31,1714,..,146,9,156,0,156,..,392,14,410,3,414,..,98,3,100,0,100,..,185,9,194,0,194,..,247,14,266,0,266,..,264,7,279,0,274,..,1340,56,1400,4,1403,..,3020,563,3583,94,3675,..,206,19,232,0,231,..,223,94,317,3,321,..,3643,1062,4706,60,4764,..,278,14,293,7,300,..,363,56,421,0,421,..,335,47,383,7,388,..,152,22,179,0,177,..,60,3,59,0,59,..,1108,300,1407,13,1422,..,220,6,228,3,232,..,260,29,291,0,294,..,436,15,456,5,459,..,148,15,167,0,168,..,1067,77,1138,11,1155,..,1377,190,1571,10,1578,..,176,6,183,0,183,..,390,94,482,3,485,..,743,165,908,5,914,..,832,292,1129,3,1133,..,3679,955,4630,88,4719,..,27814,6030,33843,448,34296,..,520,92,609,9438,10044,159289,28330,6122,34454,9891,203630
LGA18500,..,642,34,681,4,683,..,17,3,17,0,17,..,85,0,85,0,85,..,7,0,7,0,7,..,15,0,15,0,15,..,13,0,13,0,13,..,25,3,28,0,28,..,160,3,161,0,161,..,535,19,552,7,559,..,157,11,173,4,178,..,116,14,135,0,133,..,38,3,41,0,41,..,16,0,16,0,12,..,99,5,104,0,105,..,129,6,137,0,143,..,443,46,484,4,487,..,0,0,0,0,0,..,72,3,70,0,70,..,55,0,55,0,55,..,89,9,94,0,94,..,126,3,126,0,126,..,26,0,26,4,28,..,297,7,303,4,306,..,548,18,572,6,578,..,23,0,23,0,23,..,88,15,102,0,102,..,57,3,61,0,61,..,122,8,128,3,130,..,1493,114,1612,15,1624,..,7696,610,8307,71,8376,..,123,8,134,4687,4823,41035,7819,622,8440,4762,54240
LGA18710,..,14,0,15,0,15,..,3,0,3,0,3,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,29,0,29,0,29,..,29,0,28,3,35,..,5,3,3,0,3,..,3,0,3,0,3,..,8,3,10,0,13,..,6,0,6,0,6,..,3,0,3,0,3,..,8,0,13,0,13,..,9,0,9,0,9,..,0,0,0,0,0,..,12,0,12,0,12,..,4,0,4,0,4,..,4,0,4,0,4,..,6,0,6,0,6,..,3,0,3,0,7,..,18,0,21,3,22,..,28,0,28,0,28,..,3,0,3,0,3,..,4,0,5,0,5,..,3,0,3,0,3,..,17,5,20,0,20,..,77,15,97,0,97,..,516,46,555,17,575,..,21,0,21,997,1020,14550,536,46,580,1008,16142
LGA19399,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,3,13,0,13,..,30,4,27,0,27,..,0,0,0,121,120,905,25,4,29,121,1056
LGA19499,..,34,0,36,0,36,..,16,3,20,0,20,..,51,4,55,0,55,..,15,3,18,0,18,..,6,0,6,0,6,..,37,8,38,0,38,..,36,0,32,0,32,..,157,17,173,0,173,..,55,3,54,0,61,..,14,3,16,0,16,..,27,11,36,0,36,..,10,0,10,0,10,..,3,0,3,0,3,..,16,3,16,0,16,..,8,0,8,0,8,..,15,5,19,0,19,..,35,0,35,0,35,..,8,0,9,0,9,..,22,0,22,0,22,..,28,3,31,0,31,..,28,0,28,0,28,..,8,0,8,0,8,..,88,3,91,0,91,..,83,15,96,3,98,..,12,0,12,0,12,..,22,10,32,0,32,..,24,3,26,0,26,..,61,21,80,0,80,..,243,41,283,8,286,..,1495,314,1803,19,1822,..,36,9,43,3211,3251,7212,1529,320,1848,3230,12288
LGA19799,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,3,3,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,4,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,16,16,0,16,..,3,0,3,0,5,..,48,44,90,0,92,..,3,0,4,41,44,279,54,46,96,40,412
