LGA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA11700,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,3,11,0,12,..,34,7,40,3,50,..,9,0,9,294,301,1479,45,7,56,294,1833
LGA11720,..,21,0,26,0,26,..,5,0,5,0,5,..,34,0,31,3,37,..,34,0,31,0,31,..,7,0,11,0,11,..,16,3,19,0,19,..,23,0,23,0,20,..,106,4,111,6,117,..,41,4,47,3,49,..,17,0,17,3,19,..,10,7,13,0,13,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,22,6,21,0,22,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,37,0,39,0,39,..,5,0,5,0,5,..,46,4,47,0,47,..,8,0,8,0,8,..,101,3,103,0,103,..,45,3,45,7,51,..,0,0,0,0,0,..,61,13,77,3,80,..,4,0,4,0,4,..,11,3,18,0,18,..,159,53,215,14,223,..,886,129,1020,38,1055,..,99,4,103,4559,4660,49842,988,134,1120,4598,55560
LGA11730,..,17,0,15,3,20,..,4,0,4,0,4,..,19,0,19,0,19,..,41,7,45,0,45,..,7,0,7,0,7,..,9,0,9,0,9,..,14,0,14,0,14,..,99,7,102,0,101,..,31,0,28,0,28,..,25,0,25,0,25,..,7,0,7,0,7,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,5,..,8,0,8,0,8,..,4,0,4,0,8,..,0,0,0,0,0,..,34,0,34,3,35,..,22,0,21,0,21,..,54,0,54,0,56,..,17,0,17,0,17,..,116,3,121,0,124,..,58,3,59,0,61,..,8,0,7,0,7,..,36,4,38,0,38,..,3,0,3,0,3,..,13,13,28,0,28,..,145,20,161,6,172,..,950,103,1047,30,1084,..,114,5,124,3714,3837,45752,1063,111,1170,3751,50671
LGA11750,..,0,0,0,0,0,..,11,0,11,0,11,..,10,0,11,0,11,..,0,0,0,0,0,..,4,3,3,0,3,..,4,0,3,0,3,..,3,4,6,0,6,..,25,7,35,0,35,..,10,0,14,0,14,..,7,0,7,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,11,0,11,0,11,..,0,0,0,0,0,..,14,0,18,0,18,..,5,0,5,0,5,..,0,0,0,0,0,..,3,4,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,44,4,48,0,48,..,157,21,179,9,189,..,17,3,22,535,550,3908,177,25,199,538,4647
LGA11800,..,55,0,60,4,61,..,17,10,18,0,18,..,82,5,83,0,83,..,1032,232,1262,19,1280,..,7,0,7,0,7,..,26,6,27,0,31,..,38,4,39,0,39,..,1192,249,1443,24,1464,..,191,14,198,4,204,..,75,17,91,0,93,..,19,20,41,0,42,..,8,0,6,0,6,..,19,0,19,0,22,..,25,19,48,0,48,..,54,0,53,0,53,..,42,3,44,0,44,..,20,0,20,0,20,..,15,0,21,0,21,..,64,0,67,0,67,..,32,0,32,0,32,..,102,4,106,4,104,..,41,3,38,0,38,..,237,6,241,4,243,..,186,25,205,0,208,..,23,0,23,0,23,..,92,10,107,0,107,..,5,0,5,0,5,..,44,17,57,3,59,..,974,494,1465,30,1496,..,4309,1060,5361,98,5461,..,250,19,270,4961,5233,62254,4557,1074,5635,5060,72944
LGA12000,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,3,14,0,14,..,42,4,51,0,50,..,9,0,9,439,449,3817,47,4,55,440,4315
LGA12150,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,14,0,14,0,14,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,10,0,10,..,44,3,51,0,51,..,16,0,19,584,605,3266,64,4,67,584,3918
LGA12350,..,24,0,23,0,23,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,15,0,16,0,16,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,8,0,10,..,0,0,0,0,0,..,16,0,16,0,16,..,0,0,0,0,0,..,25,0,26,0,28,..,7,3,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,5,9,0,9,..,48,14,65,3,69,..,271,43,315,11,323,..,30,0,32,1007,1046,11090,307,42,348,1015,12460
LGA12380,..,1346,331,1680,16,1694,..,1232,96,1325,5,1329,..,4579,277,4856,43,4895,..,2460,271,2726,27,2748,..,420,28,451,0,458,..,4195,424,4623,60,4677,..,8644,718,9363,64,9425,..,21532,1812,23348,191,23537,..,1638,269,1907,25,1932,..,115,28,146,0,146,..,2857,2252,5105,47,5150,..,111,41,151,0,152,..,1175,134,1308,20,1332,..,1641,910,2549,30,2582,..,339,49,386,0,393,..,392,80,468,3,475,..,484,48,533,17,551,..,366,77,443,5,451,..,1154,32,1188,12,1207,..,715,99,816,8,823,..,2163,76,2235,28,2265,..,218,17,238,0,238,..,4256,224,4483,46,4525,..,1476,296,1767,31,1798,..,5754,929,6691,64,6752,..,402,162,565,3,567,..,5114,1538,6654,75,6725,..,2617,1102,3712,18,3729,..,14848,4649,19497,447,19940,..,108825,31498,140327,1482,141807,..,590,302,891,10971,11864,62405,109416,31805,141218,12457,216079
LGA12700,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,12,0,12,..,71,3,76,0,76,..,11,0,11,602,618,8282,87,3,90,602,8975
LGA12730,..,15,0,11,0,11,..,0,0,0,0,0,..,3,0,4,0,4,..,4,0,4,0,4,..,9,0,9,0,9,..,6,0,6,0,6,..,7,0,7,0,7,..,27,3,32,0,32,..,35,0,31,0,31,..,4,0,4,0,4,..,5,4,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,3,0,3,..,0,0,4,0,4,..,0,0,0,0,0,..,44,6,53,3,55,..,218,70,285,0,288,..,26,0,26,828,849,7715,238,70,305,831,8851
LGA12750,..,61,12,73,0,72,..,7,0,7,0,7,..,9,0,9,0,9,..,12,0,18,0,18,..,14,0,14,0,11,..,6,0,6,0,6,..,5,3,11,0,11,..,58,3,60,4,63,..,108,13,122,3,118,..,9,0,7,0,7,..,7,3,6,0,6,..,11,0,11,0,11,..,19,0,19,0,19,..,0,0,3,0,3,..,24,3,26,0,26,..,19,3,19,0,19,..,4,0,8,0,8,..,20,5,26,0,26,..,17,0,17,0,17,..,18,3,15,0,15,..,23,0,23,0,23,..,11,0,11,0,11,..,67,7,68,0,68,..,62,6,73,4,73,..,3,0,0,0,0,..,15,3,19,0,19,..,10,0,9,0,9,..,39,14,46,0,48,..,200,29,228,4,236,..,1226,147,1370,28,1400,..,138,11,150,2639,2789,33050,1365,157,1518,2661,37232
LGA12850,..,887,179,1063,5,1074,..,73,12,89,0,89,..,1235,77,1305,21,1323,..,159,8,170,0,170,..,34,4,39,0,40,..,310,43,353,5,355,..,231,25,260,6,263,..,2039,168,2207,27,2236,..,4204,896,5101,64,5166,..,68,13,78,3,77,..,49,58,103,0,103,..,966,231,1198,20,1218,..,823,73,897,10,905,..,411,230,641,9,655,..,489,102,589,7,595,..,263,154,414,3,419,..,1675,200,1878,54,1930,..,2812,858,3671,29,3705,..,591,39,627,3,630,..,318,43,364,9,366,..,1281,37,1316,22,1344,..,194,41,235,0,238,..,2378,158,2540,37,2576,..,4914,1227,6143,75,6223,..,119,33,149,0,149,..,617,376,994,15,1007,..,896,204,1098,14,1117,..,24629,15640,40269,224,40492,..,24204,10673,34877,440,35316,..,96617,42731,139351,1374,140719,..,516,232,749,7993,8744,49353,97129,42966,140100,9367,198817
LGA12870,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,3,3,9,0,9,..,0,0,0,0,0,..,3,3,8,0,8,..,4,0,4,0,4,..,22,4,27,0,27,..,33,3,35,0,33,..,9,0,9,0,9,..,10,3,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,10,0,6,..,7,0,7,0,7,..,19,0,19,0,19,..,4,0,4,0,4,..,33,0,33,0,34,..,5,0,5,0,5,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,3,0,4,..,28,8,34,3,39,..,204,29,233,6,242,..,33,0,33,968,999,11039,237,26,267,972,12277
LGA12900,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,5,0,5,..,12,0,12,0,12,..,31,0,33,0,33,..,25,0,26,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,8,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,17,0,17,0,17,..,7,0,9,0,9,..,0,0,0,0,0,..,7,0,3,0,3,..,0,0,0,0,0,..,6,0,9,0,9,..,30,3,32,4,34,..,173,23,194,5,201,..,30,3,31,818,853,8538,204,29,228,827,9587
LGA12930,..,6863,951,7808,59,7870,..,926,57,981,0,984,..,1003,36,1038,3,1041,..,223,25,248,0,249,..,107,4,116,0,114,..,305,17,330,3,328,..,5135,298,5429,35,5464,..,7696,439,8140,43,8185,..,1742,185,1925,22,1946,..,351,57,407,3,411,..,412,169,580,7,588,..,2717,459,3176,31,3212,..,140,11,146,4,150,..,123,15,146,4,144,..,185,13,192,7,199,..,404,84,489,3,489,..,150,10,156,0,156,..,390,82,467,5,471,..,656,19,677,3,676,..,1421,175,1599,8,1604,..,1156,38,1192,4,1201,..,112,3,113,0,113,..,3347,241,3588,9,3596,..,1387,213,1600,27,1622,..,220,4,222,0,222,..,524,144,665,6,674,..,186,27,218,0,213,..,829,207,1042,6,1048,..,2901,654,3557,140,3696,..,61835,16179,78016,614,78626,..,298,94,394,5662,6051,62154,62136,16271,78412,6270,146841
LGA12950,..,12,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,8,0,8,0,8,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,21,0,22,..,77,5,80,6,88,..,14,0,14,322,336,3813,87,5,93,329,4236
LGA13010,..,6,0,6,0,6,..,0,0,0,0,0,..,11,0,12,0,12,..,5,3,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,12,0,19,..,31,6,37,0,36,..,3,0,9,0,9,..,12,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,5,0,5,..,10,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,35,5,44,0,41,..,153,28,182,6,189,..,34,6,38,972,1010,7633,185,35,223,975,8836
LGA13310,..,73,7,80,0,82,..,15,3,24,0,23,..,33,3,43,0,43,..,29,9,34,0,34,..,15,0,15,0,18,..,11,0,13,0,13,..,55,6,60,0,60,..,162,20,182,3,190,..,56,4,64,4,67,..,6,4,6,0,6,..,26,44,65,0,66,..,18,0,18,0,18,..,19,0,19,0,19,..,16,5,15,0,15,..,12,0,17,0,17,..,17,0,17,0,17,..,8,0,10,0,10,..,8,3,10,0,14,..,47,0,47,0,47,..,8,0,14,0,14,..,41,0,41,0,41,..,11,0,11,0,11,..,110,0,113,0,113,..,42,6,48,0,47,..,7,0,7,0,7,..,41,4,46,3,45,..,10,0,7,0,7,..,5,0,4,0,4,..,215,53,270,9,277,..,1148,220,1369,34,1398,..,96,7,103,2357,2461,25746,1241,232,1474,2393,29609
LGA13340,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,5,5,13,0,13,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,10,0,10,0,14,..,0,0,0,0,0,..,6,0,5,0,5,..,5,5,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,42,5,46,0,52,..,170,25,198,4,204,..,15,0,15,634,650,9495,190,25,217,637,10351
LGA13450,..,10,0,10,0,10,..,18,0,18,0,18,..,60,20,77,0,77,..,595,190,784,7,793,..,21,0,21,0,21,..,68,17,80,0,81,..,186,58,247,6,251,..,949,282,1231,18,1252,..,1580,314,1894,29,1920,..,6,0,3,0,3,..,13,4,15,0,15,..,4,0,4,0,4,..,15,3,16,0,16,..,14,5,17,0,17,..,4,0,4,0,4,..,5,0,8,0,8,..,206,32,238,14,245,..,0,0,0,0,0,..,65,3,68,0,68,..,3,0,3,0,3,..,96,3,97,0,97,..,34,12,44,0,48,..,195,19,215,3,219,..,69,13,90,5,93,..,21,0,20,0,23,..,20,5,25,0,25,..,63,60,118,0,119,..,3,0,9,0,9,..,688,180,874,19,888,..,4137,1126,5263,90,5351,..,81,18,100,2327,2422,17858,4219,1143,5363,2414,25641
LGA13510,..,4,0,4,0,4,..,0,0,0,0,0,..,5,4,10,0,10,..,15,3,18,0,18,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,24,9,30,0,30,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,15,0,15,..,0,0,3,0,3,..,18,0,18,0,18,..,3,0,3,0,3,..,38,3,38,0,38,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,17,0,15,0,15,..,32,6,36,0,36,..,188,35,218,0,218,..,28,0,28,739,763,10152,213,35,248,739,11141
LGA13550,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,7,0,7,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,10,0,9,0,9,..,8,0,8,0,8,..,4,3,8,0,8,..,3,8,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,24,0,24,0,24,..,3,0,3,0,3,..,32,0,32,0,31,..,3,0,7,0,7,..,3,4,8,0,8,..,3,0,7,0,7,..,3,0,3,0,3,..,4,0,6,0,6,..,41,4,44,0,48,..,231,38,265,4,271,..,34,0,32,907,939,11000,261,37,302,909,12215
LGA13660,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,13,0,13,..,49,7,57,0,58,..,5,0,10,502,513,4685,62,9,67,504,5258
LGA13800,..,122,19,142,0,148,..,3,0,3,0,3,..,53,3,53,3,60,..,39,3,36,0,36,..,9,0,9,0,9,..,46,4,49,0,49,..,13,0,13,0,13,..,161,4,165,3,171,..,272,16,285,4,289,..,21,0,22,0,28,..,29,12,39,0,39,..,155,17,169,3,174,..,551,40,594,6,600,..,29,3,27,0,27,..,54,3,57,0,57,..,19,0,26,0,26,..,29,0,26,0,31,..,48,0,52,0,50,..,69,0,68,0,68,..,17,3,23,0,21,..,106,0,102,3,106,..,12,3,11,0,11,..,201,3,203,4,210,..,159,23,178,0,178,..,10,0,15,0,15,..,54,23,76,0,76,..,20,0,19,0,19,..,55,10,66,0,69,..,353,73,425,17,442,..,3377,424,3805,55,3857,..,157,12,164,3555,3723,57007,3528,434,3971,3609,64592
LGA13850,..,11,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,11,0,10,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,15,0,20,0,22,..,20,0,19,4,25,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,32,3,38,0,38,..,96,10,111,3,112,..,17,4,13,334,352,2483,110,13,123,338,2946
