LGA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
LGA15700,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,3,12,0,0,0,0,0,0,0,0,0,0,4,0,0,18,9,22,15,8,0,72,24,64,66,153,133,141,148,100,88,920,444,1119,855,1687,1269,1694,1503,803,418,9794,0,0,0,0,0,0,0,0,0,0,858,2096,1608,2701,1942,2613,2229,1126,482,15653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,9,3,0,0,27,0,0,0,3,3,0,0,0,0,5,0,0,3,4,8,6,0,0,0,18,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,9,9,35,86,132,219,144,45,670,0,0,0,5,4,4,0,0,3,23,0,0,0,3,0,6,3,3,0,13,0,0,0,0,8,19,37,11,4,78
LGA15750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,8,3,0,0,19,60,88,78,194,113,95,76,72,61,829,493,930,675,1561,859,838,630,400,166,6559,0,0,0,0,0,0,0,0,0,0,826,1674,1240,2504,1429,1446,1047,577,168,10905,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,18,22,31,8,0,95,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,8,0,0,27
LGA15800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,13,22,41,31,72,40,61,48,23,20,356,178,403,295,610,363,413,342,202,132,2953,0,0,0,0,0,0,0,0,0,4,336,692,537,973,598,681,560,321,166,4859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,22,10,7,0,64,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,6,5,0,0,17
LGA15850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,10,27,34,65,50,82,50,33,19,360,225,435,331,692,410,448,365,216,111,3226,0,0,0,0,0,0,0,0,0,0,415,861,625,1136,656,702,610,336,143,5484,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,16,20,11,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,13
LGA15900,7,17,30,109,25,25,5,0,0,217,0,0,6,15,12,19,12,5,6,73,0,5,32,31,4,6,0,0,0,86,39,105,166,529,152,112,119,76,60,1357,124,225,434,918,431,485,401,354,246,3617,4308,8301,11189,21920,9994,9257,6684,4342,2771,78766,33,42,55,108,12,5,0,0,0,256,8548,15439,18975,34507,15871,14564,9811,5588,3092,126387,4,7,16,109,18,10,0,0,0,160,0,0,3,36,22,36,32,16,0,146,4,3,9,18,7,3,0,0,3,49,7,27,33,143,60,36,17,3,0,322,0,0,8,38,11,8,3,0,0,76,18,31,633,738,142,76,46,17,20,1718,0,0,6,14,42,36,36,39,9,177,0,10,5,25,7,9,18,9,4,84,25,179,192,738,586,590,507,268,146,3222,0,4,9,56,38,24,5,8,0,139,0,7,10,57,18,7,4,5,4,117,0,14,24,89,59,58,269,52,34,601
LGA15950,0,0,13,84,17,12,16,8,0,143,0,3,6,29,9,0,8,3,5,64,0,0,0,22,12,14,3,0,0,49,17,74,106,1060,200,135,122,66,38,1807,130,128,213,1187,317,305,254,130,87,2747,1886,2342,2775,15039,4324,3907,3195,1503,769,35744,0,0,3,0,0,0,0,0,0,3,3301,3475,3477,13363,3917,3740,3181,1540,676,36674,0,0,7,35,6,5,0,0,0,54,0,0,0,14,0,3,3,0,0,30,0,0,0,6,0,0,0,0,0,13,3,19,11,190,42,52,34,8,0,363,0,0,0,46,14,13,3,3,0,81,9,83,164,915,306,203,154,81,39,1961,0,0,0,21,17,4,14,18,5,80,4,0,3,32,9,18,28,14,8,117,64,219,168,1823,816,556,546,209,68,4461,0,0,3,66,32,27,17,9,0,158,8,15,22,291,52,14,28,5,0,438,0,7,17,186,54,30,81,22,10,409
LGA15990,0,0,33,128,53,29,14,4,0,260,3,8,11,110,64,37,32,20,8,287,0,0,13,69,37,25,17,0,4,162,54,237,316,2717,851,484,418,233,111,5422,307,606,590,1878,923,794,751,553,447,6854,7602,16593,13005,35050,19163,14581,11773,7121,4489,129370,0,0,3,31,4,24,12,0,0,78,14372,28966,20963,38271,21533,17109,13196,7717,4373,166494,0,0,5,77,15,5,0,0,0,100,0,0,5,62,43,50,21,5,3,196,3,6,0,19,14,9,3,0,0,55,13,70,75,499,278,148,64,24,19,1186,3,17,11,134,59,39,48,25,10,354,13,92,464,1181,792,571,241,157,66,3566,0,0,15,79,100,142,167,148,42,691,0,0,3,36,29,66,115,61,36,340,208,1519,1139,5988,4283,2564,2472,1298,621,20084,0,3,16,96,50,74,38,21,3,315,7,115,95,547,190,76,55,23,13,1121,11,89,121,593,365,203,329,183,76,1970
LGA16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,3,0,30,21,24,29,50,57,43,46,29,8,308,153,295,278,483,365,378,380,142,65,2543,0,0,0,0,0,0,0,0,0,3,263,547,580,830,585,560,539,178,82,4173,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,30,48,26,5,138,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,3,0,29
LGA16150,0,0,3,21,0,0,0,0,0,20,0,0,0,4,3,3,0,3,0,12,0,0,20,24,11,4,3,0,0,58,0,18,17,63,26,23,17,21,20,201,63,116,157,364,217,176,170,143,70,1475,1426,2638,2501,5409,2608,2374,1929,1224,605,20728,0,0,0,5,0,0,0,0,0,8,2839,5027,4377,8428,4045,3773,2824,1659,681,33654,0,0,3,13,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,5,24,4,0,0,0,0,41,0,0,0,0,0,0,0,0,0,6,0,4,4,56,23,23,21,11,0,140,0,0,0,0,6,4,4,10,6,26,0,8,3,3,0,0,3,0,0,13,3,28,22,86,120,140,135,86,44,663,0,3,0,17,16,3,0,0,0,38,0,0,0,10,0,0,3,3,0,17,0,0,0,17,6,19,50,16,9,109
LGA16200,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,4,6,3,3,26,27,71,65,150,109,97,110,85,46,761,457,984,907,1599,933,976,748,531,283,7416,0,0,0,0,0,0,0,0,0,0,877,1829,1611,2600,1545,1633,1159,739,337,12328,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,17,7,6,4,0,0,41,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,4,3,22,27,29,42,29,15,172,0,0,3,3,5,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,10,4,0,21
LGA16260,3,4,50,334,181,149,60,19,11,804,0,0,0,14,8,3,9,10,3,44,0,7,15,81,9,8,3,0,0,126,70,211,257,1420,521,412,313,197,90,3488,437,490,605,2488,697,612,487,312,221,6357,8215,12071,12487,40160,13600,11568,7819,4620,2453,112996,7,22,126,429,106,124,67,17,5,912,13558,18439,15307,24013,9433,7849,6257,4001,2204,101064,19,56,96,701,101,52,21,8,0,1066,0,0,12,68,38,35,16,7,0,180,0,0,19,79,41,19,9,9,0,172,18,20,27,136,55,39,17,4,5,321,0,9,17,112,86,62,75,25,3,401,231,636,2547,10161,3958,3083,1479,904,236,23242,0,3,10,46,66,58,67,81,5,340,12,12,20,181,59,115,90,51,21,562,38,168,167,720,627,631,621,422,171,3573,3,17,68,513,269,256,131,53,14,1325,0,10,6,75,24,20,12,8,7,168,7,14,35,129,77,44,143,87,24,553
LGA16350,0,14,21,130,41,22,6,7,5,247,0,0,0,5,21,25,16,8,0,77,4,15,16,65,12,8,3,3,0,122,11,106,255,889,507,397,323,140,76,2694,349,560,714,1726,793,749,602,325,146,5964,6988,13179,13320,29365,12664,11486,7306,3403,1529,99243,0,21,56,161,40,25,13,8,0,325,13525,23990,22771,41005,15880,13219,7435,2802,1253,141876,0,25,27,202,28,25,10,0,0,318,0,0,12,61,36,42,22,20,3,190,0,3,4,46,24,15,3,0,0,89,0,11,16,67,35,26,13,6,0,175,0,0,0,78,52,54,47,29,3,271,6,42,87,553,216,176,91,47,13,1232,0,3,7,48,117,152,144,102,17,580,4,35,44,160,113,160,108,51,12,684,23,133,155,848,1307,1460,1344,635,213,6123,0,24,84,464,258,214,87,30,6,1176,0,4,14,25,17,18,17,6,4,107,4,5,17,87,76,136,324,128,48,830
LGA16380,0,0,3,17,0,7,3,0,0,35,0,0,0,4,3,9,4,9,3,37,0,0,3,6,3,3,8,0,0,26,6,7,21,74,69,58,63,54,23,373,80,174,208,481,367,414,576,393,198,2901,1879,4517,3721,7716,5368,5956,6097,3751,1830,40846,0,0,0,0,0,0,0,0,0,0,3581,8593,6803,12195,8099,8973,8578,4888,2147,63862,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,4,3,4,3,49,22,26,15,12,3,134,0,0,0,7,5,5,8,0,0,28,0,11,15,52,27,23,17,10,3,154,0,0,0,0,3,7,4,12,3,36,0,4,3,7,10,9,18,4,3,60,11,69,61,283,474,540,904,659,252,3257,0,0,0,16,9,10,8,4,0,53,0,4,0,17,8,12,15,3,0,68,0,5,5,23,26,49,114,84,25,338
LGA16400,0,0,3,13,0,4,0,0,0,23,0,0,3,6,17,7,11,5,0,58,0,0,3,8,3,0,3,0,0,21,0,7,5,74,44,48,70,30,16,299,98,202,229,541,350,420,463,317,192,2810,1920,4144,3716,7395,4706,5037,4774,2457,1026,35174,0,0,0,0,0,0,0,0,0,0,3592,7902,6866,12053,7312,7495,6673,3276,1095,56262,0,0,0,6,0,0,0,0,0,4,0,0,0,0,6,0,7,0,0,12,0,3,0,6,0,0,0,0,0,10,0,12,8,33,28,18,17,6,0,118,0,0,0,9,5,4,16,10,0,38,0,13,3,32,26,4,5,8,3,91,0,0,0,3,9,13,12,33,0,78,0,0,0,3,0,14,12,5,0,33,7,105,82,268,421,504,749,403,143,2666,0,0,3,13,3,3,7,5,3,46,0,5,0,10,0,9,12,8,0,45,3,7,0,27,20,53,155,55,12,338
LGA16490,0,0,6,22,9,5,0,0,0,50,0,0,0,5,11,8,7,0,0,27,0,0,4,4,9,3,4,0,0,29,3,15,32,183,86,92,64,50,38,558,98,230,222,590,324,295,223,101,51,2122,1694,3574,3333,7880,4483,3436,2086,969,434,27899,0,0,0,7,0,0,0,0,0,12,3315,6437,5763,11332,6505,4793,2556,948,355,41998,8,13,12,130,3,3,0,0,0,166,0,0,0,4,5,7,0,8,0,33,0,4,0,9,4,0,0,0,0,19,0,6,3,33,25,17,18,4,3,115,0,0,0,15,13,7,7,0,0,40,4,11,15,94,42,24,14,3,0,210,0,0,4,9,19,40,50,44,7,170,10,5,0,24,0,8,4,0,0,48,11,75,63,259,444,347,295,152,44,1692,0,8,13,64,25,11,6,0,0,123,0,6,6,19,10,11,8,3,0,62,0,0,7,28,33,55,102,40,23,286
LGA16550,4,11,61,166,43,52,23,17,3,378,0,3,0,53,20,6,8,5,3,102,0,3,3,32,14,12,0,3,0,74,47,118,374,2049,605,550,539,311,172,4770,223,332,759,1840,608,518,460,315,297,5353,3766,6516,11346,23926,8672,6772,5138,3294,2053,71482,0,0,3,13,3,3,0,0,0,22,6723,11020,10939,20828,8636,6408,4102,2328,1389,72379,0,3,61,176,53,37,13,4,0,341,0,0,0,27,8,20,10,18,0,83,0,4,13,22,19,9,4,3,0,75,8,26,46,291,67,41,18,8,0,506,6,8,15,182,58,71,79,24,13,449,40,105,5213,2838,600,483,308,231,99,9929,0,0,0,21,21,36,49,39,18,185,0,6,3,45,43,75,183,138,42,550,70,311,368,2825,1151,657,517,222,123,6245,0,5,22,119,76,50,35,7,3,315,26,121,110,547,140,53,37,11,7,1043,5,24,56,355,110,44,96,60,54,810
LGA16610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,13,3,8,14,5,4,45,45,105,104,217,165,168,127,92,35,1062,695,1455,1287,2287,1462,1651,1374,884,394,11489,0,0,0,0,0,0,0,0,0,0,1268,2742,2375,3790,2417,2706,2256,1341,524,19421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,4,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,33,48,83,107,65,20,370,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,14,15,8,3,44
LGA16650,6,9,71,261,94,104,35,13,5,597,0,0,0,0,0,0,3,0,4,8,0,0,5,26,5,0,0,0,0,38,44,100,283,1721,451,432,378,219,74,3702,167,252,358,1214,440,363,342,327,346,3808,3237,5230,6727,18661,6691,5677,4324,3084,1702,55325,0,0,3,7,7,3,0,0,0,25,5938,9096,7910,13947,5365,3527,2325,1470,1053,50635,24,46,332,1489,130,42,3,3,0,2071,0,0,13,79,36,48,18,20,5,224,0,3,0,25,13,14,5,0,0,59,0,3,7,75,16,9,0,3,0,127,0,6,20,113,96,76,92,31,6,437,26,92,1374,3468,1289,1232,586,295,101,8462,0,3,0,52,49,55,78,88,18,338,6,50,44,301,188,271,264,180,78,1382,17,42,58,411,284,227,236,128,73,1474,3,6,30,219,133,104,60,28,10,600,3,3,8,71,16,8,5,4,3,135,4,3,12,88,34,28,48,25,9,251
LGA16700,0,9,76,222,95,68,30,10,4,523,0,0,0,9,5,3,7,5,3,38,0,3,13,23,7,6,3,0,0,56,45,107,127,930,298,282,218,150,73,2224,146,150,353,859,325,265,223,196,139,2655,3498,5677,7866,19551,7472,6463,4376,3001,1895,59791,0,3,7,90,54,50,25,5,4,240,6156,9694,9016,13407,6259,4924,3182,2149,1638,56433,4,13,101,255,21,12,4,0,0,403,0,0,4,21,16,18,9,8,0,76,0,0,12,34,13,9,7,0,3,75,4,7,27,93,36,25,19,5,0,219,0,0,10,54,32,36,36,14,4,177,127,300,2642,6458,1913,1564,824,535,185,14547,0,0,4,22,36,61,79,65,17,278,3,10,7,72,49,69,83,71,26,394,37,119,116,560,463,397,341,197,94,2322,3,4,15,132,74,63,49,20,5,369,0,7,14,81,19,13,14,4,4,169,3,11,19,123,49,28,73,38,27,377
LGA16900,0,3,0,23,15,11,4,0,0,58,0,0,3,9,39,15,19,16,4,106,0,0,0,7,4,4,0,0,0,13,0,9,13,116,141,191,129,132,61,792,79,192,202,454,299,318,294,182,72,2096,2067,4555,4433,8607,4797,4436,3338,1943,839,35015,0,0,0,0,0,0,0,0,0,4,4123,8656,8260,13964,6545,5373,3602,1734,691,52953,0,0,0,0,5,0,0,0,0,7,0,0,5,12,16,8,17,3,3,67,0,3,0,14,7,0,5,0,0,24,0,3,4,30,7,12,4,0,0,68,0,0,4,29,53,25,63,22,3,197,0,6,10,59,14,11,7,3,0,107,0,0,0,7,32,35,37,62,8,185,0,9,0,26,6,14,16,4,0,82,9,47,59,269,719,736,695,488,148,3174,0,0,0,27,4,6,3,4,0,46,0,0,3,10,13,7,10,3,0,39,0,0,3,24,40,127,180,119,65,547
LGA16950,0,0,3,21,4,3,0,0,0,34,0,3,0,6,14,13,27,13,4,91,0,3,0,10,0,7,5,3,0,25,3,10,18,109,83,108,127,94,30,589,136,295,321,728,559,664,689,442,235,4072,2484,5441,4754,9693,6365,7966,7541,4259,1861,50364,0,0,3,4,0,0,0,0,0,4,4807,10242,8858,16058,9448,11667,10152,5362,2149,78741,0,4,0,19,0,0,0,0,0,27,0,0,0,0,7,7,0,9,0,24,0,0,0,5,0,0,3,0,0,13,0,3,3,35,16,36,28,5,0,122,0,0,3,9,11,15,21,10,5,67,0,17,22,83,50,28,29,9,7,252,0,0,0,3,17,19,67,42,3,154,0,0,0,7,0,14,24,6,5,64,3,85,91,276,689,910,1452,872,285,4662,0,0,3,21,10,14,10,3,4,68,3,0,0,15,9,8,8,8,5,59,0,0,0,25,42,99,216,135,40,561
LGA17000,0,0,3,4,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,7,0,29,11,11,10,7,0,61,45,118,65,238,144,132,109,50,28,926,777,1637,1425,2980,1636,1348,832,432,226,11288,0,0,0,0,0,0,0,0,0,0,1450,2968,2855,4936,2662,2216,1285,641,274,19291,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,3,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,3,16,14,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9,0,6,15,55,95,76,76,41,4,374,0,0,3,7,3,0,0,0,0,11,0,0,0,5,0,0,3,0,0,7,0,0,0,9,6,9,16,8,0,50
LGA17040,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,6,17,28,28,40,14,9,145,16,85,83,221,169,129,116,82,62,961,441,1196,1033,2256,1517,1373,1087,564,285,9756,0,0,0,0,0,0,0,0,0,0,896,2291,1925,3692,2284,2148,1460,679,267,15637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,15,26,5,5,3,0,0,58,0,0,0,0,0,3,0,0,0,3,0,0,6,14,8,5,3,4,0,48,0,0,0,0,5,4,4,3,0,17,0,0,0,0,0,0,0,3,0,4,0,7,23,87,131,150,159,83,26,669,0,0,0,3,3,3,0,3,0,14,0,0,0,9,4,8,3,0,0,28,0,0,6,7,17,24,75,48,17,194
LGA17080,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,14,3,19,9,8,7,65,30,58,58,132,108,131,94,70,64,750,405,881,694,1488,920,1091,873,482,276,7119,0,0,0,0,0,0,0,0,0,0,752,1628,1253,2475,1545,1673,1379,730,284,11711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,11,3,6,4,0,0,28,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,15,35,66,63,44,15,234,0,0,4,6,3,0,0,0,0,18,0,0,0,0,0,3,0,0,0,6,0,0,0,5,4,10,20,11,8,61
LGA17100,0,8,54,171,127,101,33,20,5,526,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,6,3,26,56,197,112,75,70,55,32,610,72,103,178,539,152,102,71,47,27,1292,1095,1917,2972,6908,2476,1987,1203,846,474,19874,0,0,7,6,3,0,0,0,0,15,1887,2941,3256,3430,1214,915,539,365,261,14801,0,0,13,72,22,15,0,0,0,125,0,3,0,7,0,4,8,6,0,33,0,0,5,22,12,4,7,3,0,56,3,0,4,28,0,6,0,0,0,44,0,0,3,11,17,9,11,7,0,60,13,76,493,1575,713,620,278,193,74,4040,0,0,0,3,9,11,22,41,7,97,0,6,12,36,38,65,36,19,5,217,4,27,17,88,49,36,29,22,14,293,0,3,11,62,27,30,16,11,5,165,0,0,0,14,6,3,4,0,0,30,0,0,7,18,5,3,24,4,10,71
LGA17150,0,4,8,114,64,52,19,4,0,260,0,0,5,26,24,12,24,15,3,111,0,3,8,34,7,3,3,0,0,51,20,108,147,1023,495,417,356,163,70,2798,210,368,417,1313,651,609,500,387,309,4764,6568,13633,12596,29033,15609,14003,10393,6085,3827,111750,0,0,0,5,0,0,0,0,0,4,12960,25811,23000,42476,21440,19257,13224,7272,4235,169667,0,3,6,62,15,11,3,0,0,92,0,4,4,58,46,41,15,13,0,186,0,0,7,21,21,12,6,0,0,72,3,20,29,193,98,54,33,11,4,450,0,3,15,78,92,54,72,18,3,335,25,75,205,1117,641,553,221,125,41,3007,0,4,3,36,74,89,100,84,23,403,0,19,22,152,121,227,218,125,49,932,67,354,347,1674,1611,1278,1371,802,375,7890,0,7,9,112,87,80,36,17,3,352,0,11,16,88,61,23,21,11,3,239,4,9,26,164,131,113,222,153,55,887
LGA17200,3,12,239,498,124,178,89,34,17,1185,0,0,13,61,16,9,4,4,0,114,0,0,4,28,7,7,4,0,0,56,44,79,748,3481,476,411,399,281,112,6028,370,325,2286,5649,1112,966,625,371,191,11885,3478,3500,19962,48234,9199,7547,5003,2524,1075,100530,0,0,0,27,0,3,0,0,0,34,5762,5396,10663,36482,9780,7274,4351,1696,697,82098,5,0,68,186,12,7,9,0,0,282,0,5,5,80,27,22,6,10,0,158,0,0,23,51,5,13,11,3,0,108,3,6,150,692,121,67,23,17,0,1082,0,0,19,293,63,35,42,10,3,468,57,183,10163,6681,1112,955,542,446,139,20289,0,0,6,74,35,34,38,32,7,222,0,5,12,73,38,45,35,18,19,242,42,106,857,5248,1332,888,617,240,62,9385,0,4,20,184,65,68,43,12,8,409,6,18,305,1380,105,42,39,11,6,1915,4,5,162,649,142,79,156,53,7,1261
