LGA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
LGA17310,0,3,8,22,3,3,0,0,0,37,0,0,0,0,4,3,0,0,0,13,0,0,3,6,5,3,0,0,0,17,0,9,5,45,23,20,14,12,7,126,125,226,254,569,332,404,302,273,152,2636,1877,3995,3412,7256,3978,4002,3162,1959,942,30581,0,0,0,0,0,0,0,0,0,3,3608,7514,6088,11601,6341,6370,5027,2820,1113,50479,0,0,0,36,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,12,9,9,0,0,45,0,0,0,0,4,0,0,0,0,4,0,3,12,59,25,20,5,0,0,132,0,0,0,0,3,3,0,3,0,9,0,0,0,3,0,3,0,0,0,14,5,20,21,84,133,164,196,124,39,788,4,6,0,21,12,0,3,0,0,51,0,4,3,5,0,3,0,0,0,21,0,0,4,13,5,14,32,26,8,107
LGA17350,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,16,18,45,24,35,38,29,3,216,169,377,295,600,423,422,379,268,135,3073,0,0,0,0,0,0,0,0,0,0,345,770,577,1000,717,739,657,381,196,5383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,19,18,22,13,3,76,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,0,18
LGA17400,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,9,4,0,0,16,20,34,27,75,43,86,73,58,42,455,143,383,266,596,401,658,549,262,116,3375,0,0,0,0,0,0,0,0,0,0,246,692,477,895,681,986,817,356,113,5262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,35,70,27,4,157,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,13,9,0,26
LGA17420,0,9,10,111,83,72,17,0,0,306,0,6,3,7,11,15,13,9,3,63,0,0,15,32,34,16,5,0,0,105,19,146,183,689,419,339,245,129,54,2219,105,274,263,709,381,329,292,143,60,2557,4765,11602,10091,20972,11632,9624,6941,2921,1247,79791,0,4,20,148,81,66,34,12,3,363,9071,20417,16268,20764,11076,8731,6779,2820,1053,96977,0,14,22,135,78,53,30,0,0,319,0,0,3,32,35,11,6,8,0,92,0,0,4,40,21,13,0,0,0,84,0,26,57,112,46,39,11,3,0,291,0,0,5,55,76,51,48,8,4,252,94,289,383,3714,1428,1179,645,231,109,8067,0,0,3,34,90,87,94,61,13,381,0,35,26,148,114,132,126,43,17,639,43,345,406,917,1159,861,889,441,132,5194,0,0,30,288,210,146,75,29,3,787,0,6,9,43,15,20,4,5,0,111,0,16,43,99,78,76,200,72,26,611
LGA17550,0,4,0,11,3,0,0,0,0,21,0,0,0,8,7,13,14,13,7,63,0,0,0,10,6,4,3,3,0,27,7,26,22,198,84,83,91,62,23,593,124,274,260,706,531,644,589,445,291,3861,2272,5176,4337,9660,6302,7212,6129,4040,2132,47261,0,0,0,0,0,0,0,0,0,0,4425,9453,7836,14309,8903,10129,8259,4837,2337,70497,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,11,0,4,0,6,0,0,0,0,0,5,0,12,9,80,36,40,16,14,5,205,0,0,0,6,7,0,0,5,0,24,3,10,43,88,32,25,15,7,6,228,0,0,0,3,3,5,11,12,0,28,0,0,0,6,0,3,11,6,4,26,15,116,110,410,624,731,1077,941,380,4400,0,3,3,27,21,18,13,11,3,95,3,6,5,34,11,16,18,11,7,113,0,11,10,37,44,58,150,81,31,428
LGA17620,0,0,0,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,3,19,12,0,0,0,0,36,30,93,70,198,108,95,82,63,27,769,417,1038,730,1760,948,889,675,469,216,7140,0,0,0,4,0,0,0,0,0,4,787,1836,1258,2653,1485,1513,1109,649,274,11559,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,4,3,0,0,39,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,14,48,54,39,49,25,9,247,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,6,0,0,3,5,3,3,8,7,0,33
LGA17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,21,13,28,30,63,68,56,51,46,3,358,206,436,359,729,589,578,501,284,97,3785,0,0,0,0,0,0,0,0,0,0,425,825,646,1199,969,957,819,427,166,6433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,56,57,18,3,179,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,7,11,8,0,24
LGA17650,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,0,0,0,20,10,31,17,47,50,45,40,18,7,271,154,441,305,612,486,496,370,188,76,3120,0,0,0,0,0,0,0,0,0,0,286,790,557,998,722,818,607,270,94,5137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,25,31,38,20,7,144,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,11,0,3,21
LGA17750,0,3,3,17,0,5,0,0,0,25,0,0,0,5,4,0,0,0,0,7,0,3,10,21,6,6,0,0,0,46,3,30,47,151,26,36,28,16,7,344,90,171,249,495,251,278,215,159,93,2008,1975,4216,4646,8233,3867,3730,2626,1710,887,31880,0,5,21,52,9,3,0,0,0,86,3929,7596,8218,12860,6209,6013,4153,2428,1096,52510,4,10,3,53,3,3,0,0,0,82,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,3,24,13,7,4,0,0,63,0,3,0,5,5,3,9,0,0,21,4,13,32,138,42,17,12,0,0,264,0,0,0,0,4,4,0,10,0,21,0,22,6,33,15,11,5,0,0,98,4,45,38,119,156,166,149,91,52,826,0,3,7,18,10,9,7,0,0,53,0,0,0,11,8,0,3,3,0,31,0,0,0,11,8,17,40,23,19,127
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,17,9,20,14,34,18,28,28,25,20,197,85,181,149,299,203,224,217,125,61,1540,0,0,0,0,0,0,0,0,0,0,155,316,257,487,348,378,356,177,59,2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,19,5,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
LGA17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,7,6,3,39,22,44,34,103,64,43,54,32,4,396,194,405,266,718,428,379,301,149,43,2875,0,0,0,0,0,0,0,0,0,0,358,717,500,1082,627,701,479,197,54,4715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,11,0,0,0,0,0,0,8,12,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,10,11,22,21,8,0,81,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,6,0,41
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,11,23,19,32,28,23,24,16,3,174,107,197,125,296,191,171,148,96,41,1366,0,0,0,0,0,0,0,0,0,0,187,327,217,484,298,317,258,138,53,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,10
LGA18020,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,26,23,65,42,107,87,85,92,58,24,586,231,607,416,864,662,712,637,382,183,4692,0,0,0,0,0,0,0,0,0,0,431,1077,776,1332,1022,1172,988,608,242,7657,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,31,62,26,14,163,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,5,13,3,3,39
LGA18050,0,0,3,38,3,5,7,0,0,56,6,0,3,46,7,5,3,0,0,64,0,0,4,8,12,4,4,10,0,41,24,69,273,1551,308,351,405,234,165,3382,167,220,304,1645,400,300,273,218,183,3708,2011,3165,3185,14267,4043,2908,2321,1486,941,34334,0,0,0,3,0,0,0,0,0,3,3603,5322,3730,11331,3944,2630,1641,875,501,33569,0,0,5,31,5,0,0,0,0,35,0,0,0,11,0,3,0,0,0,17,0,0,0,8,0,0,0,0,0,12,6,3,16,229,43,25,4,4,0,332,3,0,30,248,20,10,12,5,0,336,10,27,127,222,107,83,70,41,39,710,0,0,0,13,6,14,10,12,9,66,0,0,0,15,3,30,33,35,22,131,33,217,254,2722,701,320,292,150,72,4752,0,0,0,21,18,15,10,11,0,79,7,19,84,526,54,29,28,14,5,767,0,8,22,308,76,29,77,38,34,601
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,11,13,13,31,25,28,34,23,14,191,95,198,146,335,245,280,284,153,82,1831,0,0,0,0,0,0,0,0,0,0,166,394,265,558,400,477,460,242,116,3082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,10,23,18,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,11
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,18,32,30,69,49,59,59,26,7,359,188,416,356,714,452,494,403,180,88,3288,0,0,0,0,0,0,0,0,0,0,384,776,621,1201,776,820,651,304,114,5650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,17,12,24,19,16,3,95,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14
LGA18230,0,0,0,21,3,0,0,0,0,30,0,0,0,0,0,0,3,0,0,9,0,3,10,22,8,0,4,0,0,47,0,9,5,38,12,17,18,7,3,119,100,201,221,548,322,315,266,175,94,2245,1761,3266,3084,6433,3267,3223,2319,1488,666,25505,0,0,4,0,0,0,0,0,0,7,3280,6173,5536,10045,5298,5130,3585,2172,858,42080,3,6,3,45,5,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,4,12,3,3,4,0,0,25,0,0,0,4,0,0,0,0,0,8,3,8,15,98,28,20,6,0,4,175,0,0,0,0,0,0,3,3,0,7,3,4,0,17,3,3,0,0,0,34,3,11,20,65,85,104,150,64,23,527,0,0,5,29,5,9,3,0,0,44,0,0,6,7,0,0,3,0,0,19,0,0,10,15,9,9,24,5,4,76
LGA18250,0,0,34,115,32,18,8,5,3,222,0,0,0,9,8,0,3,5,0,34,0,0,0,15,8,11,3,0,0,29,18,76,71,489,168,150,133,99,53,1253,93,174,197,669,254,192,163,110,97,1945,2374,4597,4311,12452,5243,3996,2881,1690,1078,38624,0,0,0,7,5,6,3,3,0,25,4098,7187,4952,8530,4358,3233,2226,1223,894,36692,0,0,8,39,5,3,0,0,0,58,0,0,0,0,6,0,3,5,0,19,0,0,6,17,3,3,0,0,0,36,5,23,18,99,49,24,19,3,5,250,0,3,3,19,20,10,7,4,0,68,94,377,1155,3250,1183,878,552,313,99,7902,0,0,0,13,21,43,78,82,16,260,0,0,3,11,18,26,50,37,19,161,55,237,143,748,609,383,332,142,82,2739,0,0,3,47,36,23,7,6,4,115,0,14,17,90,31,10,10,6,9,192,0,8,13,78,35,23,42,26,19,244
LGA18350,0,3,7,27,0,0,0,0,0,38,0,3,0,5,7,3,20,9,3,46,0,0,0,8,7,0,0,0,0,19,0,3,16,71,55,81,87,36,23,378,53,170,133,318,248,263,287,174,72,1725,1128,2998,2487,4692,3448,3547,3789,2014,894,24988,0,0,0,0,0,0,0,0,0,0,2202,5463,4278,7174,4855,4781,4618,2552,969,36901,0,0,0,15,3,0,0,0,0,19,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,10,4,25,21,32,12,12,0,113,0,0,0,10,14,3,3,0,0,28,0,9,101,33,19,15,14,6,4,208,0,0,0,0,6,7,8,4,0,34,0,0,0,4,3,7,10,4,3,31,5,56,66,214,408,532,795,439,153,2678,0,0,0,18,12,13,5,3,0,53,0,3,3,11,9,10,14,6,0,54,0,3,3,18,23,45,105,44,20,274
LGA18400,3,0,0,14,3,3,0,0,0,21,0,0,0,6,4,7,6,0,0,29,0,0,4,6,7,3,0,0,0,19,3,12,12,66,60,56,42,37,34,315,65,130,155,382,214,246,145,105,35,1475,1576,3559,3107,6311,3432,3044,1967,919,404,24314,0,0,0,3,0,0,0,0,0,3,3129,6985,5850,10395,5146,4286,2555,1055,418,39803,0,0,3,8,3,0,0,0,0,15,0,0,0,7,3,3,0,0,0,17,0,0,0,7,3,0,0,0,0,8,0,0,4,20,13,7,0,0,0,47,0,0,0,15,18,11,8,0,0,55,0,5,10,38,23,22,16,7,0,124,0,0,0,7,17,29,21,11,5,97,0,0,0,3,4,3,8,11,3,34,8,19,35,215,432,435,421,238,42,1845,0,3,0,29,4,7,0,0,0,52,0,0,0,0,12,0,4,0,0,26,0,0,3,20,22,33,63,30,5,184
LGA18450,0,18,102,162,74,96,36,16,6,514,0,5,4,22,46,49,45,31,15,207,0,7,10,26,6,7,6,0,0,58,60,213,256,799,477,439,370,314,167,3096,251,411,686,1336,759,805,731,586,341,5912,5878,11943,13759,26037,13362,12514,9671,6605,3313,103087,0,4,9,6,9,0,6,0,0,34,11104,21989,23336,38799,18176,15706,10199,5865,2764,147934,3,9,30,56,11,6,0,0,0,114,0,3,14,97,59,63,32,33,6,307,0,0,0,17,8,3,0,0,0,32,4,29,35,158,76,42,20,10,8,375,0,0,5,96,125,76,134,52,11,506,16,68,1059,1419,187,155,66,44,22,3035,0,0,17,106,138,123,169,204,50,808,7,9,5,39,21,28,33,14,6,164,40,260,238,1006,1688,1603,1750,1091,434,8092,0,0,11,68,37,33,37,4,0,194,4,3,24,44,43,31,37,9,3,206,3,0,25,106,83,189,377,212,110,1117
LGA18500,0,0,3,35,16,6,0,0,0,58,0,0,3,36,5,3,3,0,0,51,0,0,0,11,17,3,5,0,4,43,13,49,87,652,174,189,293,155,132,1739,114,177,225,917,341,290,288,211,159,2723,1372,2867,2867,9420,3704,3119,2981,1661,1014,29009,0,0,0,0,0,0,0,0,0,3,2345,4477,3912,9166,3675,3094,2726,1423,723,31550,3,0,0,8,0,0,0,0,0,14,0,0,0,9,3,3,0,0,0,12,0,0,3,0,0,0,0,0,0,8,4,12,9,129,40,26,15,7,0,250,0,3,3,45,7,12,10,4,0,78,11,68,108,239,146,82,74,51,13,797,0,0,0,3,12,7,6,11,7,45,0,0,0,9,12,23,46,31,9,127,52,244,242,1347,567,372,364,211,74,3476,0,0,4,21,10,12,5,3,3,58,3,11,33,210,46,27,32,18,10,384,0,9,17,108,53,29,80,42,58,390
LGA18710,0,0,0,3,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,11,0,0,0,4,0,0,0,0,0,9,0,3,8,22,25,13,8,3,3,86,17,61,60,130,87,101,78,39,14,579,473,1180,891,1931,1286,1096,787,383,183,8209,0,0,0,0,0,0,0,0,0,0,953,2202,1558,3053,2001,1646,1136,539,224,13312,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,10,3,3,0,38,0,0,0,4,0,0,3,0,0,7,0,0,3,8,5,3,0,0,0,26,0,0,0,0,7,3,9,3,0,25,0,0,0,0,0,0,0,0,0,0,0,12,23,74,117,131,138,51,24,578,0,0,0,6,3,0,0,0,0,13,0,0,0,3,0,3,0,0,0,4,0,0,3,9,11,16,23,7,7,70
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,5,3,18,4,12,9,0,3,53,34,54,46,138,61,76,47,14,10,492,0,0,0,0,0,0,0,0,0,0,59,105,79,226,113,138,82,31,14,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,5,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
LGA19499,0,0,11,16,3,3,3,0,0,31,0,0,3,3,3,0,3,0,0,11,0,0,0,0,0,7,0,0,0,7,7,9,28,70,28,15,3,3,0,168,19,25,162,324,113,111,82,20,4,864,149,200,848,1720,646,732,477,120,48,4939,0,0,4,3,0,0,0,0,0,4,252,278,956,2451,1096,1080,718,148,42,7028,0,0,7,8,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,10,0,0,17,13,3,0,3,0,0,34,0,0,0,19,4,5,3,0,0,25,0,8,98,83,13,11,3,0,3,225,0,0,0,3,5,3,0,0,0,10,0,0,0,12,3,3,0,0,0,23,4,4,106,115,69,73,93,21,3,501,0,0,7,10,6,0,0,0,0,22,0,6,22,36,3,0,0,0,0,69,0,0,20,21,14,9,9,9,0,78
LGA19799,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,0,0,0,4,5,3,6,3,0,26,4,14,12,39,31,53,60,24,7,239,0,0,0,0,0,0,0,0,0,0,9,22,20,42,34,34,43,24,6,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
