LGA_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
LGA11730,0,0,0,0,0,0,0,0,0,0,1225,2822,2368,3855,2689,3313,2886,1478,471,21108,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,8,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,10,4,50,87,135,198,113,37,633,0,0,0,8,0,3,5,0,0,13,0,0,0,0,3,3,3,0,0,12,0,0,0,3,8,21,27,7,3,70,0,0,0,0,0,0,0,3,0,10,0,0,0,0,5,8,0,0,0,12,0,3,0,28,4,5,3,3,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA11750,0,0,0,0,0,0,0,0,0,0,165,290,225,519,233,263,146,66,27,1923,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,0,14,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11800,0,5,28,16,11,0,0,0,0,61,1890,4163,3475,5896,3432,4017,2977,1485,510,27846,0,0,0,13,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,16,5,14,11,4,0,55,0,0,0,0,0,3,0,0,0,8,0,0,8,11,10,9,7,0,0,44,0,0,0,0,0,4,3,5,0,15,0,5,0,9,3,0,11,4,0,36,0,41,33,132,203,243,309,196,72,1225,0,0,0,10,7,13,3,0,0,35,0,0,3,3,5,3,4,0,0,24,0,6,3,20,17,17,60,48,9,181,0,0,0,0,4,3,0,0,0,12,0,0,3,5,6,9,3,0,0,30,11,25,47,268,60,55,35,13,9,524,0,0,0,5,3,3,3,0,0,9,0,6,6,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4
LGA12000,0,0,0,0,0,0,0,0,0,0,117,311,205,338,240,243,205,120,31,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,14,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12150,0,0,0,0,0,0,0,0,0,0,123,228,173,302,236,224,176,87,33,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12350,0,0,0,0,0,0,0,0,0,0,314,689,630,992,677,758,676,357,121,5212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,9,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,31,25,4,92,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,4,0,24,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12380,21,125,1039,2236,398,202,57,16,6,4097,7600,10897,8146,9942,2916,2626,1737,852,427,45144,3,21,57,397,48,50,7,0,0,586,0,0,11,64,54,40,35,15,0,228,0,0,8,51,44,35,11,7,3,154,0,4,6,31,10,10,3,0,0,65,0,3,7,43,48,27,50,21,0,197,23,153,746,2614,1255,1137,482,279,84,6769,0,0,0,26,52,65,127,100,10,387,3,36,27,181,44,53,58,41,3,445,4,33,22,110,104,163,185,87,43,754,0,23,53,312,168,149,78,32,4,822,0,0,5,14,6,5,3,8,0,36,0,0,9,33,15,14,58,25,10,166,0,0,3,21,13,39,101,112,28,318,0,12,84,227,89,137,48,7,0,615,188,571,926,5044,584,277,142,71,16,7824,12,15,40,143,60,34,35,7,5,341,15,133,228,889,135,75,28,13,4,1509,16,85,219,700,395,165,37,17,3,1639
LGA12700,0,0,0,0,0,0,0,0,0,0,234,579,435,756,551,610,457,225,56,3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,19,24,30,15,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12730,0,0,0,0,0,0,0,0,0,0,236,488,436,710,421,573,385,241,79,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,12,24,8,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12750,0,0,0,0,0,0,0,0,0,0,696,1829,1404,2461,1744,2448,2231,1019,352,14186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,3,29,0,0,0,0,3,3,3,4,0,18,0,0,0,4,3,0,4,3,0,15,0,0,0,0,4,0,25,22,0,51,0,0,0,0,0,3,0,0,0,7,3,14,10,44,108,184,305,184,51,903,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,13,0,0,0,3,5,17,66,37,10,142,0,0,3,0,0,4,8,7,0,31,0,0,0,0,0,0,0,0,0,4,0,5,0,20,3,3,3,0,0,39,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12850,0,5,52,82,27,9,4,0,3,179,5516,10653,10201,8767,2460,2150,1031,513,229,41516,0,0,8,32,12,6,0,0,0,55,0,3,29,131,102,99,44,42,3,446,18,50,195,996,843,664,399,127,52,3331,0,3,5,9,3,0,0,0,0,29,0,11,17,156,146,167,209,70,3,790,8,29,108,405,305,381,251,175,140,1808,0,0,27,101,122,210,210,203,54,934,3,11,10,43,20,48,44,34,7,218,3,15,15,47,89,136,157,70,30,561,0,8,53,216,138,149,52,21,3,640,0,5,9,18,13,7,8,3,0,63,0,3,14,25,18,25,106,45,15,254,0,19,27,13,14,40,56,34,11,221,0,3,20,109,24,42,19,8,3,219,0,11,45,216,48,52,28,9,3,422,4,10,20,77,27,25,32,7,7,197,4,47,110,342,126,107,61,57,21,862,65,654,1305,3373,1778,1184,653,305,74,9381
LGA12870,0,0,0,0,0,0,0,0,0,0,304,681,544,893,648,776,737,383,123,5088,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,12,17,23,46,36,10,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12900,0,0,0,0,0,0,0,0,0,0,286,613,542,835,517,536,476,264,74,4132,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,9,15,4,3,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA12930,0,0,0,0,3,0,0,0,0,3,3993,7010,6398,8092,3976,2971,2164,1178,645,36428,4,9,81,374,31,20,4,0,0,519,0,0,4,46,37,32,22,12,8,168,0,0,3,15,7,8,6,0,0,40,3,0,14,27,13,9,3,0,3,73,0,4,0,39,33,27,28,6,0,132,94,262,1501,4120,1799,1602,726,450,137,10695,0,3,3,26,46,48,71,97,12,321,4,18,16,157,117,133,134,69,30,669,8,46,43,232,201,209,216,83,36,1072,0,14,21,122,74,52,35,13,0,330,0,0,0,26,15,7,3,3,0,62,4,4,8,29,23,15,33,22,7,137,0,20,27,52,95,212,296,282,90,1077,15,45,191,600,301,415,163,45,9,1788,28,53,87,689,112,76,61,32,0,1133,7,21,72,359,109,57,44,21,0,701,0,3,4,56,17,13,5,0,0,87,0,0,3,22,10,9,7,0,0,47
LGA12950,0,0,0,0,0,0,0,0,0,0,130,246,203,342,237,252,207,139,49,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13010,0,0,0,0,0,0,0,0,0,0,195,474,386,758,432,566,480,252,66,3615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,28,34,16,4,87,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13310,0,0,3,0,0,0,0,0,0,3,840,1750,1632,2971,1661,1556,1204,571,179,12362,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,0,6,3,0,4,0,0,14,0,0,0,3,0,3,0,0,0,9,0,0,3,18,5,4,0,0,0,32,0,0,0,4,0,3,3,3,0,9,0,0,0,3,0,0,4,4,0,11,0,9,3,33,63,79,102,50,13,362,0,0,0,9,6,0,0,0,0,16,0,3,0,3,0,0,8,0,0,13,0,0,0,4,6,7,19,8,3,56,0,0,0,0,0,3,4,11,4,19,0,0,0,3,0,3,0,0,0,13,0,6,7,56,3,3,3,4,0,80,0,0,3,4,0,3,0,0,0,10,0,0,0,3,3,3,0,0,0,12,0,0,0,8,0,0,0,0,0,13
LGA13340,0,0,0,0,0,0,0,0,0,0,305,764,540,812,610,651,512,217,81,4482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,27,35,3,4,86,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,8,3,3,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13450,0,5,11,42,21,6,4,0,0,84,808,1504,1263,2136,1152,1100,589,348,106,9004,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,3,11,3,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,6,7,33,19,12,29,15,5,127,0,9,16,33,15,14,3,3,0,89,0,0,3,3,0,0,0,0,0,10,0,0,3,7,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,4,36,41,276,72,57,12,4,0,511,0,0,0,0,0,0,0,0,0,4,0,0,3,10,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3
LGA13510,0,0,0,0,0,0,0,0,0,0,286,698,511,871,583,684,603,372,110,4720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,21,33,9,10,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13550,0,0,0,0,0,0,0,0,0,0,452,763,630,1222,632,704,476,296,96,5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,10,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13660,0,0,0,0,0,0,0,0,0,0,150,312,217,401,307,316,319,184,37,2249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,9,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13800,0,0,0,0,0,0,0,0,0,0,2005,4250,4166,6691,3567,2806,1668,717,231,26104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,3,0,0,27,0,0,0,5,0,4,9,0,0,11,0,0,15,44,20,12,10,6,0,107,0,0,0,0,8,8,11,5,0,38,0,0,0,0,0,9,9,0,0,16,5,25,30,156,244,251,233,114,42,1103,0,0,0,13,6,4,8,0,0,34,0,0,0,8,8,3,3,0,0,18,0,3,0,10,17,26,55,30,7,155,0,0,0,3,0,15,14,16,4,46,0,0,0,8,3,6,3,0,0,20,0,0,0,30,8,7,14,9,0,71,0,0,3,3,0,3,4,3,0,20,0,0,0,8,6,3,0,0,0,19,0,0,0,3,4,0,0,0,0,6
LGA13850,0,0,0,0,0,0,0,0,0,0,65,158,151,211,185,173,143,79,19,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,9,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13910,0,0,0,0,0,0,0,0,0,3,530,1206,919,1548,997,1068,958,459,149,7829,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,19,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,4,0,4,9,21,32,47,16,6,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,7,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA14000,0,0,3,26,17,23,17,0,0,92,3998,8156,6894,8304,5040,4282,2897,1629,817,42004,3,0,7,33,8,13,3,0,0,66,0,0,0,3,4,6,0,3,0,19,0,0,0,11,9,0,0,0,0,15,0,9,13,44,42,29,9,9,0,156,0,3,0,7,14,21,19,9,0,77,57,198,306,1554,671,457,339,179,46,3798,0,0,0,4,23,13,13,11,3,70,0,3,3,16,22,22,19,13,8,104,36,229,198,568,691,537,551,286,89,3180,0,0,10,36,45,24,21,8,5,153,0,5,10,40,19,9,8,3,3,92,0,13,14,53,53,34,67,45,18,299,0,0,0,0,3,12,18,22,3,57,5,34,120,281,167,324,117,37,9,1099,36,218,214,1277,498,263,138,53,25,2731,0,10,29,105,46,43,24,15,6,275,14,44,43,407,125,100,61,24,10,825,0,0,0,9,9,6,3,3,0,36
LGA14100,0,0,0,0,3,0,0,0,0,8,357,914,1002,856,573,466,391,172,119,4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,5,0,0,25,0,0,0,0,0,0,0,0,0,8,5,10,30,45,31,30,10,27,16,196,0,0,0,0,3,0,0,0,0,8,0,0,0,3,5,3,7,3,5,22,5,27,20,58,60,35,58,18,8,289,0,0,0,0,5,0,0,0,0,10,0,0,3,3,3,3,0,0,0,10,0,0,6,0,6,8,7,3,7,36,0,0,0,0,6,15,7,13,3,40,0,5,8,16,10,12,9,3,0,62,0,0,0,22,11,7,3,8,3,57,0,0,0,5,4,0,0,0,0,13,0,0,0,16,4,3,0,0,0,27,0,0,0,0,3,0,0,0,0,4
LGA14170,0,0,3,7,0,3,0,0,0,15,4840,7520,6582,17894,6684,4406,2373,806,306,51417,0,10,23,195,30,15,3,0,0,272,0,0,0,22,8,4,4,5,0,50,0,0,7,13,3,10,4,0,0,43,3,11,16,155,62,27,14,0,0,296,0,3,5,93,33,20,21,13,3,191,11,67,469,970,437,417,208,150,64,2782,0,0,0,16,17,21,25,40,5,133,0,4,9,37,16,31,54,26,20,195,50,176,182,1808,1066,567,407,132,30,4412,0,0,3,92,43,49,23,8,0,224,3,10,25,165,35,19,16,3,3,288,3,8,14,112,80,57,61,27,15,375,0,5,10,61,84,122,271,449,159,1162,6,19,50,198,54,72,39,12,3,459,33,65,118,840,92,63,36,16,8,1267,0,11,54,211,47,35,29,10,0,401,0,3,9,130,25,20,9,4,3,193,0,6,10,23,14,9,0,0,0,56
