LGA_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
LGA16610,0,0,0,0,0,0,0,0,0,0,631,1417,1209,1878,1223,1374,1170,622,194,9717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,17,22,41,50,31,11,174,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,8,0,30,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA16650,0,0,0,3,0,0,0,0,0,8,3046,4676,3981,6998,2686,1746,1125,620,346,25234,12,28,201,990,81,26,5,0,0,1346,0,0,3,48,22,17,7,9,0,111,0,0,0,8,7,5,3,0,0,23,0,3,3,37,9,4,3,0,0,69,0,4,10,56,52,33,52,15,0,218,9,49,647,1501,541,547,296,130,42,3759,0,0,0,26,18,27,29,53,12,162,3,29,19,157,87,150,130,85,35,690,9,20,31,252,167,120,127,61,26,814,0,9,18,98,59,42,38,13,3,276,0,3,5,47,13,7,8,5,0,82,0,3,3,45,14,16,26,15,8,130,4,31,31,91,115,225,363,452,127,1441,3,9,45,214,66,119,56,11,3,519,38,40,57,702,69,49,25,16,5,996,3,17,57,246,60,42,32,11,3,466,0,5,6,76,12,12,10,0,0,131,0,3,3,24,20,9,3,4,0,71
LGA16700,0,0,5,48,27,20,14,3,0,121,3122,5043,4656,6894,3122,2429,1471,837,522,28100,4,6,53,150,7,3,4,0,0,230,0,0,0,8,12,9,6,0,0,39,0,0,0,18,5,0,4,0,0,35,3,6,13,46,22,15,11,5,0,112,0,0,0,26,15,16,21,3,0,84,62,162,1157,2743,803,676,364,254,86,6310,0,0,0,13,20,20,43,39,12,144,3,12,5,39,28,36,45,32,15,203,20,60,60,323,275,207,198,95,32,1276,0,3,6,52,38,21,25,16,0,161,0,8,5,44,10,7,6,0,3,86,0,8,7,67,22,13,42,22,7,188,0,3,4,12,15,22,48,59,24,183,14,24,128,532,171,292,135,37,9,1348,58,85,199,1485,159,121,62,31,13,2215,5,20,88,250,72,51,30,22,7,540,3,21,30,430,106,92,66,34,9,791,5,13,6,34,20,16,10,4,0,101
LGA16900,0,0,0,0,0,0,0,0,0,3,2160,4419,4209,6752,3152,2597,1718,784,245,26043,0,0,0,0,3,0,0,0,0,0,0,0,4,7,3,6,6,3,0,30,0,0,0,7,0,0,3,0,0,11,0,0,5,14,6,4,3,0,0,30,0,0,0,10,28,14,28,14,0,94,0,3,10,21,5,4,3,0,0,42,0,0,0,3,13,19,19,35,10,94,0,4,0,14,9,7,5,5,0,43,0,17,32,124,340,354,318,225,69,1491,0,0,0,16,3,3,0,0,0,23,0,0,0,5,7,0,5,0,0,23,0,0,0,6,22,61,82,57,15,246,0,0,0,4,7,12,9,14,3,53,0,0,0,7,3,6,3,0,0,14,5,9,3,47,5,9,6,3,3,88,0,0,0,5,0,4,0,0,0,11,0,0,0,7,6,0,3,0,0,13,0,0,0,0,3,0,3,0,0,7
LGA16950,0,0,0,4,0,0,0,0,0,3,2479,5253,4608,8084,4629,5602,4978,2516,870,39012,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,11,3,15,12,0,0,48,0,0,0,7,6,11,10,8,0,39,0,4,10,36,20,13,12,3,0,101,0,0,0,3,10,8,35,31,0,84,0,0,0,3,0,8,12,4,0,35,3,43,47,134,313,474,725,426,130,2307,0,0,3,10,3,8,6,0,0,35,0,0,0,6,7,3,7,7,0,30,0,0,0,9,17,51,106,69,10,255,0,0,0,0,3,9,33,23,3,84,0,0,3,11,7,4,7,3,0,28,3,11,7,81,8,5,13,8,3,142,0,0,4,9,3,4,4,7,0,27,0,0,0,7,3,0,3,0,0,13,0,0,3,11,4,3,3,0,0,20
LGA17000,0,0,0,0,0,0,0,0,0,0,729,1504,1563,2498,1367,1128,674,298,94,9859,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,11,28,50,41,45,23,3,198,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,4,0,0,0,3,4,4,5,7,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,9,0,0,0,12,0,3,0,0,0,21,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17040,0,0,0,0,0,0,0,0,0,0,474,1208,1028,1910,1182,1147,756,323,97,8123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,3,4,0,26,0,0,0,0,3,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,13,49,60,84,85,36,8,343,0,0,0,3,0,3,0,0,0,4,0,0,0,3,3,0,3,0,0,14,0,0,0,4,12,14,35,27,10,101,0,0,0,0,0,3,3,5,0,12,0,0,0,12,0,3,0,0,0,20,0,0,0,10,0,0,3,4,0,22,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA17080,0,0,0,0,0,0,0,0,0,0,372,823,647,1277,813,837,696,375,99,5936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,12,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,8,13,32,36,26,3,120,0,0,0,7,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,13,3,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,20,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
LGA17100,0,0,4,4,3,0,0,0,0,7,983,1503,1710,1811,618,469,260,144,80,7582,0,0,8,46,10,5,0,0,0,76,0,0,0,3,0,3,3,0,0,14,0,0,3,11,7,3,4,3,0,30,0,0,0,7,0,0,0,0,0,17,0,0,3,4,8,6,8,0,0,31,7,43,215,658,282,291,132,90,35,1754,0,0,0,0,5,0,4,20,0,40,0,3,7,25,16,41,20,9,0,118,4,8,8,61,33,17,21,16,8,165,0,0,3,21,8,14,10,4,0,63,0,0,0,10,7,0,3,0,0,21,0,0,3,9,3,0,17,4,3,34,0,0,0,3,8,11,25,26,6,79,0,8,35,109,47,80,36,13,0,323,84,137,290,1750,148,86,60,24,12,2593,0,3,13,48,12,6,6,3,0,103,0,0,3,34,3,0,0,0,0,41,0,0,0,5,3,0,0,0,0,15
LGA17150,0,0,0,0,0,0,0,0,0,3,6710,13237,11815,20940,10533,9400,6206,3132,1452,83436,0,0,4,27,10,6,0,0,0,49,0,0,5,28,27,27,6,6,0,96,0,0,0,8,9,5,4,0,0,27,3,8,11,71,38,21,24,7,0,183,0,3,6,40,52,28,37,6,0,173,16,51,100,444,256,240,107,66,19,1297,0,4,0,17,35,41,43,49,11,197,0,4,9,67,51,109,111,60,13,438,43,187,188,877,834,687,729,382,147,4079,0,3,3,54,29,36,18,11,3,154,0,5,12,40,33,14,11,9,0,119,3,5,17,55,65,51,110,84,23,411,3,5,6,25,65,129,132,110,22,498,6,10,22,89,44,95,58,15,0,335,5,22,38,246,106,53,59,32,9,577,0,6,16,73,30,31,23,19,3,196,0,5,4,35,6,11,3,0,0,68,0,0,3,10,3,8,3,4,0,29
LGA17200,0,0,0,13,0,3,0,0,0,21,2899,2691,4954,19979,5726,4040,2248,799,237,43571,0,0,38,145,9,3,4,0,0,207,0,0,3,41,16,10,4,0,0,76,0,0,10,26,3,3,3,3,0,59,3,4,60,344,69,36,11,10,0,543,0,0,14,183,36,12,23,9,0,267,32,92,4107,2823,363,352,228,201,69,8266,0,0,3,31,16,17,26,17,0,118,0,0,9,56,31,28,23,9,8,157,24,58,428,3178,880,556,362,130,30,5632,0,0,10,90,31,21,22,4,0,187,5,14,169,793,65,20,22,6,3,1087,0,3,87,340,87,47,77,36,3,680,0,3,0,55,23,40,78,101,48,347,11,14,310,471,116,114,45,26,7,1106,22,13,248,1244,103,41,29,6,5,1703,3,20,1036,1422,92,47,58,11,3,2694,0,4,29,300,33,19,11,0,0,403,0,0,9,42,15,5,9,0,0,80
LGA17310,0,0,0,0,0,0,0,0,0,3,1879,3851,3077,5567,3029,3081,2421,1267,375,24542,0,0,0,20,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,12,31,9,15,3,0,0,70,0,0,0,0,5,0,0,3,0,5,0,0,0,5,0,0,0,0,0,8,0,7,8,41,65,84,108,64,14,391,0,3,0,14,4,0,0,0,0,23,0,4,0,0,0,0,0,0,0,3,0,0,0,4,0,4,12,19,5,45,0,0,0,0,0,0,0,3,0,4,0,0,0,10,0,4,0,0,0,11,3,11,3,101,11,8,3,0,0,130,0,0,0,0,0,0,3,3,0,8,0,0,0,4,5,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3
LGA17350,0,0,0,0,0,0,0,0,0,0,175,411,308,483,339,379,344,162,69,2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,4,6,3,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17400,0,0,0,0,0,0,0,0,0,0,127,343,248,424,346,481,413,179,35,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,36,17,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17420,0,0,9,75,38,37,17,5,0,177,4650,10505,8429,10219,5422,4226,3154,1300,375,48281,0,10,14,62,34,26,18,0,0,169,0,0,3,10,15,4,4,3,0,38,0,0,0,12,14,4,0,0,0,36,0,7,22,51,23,26,3,3,0,136,0,0,6,30,39,19,20,4,0,120,53,150,200,1616,617,497,328,105,39,3611,0,0,0,15,48,41,46,34,3,187,0,14,14,71,51,77,69,20,10,324,29,167,226,453,615,430,471,238,62,2687,0,0,19,119,97,62,34,15,0,350,0,0,6,21,11,10,3,4,0,50,0,8,22,50,47,36,96,40,5,301,0,0,0,5,10,34,52,27,3,138,9,33,71,300,150,281,108,37,4,989,15,155,207,1250,548,362,202,81,27,2851,0,13,64,152,65,40,34,15,5,385,0,52,54,361,196,109,45,16,3,835,0,0,4,30,21,15,4,4,0,85
LGA17550,0,0,0,0,0,0,0,0,0,0,2318,4790,4031,6900,4212,4778,4047,2176,919,34167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,5,3,30,16,17,5,6,0,81,0,0,0,6,4,0,0,0,0,11,0,3,19,36,7,16,8,4,0,89,0,0,0,0,3,3,5,4,0,16,0,0,0,5,0,3,3,3,3,19,9,63,57,211,317,349,534,459,181,2168,0,3,0,18,6,3,3,3,3,40,0,6,3,22,6,9,4,7,3,59,0,4,6,14,17,26,76,39,12,195,0,0,0,0,5,8,0,4,3,21,0,0,0,8,3,3,4,0,0,17,0,13,21,86,17,14,20,6,6,180,5,0,3,0,0,3,7,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17620,0,0,0,4,0,0,0,0,0,4,405,909,624,1294,740,791,575,286,101,5715,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,17,15,29,15,4,120,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,0,0,0,0,0,3,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17640,0,0,0,0,0,0,0,0,0,0,236,419,328,582,496,510,423,220,74,3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,17,29,8,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17650,0,0,0,0,0,0,0,0,0,0,147,383,279,476,332,407,329,118,29,2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,19,18,7,5,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17750,0,0,12,36,9,0,0,0,0,59,2094,3817,4097,6192,2996,2906,2012,1012,394,25514,0,4,0,31,0,3,0,0,0,40,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,5,12,7,3,0,0,0,26,0,0,0,3,3,3,3,0,0,10,4,11,20,69,18,7,8,0,0,136,0,0,0,0,0,0,0,3,0,6,0,12,4,16,14,7,0,0,0,57,0,19,18,67,78,89,77,45,22,417,0,0,7,14,3,0,3,0,0,28,0,0,0,7,5,0,0,0,0,15,0,0,0,3,10,9,20,12,10,66,0,0,0,0,0,3,6,3,0,15,0,0,3,14,3,3,0,0,0,27,10,36,18,219,40,9,6,0,0,336,0,0,0,0,0,0,0,4,0,11,0,14,4,25,0,3,0,0,0,47,0,0,0,13,0,0,0,0,0,22
LGA17850,0,0,0,0,0,0,0,0,0,0,79,161,122,239,182,208,190,80,19,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17900,0,0,0,0,0,0,0,0,0,0,196,361,278,537,305,403,288,104,22,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,3,0,8,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,17,15,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,0,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17950,0,0,0,0,0,0,0,0,0,0,96,163,109,239,149,173,143,68,22,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18020,0,0,0,0,0,0,0,0,0,0,221,544,408,637,490,613,522,302,91,3837,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,18,23,18,6,79,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,9,3,3,18,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18050,0,0,0,4,0,0,0,0,0,4,1872,2767,1863,5440,1998,1301,774,367,177,16563,0,0,3,18,5,0,0,0,0,26,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,3,3,93,23,9,4,3,0,139,0,0,15,135,14,0,5,0,0,179,0,12,37,76,31,36,23,14,11,243,0,0,0,4,3,3,5,6,3,27,0,0,0,9,3,10,19,16,7,63,18,104,115,1417,401,193,145,65,25,2480,0,0,0,8,9,5,3,0,0,29,4,6,29,284,32,17,15,5,0,395,0,3,10,135,37,7,31,16,10,252,0,0,0,8,7,14,26,22,12,92,3,11,14,32,18,13,6,7,6,101,0,3,7,64,12,14,20,12,6,146,0,0,8,27,13,15,9,3,0,71,0,0,3,19,9,3,6,3,0,49,0,0,0,10,0,0,10,5,0,21
LGA18100,0,0,0,0,0,0,0,0,0,0,81,209,136,273,197,248,238,125,49,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,6,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,0,0,0,0,0,0,0,0,218,401,307,596,404,434,341,161,44,2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,12,8,7,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18230,0,0,4,0,0,0,0,0,0,7,1642,3225,2821,4884,2580,2452,1743,954,332,20641,0,3,0,27,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,5,0,4,7,51,12,5,3,0,0,80,0,0,0,0,0,0,3,3,0,3,3,3,0,10,3,3,0,0,0,20,0,9,7,36,46,47,78,33,11,270,0,0,0,14,3,3,3,0,0,24,0,0,3,6,0,0,3,0,0,11,0,0,0,3,4,3,11,3,0,32,0,0,0,4,0,0,7,7,0,17,0,0,0,0,0,0,0,0,0,8,8,11,9,143,13,6,0,0,0,190,0,0,0,3,0,0,4,0,0,15,0,0,0,14,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,8
