LGA_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
LGA14200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,0,0,7,0,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,14,0,0,0,0,0,0,11,13,3,24,0,0,0,7,0,0,0,0,0,11,0,0,6,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6,0,24,0,3,5,27,19,14,17,3,3,94,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA14300,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,11,0,0,0,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,3,3,28,17,14,3,0,0,66,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA14350,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,6,0,3,0,26,3,4,8,3,3,45,0,0,0,0,0,3,3,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,3,0,0,25,0,0,0,5,0,0,3,5,0,13,0,3,0,3,3,0,0,0,0,12,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,4,0,0,5,0,0,0,8,3,3,3,0,0,16,0,0,0,0,3,9,4,5,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,0,0,0,0,3,13,27,15,3,59,0,0,9,58,57,79,44,18,5,262,0,0,0,0,3,3,4,3,0,18,0,3,0,0,3,0,0,0,0,8
LGA14400,0,0,0,0,0,7,4,6,3,24,3,6,0,3,3,5,3,3,0,20,0,0,0,12,6,3,6,0,0,31,0,3,0,6,3,3,0,0,0,16,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,24,11,15,14,7,4,84,0,0,3,3,10,24,23,19,7,93,0,3,3,3,3,3,0,0,0,12,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,5,0,0,18,0,0,0,0,4,3,14,8,0,29,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,14,31,10,0,65,0,19,15,100,60,58,35,12,3,317,0,3,0,4,3,13,16,9,0,43,0,0,0,0,0,0,0,0,0,0
LGA14500,0,0,0,9,15,17,24,28,3,104,41,198,282,857,490,648,326,106,19,2956,31,78,98,817,402,260,183,94,42,2004,0,10,40,219,83,64,71,29,12,526,12,51,38,511,230,170,92,33,13,1135,0,0,0,14,9,8,3,0,0,32,0,37,13,101,116,55,52,21,8,407,0,3,7,29,46,61,86,92,51,377,17,85,76,252,161,105,61,30,5,786,23,191,278,940,533,285,156,60,7,2481,0,0,6,19,40,35,29,11,4,143,3,58,104,427,286,254,206,73,18,1429,0,0,0,0,3,11,5,0,4,37,0,0,0,13,8,12,15,3,5,60,0,0,0,9,25,6,11,16,10,72,0,3,25,50,7,3,6,0,0,92,3,44,28,42,70,37,67,51,19,372,13,172,291,381,544,382,243,154,56,2237,0,0,0,16,28,11,18,13,3,98,0,6,3,59,23,35,12,3,0,144
LGA14550,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,12,0,0,0,4,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,10,0,0,0,0,0,0,0,3,0,7,0,3,0,3,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,10,0,21,0,4,3,16,20,52,26,8,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,6,12,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
LGA14650,0,0,0,6,9,22,58,38,14,138,0,10,12,24,24,37,6,3,3,116,7,37,38,349,69,61,53,35,10,668,0,10,27,48,22,15,17,8,3,155,0,4,3,35,6,4,3,5,0,58,0,4,0,13,0,11,0,0,0,27,7,33,16,98,45,35,50,34,7,321,0,4,10,16,31,73,121,115,51,415,3,9,8,28,9,7,4,8,3,82,0,13,34,102,15,12,5,3,3,182,0,0,0,8,11,10,6,3,0,43,0,4,13,86,66,69,46,17,0,306,0,0,0,3,10,25,64,8,6,115,0,0,0,6,4,11,9,3,0,42,0,0,7,23,8,3,0,4,3,43,0,3,4,19,4,0,0,0,0,27,0,12,0,32,30,69,217,98,52,527,23,88,152,666,449,381,292,147,68,2266,0,3,0,8,20,14,38,14,8,114,0,13,0,51,7,3,12,0,0,83
LGA14700,0,0,0,3,8,17,19,23,5,68,3,33,39,188,84,92,56,17,0,514,20,48,24,602,74,42,28,16,9,856,0,3,15,78,14,19,20,0,8,158,6,0,12,241,46,46,28,6,0,398,0,0,0,0,3,3,0,0,0,7,0,15,11,134,46,19,17,12,0,238,0,4,5,59,16,23,29,32,20,192,7,24,24,189,59,23,24,3,0,359,8,20,13,201,38,19,10,4,0,312,0,0,0,13,20,5,15,8,7,61,0,13,25,198,84,91,53,19,7,484,0,0,0,7,0,6,3,0,0,19,0,0,0,11,5,7,0,0,0,21,0,0,0,5,4,0,5,0,0,14,0,7,80,218,3,0,0,0,0,309,0,8,3,17,17,6,11,11,4,84,17,26,62,261,158,121,79,27,12,757,0,0,0,7,9,9,14,0,0,34,5,5,3,40,10,4,3,0,0,63
LGA14750,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,61,11,14,0,0,0,88,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,69,61,25,185,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,10,14,27,18,10,12,3,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
LGA14850,0,0,0,0,0,0,3,3,0,5,0,0,0,0,7,3,4,0,0,19,0,3,10,50,15,9,15,6,0,108,0,0,3,27,0,3,0,3,0,47,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,4,0,3,0,14,12,8,7,3,3,51,0,0,4,10,4,17,29,60,46,172,0,0,3,15,13,4,0,0,0,42,0,0,3,19,0,6,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,9,8,14,13,0,4,0,49,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,4,17,17,30,37,17,3,116,0,12,36,104,134,158,63,12,3,528,0,0,0,3,3,4,8,3,4,25,0,4,0,15,0,4,0,0,0,26
LGA14870,0,0,0,0,3,3,5,3,0,13,0,0,3,4,9,8,0,0,0,16,0,0,0,35,5,3,5,3,0,63,0,3,0,4,7,3,3,0,0,14,0,0,3,3,5,0,0,0,0,12,0,0,0,13,3,0,0,0,0,19,0,0,0,8,4,3,11,6,0,31,0,0,0,5,3,17,14,7,5,52,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,6,0,0,4,3,8,3,0,0,0,19,0,0,3,8,11,3,0,3,0,25,0,0,0,0,0,4,7,0,0,12,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,20,5,57,0,13,17,53,43,47,38,6,0,208,0,0,0,0,4,4,0,4,0,11,0,0,0,0,0,0,0,0,0,3
LGA14900,0,17,37,88,121,168,249,212,38,937,0,3,35,139,52,85,23,3,4,343,84,389,411,2719,923,457,185,68,35,5265,7,36,69,415,142,91,76,22,5,861,4,50,108,400,145,142,53,22,3,932,63,769,1440,4037,1609,1100,570,214,78,9885,3,27,6,43,36,29,24,20,6,200,3,9,30,133,296,479,775,641,317,2682,0,13,3,46,16,5,4,3,3,87,3,0,11,113,20,17,20,8,0,196,22,78,177,1607,1008,746,387,125,29,4169,3,34,54,194,100,108,70,15,11,588,0,0,4,16,46,169,296,127,21,685,0,4,14,85,80,96,89,39,23,427,3,3,23,54,37,26,7,0,3,150,0,16,35,336,23,15,9,0,0,438,0,4,4,19,12,29,35,25,21,151,87,444,740,1300,421,285,104,25,11,3414,0,3,5,8,15,28,25,15,5,92,17,159,174,610,231,91,20,8,0,1310
LGA14920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,13,0,0,3,13,14,8,15,3,0,52,0,0,0,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,9,3,3,4,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15050,0,0,0,0,3,4,13,3,0,28,0,0,3,9,9,19,0,0,0,42,4,39,15,254,48,21,16,9,0,407,0,3,3,16,6,3,6,0,3,46,0,0,0,7,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,14,3,5,0,28,10,11,15,15,4,82,0,0,0,4,8,7,16,14,10,66,0,0,3,3,5,4,0,0,0,12,0,0,3,33,0,3,0,0,0,41,0,0,0,4,7,0,0,0,0,10,3,4,8,32,28,11,0,3,0,88,0,0,0,3,4,4,11,7,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,13,5,23,47,27,6,118,15,46,56,278,159,126,71,20,3,782,0,0,0,7,7,10,4,9,0,43,0,6,8,18,17,7,0,0,0,58
LGA15240,0,0,0,0,0,3,15,10,0,32,0,3,0,3,13,13,3,0,0,32,4,20,12,118,4,5,15,11,10,205,0,3,0,17,11,8,7,8,0,52,0,0,0,3,4,3,4,0,0,19,0,0,0,4,4,6,0,0,0,17,0,3,3,14,17,10,42,35,7,131,0,0,0,9,8,20,41,41,16,132,0,0,0,7,6,0,5,0,0,23,0,0,3,24,3,9,3,0,0,43,0,0,0,3,7,3,5,3,0,21,0,0,3,11,10,15,10,5,0,59,0,0,0,0,10,22,54,8,3,100,0,0,0,4,0,11,11,0,0,25,0,0,5,3,3,0,0,0,0,11,0,0,0,9,0,0,0,0,0,19,0,0,0,6,18,49,159,70,37,347,3,17,21,146,157,261,212,91,29,946,0,0,0,4,10,7,26,11,7,75,0,0,0,10,0,0,0,0,3,11
LGA15270,0,0,0,0,3,3,3,5,6,19,0,0,0,0,0,0,0,0,0,3,0,6,0,32,5,9,0,4,0,50,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,3,0,3,4,0,30,0,0,0,0,8,6,8,5,3,32,0,0,0,5,0,0,0,0,0,8,0,3,0,9,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,6,0,0,0,9,4,3,0,3,0,17,0,0,0,0,3,6,12,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,8,31,14,0,65,0,4,4,61,63,50,35,20,3,231,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA15300,0,0,0,0,0,0,6,0,0,3,0,0,0,3,0,3,0,0,0,13,0,3,0,42,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,10,3,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,11,0,10,10,19,19,24,7,3,0,90,0,0,0,9,3,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0
LGA15350,0,0,0,3,0,10,14,10,6,46,11,34,30,56,30,17,19,11,0,207,0,8,12,102,33,18,22,7,15,231,3,0,3,27,0,10,4,4,0,57,0,0,3,33,12,12,14,0,0,76,0,0,0,3,0,7,0,0,0,11,4,16,3,89,36,21,15,10,3,210,3,6,7,43,27,22,31,19,8,160,0,24,9,80,43,12,10,5,3,194,0,3,5,47,19,11,0,0,0,89,0,0,3,0,7,5,4,0,0,23,0,3,6,49,23,29,15,10,6,146,0,0,0,4,0,6,3,0,0,10,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,3,0,0,0,9,0,3,13,65,0,0,0,0,0,76,3,14,3,31,33,13,22,9,3,123,3,36,50,189,209,156,92,45,13,801,0,0,0,18,5,10,14,0,0,49,0,0,5,4,3,3,0,0,0,15
