LGA_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
LGA11700,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,..,9,34,4,6,0,7,5,0,6,83,..,0,9,6,5,4,6,0,0,0,42,..,0,0,0,0,0,0,6,0,0,8,..,0,0,0,0,0,0,0,0,0,4,..,0,9,9,7,4,5,8,0,3,48,..,0,0,0,0,0,0,0,0,0,0,..,9,46,17,19,4,12,10,4,14,133,13,28,26,6,3,0,3,3,0,0,85,4,3,12,7,9,0,0,0,3,6,42,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,12,4,9,0,4,3,9,6,52,0,0,0,0,0,0,0,0,0,6,6,13,28,38,16,12,3,7,3,6,12,142,67,11,39,9,7,3,12,10,0,6,168,10,12,57,11,11,5,13,9,6,6,137,0,0,5,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,10,12
LGA11730,..,14,25,13,14,11,9,7,7,0,103,..,0,12,0,0,0,5,4,3,3,40,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,12,0,0,0,5,3,4,6,42,..,0,0,0,0,0,0,0,0,0,0,..,14,42,13,17,7,20,17,12,6,141,7,18,8,8,4,0,3,4,0,3,56,3,3,5,0,0,0,3,0,0,9,25,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,14,0,0,0,3,0,0,9,36,0,0,0,0,0,0,0,0,0,3,3,9,26,25,8,4,3,7,4,3,10,89,40,15,19,5,10,8,5,11,3,10,120,5,5,34,5,10,11,11,4,8,0,101,0,0,6,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,3,5,9
LGA11750,..,0,3,0,3,0,3,0,0,6,16,..,0,4,0,8,0,0,0,0,0,17,..,0,0,0,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,8,3,3,0,0,0,23,..,0,0,0,0,0,0,0,0,0,0,..,0,10,3,11,3,7,0,0,6,38,3,0,0,4,0,0,0,0,0,0,11,0,0,5,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,6,0,0,0,0,0,25,7,3,7,3,3,0,0,0,0,3,32,0,3,9,0,9,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA11800,..,34,107,36,30,25,8,31,11,23,310,..,16,82,9,52,59,56,35,28,14,350,..,0,0,0,0,3,20,26,31,4,81,..,0,0,0,0,0,0,7,0,0,9,..,16,86,15,51,64,78,67,51,14,441,..,0,0,0,0,0,0,0,0,0,0,..,49,191,45,79,97,87,91,64,41,749,43,74,54,6,9,12,7,20,6,14,243,6,45,76,30,33,42,61,38,27,13,372,0,0,0,0,5,11,7,22,23,15,90,0,3,0,0,0,0,0,0,4,0,4,6,44,79,31,35,56,69,63,58,26,469,0,0,0,0,0,0,0,0,0,3,3,52,124,130,41,47,63,73,88,60,46,724,109,43,97,29,33,25,13,27,6,8,387,39,41,300,34,50,37,67,50,21,18,666,0,4,20,3,12,21,37,48,21,22,190,0,0,6,0,0,0,0,0,0,0,9,39,49
LGA12000,..,3,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,10,3,0,3,0,0,0,0,0,0,3,13,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12150,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,7,0,0,0,0,0,0,0,9,0,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12350,..,0,4,0,0,0,0,0,0,0,9,..,3,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,4,8,..,0,0,0,0,0,0,0,0,0,0,..,3,8,0,0,0,0,0,0,8,14,3,7,6,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,13,6,0,0,0,0,0,0,3,27,4,0,3,0,3,0,0,0,0,3,17,4,3,10,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
LGA12380,..,92,294,66,95,75,86,79,34,68,892,..,308,1232,346,395,564,472,358,162,170,4004,..,0,21,11,40,104,148,241,256,90,923,..,4,4,3,3,4,7,4,9,8,47,..,308,1257,360,441,673,634,604,431,273,4977,..,0,0,0,0,0,0,0,8,15,28,..,407,1556,433,536,751,719,684,471,350,5902,223,378,199,27,50,47,73,80,57,52,1177,840,1801,1718,426,611,889,1031,1068,804,277,9467,4,47,103,67,138,237,185,236,210,119,1344,3,14,8,9,3,6,11,6,10,9,68,844,1863,1835,498,755,1128,1226,1306,1024,396,10874,0,3,3,0,0,0,0,3,0,17,31,1068,2241,2041,524,809,1177,1298,1389,1075,469,12085,685,230,384,59,100,122,89,86,71,71,1888,2627,2805,6936,994,1530,1826,1747,1552,886,455,21359,46,347,1124,276,557,842,454,423,218,227,4518,14,35,49,15,25,14,15,9,3,10,194,2684,3183
LGA12700,..,0,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,8,0,0,0,0,0,0,0,12,5,0,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,14,3,3,4,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12730,..,0,0,0,0,8,3,0,0,0,12,..,0,0,0,7,3,0,0,4,0,14,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,7,3,0,0,4,0,15,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,9,7,4,0,4,0,28,6,5,0,0,0,0,0,0,3,3,18,0,0,4,0,3,0,3,7,0,0,16,0,0,0,0,0,0,3,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,7,5,0,30,0,0,0,0,0,0,0,0,0,0,0,6,12,3,0,7,3,6,9,6,3,49,5,3,3,3,0,3,0,3,0,4,22,0,0,11,0,0,7,4,6,5,0,36,0,0,0,0,0,5,17,13,3,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12750,..,8,26,4,8,10,10,4,0,8,78,..,0,3,0,3,3,4,0,4,3,21,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,3,3,7,0,3,3,23,..,0,0,0,0,0,0,0,0,0,0,..,10,32,4,11,11,9,3,3,10,105,12,19,6,0,3,0,3,0,0,3,56,4,3,0,3,4,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,0,0,3,0,7,24,0,0,0,0,0,0,0,0,0,0,0,20,21,8,3,10,0,3,3,0,6,75,26,11,16,3,4,3,0,4,0,7,79,11,11,25,0,11,8,13,3,8,3,84,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,4,11,11
LGA12850,..,38,153,39,72,53,63,65,34,45,565,..,258,830,271,323,492,368,337,78,136,3094,..,6,13,10,53,77,123,185,355,142,960,..,3,9,0,0,4,0,3,10,3,32,..,268,855,277,378,568,494,527,438,280,4091,..,0,0,0,0,0,0,0,3,10,23,..,307,1010,322,448,621,557,588,479,340,4679,182,207,136,27,35,28,27,26,17,30,723,979,1331,1623,334,430,618,485,413,189,200,6609,7,12,82,47,106,219,188,222,227,95,1222,8,9,11,0,3,5,4,3,0,0,49,994,1357,1720,387,534,846,686,643,423,303,7885,0,0,0,0,0,0,0,0,0,4,14,1180,1564,1852,412,572,876,717,674,441,337,8623,591,145,130,24,28,53,22,39,18,53,1111,3774,1695,2268,381,428,520,394,333,130,244,10168,101,298,990,255,308,473,351,312,243,140,3464,23,21,14,0,0,5,8,3,3,5,83,3891,2010
LGA12870,..,0,5,7,0,0,3,4,0,3,17,..,0,3,0,4,0,0,0,0,0,9,..,0,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,4,0,0,7,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,10,7,4,0,3,3,0,3,28,4,3,3,0,0,0,0,0,0,0,12,0,0,7,0,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,5,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,3,4,3,0,25,7,3,3,3,0,0,3,0,0,0,24,0,0,7,3,3,0,9,7,5,0,45,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA12900,..,3,0,0,3,0,0,0,0,0,12,..,0,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,3,4,0,8,3,0,3,0,0,19,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,4,22,7,0,8,0,0,0,3,0,0,0,19,3,3,15,4,3,5,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LGA12930,..,77,186,45,43,60,43,49,31,36,569,..,114,394,117,172,159,184,116,57,57,1365,..,3,12,11,22,36,72,118,89,49,416,..,0,0,0,0,0,3,4,8,0,9,..,120,412,127,199,200,258,235,150,107,1798,..,0,0,0,0,0,0,0,0,5,3,..,194,593,172,235,260,301,283,181,149,2366,167,205,107,17,32,18,26,44,47,35,698,373,661,805,284,366,508,830,890,724,204,5650,0,18,40,24,43,74,118,159,120,63,653,0,3,3,0,3,4,3,3,3,3,22,377,683,849,301,414,591,948,1053,851,266,6325,0,0,0,0,0,0,0,0,0,3,8,537,886,950,323,441,614,974,1102,894,305,7025,492,179,295,63,58,68,58,57,38,34,1335,1667,1746,4257,625,695,900,1121,952,479,236,12667,26,134,313,64,115,138,183,179,84,63,1310,12,9,25,4,0,7,0,3,4,0,64,1703,1890
LGA12950,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,4,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,4,4,6,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,12,0,0,3,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13010,..,3,6,0,0,0,0,0,0,3,10,..,0,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,4,6,0,4,0,0,0,0,7,20,3,3,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,3,0,0,16,0,0,3,0,0,0,0,0,0,0,12,0,4,10,0,0,0,4,6,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA13310,..,7,40,5,6,12,3,10,0,0,83,..,0,18,3,5,3,15,13,4,0,59,..,0,0,0,0,0,0,0,4,4,10,..,0,0,0,0,0,0,0,0,0,5,..,0,18,3,9,3,15,15,13,3,73,..,0,0,0,0,0,0,0,0,0,0,..,11,55,9,13,11,22,23,10,3,157,10,14,14,3,0,0,0,5,0,8,58,4,5,20,3,5,0,10,8,4,0,63,0,0,0,0,0,0,0,6,12,3,18,0,0,0,0,0,0,0,0,0,0,0,4,4,23,3,5,0,11,16,16,3,87,0,0,0,0,0,0,0,0,0,19,19,10,14,38,12,10,3,11,19,16,24,162,39,14,19,12,5,7,5,12,0,0,110,19,21,76,12,15,16,28,38,14,5,244,0,3,11,5,0,3,3,5,9,3,44,0,0,0,0,0,0,0,0,0,0,3,19,24
LGA13340,..,3,6,3,6,0,0,0,3,0,26,..,0,0,0,5,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,6,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,3,8,5,14,0,0,0,3,0,34,3,0,5,3,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,4,0,0,3,0,4,22,3,5,9,0,4,3,0,0,3,0,30,3,3,6,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LGA13450,..,10,28,15,11,10,8,10,3,9,107,..,16,44,15,22,32,28,20,0,12,178,..,0,0,0,0,6,8,6,9,5,35,..,0,0,0,0,0,0,0,0,0,3,..,16,45,18,23,36,35,22,13,21,216,..,0,0,0,0,0,0,0,0,0,0,..,20,68,36,32,48,45,34,16,29,328,21,42,19,3,7,9,7,15,3,8,135,9,49,66,10,16,21,21,31,27,11,267,0,0,0,0,0,3,6,13,14,17,63,0,0,0,0,0,0,0,0,0,0,0,9,47,66,10,16,20,27,46,38,35,330,0,0,0,0,0,0,0,0,0,0,0,30,89,79,18,22,28,41,67,42,37,467,37,34,32,17,13,3,8,11,9,9,171,38,64,206,28,48,52,43,47,25,25,574,0,11,31,3,13,29,30,44,21,43,228,3,0,3,0,0,0,0,0,0,0,6,45,71
LGA13510,..,0,6,0,0,0,0,0,0,0,9,..,0,3,0,0,0,6,0,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,5,0,0,0,20,..,0,0,0,0,0,0,0,0,0,0,..,0,9,3,0,0,7,0,0,3,25,8,4,0,0,0,0,0,0,0,0,17,0,0,5,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,3,14,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,6,0,6,24,11,3,6,0,0,0,0,3,0,0,25,0,4,10,0,0,0,3,10,3,4,31,0,0,0,0,0,4,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA13550,..,0,3,0,5,0,4,0,3,9,26,..,0,4,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,3,0,0,15,..,0,0,0,0,0,0,0,0,0,0,..,0,6,0,11,5,3,3,3,6,41,6,0,5,0,0,0,0,0,0,5,20,0,3,3,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,4,0,16,0,0,0,0,0,0,0,0,0,0,0,6,3,9,3,0,3,0,4,4,8,29,9,13,6,3,4,0,5,5,0,0,43,0,3,16,3,0,3,3,0,0,3,38,0,0,0,0,0,0,0,4,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA13660,..,0,6,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,7,0,0,0,0,0,0,3,10,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,3,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA13800,..,14,55,9,22,5,11,12,4,9,140,..,3,14,3,3,3,4,7,0,0,51,..,0,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,3,14,3,3,3,6,11,3,0,54,..,0,0,0,0,0,0,0,0,0,0,..,16,70,11,27,9,18,24,3,9,197,49,78,43,12,10,3,11,3,6,9,216,15,22,24,3,9,4,10,12,3,3,114,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,15,22,27,3,9,4,10,11,5,6,123,0,0,0,0,0,0,0,0,0,0,0,63,97,67,17,22,12,25,11,12,16,337,161,55,79,11,24,12,14,14,8,10,397,51,44,70,16,19,15,16,28,14,4,277,0,3,6,3,0,3,0,3,3,4,31,0,0,0,0,0,0,0,0,0,0,3,51,49
LGA13850,..,0,0,0,0,4,3,0,3,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,8,0,3,0,15,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,3,6,0,0,0,0,3,0,0,16,0,0,14,0,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
