LGA_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
LGA10050,0,0,5,9,6,3,5,4,6,0,0,0,0,0,3,48,0,3,0,0,3,5,23,36,0,9,9,7,5,11,0,116,0,3,8,27,3,0,0,0,0,0,0,0,0,0,3,48,0,0,0,9,0,0,0,0,0,0,3,0,4,0,0,22,0,0,3,3,9,12,9,4,0,0,0,0,0,0,0,41,0,98,68,24,14,7,6,5,0,0,0,0,3,3,13,248,0,17,24,7,3,3,0,0,0,0,0,0,0,0,3,54,0,0,0,4,10,8,3,0,0,0,3,3,0,0,3,38,0,4,0,6,7,9,42,271,29,38,38,42,34,20,14,559,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,16,0,0,0,0,4,4,3,3,0,5,0,4,3,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,11,10,4,10,4,11
LGA10130,0,0,3,16,6,7,14,5,0,0,0,0,3,0,0,54,0,0,0,3,3,10,32,38,14,7,15,35,62,39,25,277,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,11,6,0,0,3,0,0,0,3,0,33,0,12,14,8,15,13,18,5,0,0,3,0,0,0,3,103,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,3,5,6,0,4,0,0,0,3,0,0,26,0,0,3,0,3,3,18,53,3,3,12,22,18,12,8,163,0,3,0,0,4,0,8,3,0,0,0,3,6,4,0,35,0,0,0,0,4,7,3,3,10,5,7,0,6,3,3,47,0,0,0,0,0,0,3,7,3,5,22,30,11,0,0,89,0,0,8,0,7,3,7,0
LGA10250,0,0,4,16,14,9,19,7,0,3,3,0,3,4,6,91,0,4,3,0,7,5,15,13,0,0,0,0,6,0,5,62,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,11,6,0,10,4,0,3,0,0,3,0,0,5,44,0,46,22,13,11,7,11,8,0,3,3,0,0,0,3,141,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,22,3,5,4,5,0,5,13,41,0,3,12,6,0,0,0,107,0,3,4,0,0,5,4,5,3,3,3,0,0,0,3,33,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,26,7,5,12,17
LGA10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
LGA10470,0,3,3,7,8,3,13,11,4,0,3,0,0,0,0,58,0,4,0,0,4,11,20,15,7,14,7,4,7,3,12,121,0,0,7,9,0,0,3,0,0,0,0,0,0,0,3,21,0,0,3,3,0,3,6,0,0,0,0,0,0,0,3,19,0,0,0,3,4,12,12,3,0,0,0,0,0,0,12,49,3,39,19,7,10,4,3,4,0,3,0,0,0,0,8,99,0,0,6,5,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,0,0,5,4,3,0,0,0,3,0,3,4,23,0,4,3,4,3,9,24,70,8,9,15,13,16,4,3,172,0,3,3,0,0,0,4,5,0,0,0,0,0,3,0,17,0,0,0,0,0,0,8,0,3,3,3,0,4,0,4,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,14,0,4,5,9,3,6,13,6
LGA10550,0,0,6,12,10,8,15,9,4,0,0,0,3,0,0,54,3,0,3,0,0,7,3,8,0,0,0,0,0,3,0,37,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,16,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,16,0,61,62,29,28,23,17,11,0,0,3,0,4,0,6,238,0,4,8,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,4,4,0,0,5,11,0,0,0,0,0,0,3,46,0,5,5,4,0,0,0,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,13,8,10,12,6
LGA10600,0,0,0,5,0,0,7,3,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,12,10,22,15,6,3,0,0,0,0,0,0,3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,6,0,0,0,0,0,3,3,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,6
LGA10650,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,11,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,6,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
LGA10750,0,6,8,28,32,39,62,41,7,6,8,7,15,22,15,294,0,20,60,34,147,947,1284,1131,144,179,140,186,147,95,151,4658,0,17,128,509,65,133,130,0,0,0,3,3,3,0,27,1025,3,34,68,312,105,476,366,226,32,58,92,69,51,17,44,1955,4,0,4,70,467,2212,2433,957,170,154,154,121,88,68,178,7080,0,343,170,127,74,53,83,37,7,8,8,9,4,9,32,952,0,40,237,245,45,36,28,14,4,12,9,5,3,0,23,692,0,0,11,36,170,371,185,51,14,8,23,11,18,15,32,944,4,8,23,270,336,1902,6919,9423,786,898,1124,1351,1207,829,684,25761,0,11,15,56,171,292,593,184,29,18,20,15,27,15,40,1483,0,0,0,34,88,267,453,242,124,110,99,39,34,21,37,1550,0,0,0,26,37,201,576,302,106,74,130,54,109,31,39,1684,0,5,39,163,35,108,58,79
LGA10800,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA10850,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0
LGA10900,0,0,13,39,34,24,44,19,7,3,0,0,3,3,3,197,0,15,27,0,12,27,46,47,3,3,3,8,12,9,6,214,0,6,19,32,6,4,3,3,0,0,0,0,0,0,9,74,0,15,19,17,4,3,0,0,0,0,0,0,0,0,0,52,0,3,4,18,12,20,8,0,0,0,3,0,0,0,4,81,0,150,117,86,75,36,51,18,4,3,3,4,4,0,15,557,0,13,29,15,3,0,3,0,0,0,0,0,0,0,4,69,0,3,11,8,23,15,15,5,0,0,4,4,3,0,4,97,3,13,15,58,20,29,32,24,3,11,8,10,17,7,8,261,3,13,16,8,7,7,15,8,0,8,3,9,24,13,3,129,0,0,0,0,4,13,9,3,0,0,0,0,0,0,0,32,0,0,0,4,0,13,0,0,0,3,0,0,0,0,0,21,3,6,24,87,29,46,39,20
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11100,0,0,0,0,7,4,16,14,6,3,5,4,0,3,0,66,3,7,13,17,87,308,399,503,117,161,161,272,293,228,136,2689,0,3,46,88,3,7,11,0,0,0,0,0,0,0,3,168,0,40,105,113,19,33,11,8,0,3,3,0,0,3,18,370,0,0,3,8,46,99,49,17,0,6,7,0,3,5,10,259,0,13,21,23,7,12,17,11,3,3,0,0,3,0,0,124,0,61,323,236,20,19,16,5,7,8,4,10,9,4,40,761,0,0,3,31,71,98,89,34,15,3,7,6,14,10,7,382,0,0,0,26,30,78,123,152,34,49,66,59,63,56,30,766,0,0,0,20,100,242,583,348,89,80,88,107,104,46,34,1841,0,0,0,4,4,28,17,12,6,14,12,9,9,6,0,137,0,0,3,11,20,88,129,39,15,5,14,53,19,15,7,409,0,0,0,23,15,39,61,116
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,10,9,8,0,3,3,0,0,0,0,0,0,0,0,33,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,14,3,4,6,6,8,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA11300,0,0,0,4,0,3,4,11,0,0,0,0,3,5,0,32,3,21,74,48,164,1094,1457,1423,353,418,536,642,710,352,289,7576,0,4,68,91,3,3,0,0,0,0,0,3,0,0,8,172,0,3,11,27,6,20,0,0,0,0,9,4,4,4,3,96,3,0,0,15,21,50,13,4,0,0,8,0,8,5,4,135,0,29,8,4,3,5,7,3,3,3,4,3,0,0,10,84,0,40,196,101,9,3,3,0,0,0,4,4,3,0,27,385,0,3,10,48,143,192,112,77,15,30,36,31,31,14,25,757,0,0,0,39,38,88,187,295,74,79,148,179,224,151,60,1566,0,0,0,8,32,32,64,60,11,8,18,8,12,3,16,277,0,0,0,3,3,3,0,13,3,3,11,0,3,3,0,54,0,0,0,0,3,4,9,4,0,0,0,0,0,0,0,27,0,3,4,22,6,20,24,41
LGA11350,0,0,5,25,24,17,28,25,3,13,4,0,7,3,9,160,0,3,0,0,3,3,0,3,0,0,4,0,0,0,0,20,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,9,0,0,3,0,0,0,0,3,0,0,3,19,0,24,25,26,54,68,60,37,3,8,3,13,0,3,11,341,0,6,5,4,0,3,3,0,0,0,0,0,0,0,0,28,0,0,5,5,7,0,3,0,0,0,0,0,0,0,0,20,0,0,12,12,5,9,14,11,0,0,0,0,0,0,0,67,0,0,3,0,7,0,3,4,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,11,17,11
LGA11400,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,8,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,6,5,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,7,0,3,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
LGA11450,0,0,0,7,9,21,24,13,0,0,7,4,8,0,3,98,0,3,9,0,38,95,109,122,8,20,25,17,13,9,20,493,3,5,31,87,11,27,21,3,0,0,0,0,0,0,5,192,0,7,11,25,6,32,12,25,4,6,6,5,4,0,4,158,0,0,0,3,40,182,182,59,24,8,13,9,3,4,22,541,0,78,53,28,17,17,18,10,4,3,0,0,0,0,10,257,0,7,22,26,3,5,3,0,0,16,0,0,0,0,4,91,0,0,3,8,10,19,15,7,5,0,3,0,0,0,6,78,0,8,3,40,15,83,157,217,31,24,28,15,19,16,16,675,0,0,6,3,18,14,32,10,0,0,0,3,4,0,4,89,0,0,0,3,5,19,21,15,9,3,0,4,0,0,0,84,0,0,4,14,19,59,116,45,4,6,16,6,0,0,4,296,0,3,8,44,31,31,20,24
LGA11500,0,0,6,13,13,18,35,23,0,7,5,0,6,0,0,132,3,8,45,10,56,322,425,358,70,62,42,53,43,31,43,1568,0,7,74,194,16,32,40,0,3,4,0,0,0,0,11,393,0,20,31,61,44,229,107,129,32,27,46,19,21,20,15,798,0,0,3,53,211,909,786,338,49,48,55,69,48,26,65,2678,0,119,128,90,38,24,43,17,5,0,0,0,0,0,14,483,0,8,107,121,15,23,13,9,3,0,0,0,0,0,9,315,0,4,5,9,55,90,53,21,9,3,3,0,12,3,5,269,0,3,5,125,103,495,1161,1614,184,164,218,191,156,123,79,4625,0,4,5,9,74,94,221,116,14,16,9,5,6,10,14,597,0,0,0,20,24,21,49,29,18,19,4,0,4,0,7,203,0,0,4,13,15,67,279,177,41,16,36,24,12,10,4,704,0,9,29,107,34,51,23,18
LGA11520,0,0,0,16,13,19,24,31,10,5,8,9,6,3,3,150,4,16,61,50,140,955,1771,2095,464,568,631,673,600,241,367,8647,0,0,48,67,10,15,9,3,0,4,3,0,0,0,4,162,0,32,53,87,32,60,19,11,10,8,8,3,10,10,18,367,0,4,10,17,39,55,30,6,0,3,3,5,0,0,3,188,0,55,29,21,26,23,32,34,7,5,5,12,3,3,7,272,5,74,360,147,19,10,3,8,0,4,4,0,7,0,18,657,0,4,18,62,218,379,226,100,38,31,30,30,22,13,21,1194,0,3,3,100,84,192,361,362,85,134,132,208,223,182,51,2113,0,4,6,16,49,31,128,64,12,14,8,24,13,5,9,388,0,0,0,3,21,60,32,68,38,32,22,18,26,4,4,327,0,0,0,8,9,9,4,17,0,0,0,3,0,0,0,56,0,4,18,39,24,86,99,102
LGA11570,0,0,5,26,27,29,46,29,11,0,5,8,9,6,7,204,11,50,124,145,595,4377,5236,3869,592,580,720,748,678,381,744,18846,0,18,162,280,32,53,40,3,0,0,3,5,0,0,20,616,3,72,188,503,201,512,384,399,53,91,90,85,87,47,126,2847,0,0,23,92,349,839,459,206,25,27,50,22,31,17,105,2241,3,263,116,93,66,45,70,37,4,5,5,4,11,3,19,748,9,439,2908,2338,337,180,116,38,44,108,68,79,51,22,312,7042,4,10,23,118,455,865,386,142,16,33,56,40,23,28,57,2247,0,14,22,160,159,475,995,1506,148,184,246,401,350,266,149,5073,0,6,14,76,363,701,1097,731,96,84,103,86,114,50,115,3628,0,0,0,10,38,70,131,83,34,75,124,14,17,5,38,630,0,0,7,32,25,160,751,312,108,139,158,72,38,15,51,1862,8,13,40,112,46,75,86,60
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,7,0,0,0,0,0,0,0,20,0,0,0,3,6,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
LGA11650,0,8,20,89,74,73,136,88,9,18,14,4,12,6,11,562,13,42,79,15,60,204,376,326,56,60,68,61,43,32,70,1498,0,15,75,115,9,14,6,4,0,0,8,0,0,0,13,266,0,72,95,78,21,25,10,15,6,6,4,0,0,3,12,348,0,4,18,42,58,115,45,32,12,10,5,3,4,5,25,379,7,338,252,135,96,73,102,84,9,10,13,7,0,5,45,1171,0,54,135,92,13,3,11,0,0,4,0,0,0,0,10,332,6,5,15,33,41,65,47,15,3,5,3,8,4,0,14,266,3,35,33,127,61,70,169,393,88,104,76,77,66,46,51,1393,3,24,16,23,42,45,75,54,16,8,17,16,18,5,12,384,0,0,0,16,11,23,23,19,10,3,3,0,4,8,0,123,0,0,3,7,3,8,9,8,3,0,3,0,0,6,4,58,5,35,83,259,105,178,131,121
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,0,0,0,5,0,3,8,16,0,0,0,0,0,0,3,39,0,3,3,0,10,5,11,9,0,5,0,0,0,0,8,49,0,0,9,4,0,0,3,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,3,8,4,7,0,0,0,0,3,0,11,47,0,86,32,12,6,5,5,3,0,0,0,0,0,0,11,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,0,6,3,10,0,3,14,32,9,3,4,0,8,0,7,97,0,0,0,8,3,3,9,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,8,3,3
