LGA_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
LGA11730,0,3,3,11,6,3,8,3,3,4,6,3,0,0,6,49,0,0,0,0,9,3,12,12,0,8,0,5,3,3,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,3,0,0,3,0,3,0,0,3,0,0,5,31,0,55,34,12,15,8,6,6,0,0,0,0,0,0,3,157,0,3,7,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,11,4,3,0,0,0,0,0,0,0,30,0,4,3,11,4,3,7,31,4,3,3,4,7,3,4,87,0,3,0,3,0,0,3,3,0,0,0,3,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,12,3,3,0,3
LGA11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA11800,3,3,5,29,29,19,20,17,3,0,0,0,3,3,0,135,0,4,8,0,3,19,19,27,7,8,0,4,13,3,6,129,0,7,4,15,0,0,3,0,0,0,0,0,0,0,0,24,0,9,10,4,0,3,5,9,0,3,6,0,4,0,3,52,0,0,7,13,12,11,23,5,0,3,0,5,0,0,0,77,0,89,83,42,44,40,36,16,3,3,0,5,3,3,11,374,0,3,8,4,3,0,0,0,0,0,0,0,0,0,0,21,0,0,4,11,8,8,3,0,0,0,0,6,9,3,5,59,0,21,27,73,55,105,88,348,12,35,82,74,38,31,47,1041,0,4,3,0,9,3,3,4,0,3,3,3,0,0,0,43,0,0,0,0,0,0,0,0,0,4,6,13,0,0,0,44,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,13,0,7,13,25,7,12,30,40
LGA12000,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12350,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,3,4,0,3,0,3,0,0,3,19,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,0,0,0,0,7,0,26,6,3,3,0,0,0,0,0,0,0,0,0,0,39,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,4,0,0,0,0,0,3,4,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0
LGA12380,0,0,0,14,7,13,21,18,7,0,0,7,10,14,7,121,0,14,161,58,434,2695,3678,3546,555,527,575,630,516,263,480,14131,0,12,146,476,25,64,49,4,0,3,0,5,0,0,30,814,0,15,32,149,44,137,146,121,25,24,26,26,34,24,31,829,0,0,6,41,192,631,474,235,30,41,25,24,23,14,53,1800,0,106,52,39,21,22,40,22,0,0,7,5,8,4,20,345,0,38,312,216,37,16,8,0,4,3,0,4,0,0,30,668,0,0,7,41,189,431,225,116,22,29,27,35,48,27,38,1232,0,3,14,203,128,607,2575,4879,472,667,850,1372,1258,860,404,14307,0,3,0,19,82,131,285,146,42,19,20,18,19,11,38,833,0,0,0,22,29,180,411,323,151,344,695,90,60,32,70,2417,0,0,6,34,41,262,1168,511,141,149,278,109,80,69,64,2921,0,7,11,109,31,32,25,20
LGA12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,3,0,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
LGA12730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,15,3,7,5,4,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12750,0,0,7,14,12,5,11,15,3,3,0,0,0,0,0,64,0,3,6,0,0,3,8,3,3,0,0,6,0,0,0,40,0,3,46,52,3,0,0,0,0,0,0,0,0,0,6,109,0,3,4,4,0,0,0,0,0,0,0,0,0,0,3,11,0,3,5,3,6,3,0,0,0,0,0,0,0,0,0,19,0,119,92,54,16,13,10,3,0,0,0,0,0,0,9,317,0,3,22,16,0,0,0,0,3,0,0,0,0,0,0,43,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,13,0,3,5,10,0,5,5,12,4,13,4,3,0,0,3,77,0,4,3,3,3,3,0,0,0,0,3,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,22,8,13,6,8
LGA12850,0,0,0,8,4,12,18,11,0,3,0,0,3,0,0,63,3,17,143,45,680,1110,798,568,76,91,95,84,80,35,220,4048,0,29,318,928,61,197,315,4,9,4,5,3,0,3,66,1938,0,32,42,89,32,79,52,37,7,3,18,6,8,9,14,430,0,0,3,33,184,509,353,132,16,32,21,21,21,11,56,1372,0,186,114,69,36,18,39,11,0,0,0,3,3,0,12,498,0,20,114,124,40,22,56,8,0,10,3,3,7,0,32,454,0,0,8,13,108,187,58,23,0,0,5,4,6,0,21,443,0,5,5,44,54,94,99,251,14,23,35,46,37,28,20,747,0,0,0,32,95,132,79,68,9,4,3,17,4,3,17,469,0,0,0,124,154,301,266,145,85,117,245,32,23,10,47,1550,0,3,19,596,620,2214,5156,3665,899,832,1802,1035,747,779,374,18752,0,0,18,46,29,18,7,0
LGA12870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,3,0,0,0,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,29,5,3,4,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0
LGA12900,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,12,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,8,0,3,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12930,0,3,6,10,19,19,39,19,0,3,7,5,0,3,0,142,8,47,109,154,507,4378,6464,4837,870,1003,1083,1343,1315,658,892,23654,0,11,175,339,24,69,40,10,0,0,0,4,0,0,18,701,0,68,133,299,93,305,162,108,8,37,17,27,17,5,34,1317,0,4,11,37,129,224,171,69,12,8,14,15,9,13,22,737,3,62,45,35,29,16,35,25,0,3,10,6,9,4,13,297,3,187,994,710,89,49,41,20,25,44,35,18,12,5,67,2299,3,9,28,136,580,1465,745,233,37,53,71,71,64,35,78,3602,3,9,15,82,76,223,401,468,94,118,126,164,187,130,55,2144,0,3,4,30,107,279,634,286,40,23,37,40,40,19,22,1579,0,0,0,4,7,25,33,23,6,17,18,7,7,0,4,161,0,0,0,3,9,36,30,11,0,0,3,0,0,0,0,92,0,8,12,48,27,48,47,35
LGA12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13010,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,3,0,3,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
LGA13310,0,0,0,3,3,4,6,3,0,0,0,0,0,0,4,24,0,3,0,0,0,6,17,20,4,0,3,3,4,3,7,77,0,0,11,3,0,0,0,0,0,0,0,0,0,0,4,17,0,3,3,0,0,3,0,0,0,0,0,0,0,0,4,23,0,0,0,4,0,10,3,3,0,0,3,0,0,0,3,28,0,20,20,25,3,10,7,3,0,0,0,0,0,0,7,101,0,5,17,7,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,13,0,0,0,9,4,3,3,52,0,13,9,20,26,6,0,145,0,0,0,0,3,3,5,0,3,3,0,0,0,0,4,23,0,0,0,0,0,0,0,10,0,0,0,0,4,0,8,23,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,11,0,0,0,12,0,4,0,3
LGA13340,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,0,0,0,19,0,16,12,6,0,0,0,3,0,0,0,0,0,0,3,49,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
LGA13450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,11,14,20,10,3,0,4,0,4,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,0,18,0,0,0,0,4,36,41,38,0,9,19,6,3,0,8,170,0,0,4,6,0,3,5,7,0,3,0,0,3,3,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,5,4,3,3,3,20,0,0,0,4,21,57,200,347,34,56,67,41,50,37,62,978,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,10
LGA13510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,3,0,0,3,0,0,0,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,13,4,0,0,4,3,0,0,31,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13550,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,0,12,4,3,0,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,4,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,8,0,0,3,3,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,5,7,3,0,0,3,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA13800,0,0,3,13,12,5,14,3,0,9,0,0,0,0,0,57,0,9,0,7,10,37,73,50,4,7,8,5,12,10,13,239,0,3,12,44,0,3,0,0,0,0,0,0,0,0,9,74,0,5,5,5,0,3,3,0,0,0,0,0,0,0,0,28,0,5,4,11,13,17,16,4,4,0,0,0,0,0,4,74,3,90,61,53,22,13,23,8,0,0,3,5,4,0,9,298,4,14,38,30,0,3,0,0,0,0,0,0,0,0,0,88,3,3,5,6,4,10,4,0,0,0,0,0,0,3,3,39,0,3,7,38,12,25,10,16,0,5,0,5,3,0,7,135,0,5,5,3,5,3,12,11,0,3,0,0,0,0,0,46,0,0,0,4,3,15,4,3,0,5,0,0,0,0,0,33,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,12,0,5,13,45,16,49,21,14
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13910,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,3,0,0,3,3,4,10,11,3,0,0,0,0,0,3,32,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,9,10,7,0,3,0,0,0,0,0,0,0,0,3,31,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,16,6,3,7,0,0,0,0,35,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0
LGA14000,0,5,14,54,56,59,66,29,8,9,10,10,3,5,10,341,10,28,65,46,169,1388,2674,1950,301,357,370,414,463,221,303,8745,0,3,23,50,3,19,14,0,0,0,0,0,0,0,8,122,0,17,24,68,8,42,27,9,0,5,7,0,0,0,7,218,4,0,8,23,63,109,76,18,0,9,12,0,7,0,4,341,7,92,103,76,54,56,82,58,9,7,3,8,3,5,16,589,0,16,48,30,8,3,7,0,4,0,0,0,0,0,3,119,5,9,30,63,283,1165,499,140,17,24,19,28,19,15,47,2350,3,18,16,153,198,840,1610,1159,161,194,191,258,290,178,130,5398,3,9,18,28,86,126,218,80,12,10,19,14,11,5,3,651,0,4,3,44,123,278,252,333,122,108,90,51,119,43,38,1601,0,0,3,9,12,10,19,3,0,0,0,0,0,0,0,60,3,8,27,61,32,86,89,54
LGA14100,0,0,3,10,9,4,3,5,0,0,0,0,0,0,0,39,3,5,11,8,16,126,137,56,16,15,12,12,16,3,21,455,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,19,0,3,11,15,9,7,0,0,0,0,0,0,4,0,8,51,0,0,5,3,6,8,3,0,0,0,0,0,0,0,3,22,4,13,6,10,0,9,12,0,0,0,0,0,0,0,10,68,0,18,42,23,0,0,0,0,0,0,0,0,0,0,4,87,0,0,7,11,21,48,20,8,0,4,0,0,4,0,0,132,0,5,3,16,24,19,16,11,0,3,0,5,0,0,6,110,0,0,3,3,6,14,10,3,0,0,0,0,0,0,3,37,0,0,0,3,14,9,11,7,0,4,0,0,0,0,4,56,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,5,7,10,5,19,23,0
LGA14170,0,0,20,73,86,75,133,80,23,21,27,36,41,12,19,633,7,32,58,87,271,1414,1359,1130,193,274,294,337,446,250,230,6373,0,3,89,132,12,33,10,4,0,0,0,3,4,0,19,318,0,23,56,118,27,29,23,15,8,0,15,4,0,0,30,356,3,3,22,56,114,166,70,23,3,5,12,0,12,3,16,508,3,84,63,87,85,71,135,101,15,26,17,23,30,20,36,801,6,175,1300,860,62,31,27,18,7,16,13,12,9,7,149,2694,0,3,23,63,233,285,130,57,20,20,33,19,19,16,30,951,0,12,11,125,67,207,348,487,104,166,177,207,215,142,66,2337,0,3,12,45,87,150,224,147,36,29,47,47,45,27,25,910,0,0,0,13,26,64,30,37,20,31,28,18,18,12,10,314,0,0,0,11,10,21,20,12,0,0,10,3,7,3,3,99,0,11,33,102,80,206,338,249
