LGA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA10850,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,3,0,6,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,6,0,5,0,0,0,0,0,3,3,21,0,39,0,3,0,0,0,6,0,3,0,6,0,22,4,3,0,3,0,3,0,6,3,77,7,106,0,3,0,13,0,12,0,14,0,28,0,64,6,10,0,19,0,10,3,13,0,26,3,86,15,7,0,20,0,7,3,6,0,24,0,84,16,3,0,9,0,10,0,3,0,4,0,47,17,3,0,14,0,8,0,3,0,0,0,44,43,3,0,24,0,11,0,0,0,3,0,86,27,4,0,11,3,0,0,0,0,0,0,53,12,0,0,7,0,0,0,0,0,5,0,26,8,0,0,0,0,3,0,0,0,0,0,15,16,4,3,5,0,4,0,0
LGA10900,0,3,0,0,0,0,0,0,0,63,3,68,0,0,0,0,0,0,0,4,0,35,0,43,0,3,0,0,0,3,0,13,0,34,0,48,0,0,0,0,0,0,0,8,0,21,0,29,3,5,0,0,0,3,0,20,0,222,0,257,3,13,3,4,0,13,0,58,3,95,3,195,5,36,0,14,0,22,3,96,9,692,6,891,17,56,3,26,0,53,3,108,8,409,3,680,20,72,4,71,3,89,7,132,8,498,0,906,52,69,0,126,0,103,10,81,6,322,3,774,61,39,3,108,3,83,6,58,12,128,0,496,107,41,3,119,5,81,3,49,7,123,0,542,300,42,3,222,14,163,14,50,8,117,0,934,275,35,6,187,16,60,7,21,6,56,0,674,206,8,4,77,8,42,6,14,3,23,0,391,139,6,3,31,10,51,6,16,0,15,0,271,230,14,0,86,14,42,3,7
LGA10950,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,7,0,17,0,0,0,0,0,0,0,4,0,7,0,7,0,0,0,0,0,0,0,3,0,28,0,41,6,0,0,0,0,6,0,3,0,12,0,23,3,0,0,4,0,3,0,6,0,3,0,20,0,3,0,5,0,3,0,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,0,16,15,3,0,6,0,0,0,0,0,3,0,34,13,0,0,5,0,0,0,0,0,0,0,21,7,3,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,3,0,0,0,0,0,4,7,3,0,3,0,3,0,0
LGA11100,0,5,0,0,0,0,0,0,0,102,0,108,0,0,0,0,0,0,0,0,0,26,0,29,3,0,0,0,0,0,0,0,0,19,0,22,0,0,0,0,0,0,0,13,0,15,0,21,0,3,0,0,0,3,0,20,3,143,0,172,3,8,0,0,0,16,0,24,3,41,0,102,0,16,0,0,0,28,3,20,3,326,5,402,3,22,3,9,0,34,0,30,0,97,0,196,21,34,0,30,3,69,5,30,4,93,5,292,53,34,0,66,3,50,5,18,5,60,0,291,47,16,0,55,3,55,0,8,0,12,0,210,74,5,3,58,5,41,3,3,0,25,3,220,290,12,8,89,12,50,5,13,4,17,0,503,236,7,4,40,14,18,4,3,3,10,0,339,188,3,11,31,5,10,0,0,0,4,0,259,151,0,0,6,6,24,0,0,0,0,0,187,221,4,0,33,12,19,0,0
LGA11150,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,16,0,21,3,0,0,0,0,3,0,0,0,7,0,14,4,3,0,0,0,4,0,0,0,3,0,15,6,0,0,9,0,3,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,4,0,3,0,0,0,0,0,17,19,0,0,8,0,3,0,0,0,0,0,30,10,0,0,4,0,3,0,0,0,0,0,15,9,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
LGA11200,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,0,18,3,0,0,0,0,3,0,0,0,9,0,10,3,0,0,0,0,4,0,0,0,0,0,8,4,0,0,3,0,0,0,0,0,3,0,13,3,0,0,4,0,3,0,0,0,0,0,13,6,0,0,0,0,3,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,7,0,101,4,124,0,0,0,4,0,3,0,10,0,33,0,51,4,3,3,3,0,9,0,26,4,294,4,360,7,9,0,7,4,24,3,37,3,69,3,161,13,22,0,19,3,26,3,15,3,85,3,187,18,9,4,26,0,19,0,10,3,61,8,154,19,3,0,16,3,15,0,0,0,4,0,67,22,0,5,31,0,18,0,0,0,12,5,104,73,3,3,44,7,33,6,3,8,14,0,196,77,3,0,27,5,6,0,0,0,0,0,127,44,0,0,12,0,3,0,0,0,0,0,67,21,0,0,3,0,8,0,0,0,0,0,31,29,3,0,10,0,11,0,0
LGA11300,0,0,0,0,0,0,3,0,0,177,0,188,0,0,0,0,0,0,0,7,0,50,0,56,0,3,0,0,0,0,0,19,0,29,0,51,0,0,0,0,0,0,0,14,0,14,0,23,0,5,0,0,0,4,0,29,0,114,0,148,0,10,0,0,0,20,0,37,0,37,0,102,0,23,3,3,0,21,0,31,0,248,3,334,0,25,0,12,0,44,0,14,3,87,0,187,5,42,0,50,0,60,0,30,4,73,0,260,36,22,0,68,0,29,3,28,0,45,0,233,53,13,0,54,3,37,3,8,0,15,0,188,61,11,5,39,4,26,7,5,5,22,0,176,155,13,3,55,11,49,3,14,3,32,0,325,113,3,0,43,0,18,0,5,0,13,0,202,83,7,0,19,0,4,0,0,0,9,0,121,51,3,3,11,0,7,0,0,0,0,0,86,105,5,3,22,11,17,0,5
LGA11350,4,0,0,0,0,0,0,0,0,25,0,34,0,0,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,6,0,15,0,29,0,0,0,0,0,0,0,7,0,12,0,11,3,3,0,7,0,3,0,18,4,70,0,104,0,3,0,7,0,8,0,16,0,38,0,73,5,32,0,8,0,7,0,53,5,225,5,341,5,28,0,18,0,29,4,42,0,107,3,238,17,59,0,48,0,35,4,53,3,122,3,334,39,47,6,55,10,28,3,33,3,109,3,332,25,21,0,49,5,10,3,19,4,38,0,185,41,23,5,50,3,21,5,13,0,41,3,213,81,24,8,60,10,20,3,18,0,52,3,279,53,8,0,50,9,13,7,9,0,16,3,166,37,7,0,23,0,5,4,3,0,10,3,97,22,5,0,9,0,9,0,6,0,7,0,52,41,16,3,28,9,18,5,14
LGA11400,0,0,0,3,0,0,0,0,0,20,0,27,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,3,0,6,11,0,0,0,0,0,0,4,0,46,0,65,0,7,0,3,0,7,0,15,0,15,0,42,11,0,0,8,3,8,3,12,5,163,3,215,9,9,0,14,0,19,0,22,3,41,0,126,14,8,3,31,0,20,5,13,4,51,0,141,31,13,4,38,0,25,7,6,3,30,0,151,17,6,3,22,3,5,0,5,0,10,0,68,33,8,0,20,0,11,0,3,0,8,0,93,59,9,0,39,7,21,0,7,0,6,0,149,38,3,0,16,3,4,0,3,0,3,0,77,32,0,3,12,0,0,0,0,0,7,0,60,12,0,0,3,0,6,0,0,0,0,0,28,25,3,0,16,0,3,0,3
LGA11450,0,0,0,0,0,3,0,0,0,95,0,103,0,0,0,0,0,0,0,3,0,23,0,30,0,0,0,0,0,0,0,8,0,22,0,33,0,0,0,0,0,0,0,7,0,11,0,10,8,12,0,0,0,0,0,15,3,166,3,207,3,0,0,3,0,12,0,17,3,61,0,106,0,12,0,6,0,25,0,41,4,543,8,637,6,16,0,16,4,57,5,50,3,190,3,352,21,24,3,37,4,74,6,50,9,247,0,473,59,23,7,88,5,92,3,44,6,127,0,447,71,4,3,85,11,79,3,28,4,48,3,341,123,14,3,94,11,66,3,12,9,39,0,381,565,27,11,207,28,122,13,17,11,64,3,1062,510,13,4,124,31,37,7,6,3,12,0,750,301,6,5,57,13,12,4,4,3,5,0,410,167,4,0,21,5,29,0,0,4,5,0,245,186,4,3,59,6,27,0,3
LGA11500,4,0,0,3,0,0,0,7,0,243,4,260,0,0,0,0,0,0,0,14,0,63,3,82,0,3,0,0,0,0,0,18,0,50,3,81,0,0,0,0,0,4,0,20,0,47,3,75,3,3,0,0,0,9,0,50,4,436,6,518,4,7,0,11,0,40,0,76,6,194,3,339,3,29,0,10,0,91,3,124,12,1248,13,1534,9,42,0,36,4,212,3,117,17,406,9,859,39,56,0,123,7,299,12,94,15,413,10,1065,161,51,5,201,12,238,10,92,21,253,9,1045,198,33,0,200,4,208,12,46,10,90,3,813,305,40,9,177,27,128,5,34,16,59,3,796,843,39,16,282,34,212,6,39,12,82,4,1568,569,12,11,168,23,52,3,11,7,11,3,871,281,6,3,72,6,18,0,5,0,14,0,408,147,3,5,19,3,34,0,10,0,4,0,226,145,4,3,40,9,26,3,5
LGA11520,0,4,0,0,0,6,0,0,0,272,0,288,0,0,0,0,0,0,0,7,0,84,0,92,0,0,0,0,0,0,0,22,3,39,0,61,0,0,0,0,0,3,0,18,0,12,0,41,0,15,3,0,0,9,0,33,4,261,6,320,0,12,0,3,0,20,0,43,0,90,0,179,8,32,0,10,0,58,3,62,8,523,4,704,13,27,3,16,3,74,7,61,8,220,5,428,27,60,5,52,0,121,3,72,9,250,4,599,64,51,5,99,3,101,3,58,3,192,0,576,67,25,0,80,7,96,3,32,5,77,0,400,127,34,5,103,12,80,8,25,7,93,3,490,439,44,12,174,22,182,4,60,10,122,3,1059,449,26,4,143,21,60,11,31,5,78,0,824,443,23,3,101,9,25,0,14,3,41,0,656,372,8,3,41,7,97,3,11,5,19,0,564,907,28,14,156,40,111,10,44
LGA11570,4,0,0,6,0,3,0,11,4,867,14,910,0,7,0,3,0,5,0,21,9,287,3,334,0,8,0,0,0,7,0,71,7,197,3,297,0,0,0,0,0,5,0,84,10,125,0,223,3,25,0,6,0,31,10,133,24,1446,12,1681,0,33,0,11,0,126,3,208,19,432,3,834,17,104,11,35,7,221,8,238,38,3056,39,3769,33,134,5,104,3,404,14,239,36,779,22,1769,100,171,13,247,10,514,19,200,42,726,14,2048,262,151,7,378,28,346,9,135,20,446,19,1804,231,73,11,301,15,284,8,68,15,131,4,1143,402,69,13,309,30,212,10,52,7,122,3,1235,1157,87,18,402,57,298,8,80,20,147,8,2278,796,26,14,229,32,105,9,31,9,44,4,1301,527,16,9,114,13,41,6,7,6,25,3,763,325,5,0,41,8,64,0,3,0,11,0,474,498,18,7,109,16,43,3,13
LGA11600,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,10,0,0,0,0,0,0,0,3,3,0,0,6,3,0,0,3,0,3,0,3,0,24,0,41,3,0,0,3,0,3,0,0,0,7,0,22,0,0,0,3,0,3,3,0,0,8,0,18,3,4,0,9,0,4,0,0,0,0,0,28,5,0,0,14,0,4,0,0,0,0,0,27,13,0,0,7,0,3,0,0,0,3,0,20,13,0,0,12,0,3,0,0,0,0,0,37,14,3,0,3,0,4,0,0,0,0,0,24,9,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,8,12,3,0,0,0,0,0,0
LGA11650,3,0,0,5,0,10,0,10,4,394,11,435,7,3,0,3,0,0,0,38,4,183,7,242,0,3,0,3,0,8,0,47,4,136,0,207,0,0,0,0,0,8,0,28,5,91,5,135,16,40,3,8,0,21,0,96,7,1276,24,1481,5,35,0,12,0,56,9,175,7,502,7,809,15,101,10,46,0,148,9,314,32,4770,83,5539,51,124,10,98,13,359,11,424,47,1810,33,2973,115,214,15,298,23,422,14,359,55,1882,34,3425,303,195,20,529,26,404,22,277,38,1300,26,3146,323,107,21,455,28,316,16,127,21,359,6,1774,517,87,17,472,35,278,17,132,16,346,6,1925,1429,154,29,765,75,443,34,118,23,414,12,3493,1028,67,30,490,42,125,23,75,11,177,0,2065,633,33,22,231,33,53,11,19,5,70,0,1118,332,20,6,85,22,150,5,20,9,50,0,698,508,59,17,249,28,101,10,54
LGA11700,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,18,0,16,3,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,4,0,12,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,3,0,10,3,0,0,6,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
LGA11720,0,0,0,0,0,3,0,3,0,53,0,60,0,4,0,0,0,0,0,9,0,31,0,42,0,0,0,0,0,3,0,10,0,26,0,44,0,0,0,0,0,0,0,6,0,15,0,24,3,3,0,3,0,3,0,25,0,228,3,274,0,6,0,4,0,13,0,42,0,92,0,165,8,11,4,11,0,21,0,61,6,805,9,943,10,20,0,18,0,59,3,74,9,244,3,441,20,33,7,60,4,75,4,54,13,213,3,492,76,30,3,93,8,79,8,26,10,139,0,469,53,12,0,91,6,61,0,26,4,25,0,285,97,6,4,75,7,45,6,16,6,42,3,306,243,24,8,123,21,78,5,20,3,51,7,581,152,11,3,85,12,15,4,3,0,18,0,300,106,3,6,32,5,3,0,4,4,8,0,173,42,0,6,7,0,13,0,5,3,4,0,77,72,7,0,25,6,12,0,7
LGA11730,5,3,0,0,0,0,0,3,0,57,0,66,3,0,0,4,0,3,0,3,0,49,0,64,0,3,0,0,0,0,0,5,0,31,0,46,0,0,0,0,0,0,0,7,0,23,0,31,10,5,0,4,0,4,0,28,7,373,9,447,3,11,0,12,0,10,0,52,10,129,0,226,16,39,0,25,0,34,9,93,8,1196,17,1442,12,45,3,42,5,75,0,104,16,399,9,702,45,48,10,78,3,75,6,79,12,366,6,732,98,48,7,106,9,53,10,40,6,249,0,622,47,24,3,78,4,43,0,24,6,60,0,282,72,25,3,87,5,43,8,23,4,69,0,338,143,27,6,129,7,55,6,15,9,74,3,479,74,14,3,70,10,27,0,5,4,29,0,235,57,6,0,18,5,9,0,10,3,5,0,111,25,3,0,8,3,16,0,0,0,3,0,59,36,3,0,24,3,11,0,4
LGA11750,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,4,0,3,0,11,4,3,0,0,0,3,0,4,0,41,0,60,3,3,0,8,0,4,0,3,3,11,0,35,4,0,0,4,0,9,0,6,3,8,0,24,4,0,0,10,0,8,0,0,0,10,0,32,5,0,0,3,0,7,0,0,0,0,0,22,10,0,0,12,0,4,0,0,0,3,0,31,22,0,0,21,3,12,0,0,0,4,0,61,22,0,0,12,0,0,0,0,0,3,0,39,21,0,0,3,3,0,0,0,0,0,0,35,7,0,0,0,0,4,0,0,0,0,0,11,26,0,0,4,0,3,0,4
LGA11800,0,0,0,0,0,0,0,3,0,85,0,93,0,0,0,0,0,0,0,7,0,27,0,33,3,0,0,0,0,0,0,12,0,37,0,49,0,0,0,0,0,3,0,9,0,20,0,34,8,12,0,3,0,6,0,33,3,360,7,429,0,11,0,5,0,10,3,62,11,139,0,244,15,29,3,8,0,47,4,103,9,1148,15,1392,20,63,5,37,3,88,6,129,9,465,3,833,32,74,3,99,5,105,12,111,7,463,4,916,92,73,7,182,7,85,12,66,6,332,4,875,102,32,3,143,3,51,4,38,3,90,0,480,131,26,8,128,9,49,7,23,3,100,3,485,270,38,5,193,24,79,5,34,10,105,0,755,190,10,3,97,13,41,11,7,3,49,0,424,111,12,0,42,3,5,5,5,0,20,0,200,54,4,0,12,0,16,0,3,5,9,0,98,92,7,4,47,3,19,5,11
LGA12000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,33,0,30,0,0,0,0,0,0,0,4,0,13,0,21,3,3,0,0,0,4,0,4,3,77,0,92,3,4,0,0,0,4,0,10,0,8,0,38,3,3,0,9,0,10,0,3,0,15,0,47,15,4,0,12,0,8,0,4,0,15,0,56,3,4,3,3,0,3,0,5,0,3,0,30,5,3,0,4,0,0,0,0,0,0,0,18,21,3,0,7,0,3,0,0,0,7,0,39,15,0,0,3,0,0,0,0,0,0,0,19,15,0,0,6,0,0,0,0,0,0,0,22,5,0,0,3,0,0,0,0,0,0,0,11,4,0,0,3,0,0,0,0
LGA12150,5,0,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,13,0,0,0,0,0,0,0,7,0,0,0,10,4,3,0,3,0,0,0,5,0,50,0,61,0,0,0,3,0,4,0,4,4,3,0,24,11,0,0,3,0,3,0,0,0,14,0,37,14,6,0,8,0,3,0,8,0,6,0,46,7,0,0,3,0,0,0,0,0,0,0,18,12,0,0,3,0,3,0,0,0,3,0,19,17,0,0,9,5,5,0,0,0,0,0,38,15,0,0,3,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,0,0,0,0
LGA12350,3,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,3,0,12,0,20,0,0,0,0,0,0,0,7,0,5,0,11,3,3,0,0,0,0,0,4,0,65,0,80,0,0,0,3,0,11,0,5,0,18,0,40,9,11,0,9,0,18,0,21,0,236,3,298,11,9,0,7,0,18,0,28,3,63,0,143,15,13,0,26,0,27,6,16,4,63,3,177,25,7,0,41,0,22,0,19,0,41,0,164,17,0,0,22,0,16,0,5,0,5,0,64,34,7,0,14,0,4,0,8,0,10,0,77,53,8,0,31,3,9,0,9,0,15,3,129,20,0,0,11,0,5,3,7,0,3,0,57,17,0,0,3,0,3,0,0,0,6,0,29,10,0,3,6,0,4,0,0,0,0,0,21,19,3,0,7,0,0,0,0
LGA12380,3,0,0,0,0,6,0,4,5,640,5,665,0,0,0,0,0,0,0,13,3,165,5,187,0,3,0,3,0,5,0,37,6,122,0,180,0,0,0,0,0,6,0,61,3,72,3,144,9,10,0,0,0,23,0,80,11,726,9,877,0,22,3,8,0,60,3,126,15,223,5,473,19,92,3,23,3,199,9,177,22,1456,20,2018,21,87,3,58,5,315,6,124,31,441,15,1114,52,140,10,202,10,353,9,122,23,426,11,1353,172,105,10,285,17,239,7,80,15,234,10,1169,202,49,11,217,17,202,10,41,10,71,3,832,287,26,5,170,23,162,3,30,8,63,3,776,796,44,13,271,48,188,4,29,3,98,3,1503,496,14,12,142,23,51,0,15,6,24,0,786,318,12,7,72,6,17,3,3,0,15,0,450,172,0,7,14,3,34,0,0,0,13,0,247,216,11,0,33,18,33,0,8
LGA12700,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,3,0,11,0,14,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,50,0,57,0,4,0,0,0,3,0,4,0,16,0,35,3,4,0,3,0,7,0,10,0,139,3,173,7,3,0,5,0,10,0,15,3,48,0,82,7,9,0,23,0,12,0,12,0,57,3,129,14,10,0,24,0,14,7,17,0,34,0,109,6,11,0,18,5,11,0,0,0,11,0,59,17,3,0,21,4,12,0,0,0,10,0,66,44,5,0,30,0,18,0,6,3,7,0,114,21,0,0,15,0,4,0,0,0,3,0,48,20,0,0,12,0,3,0,0,3,0,0,45,7,0,0,3,0,8,0,0,0,0,0,19,13,3,0,16,3,3,0,3
