LGA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
LGA11720,0,0,0,0,0,8,0,3,0,11,0,0,0,0,3,0,0,0,0,8,0,0,0,5,0,0,0,0,0,4,3,3,6,8,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,15,10,4,4,0,0,38,0,0,3,7,0,0,0,0,0,12,0,0,0,4,4,4,4,3,0,17,0,0,0,0,0,3,0,0,0,7,0,4,3,38,22,32,41,13,7,155,108,248,210,498,306,323,307,121,45,2166,1912,3902,3514,7024,3490,3542,2748,1160,343,27633,0,0,0,0,0,0,0,0,0,0,1753,3420,3110,6045,2875,2939,2072,1078,541,23832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,4,3,0,0,27,0,0,0,0,5,0,0,0,0,3
LGA11730,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,7,3,0,11,0,0,0,4,0,3,0,0,0,5,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,0,12,10,7,15,3,3,56,0,0,0,3,0,0,0,0,0,10,0,0,0,4,0,8,6,6,0,28,0,0,0,9,3,3,5,0,0,21,0,5,7,29,20,21,43,23,9,161,76,183,211,398,289,407,387,219,57,2237,1310,3068,2624,4525,3234,4101,3748,1923,609,25140,0,0,0,0,0,0,0,0,0,0,1076,2548,2172,4002,2834,3396,2823,1648,829,21326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,0,0,23,0,0,0,0,4,0,0,0,0,7
LGA11750,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,19,22,41,33,83,50,51,32,8,6,327,184,344,264,662,307,342,183,80,27,2394,0,0,0,0,0,0,0,0,0,0,154,282,201,483,193,206,135,102,35,1793,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA11800,0,0,0,0,0,3,3,3,3,11,0,0,0,0,4,0,0,0,0,13,0,0,8,34,0,0,0,0,0,44,0,11,10,8,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,6,3,23,17,22,36,3,3,107,0,0,0,8,7,0,0,0,0,15,0,0,0,10,5,7,0,3,3,36,0,0,0,11,5,5,4,0,0,28,11,80,76,125,84,60,77,31,15,568,119,238,271,583,345,471,352,229,106,2711,2058,4709,4114,7596,4461,5220,4187,2188,786,35319,0,11,23,24,12,3,0,0,0,72,1804,4001,3283,6270,3930,4176,3121,1871,849,29310,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,9,0,3,3,5,0,0,0,0,0,10,0,0,0,31,13,21,11,0,3,77,0,0,0,0,0,0,4,0,0,4
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,10,37,16,54,28,34,47,26,11,255,128,353,229,401,284,289,272,163,47,2160,0,0,0,0,0,0,0,0,0,0,111,272,209,354,263,221,223,141,45,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,22,69,54,56,52,18,11,323,137,256,201,384,296,281,237,116,35,1947,0,0,0,0,0,0,0,0,0,0,110,226,179,342,219,202,151,96,53,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12350,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,4,20,6,4,37,19,55,64,110,80,94,78,59,21,577,330,749,713,1146,805,907,855,486,163,6157,0,0,0,0,0,0,0,0,0,0,308,699,594,1016,690,720,663,413,224,5326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA12380,0,0,0,16,17,15,22,15,3,86,14,112,253,1374,485,320,163,84,29,2837,3,4,46,361,12,13,9,0,0,443,5,13,41,103,20,13,12,0,0,201,0,0,0,8,10,11,15,10,3,64,8,20,86,527,505,327,212,80,14,1775,10,37,19,68,7,10,3,0,0,154,8,18,67,472,560,619,220,94,30,2093,0,0,3,6,7,9,8,4,0,30,0,3,17,22,16,3,4,0,0,66,63,289,526,1833,832,525,405,217,80,4769,460,645,877,2360,763,705,504,276,110,6698,8630,14074,15944,38668,12363,10178,6668,3377,1169,111080,21,125,469,957,239,140,61,21,8,2039,7230,10451,7820,10070,2783,2508,1882,1232,927,44903,3,18,43,285,40,18,0,3,0,405,0,0,3,71,53,55,27,27,3,238,0,3,6,72,51,38,20,8,3,201,0,5,19,21,7,4,0,0,0,52,0,0,5,50,46,46,45,22,10,226
LGA12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,14,13,32,29,77,68,68,54,28,3,372,247,625,469,861,653,716,564,294,69,4497,0,0,0,0,0,0,0,0,0,0,219,522,422,825,564,592,400,228,101,3862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA12730,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,5,27,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,3,0,4,0,25,23,35,46,87,73,87,82,49,22,496,263,543,506,895,535,704,501,304,111,4353,0,0,0,0,0,0,0,0,0,0,213,494,409,770,468,520,381,282,144,3684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA12750,0,0,0,0,5,0,11,10,0,22,0,0,0,5,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,6,4,0,6,0,0,0,0,3,0,0,0,0,3,0,3,0,5,11,10,21,5,3,50,0,0,0,9,8,3,0,0,0,20,0,0,0,0,6,9,9,3,3,26,0,0,0,0,0,3,0,0,0,6,0,3,3,19,22,37,76,53,19,230,37,127,124,266,231,301,325,202,74,1683,744,1998,1565,2919,2256,3223,3347,1671,549,18270,0,0,0,0,0,0,0,0,0,0,677,1689,1351,2565,1873,2671,2185,1099,583,14696,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,8,7,3,0,38,0,0,3,0,3,0,3,3,0,9
LGA12850,0,0,10,50,66,93,111,77,14,414,0,6,12,34,18,17,21,6,3,117,0,3,6,24,3,12,7,0,0,54,8,44,82,399,44,50,13,4,0,642,0,3,0,41,73,115,101,35,8,378,11,15,21,60,84,54,48,21,0,312,0,18,21,40,11,10,4,0,0,111,64,290,859,4193,3644,3094,1143,387,181,13856,0,0,0,0,0,0,3,7,4,12,0,8,8,8,3,0,0,0,0,25,79,353,541,1820,1394,1246,985,527,133,7086,326,658,708,1370,796,720,509,279,111,5474,6201,13332,15202,24931,13349,12079,7530,3945,1399,97959,3,9,34,60,10,11,0,3,0,124,5239,9970,9372,7862,2492,2104,1075,738,410,39261,0,0,3,18,3,0,0,0,0,27,0,3,21,152,99,108,47,35,15,476,13,46,213,1426,890,819,374,174,89,4053,0,0,6,13,5,3,0,0,0,34,0,3,15,186,169,210,203,75,20,888
LGA12870,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,8,7,0,24,14,36,54,98,73,84,128,77,44,601,317,723,621,1067,764,926,968,525,185,6102,0,0,0,0,0,0,0,0,0,0,295,679,517,955,636,759,704,433,153,5124,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,15,21,59,53,84,73,67,81,45,18,492,301,682,602,963,612,630,593,328,96,4806,0,0,0,0,0,0,0,0,0,0,296,587,452,873,508,490,435,312,142,4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA12930,0,0,0,12,18,24,19,15,0,85,0,3,5,45,13,15,12,3,0,101,3,14,21,165,9,23,15,3,0,247,6,12,32,98,32,11,8,3,0,204,3,4,12,127,194,202,168,93,18,825,0,0,6,23,16,14,5,4,3,73,12,25,24,49,26,23,18,6,0,179,0,6,33,170,102,96,40,11,3,465,0,4,0,6,11,12,9,5,0,49,0,4,5,19,12,0,3,0,0,37,12,66,180,793,420,334,270,167,61,2298,165,296,429,1027,439,391,319,216,110,3394,4438,8237,10466,21341,9262,7888,5557,3261,1311,71755,0,0,0,7,0,0,0,0,0,11,3742,6609,5888,7952,3918,3117,2329,1600,1469,36617,4,13,74,217,22,10,0,0,0,339,0,0,5,40,48,36,15,10,0,160,0,0,0,23,3,8,0,0,0,35,0,5,8,29,4,8,0,3,0,69,0,7,3,50,32,30,37,7,0,159
LGA12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,14,18,46,33,38,24,23,7,218,133,264,229,405,282,299,246,167,60,2089,0,0,0,0,0,0,0,0,0,0,112,259,194,373,242,273,214,154,57,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,4,3,6,0,32,13,51,45,90,51,74,95,55,24,491,214,537,441,907,516,705,637,336,92,4380,0,0,0,0,0,0,0,0,0,0,219,461,377,667,456,538,486,279,125,3601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA13310,0,0,0,0,0,4,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,0,0,3,0,3,0,0,0,9,0,0,3,9,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,3,0,8,0,3,0,9,7,3,4,3,0,26,0,0,0,16,4,0,0,0,0,21,0,0,0,0,3,3,0,0,0,9,0,0,0,0,3,0,0,0,0,9,3,16,7,58,27,21,31,14,4,177,37,95,122,236,168,147,144,84,27,1068,893,1920,1853,3627,2048,1945,1629,816,254,14982,0,0,0,0,3,0,0,0,0,0,789,1576,1380,2810,1631,1612,1224,709,379,12103,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,10,0,0,0,4,3,4,3,0,0,14,0,0,0,3,3,0,5,0,0,11
LGA13340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,18,12,41,29,68,45,80,61,37,16,395,320,820,584,929,689,795,667,289,110,5187,0,0,0,0,0,0,0,0,0,0,291,742,450,889,615,644,462,219,116,4436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA13450,0,0,0,0,0,0,0,0,0,0,0,5,0,9,4,0,0,0,0,15,0,0,9,44,0,0,0,0,0,61,0,0,4,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,5,15,12,3,3,0,0,50,0,0,3,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,3,0,0,3,8,6,3,0,0,0,21,0,15,31,84,59,49,22,15,0,273,86,152,153,334,164,188,131,94,40,1335,914,1798,1672,3320,1655,1551,974,660,244,12795,0,6,3,13,0,0,0,0,0,19,775,1468,1166,2151,1207,1057,649,440,207,9124,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,10
LGA13510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,3,0,18,22,59,39,90,70,85,76,57,12,502,312,769,562,1020,691,826,743,454,137,5514,0,0,0,0,0,0,0,0,0,0,255,625,468,951,584,680,615,431,214,4818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA13550,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,0,3,3,0,23,27,44,53,137,85,82,80,48,10,571,487,823,697,1449,761,820,596,366,107,6105,0,0,0,0,0,0,0,0,0,0,401,725,591,1216,636,634,507,347,171,5232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,10,37,27,52,43,64,51,32,7,321,168,347,250,466,364,396,389,225,53,2657,0,0,0,0,0,0,0,0,0,0,149,267,212,416,304,282,312,163,83,2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13800,0,0,0,0,4,13,8,3,0,27,0,0,0,5,4,4,0,0,0,16,0,0,0,3,0,3,0,0,0,6,0,6,8,8,0,6,0,0,0,26,0,0,0,3,7,19,12,8,0,38,0,0,0,0,3,4,0,0,0,6,0,5,0,20,10,4,6,4,0,55,0,3,6,3,8,0,0,0,0,21,0,0,3,10,4,4,3,7,4,34,0,0,0,5,4,3,0,0,0,15,0,3,19,79,55,47,54,31,8,308,90,187,245,480,350,301,250,109,39,2046,2113,4510,4574,7922,4647,3895,2714,1206,373,31952,0,0,0,0,0,0,0,0,0,0,1879,3993,3952,6850,3702,2817,1887,929,429,26435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,4,0,0,0,14,12,5,0,0,0,31,0,0,0,9,4,7,3,0,0,21
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,10,23,12,36,39,33,23,18,5,202,76,184,169,282,234,218,176,118,27,1480,0,0,0,0,0,0,0,0,0,0,63,164,129,219,187,168,125,86,18,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13910,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,9,11,4,0,37,27,76,54,140,105,132,120,67,23,741,565,1293,998,1800,1166,1288,1212,591,178,9088,0,0,0,0,0,0,0,0,0,0,491,1130,935,1591,1054,1024,918,547,288,7989,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3
LGA14000,0,0,0,6,3,7,6,3,3,36,4,34,56,218,184,183,81,34,14,813,6,11,26,126,31,38,25,8,0,268,0,10,24,65,18,14,0,0,0,130,0,0,0,3,0,0,0,0,0,5,0,3,0,8,14,13,0,0,0,47,10,78,59,102,59,49,25,11,5,392,3,13,11,95,62,49,20,4,3,257,3,3,11,15,34,12,15,6,0,100,0,5,11,48,23,28,9,0,0,122,18,151,170,576,377,256,216,143,70,1979,127,223,244,676,347,283,243,192,94,2422,4383,10024,9263,17096,10117,8336,5807,3217,1389,69634,0,0,4,26,24,13,15,4,0,87,3531,7869,6556,8099,5380,4333,3420,2217,1542,42947,0,0,3,31,14,4,3,0,0,64,0,0,0,11,4,6,0,0,0,23,0,0,3,9,5,5,4,0,0,34,0,12,16,62,41,23,20,4,5,188,0,0,3,12,19,18,28,7,6,93
