LGA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
LGA11700,11,17,55,59,68,78,33,4,0,325,3,7,8,9,14,21,6,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,0,0,0,7,6,4,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,7,10,7,3,0,0,0,30,0,7,14,15,10,7,0,0,0,54,0,4,3,3,7,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
LGA11720,641,1098,2434,2486,2411,1840,416,55,13,11389,8,6,26,36,34,28,19,3,0,156,0,16,80,66,43,7,3,0,0,209,29,45,98,101,117,91,9,3,0,489,0,3,6,11,8,6,0,0,0,37,6,19,50,61,65,47,9,0,0,256,4,11,29,13,26,16,7,0,0,97,179,213,308,291,312,182,27,4,0,1524,351,220,272,201,213,133,15,0,0,1407,6,17,40,41,41,45,10,0,0,198,4,7,13,16,11,7,0,0,0,63,3,25,82,72,52,21,4,0,0,261,4,24,46,37,41,11,6,0,0,168,7,34,98,107,72,56,21,0,0,385,14,31,113,125,129,73,11,0,0,497,7,19,98,128,125,72,11,0,0,464,16,57,215,242,242,164,19,3,0,958,38,141,448,459,554,455,64,0,0,2164,7,18,23,26,22,12,12,0,0,118,30,69,128,92,87,36,11,0,0,469
LGA11730,511,697,1371,1711,2089,1943,576,125,20,9043,8,3,21,38,62,83,56,15,3,292,0,0,0,0,0,0,0,0,0,4,12,10,27,43,45,42,10,0,0,179,0,0,7,4,13,3,0,0,0,29,3,11,29,54,50,31,4,0,0,179,9,8,12,21,30,18,0,0,0,106,190,107,181,242,261,210,36,3,0,1242,237,134,131,139,181,131,15,0,0,968,5,8,15,20,39,44,10,0,0,145,3,4,9,17,29,18,0,0,0,86,0,10,32,34,48,23,6,0,0,150,11,16,27,34,46,24,10,0,0,164,6,15,60,68,89,76,15,0,0,327,0,9,36,73,95,80,23,0,0,320,6,17,61,141,166,138,9,0,0,537,9,36,136,225,306,269,32,3,0,1022,21,97,254,416,601,630,95,9,0,2127,8,3,14,19,24,31,7,0,0,105,13,32,42,77,83,54,10,0,0,311
LGA11750,33,97,261,249,219,218,54,10,0,1136,3,4,7,7,15,16,10,3,0,70,0,10,50,23,23,6,0,0,0,111,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,7,5,3,0,0,0,0,14,0,3,4,0,0,0,0,0,0,5,14,10,25,14,23,15,0,0,0,100,18,10,25,10,14,18,3,0,0,99,0,0,3,4,6,5,3,0,0,21,0,0,3,0,0,0,0,0,0,9,0,3,3,3,4,0,0,0,0,11,0,0,3,0,7,0,0,0,0,12,0,0,10,6,5,4,0,0,0,22,0,6,7,5,7,3,0,0,0,33,0,7,6,14,10,12,3,0,0,59,0,10,29,21,19,11,0,0,0,94,8,11,30,27,29,28,0,0,0,126,0,0,0,0,3,0,0,0,0,5,0,0,11,3,4,3,0,0,0,19
LGA11800,886,1252,2800,3023,3259,2865,705,67,10,14869,13,33,156,114,125,64,26,3,0,537,0,0,0,0,3,3,0,0,0,9,18,23,26,54,65,45,8,0,0,234,0,0,0,4,8,6,0,0,0,27,5,14,72,93,89,70,9,3,0,350,4,8,28,33,47,31,4,0,0,165,390,227,336,323,414,293,51,3,0,2045,375,235,272,233,225,186,32,5,0,1574,7,15,21,53,72,45,11,0,0,223,6,12,16,19,26,16,3,0,0,96,7,14,62,66,81,53,3,0,0,286,11,26,40,70,74,43,12,0,0,278,13,33,139,179,181,104,32,3,0,686,5,23,83,113,171,107,19,3,0,529,3,38,164,265,243,143,16,0,0,880,28,87,330,429,539,393,71,0,0,1878,60,243,624,762,1043,1005,133,5,0,3865,28,21,23,40,44,27,8,0,0,192,22,42,110,98,122,78,22,0,0,493
LGA12000,39,73,131,173,221,178,72,16,3,904,4,7,8,14,31,24,24,7,3,124,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,3,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,10,0,3,7,3,8,3,0,0,0,19,16,9,9,14,14,12,0,0,0,85,9,7,4,10,12,6,3,0,0,51,0,0,0,0,5,6,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,3,10,3,0,0,0,11,3,3,0,0,0,0,0,0,0,9,5,4,7,12,9,0,0,0,0,40,0,0,3,4,8,11,5,0,0,34,0,0,10,14,18,7,0,0,0,51,4,10,28,31,51,19,5,0,0,150,4,14,25,33,36,34,6,0,0,144,0,3,0,0,3,0,0,0,0,4,0,4,6,3,3,3,0,0,0,15
LGA12150,28,54,136,110,180,152,75,16,3,746,0,7,3,17,24,39,18,5,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,4,3,3,7,0,0,0,16,16,10,7,7,8,8,3,0,0,62,4,6,11,3,8,3,0,0,0,35,0,0,3,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,6,0,5,4,0,0,0,26,0,0,0,6,9,4,0,0,0,20,0,0,11,5,9,9,3,0,0,39,0,10,29,31,34,19,3,0,0,132,0,9,31,27,40,42,3,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,0,0,0,18
LGA12350,150,224,394,440,556,529,209,49,10,2562,0,15,30,31,53,44,38,20,0,230,0,0,3,0,0,0,0,0,0,4,5,6,13,18,14,13,0,0,0,69,0,0,0,0,4,0,0,0,0,7,0,0,4,9,6,3,3,0,0,31,0,0,0,8,8,9,0,0,0,25,50,33,33,54,72,41,15,0,0,305,76,35,32,22,36,30,7,0,0,236,0,0,5,11,9,13,5,0,0,40,0,0,0,3,3,3,0,0,0,16,0,5,7,12,15,4,0,0,0,45,0,3,6,8,6,11,0,0,0,29,0,6,19,23,19,16,3,0,0,82,0,4,11,17,21,14,3,0,0,74,0,3,15,31,27,17,3,0,0,98,3,22,52,61,85,81,12,0,0,322,16,38,86,82,144,113,26,0,0,495,0,4,0,5,3,5,0,0,0,17,7,12,14,20,18,12,6,0,0,81
LGA12380,1649,5496,15807,12165,8620,5798,1167,87,14,50803,0,0,15,10,23,11,0,0,0,64,0,0,9,11,4,0,0,0,0,23,16,83,433,428,553,342,47,0,0,1908,0,4,36,34,30,17,0,0,0,118,19,84,286,252,193,100,8,0,0,949,6,78,317,308,265,142,20,0,0,1130,504,836,1132,715,570,373,48,3,0,4185,549,548,760,358,394,253,19,3,0,2889,11,75,271,201,245,155,22,0,0,975,18,74,210,123,62,41,7,0,0,539,33,272,864,646,369,182,21,0,0,2381,16,50,158,133,92,51,7,0,0,505,23,287,859,527,276,154,43,0,0,2172,19,181,449,316,334,203,34,3,0,1541,22,100,441,513,439,276,52,3,0,1843,84,368,958,771,684,453,82,3,0,3411,126,755,2429,1742,1528,1056,203,11,0,7858,29,59,110,55,50,23,15,0,0,340,37,106,345,249,241,143,23,3,0,1152
LGA12700,100,135,318,389,493,449,137,42,4,2072,3,5,9,14,34,33,26,7,0,132,0,0,3,10,0,0,0,0,0,17,3,0,11,12,18,5,3,0,0,44,0,0,4,6,0,0,0,0,0,8,0,0,3,19,15,9,3,0,0,47,0,4,0,6,3,3,3,0,0,20,33,24,35,43,45,32,3,0,0,215,33,19,23,17,28,22,3,0,0,148,3,6,3,11,18,8,4,0,0,49,0,0,3,0,4,3,3,0,0,9,0,3,16,18,14,11,0,0,0,52,0,0,12,3,3,0,0,0,0,30,3,5,28,24,31,21,5,0,0,124,3,3,8,13,17,25,3,0,0,72,4,3,17,26,27,19,7,0,0,103,0,14,29,44,70,56,8,0,0,226,6,17,62,73,115,79,13,0,0,366,0,0,3,0,4,0,6,0,0,14,3,7,9,18,11,11,3,0,0,70
LGA12730,108,181,341,365,394,427,141,35,5,1995,8,14,28,33,34,27,22,8,0,168,0,0,0,0,0,0,0,0,0,0,8,6,26,6,12,3,0,0,0,78,0,0,6,10,3,0,4,0,0,25,0,3,3,12,3,3,6,0,0,30,0,0,3,4,10,4,3,0,0,25,33,24,20,35,47,39,10,0,0,213,36,20,24,23,30,24,7,0,0,158,4,0,8,4,14,11,0,0,0,42,0,3,0,0,4,0,0,0,0,10,3,6,10,18,11,4,3,0,0,55,0,0,3,0,3,4,0,0,0,14,0,3,20,14,25,16,3,0,0,92,0,3,8,10,11,17,5,0,0,57,3,3,10,27,17,25,0,0,0,84,0,10,45,52,58,56,7,0,0,225,7,28,73,90,111,97,24,5,0,428,0,0,3,4,0,0,0,0,0,9,3,6,7,10,14,12,3,0,0,51
LGA12750,371,451,951,1142,1513,1533,455,56,16,6492,3,5,14,16,20,26,12,3,0,101,0,0,0,0,0,0,0,0,0,0,9,14,14,27,28,32,3,0,0,138,3,0,0,3,3,9,0,0,0,15,4,4,19,29,53,19,8,0,0,139,3,3,8,11,14,11,0,0,0,44,181,87,122,175,214,201,33,3,0,1023,145,66,134,115,170,140,36,0,0,802,0,3,5,24,39,27,9,0,0,108,13,19,10,16,11,14,3,0,0,89,3,3,15,24,31,21,0,0,0,101,0,8,24,20,25,32,14,0,0,124,7,11,31,58,70,75,15,3,0,277,7,12,40,59,77,69,15,0,0,278,6,11,63,113,146,113,5,0,0,466,9,13,98,167,205,223,29,5,0,755,13,59,171,257,449,486,72,4,0,1511,10,9,9,19,24,17,3,0,0,100,15,15,39,63,48,50,10,0,0,239
LGA12850,1482,4652,9377,8083,8872,6416,1244,90,10,40212,0,11,54,34,81,50,3,0,0,233,0,0,0,0,0,0,0,0,0,6,32,137,429,645,908,595,60,3,0,2810,0,6,23,35,29,13,0,0,0,97,15,77,205,189,171,102,15,3,0,777,16,78,225,254,232,141,18,0,0,971,491,912,895,692,734,481,44,0,0,4254,552,513,454,333,437,236,25,0,0,2554,14,88,219,233,281,174,17,0,0,1031,23,76,129,62,39,25,0,0,0,357,22,250,640,414,240,114,12,0,0,1707,8,83,128,96,70,48,15,3,0,449,41,286,516,301,231,137,21,0,0,1539,19,127,289,273,320,229,41,3,0,1297,20,105,352,329,309,213,23,0,0,1357,84,373,748,505,532,406,59,4,0,2721,100,670,1324,1019,1137,879,167,8,0,5309,48,94,75,69,31,23,3,3,0,348,28,203,452,501,322,139,23,0,0,1676
LGA12870,170,205,404,488,581,571,206,38,7,2664,13,17,24,32,46,49,27,13,0,217,0,0,0,0,0,0,0,0,0,0,8,15,25,33,57,44,3,0,0,189,0,0,0,0,0,0,0,0,0,3,0,0,6,11,13,12,4,0,0,51,0,3,11,10,4,8,0,0,0,30,45,19,30,51,68,59,10,0,0,286,42,28,36,48,50,45,15,0,0,268,0,4,10,4,16,13,0,0,0,53,0,3,4,0,0,4,0,0,0,12,3,0,8,7,9,9,0,0,0,40,0,6,3,10,0,3,0,0,0,21,3,4,15,20,19,16,4,0,0,90,0,4,11,15,23,17,4,0,0,70,0,0,13,28,24,18,4,0,0,84,0,13,29,44,61,58,12,0,0,218,9,40,83,83,151,117,14,0,0,498,0,3,0,7,10,0,3,0,0,21,0,9,18,19,7,4,5,0,0,67
LGA12900,137,202,370,389,433,403,149,40,10,2136,0,9,19,26,38,42,27,12,3,184,0,0,5,0,0,3,0,0,0,10,4,3,10,6,14,11,0,0,0,52,0,0,0,0,3,0,0,0,0,4,0,0,4,5,3,3,0,0,0,16,0,0,0,3,13,8,3,0,0,30,35,25,47,47,48,36,3,3,0,247,26,20,21,15,17,17,4,0,0,128,0,0,3,4,7,7,0,0,0,22,0,0,0,3,3,0,0,0,0,8,0,0,11,9,6,0,0,0,0,31,0,0,0,0,4,4,0,0,0,19,3,3,25,13,30,12,3,0,0,84,0,3,3,10,12,13,3,3,0,40,0,4,27,15,25,3,0,0,0,77,3,25,67,67,86,56,9,0,0,308,11,32,71,78,105,89,10,0,0,393,0,0,4,0,0,0,0,0,0,10,0,3,19,11,11,7,4,0,0,61
LGA12930,1252,3635,9547,7939,7678,5217,1386,166,12,36834,3,0,15,12,18,12,3,0,0,59,0,3,8,6,3,0,0,0,0,24,22,53,234,248,354,238,40,4,0,1194,0,6,18,33,32,10,3,0,0,102,13,34,176,185,190,86,26,0,0,705,12,59,221,285,267,139,27,3,0,1016,450,702,941,592,627,368,73,5,3,3759,522,408,625,312,383,201,20,3,0,2468,6,72,259,342,298,156,27,0,0,1167,7,67,197,145,90,29,10,0,0,555,11,135,722,725,562,203,30,3,0,2392,13,70,206,149,147,65,24,5,0,683,40,282,891,692,531,311,62,7,0,2818,20,116,390,296,308,195,36,3,0,1368,7,64,307,400,402,280,40,3,0,1506,111,273,743,743,862,713,145,11,0,3605,95,535,1771,1267,1366,1048,246,10,3,6328,52,85,100,93,72,43,18,0,0,474,39,122,242,222,239,153,31,5,0,1045
LGA12950,42,81,147,158,209,203,87,33,9,955,5,4,5,14,29,32,24,12,3,124,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,4,3,0,7,0,0,0,0,14,11,4,9,16,17,20,6,0,0,88,12,9,11,4,11,18,7,0,0,72,0,4,0,3,4,4,0,0,0,20,0,0,0,4,0,0,0,0,0,3,0,0,4,0,4,3,0,0,0,16,0,0,5,0,0,3,0,0,0,8,0,0,10,9,4,3,3,0,0,26,0,0,0,5,11,7,3,0,0,25,0,0,12,14,25,16,4,0,0,66,0,6,32,27,29,28,3,0,0,130,3,11,44,32,44,49,3,0,0,184,0,0,0,0,0,3,0,0,0,7,0,0,0,4,8,3,0,0,0,17
LGA13010,98,118,251,287,336,375,158,45,7,1673,3,4,11,22,31,43,43,15,0,177,0,0,0,0,0,0,0,0,0,0,3,4,3,5,9,13,0,0,0,32,0,0,0,0,3,0,0,0,0,4,0,3,3,3,4,4,0,0,0,19,0,0,8,0,11,4,3,0,0,25,26,22,27,36,45,29,6,0,0,196,45,23,26,11,25,19,3,0,0,154,0,0,5,5,3,9,0,0,0,26,0,0,0,3,0,0,0,0,0,4,0,3,5,7,8,3,0,0,0,31,0,0,4,3,3,3,3,0,0,14,0,8,9,18,16,9,3,0,0,58,0,3,6,9,19,13,3,3,0,53,0,3,12,26,30,22,0,0,0,98,4,7,23,45,57,38,6,3,0,187,7,32,32,78,90,83,21,0,0,342,0,0,3,0,0,0,0,0,0,9,3,4,12,11,15,10,0,0,0,56
LGA13310,401,622,1252,1316,1482,1214,354,59,7,6708,4,5,15,25,22,26,26,11,0,135,0,0,7,3,3,3,0,0,0,19,18,15,46,20,31,17,4,0,0,154,0,0,0,8,3,4,0,0,0,16,0,11,24,18,34,26,0,0,0,108,3,6,20,11,11,11,0,0,0,66,118,92,135,137,159,106,13,0,0,758,132,103,133,88,83,70,10,0,0,621,3,3,15,20,25,29,10,0,0,102,3,3,7,6,10,3,0,0,0,50,0,10,34,21,31,12,0,0,0,112,3,10,19,18,16,19,5,0,0,95,9,21,66,70,59,50,19,4,0,294,9,15,41,37,76,36,14,0,0,219,3,15,109,176,172,97,11,0,0,582,12,34,128,140,171,157,32,3,0,682,41,104,314,282,418,319,49,3,0,1532,6,7,13,19,25,10,0,0,0,80,11,25,47,60,40,29,16,0,0,227
LGA13340,147,163,334,428,571,532,217,49,16,2460,4,9,34,41,69,84,47,19,0,306,0,0,0,0,0,0,0,0,0,0,10,7,12,16,21,9,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,11,3,0,0,35,0,0,11,3,7,3,4,0,0,26,38,11,38,46,51,37,7,3,0,235,39,21,24,17,38,14,3,0,0,164,0,0,7,11,22,14,6,0,0,68,0,0,0,0,3,3,0,0,0,11,0,3,12,10,6,8,0,0,0,46,0,0,3,4,4,4,0,0,0,22,3,3,16,16,26,18,3,0,0,86,0,5,10,12,27,12,6,0,0,74,0,0,16,29,33,31,3,0,0,115,8,12,49,77,97,61,17,0,0,323,3,24,55,74,114,119,24,0,0,414,4,0,7,3,0,0,0,0,0,12,5,5,12,15,19,15,0,0,0,72
LGA13450,414,576,1363,1213,1282,1033,347,56,13,6302,11,14,64,46,58,71,42,9,3,309,0,0,0,0,0,0,0,0,0,0,38,70,194,149,125,81,24,0,0,678,0,0,12,3,13,0,0,0,0,29,4,3,19,14,22,17,0,0,0,78,0,7,6,11,17,15,8,0,0,67,168,101,149,130,187,119,21,0,0,879,84,55,65,63,54,42,14,0,0,373,0,8,14,19,32,23,8,0,0,102,3,0,16,9,3,3,0,0,0,32,0,13,34,30,20,15,0,0,0,119,5,9,11,17,20,7,3,0,0,62,3,16,57,44,50,44,4,4,0,230,4,9,44,29,60,43,8,7,0,208,0,6,43,72,75,34,5,0,0,234,7,33,151,151,159,107,13,0,0,619,16,54,210,195,276,180,31,0,0,966,7,8,8,8,9,3,0,0,0,43,19,39,55,34,30,26,5,3,0,205
LGA13510,129,189,350,424,529,477,166,53,3,2318,7,5,13,14,42,34,25,12,0,160,0,0,0,0,0,0,0,0,0,3,6,11,24,29,29,8,5,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,3,3,0,0,23,3,3,3,6,9,5,0,0,0,34,33,20,30,52,64,41,8,0,0,253,64,22,28,34,32,41,9,0,0,238,0,4,5,8,5,12,0,0,0,47,0,0,0,4,0,0,0,0,0,7,0,8,6,10,12,9,0,0,0,38,0,0,0,3,0,4,0,0,0,16,0,8,24,30,26,22,8,0,0,114,0,3,13,16,17,16,4,0,0,69,0,0,19,19,29,16,0,0,0,87,3,13,40,70,68,57,7,0,0,252,14,32,77,87,116,117,11,0,0,454,0,0,0,5,3,3,0,0,0,11,3,11,16,13,15,9,3,0,0,73
LGA13550,181,241,622,557,590,562,163,42,4,2949,0,5,18,31,47,51,26,12,3,192,3,17,46,14,13,11,0,0,0,103,0,4,14,20,11,11,0,0,0,63,0,3,3,3,0,0,0,0,0,12,0,3,8,4,3,4,0,0,0,27,0,3,15,6,7,9,0,0,0,42,40,34,60,36,56,38,6,0,0,275,70,34,39,26,42,24,4,0,0,253,0,0,10,15,15,12,9,0,0,49,0,3,0,3,0,0,0,0,0,19,3,6,13,13,9,9,0,0,0,53,0,0,12,8,6,4,3,0,0,38,0,9,24,32,20,19,3,0,0,109,3,3,17,20,29,12,0,0,0,85,3,5,20,34,24,20,6,0,0,103,9,20,76,99,82,61,12,0,0,357,6,29,107,76,136,111,21,0,0,482,0,0,3,0,4,0,0,0,0,10,3,17,14,23,21,17,0,0,0,103
LGA13660,50,82,163,194,266,229,119,35,4,1129,3,7,28,39,58,46,46,13,0,241,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,3,0,0,10,0,0,4,4,0,0,0,0,0,12,10,5,17,14,19,10,0,0,0,71,4,4,11,9,14,5,3,0,0,54,0,0,3,3,3,3,0,0,0,13,0,0,4,0,0,0,0,0,0,5,0,0,3,6,3,5,3,0,0,17,0,0,4,0,0,3,0,0,0,14,3,4,7,7,10,6,0,0,0,36,0,3,0,3,14,11,0,0,0,36,0,7,14,9,17,14,0,0,0,56,0,3,20,38,31,31,5,0,0,132,5,6,26,37,55,35,7,0,0,174,0,0,0,0,0,0,0,0,0,0,3,0,10,3,0,3,0,0,0,19
LGA13800,1114,1772,3346,3404,3901,2735,782,107,3,17178,15,26,49,69,90,63,21,6,0,342,0,0,0,6,3,0,3,0,0,13,34,38,121,183,211,107,22,4,0,728,0,3,13,28,21,9,0,0,0,76,12,50,159,211,214,83,19,0,0,754,9,40,69,97,111,61,13,0,0,393,236,301,328,332,362,238,43,4,0,1850,366,218,164,124,112,76,22,4,0,1081,5,16,65,81,94,53,16,0,0,327,3,24,42,41,39,28,8,0,0,184,5,39,125,107,122,47,9,0,0,450,24,46,55,57,59,28,9,4,0,285,23,79,184,170,173,129,37,0,0,805,9,48,96,102,151,81,24,3,0,506,18,72,184,258,256,165,29,0,0,983,63,140,410,409,540,452,81,4,0,2096,75,274,519,458,747,521,84,8,0,2680,39,43,55,51,68,30,6,0,0,304,48,95,136,152,124,71,16,0,0,631
