LGA_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
LGA17040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,0,0,57,0,0,0,57,0,0,59,3,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,0,58,0,0,0,58,4,0,66,12,0,0,0,10,0,0,0,10,0,0,10,5,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,17,0,0,0,17,0,0,17,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0
LGA17080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,30,0,0,0,31,0,0,31,7,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,35,3,3,0,42,0,0,0,41,0,0,41,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
LGA17100,5,0,0,9,11,0,0,0,12,3,0,3,21,0,0,21,415,60,4,10,492,7,3,11,504,32,0,535,109,32,6,8,147,9,6,16,165,32,0,197,0,0,0,0,3,0,0,0,3,0,0,8,527,89,10,20,641,16,8,26,667,65,0,739,126,13,0,0,138,0,4,4,144,8,0,146,84,29,0,0,116,7,0,6,119,4,0,125,9,0,3,0,15,0,0,0,15,0,0,15,3,0,0,3,3,0,0,0,3,0,0,3,222,45,4,7,272,7,5,10,275,11,0,293,0,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,5,0,0,0,8,0,0,8,4,0,0,0,5,0,0,0,11,0,0,11,223,46,4,7,275,7,3,10,283,11,0,296,53,18,3,0,72,0,0,0,70,28,0,101,0,0,0,4,3,0,0,0,3,0,0,3,273,61,11,9
LGA17150,21,5,0,23,25,9,4,0,32,0,0,0,36,3,0,35,2083,221,45,31,2378,21,13,30,2409,104,7,2517,320,39,10,7,372,4,0,4,376,57,0,432,0,0,0,5,5,0,0,0,5,0,3,8,2401,264,48,43,2752,21,13,33,2789,160,9,2953,479,41,8,3,533,4,4,7,543,44,0,593,492,56,13,5,564,7,0,7,576,37,0,614,14,0,7,3,23,0,3,3,22,0,0,25,8,0,0,9,10,0,0,0,10,0,0,10,983,103,24,20,1133,19,3,19,1155,90,0,1242,4,0,0,0,4,0,0,0,4,0,0,3,4,0,0,0,12,0,0,0,12,3,0,9,7,0,0,0,15,0,0,0,15,0,0,16,997,105,27,20,1145,19,3,19,1165,92,0,1253,135,27,5,0,167,0,0,3,166,52,0,220,0,0,0,3,3,0,0,0,3,0,3,3,1128,130,33,25
LGA17200,9,0,0,13,9,0,0,0,11,0,0,3,17,0,0,17,276,49,5,4,330,11,3,11,346,45,0,390,62,13,0,3,75,0,0,0,80,28,0,108,0,0,0,0,0,0,0,0,0,0,3,3,336,61,5,7,410,11,3,18,420,74,3,500,90,12,0,0,101,0,3,3,100,9,0,112,52,13,0,0,64,0,0,0,68,5,0,74,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,3,5,0,0,0,5,0,0,5,143,19,3,3,171,0,5,3,173,16,0,190,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,9,0,0,0,8,3,0,12,12,0,0,0,7,0,0,0,13,3,0,16,151,22,3,3,178,3,5,3,183,17,0,205,31,4,0,0,37,3,0,3,45,25,0,70,0,0,0,0,0,0,0,0,0,0,0,0,181,29,3,3
LGA17310,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,120,17,3,0,137,0,0,0,142,5,0,145,20,0,0,0,21,0,0,0,21,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,135,20,3,3,159,0,0,0,161,17,0,179,12,3,0,0,16,0,0,0,16,3,0,20,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,29,0,0,0,29,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,29,0,0,0,29,3,0,31,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,15,0,0,0,15,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,17,0,0,0,17,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,9,0,0,11,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,8,0,0,14,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17420,46,7,0,50,58,9,0,0,67,3,0,3,71,8,0,74,2135,215,26,28,2408,55,7,61,2464,108,0,2577,403,37,7,8,461,18,3,18,481,58,0,539,0,0,0,3,4,0,0,0,4,0,3,4,2540,255,34,37,2871,73,8,80,2943,171,3,3121,540,60,3,3,608,21,5,32,638,42,0,684,357,56,0,3,417,15,0,15,431,31,0,459,10,7,7,0,20,0,0,0,20,0,0,20,0,0,0,4,12,0,0,0,12,0,0,8,917,123,14,9,1056,37,5,42,1103,74,0,1176,8,0,0,0,8,3,0,4,13,0,0,12,19,3,0,0,20,0,0,0,24,0,0,22,26,3,0,0,30,8,0,6,37,4,0,37,937,125,14,9,1087,41,9,51,1136,75,0,1210,220,29,0,6,253,8,3,17,268,51,0,317,0,3,0,0,4,0,0,0,4,0,3,9,1158,155,16,18
LGA17550,5,0,0,5,9,0,0,0,10,3,0,3,10,0,0,10,272,52,5,12,339,5,6,12,348,25,0,370,39,10,0,0,45,0,0,0,47,29,0,77,0,0,0,0,0,0,0,0,0,0,0,0,309,62,5,11,387,8,6,13,400,49,0,451,43,12,0,0,52,4,0,4,61,13,0,67,38,9,3,0,50,0,0,0,50,7,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,21,3,0,112,4,0,4,109,16,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,17,3,0,107,4,0,4,111,16,0,131,13,3,0,0,20,0,0,0,21,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,98,25,3,0
LGA17620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,31,0,0,0,31,0,0,31,7,0,0,0,7,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,32,3,0,0,37,0,0,0,36,0,3,36,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,20,0,0,0,20,0,0,20,0,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,23,0,0,0,23,3,0,28,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,21,0,0,0,21,0,0,19,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,24,0,0,0,24,7,0,25,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17750,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,219,22,6,0,250,0,3,7,249,18,0,269,29,4,0,0,34,5,0,0,34,11,0,50,0,0,0,0,0,0,0,0,0,0,0,0,242,33,6,3,281,8,3,6,286,28,0,319,36,4,0,0,45,0,0,0,45,4,0,47,32,4,0,0,38,0,0,0,38,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,9,0,0,79,0,0,0,80,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,9,0,0,79,0,0,0,79,3,0,88,5,0,0,0,5,0,0,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,73,9,0,0
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,22,0,0,0,22,0,0,22,3,0,0,0,5,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,4,3,0,27,0,0,0,27,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
LGA18050,7,0,0,8,4,3,0,0,9,0,0,0,9,0,0,7,336,46,4,4,394,11,5,12,404,21,0,428,77,7,0,0,88,0,0,4,92,12,0,102,0,0,0,4,4,0,0,0,4,0,0,4,413,57,4,10,486,9,3,15,497,29,0,526,99,9,0,0,111,7,0,5,111,16,0,130,101,17,0,0,118,3,0,3,120,13,0,135,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,22,6,0,227,9,0,6,240,26,0,264,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,10,0,0,0,10,0,0,0,10,0,0,10,207,22,6,0,240,9,0,6,247,26,0,273,31,11,0,0,38,0,0,0,38,9,0,51,0,0,0,0,0,0,0,0,0,0,0,0,235,32,5,0
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,11,0,0,0,11,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,11,0,0,0,11,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,18,0,0,0,18,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,20,0,0,0,20,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
LGA18230,0,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,112,9,3,0,130,0,0,0,133,8,0,139,11,0,0,0,9,0,0,0,10,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,124,10,3,0,139,0,0,0,146,17,0,155,11,3,0,0,16,0,0,0,16,0,0,12,6,0,0,0,8,0,0,0,8,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,25,0,0,0,25,5,0,32,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,23,3,0,0,29,0,0,0,29,5,0,28,5,0,0,0,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0
LGA18250,12,0,0,10,16,4,0,0,18,3,0,3,19,0,0,22,536,77,11,6,638,23,6,26,664,61,0,717,134,20,0,3,159,3,3,7,168,45,0,219,0,0,0,0,0,0,0,0,0,0,0,0,673,103,11,11,800,28,10,34,832,107,0,942,151,17,3,0,169,5,0,5,176,22,0,192,130,29,3,0,161,0,0,0,159,25,0,184,6,0,3,0,11,0,0,0,11,0,0,11,0,0,0,4,8,0,0,0,8,0,0,8,289,46,5,4,342,5,0,9,349,43,0,398,8,0,0,0,8,3,0,3,6,0,0,10,3,0,0,0,4,3,0,3,8,3,0,12,9,0,0,0,9,7,0,7,18,4,0,21,293,46,8,4,350,10,0,12,363,48,0,415,79,20,0,0,102,0,0,0,102,22,0,126,0,0,0,0,0,0,0,0,0,0,0,0,371,70,7,3
LGA18350,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,145,18,0,0,170,0,0,3,172,12,0,184,30,3,0,0,30,0,0,0,30,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,174,20,0,0,200,0,0,3,204,18,0,216,19,4,0,0,20,0,0,0,20,3,0,22,24,3,0,0,28,0,0,0,28,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0,0,50,0,0,0,50,3,0,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,5,0,0,50,0,0,0,52,8,0,59,14,0,0,0,14,0,0,0,16,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,58,5,0,0
LGA18400,10,0,0,11,10,0,0,0,13,0,0,0,13,0,0,17,314,30,7,5,348,8,0,3,354,17,0,370,59,11,3,0,70,0,0,0,70,11,4,85,0,0,0,0,0,0,0,0,0,0,0,0,371,38,7,5,423,8,0,3,428,30,4,456,61,6,3,0,68,3,0,3,71,0,0,72,75,10,0,0,80,0,0,0,87,3,0,89,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,3,3,0,0,0,3,0,0,4,132,14,3,3,151,4,0,4,158,7,0,165,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,9,0,0,5,138,16,3,3,162,4,0,4,163,5,0,172,25,6,3,0,27,0,0,0,27,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,163,19,3,3
