LGA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
LGA15560,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,20,0,0,0,3,3,0,3,0,0,0,3,56,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,3,0,0,0,0,3,0,3,26,0,22,27,28,12,15,30,33,8,14,11,7,17,0,12,231
LGA15650,0,0,0,4,8,3,6,19,4,0,0,0,0,0,0,40,0,0,0,0,0,8,0,7,0,0,3,0,0,0,0,20,0,0,0,0,0,4,4,5,3,0,0,0,0,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,18,53,94,15,12,21,14,12,3,8,3,8,0,17,281,0,0,0,3,0,3,3,9,0,0,0,0,0,0,6,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,14,0,0,0,3,0,0,8,19,0,0,4,0,0,0,0,30,0,5,4,22,6,8,19,38,9,3,8,6,4,0,18,157,0,48,77,164,88,122,151,218,52,52,53,32,42,28,137,1271
LGA15700,0,0,3,11,12,5,9,0,0,0,0,0,0,0,4,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,7,0,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100,202,262,68,36,34,28,5,6,0,0,3,0,32,781,0,0,3,4,0,11,0,9,0,0,0,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,50,15,22,21,17,0,10,0,0,5,0,6,198,13,194,332,429,213,166,136,101,14,29,8,21,31,4,69,1760
LGA15750,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,32,5,10,8,0,4,3,3,0,0,0,12,121,0,0,18,4,10,0,3,0,0,0,0,0,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,9,0,0,3,12,3,4,13,9,0,0,0,0,3,3,0,71,0,38,64,77,57,50,77,83,17,9,18,9,18,9,24,550
LGA15800,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,19,8,0,3,0,0,0,0,0,7,0,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,6,6,6,5,3,3,0,4,0,3,6,43,0,25,28,31,22,23,28,25,6,17,19,14,13,9,20,274
LGA15850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,31,7,3,0,4,0,0,0,0,0,0,0,77,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,3,3,0,0,0,0,0,0,0,0,28,3,33,30,61,22,23,21,10,3,7,3,5,6,0,14,235
LGA15900,0,5,11,17,63,59,146,73,13,15,10,3,18,7,0,435,0,0,7,5,19,45,30,52,13,11,5,8,19,5,9,225,0,0,0,3,7,30,47,65,14,15,17,23,13,14,23,266,0,20,152,306,47,60,21,17,0,0,0,3,0,0,33,662,0,0,0,9,5,3,10,6,0,0,0,0,0,3,3,41,57,279,631,807,462,351,436,364,86,106,105,79,87,51,153,4046,0,4,9,49,51,61,115,109,16,28,32,27,51,21,22,592,0,0,0,3,80,35,27,47,11,27,41,36,39,21,28,391,0,0,4,0,6,11,34,25,8,20,3,11,25,15,0,161,9,152,133,482,227,332,526,596,147,184,198,345,284,307,217,4158,81,1176,1704,2472,1921,1998,2676,2784,678,929,902,1157,1277,883,996,21638
LGA15950,0,3,18,37,130,193,289,179,40,43,27,41,40,29,14,1096,0,0,16,24,20,62,39,39,4,9,8,3,8,5,3,241,0,0,0,6,23,51,127,122,21,29,32,27,33,19,13,510,0,0,6,4,3,18,4,3,0,0,0,0,0,0,0,40,0,0,0,6,7,9,10,14,7,4,9,3,13,3,0,92,23,172,340,589,486,531,939,771,227,254,228,198,225,112,96,5178,3,9,12,51,69,117,164,162,55,54,56,66,107,76,40,1053,0,0,4,7,92,32,26,18,0,7,4,6,12,11,9,220,0,0,3,4,12,19,25,20,3,3,0,4,0,3,0,98,17,100,135,293,262,572,701,775,190,270,242,353,344,234,107,4603,87,551,920,1745,2362,3708,4666,3898,1044,1218,1174,1312,1521,865,607,25680
LGA15990,8,5,46,120,390,450,1040,728,140,117,121,101,81,57,72,3471,4,5,17,46,16,42,22,18,3,0,3,3,3,3,4,185,0,0,0,12,49,112,202,169,19,18,31,39,29,13,30,724,0,0,3,13,0,20,34,4,0,0,0,0,0,0,0,87,0,0,6,75,48,41,29,11,8,3,3,3,4,0,4,250,90,820,1796,3057,1944,2591,4920,3591,759,821,725,638,523,222,567,23051,0,21,69,199,199,312,519,420,91,93,114,147,131,87,55,2463,0,0,0,21,131,83,58,46,5,8,17,21,26,15,16,453,0,3,6,12,52,43,111,62,8,11,8,6,6,3,6,337,39,294,510,1344,918,1599,2471,2260,453,517,605,632,823,464,396,13340,258,2461,4670,7778,6706,9787,14809,10913,2245,2316,2468,2630,2470,1439,2108,73076
LGA16100,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,49,16,10,3,4,0,0,3,0,0,0,3,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,5,15,24,8,3,7,3,0,0,0,0,0,0,8,86,3,45,82,99,57,45,44,38,7,9,4,0,11,3,29,481
LGA16150,0,0,0,3,10,12,36,39,3,13,3,3,0,3,4,145,0,0,0,0,0,11,3,20,0,4,13,0,0,0,0,56,0,0,0,0,0,5,8,11,0,3,4,0,0,3,0,38,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,14,11,87,145,222,58,64,76,47,8,15,24,5,0,4,36,806,0,0,3,14,3,11,16,13,4,4,3,0,3,0,5,79,0,0,0,0,3,7,5,5,3,0,0,3,6,0,3,37,0,0,0,0,3,3,27,34,11,4,22,0,0,0,0,107,0,41,36,47,39,52,106,141,31,31,11,23,23,17,23,626,27,284,321,475,292,335,489,626,146,219,155,105,99,71,141,3784
LGA16200,0,0,3,3,7,0,4,15,0,10,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,48,54,8,10,14,0,0,3,0,3,0,3,6,201,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9,13,4,3,17,6,0,8,0,0,0,0,3,64,5,87,86,100,52,55,91,125,31,58,17,28,20,10,30,779
LGA16260,0,0,11,32,142,177,252,145,22,20,20,31,14,11,30,916,0,0,13,70,159,856,788,586,87,253,129,104,140,77,97,3358,0,0,4,12,76,106,185,148,23,36,34,29,31,17,34,725,0,0,0,29,3,17,17,3,0,0,3,0,3,0,15,84,0,0,3,163,65,118,84,38,3,0,6,3,5,0,32,516,33,295,669,1003,488,462,429,350,70,102,98,85,64,36,164,4336,3,7,10,59,45,67,119,115,47,46,47,46,57,35,27,730,0,0,0,25,680,279,125,108,22,23,30,32,50,20,119,1504,0,0,0,3,9,13,64,82,16,7,7,12,15,6,7,240,10,213,254,995,1030,2171,2646,2123,415,441,555,563,653,443,527,13046,98,1322,2400,5008,7152,17421,23120,20613,3979,4609,5525,6039,6675,4250,4005,112203
LGA16350,0,0,6,43,164,174,186,73,9,11,9,18,19,8,9,730,0,0,14,41,58,216,187,153,15,42,21,21,10,18,24,823,0,0,0,7,24,60,107,79,12,7,11,12,9,12,31,377,0,3,3,67,11,9,8,0,0,0,0,0,0,0,6,115,0,0,0,83,44,38,30,17,0,3,0,4,0,0,5,223,22,413,1324,2649,1246,726,471,289,45,82,59,42,51,19,257,7694,0,3,13,51,40,42,62,48,8,16,12,14,7,9,11,329,0,0,0,8,84,78,43,62,16,16,14,10,15,10,59,409,0,0,0,0,15,3,96,68,11,5,9,0,4,7,9,234,9,143,318,1246,766,1219,1581,1113,146,155,232,177,136,96,299,7622,55,1695,3352,6556,4713,6845,7104,5295,902,1041,1049,945,743,480,1632,42400
LGA16380,0,4,5,19,39,27,82,54,3,10,4,0,3,0,5,267,0,3,3,8,5,8,3,3,0,0,0,0,4,0,0,37,0,0,0,0,3,20,12,12,0,6,3,3,3,0,7,78,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,12,25,377,799,1086,378,268,364,214,28,33,45,38,20,8,176,3856,0,3,12,42,23,15,36,42,10,3,19,12,0,8,5,246,0,0,0,0,11,3,10,9,0,3,3,3,4,0,3,56,0,0,0,4,11,5,13,17,0,3,0,0,0,0,0,55,5,77,123,225,117,84,91,83,24,24,24,20,13,5,42,950,57,859,1328,1824,1072,773,1075,770,148,161,184,134,106,67,403,8960
LGA16400,0,3,7,17,42,32,46,84,10,12,6,7,0,3,0,264,0,0,3,0,0,7,0,0,0,0,0,0,0,0,5,16,0,0,0,0,4,6,25,17,5,3,8,13,0,3,9,95,0,0,4,13,4,0,0,0,0,0,0,0,0,0,0,18,0,0,3,3,3,3,3,0,0,0,0,0,0,0,3,16,24,358,570,853,373,202,277,279,47,39,48,19,20,10,115,3233,0,3,8,13,16,16,44,30,6,9,9,7,12,6,6,187,0,0,0,3,7,3,4,12,0,0,0,0,0,0,3,37,0,0,3,0,6,4,8,12,3,0,0,3,0,0,0,38,0,69,85,220,116,80,89,86,13,17,10,20,18,3,33,849,39,789,1068,1528,956,698,849,792,148,127,112,115,94,51,306,7680
LGA16490,0,0,7,13,14,19,63,39,10,8,7,7,12,3,4,205,0,4,0,6,7,20,13,25,8,0,3,0,14,0,3,100,0,0,0,7,3,14,22,24,4,5,5,0,3,8,0,89,0,13,18,177,51,139,41,25,3,5,12,11,8,0,17,525,0,0,0,0,0,6,9,0,0,0,0,3,0,0,0,19,6,115,344,559,235,185,201,168,21,36,22,30,27,9,74,2019,0,3,4,39,32,43,59,33,22,14,11,17,13,7,7,295,0,0,0,0,28,18,10,22,0,3,5,3,0,0,3,86,0,0,3,3,13,0,20,7,3,0,0,3,0,0,0,50,0,70,161,326,154,168,197,268,47,63,63,72,78,44,61,1778,9,493,1033,1613,940,1050,1182,1410,275,254,280,342,320,167,306,9680
LGA16550,3,3,13,52,191,303,710,251,41,31,38,30,33,37,26,1762,0,3,6,21,39,67,42,30,5,17,16,17,13,17,12,293,0,0,0,12,38,98,139,123,16,32,21,46,42,42,30,650,0,0,0,8,4,6,3,0,0,0,0,0,0,0,3,31,0,0,3,56,18,31,26,14,3,0,3,0,3,4,7,168,9,166,463,920,585,710,1357,1191,329,399,399,355,363,169,208,7621,0,3,5,73,69,99,201,173,50,82,60,71,70,70,48,1073,0,0,0,33,196,72,53,83,28,38,32,42,57,37,59,737,0,0,0,3,15,9,49,37,3,3,3,5,9,7,3,147,23,291,453,1186,1131,1866,1650,1478,374,450,552,571,947,613,464,12042,149,1375,2738,4270,4579,6982,8580,7328,1980,2503,2989,3610,4686,3489,2344,57601
LGA16610,0,0,0,5,3,3,3,8,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,5,0,0,0,0,4,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,57,113,133,45,22,25,20,3,3,0,3,3,0,18,443,0,0,3,8,0,3,14,9,4,0,0,3,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,8,21,34,15,8,7,10,0,0,10,7,0,0,11,133,7,115,208,250,167,116,131,128,22,14,15,24,21,10,69,1292
LGA16650,0,0,3,20,69,32,75,32,13,5,6,7,3,5,6,285,0,0,4,13,13,36,10,28,5,0,5,3,4,0,3,121,0,0,0,7,29,86,212,184,14,30,44,52,53,29,41,789,3,4,249,1390,248,364,220,95,15,10,37,39,12,9,95,2794,0,0,12,105,51,65,47,25,10,3,5,3,8,11,11,348,16,113,226,389,180,213,222,179,48,46,61,45,37,17,52,1836,0,0,7,20,14,33,53,37,10,10,17,17,16,15,13,269,0,0,0,17,375,179,112,124,19,32,30,46,47,33,50,1062,0,0,0,0,3,10,19,19,0,0,4,0,0,0,6,68,11,160,288,1214,852,1266,1827,2915,408,477,936,1146,1480,1088,565,14629,69,1018,3263,5742,4180,7290,7861,7430,1382,1570,2181,2394,2862,1965,2006,51214
LGA16700,0,0,17,25,63,96,172,87,22,14,14,29,23,24,17,591,0,3,13,76,85,261,164,158,34,26,47,29,40,34,22,1002,0,0,0,8,34,72,137,106,19,24,35,28,36,16,21,528,0,0,14,48,9,7,7,3,0,0,5,0,6,3,11,111,0,0,3,43,33,26,19,21,7,3,4,3,3,4,4,173,19,178,329,518,332,365,450,231,66,73,54,30,47,38,73,2809,0,3,9,42,28,70,87,84,15,34,18,21,36,22,15,481,0,0,0,17,333,126,85,98,14,39,42,42,42,37,17,904,0,0,4,0,13,6,25,23,8,7,7,3,7,9,4,113,13,100,204,687,642,1184,1068,973,214,257,335,421,467,322,202,7096,72,1007,1934,3429,4369,8961,10239,8353,1815,2188,2403,2980,3211,1988,1730,54679
LGA16900,0,0,3,17,21,16,52,53,13,12,7,0,16,0,5,215,0,0,0,0,0,10,6,7,0,0,0,0,0,0,0,25,0,0,0,0,3,14,35,22,0,6,5,7,4,3,13,111,0,0,57,517,94,66,21,10,0,4,0,0,4,0,38,806,0,0,0,68,23,33,16,7,0,3,0,0,0,0,8,167,9,294,931,1648,348,194,167,150,24,20,22,32,8,0,159,3997,0,3,0,20,12,10,24,21,0,0,6,3,9,0,4,117,0,0,0,0,43,16,13,13,0,6,3,0,3,0,3,101,0,0,0,3,0,0,12,0,0,0,0,0,0,0,3,25,4,72,511,664,254,210,108,80,13,19,20,20,19,8,91,2089,16,790,2344,3491,1155,950,821,681,118,148,112,122,108,49,514,11410
LGA16950,0,11,12,36,43,23,52,37,0,0,0,0,4,0,3,228,0,3,3,10,4,4,3,4,0,4,10,0,0,0,0,45,0,0,0,3,5,14,22,31,0,9,8,4,10,6,16,138,0,0,4,18,0,3,0,0,0,0,0,0,0,0,3,33,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,31,655,1263,1775,511,302,329,222,45,37,27,20,16,9,246,5494,0,9,11,54,32,42,55,39,13,0,3,14,16,3,16,303,0,0,0,5,21,6,5,6,3,5,3,3,4,3,14,85,0,0,4,0,7,4,6,11,3,0,3,3,0,3,0,43,14,159,240,441,169,150,115,88,7,26,19,19,27,10,70,1557,85,1455,2331,3077,1420,1042,1058,783,143,157,152,166,162,82,663,12771
LGA17000,0,0,0,0,3,5,33,57,0,5,5,0,3,0,3,119,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,16,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,35,69,118,54,47,41,25,3,6,9,3,6,0,16,440,0,0,0,3,3,3,13,3,4,4,0,3,0,3,0,51,0,0,0,0,4,3,7,3,0,4,0,4,0,0,0,24,0,0,0,0,3,0,4,3,3,0,0,0,0,0,0,16,0,6,6,33,10,29,34,31,3,13,3,7,5,0,10,204,3,98,128,235,203,229,279,285,62,66,57,48,41,16,61,1812
LGA17040,0,0,3,3,5,6,11,12,0,0,0,0,0,0,3,50,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,23,0,0,3,3,3,0,4,15,3,0,3,0,3,0,3,45,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,4,0,0,0,0,0,0,0,0,3,12,7,68,158,231,90,68,67,33,8,0,4,3,3,9,41,794,0,0,3,11,15,12,12,12,0,3,0,0,0,3,7,74,0,0,0,0,3,0,5,3,0,0,0,0,0,0,13,21,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,43,72,111,33,39,30,24,4,3,4,20,22,9,51,460,13,258,407,547,259,255,233,163,35,33,30,51,63,27,207,2587
LGA17080,0,0,0,0,0,0,16,63,0,0,3,0,3,3,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,4,0,0,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,83,92,19,16,14,6,0,0,0,0,3,0,15,293,0,0,0,0,3,3,6,8,0,0,0,0,4,0,0,24,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,12,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,9,0,10,25,49,12,9,16,14,3,3,3,13,10,5,26,202,4,96,157,198,102,92,109,172,10,37,24,34,46,11,98,1206
LGA17100,0,0,0,15,16,20,36,8,0,0,0,4,0,0,0,94,0,0,0,37,118,508,293,168,37,114,57,17,17,11,21,1399,0,0,0,3,11,22,54,43,9,10,12,16,29,8,19,233,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,31,8,18,11,7,0,0,0,3,0,0,0,76,9,16,43,61,44,47,35,28,12,12,9,8,15,0,14,364,0,0,3,5,0,10,13,10,3,3,0,5,5,12,5,77,0,0,0,15,466,171,79,63,12,20,31,35,22,11,22,960,0,0,0,0,0,0,8,3,0,0,0,0,0,3,0,19,3,46,77,252,196,329,348,702,66,116,153,237,237,170,97,3035,29,303,636,1201,1956,3511,3991,3773,675,935,1105,1341,1480,970,804,22710
LGA17150,0,3,22,79,248,188,358,191,21,7,20,25,15,18,14,1214,0,0,10,16,18,41,22,18,3,0,6,3,3,3,8,146,0,0,0,12,20,58,121,84,14,23,31,25,19,8,19,432,0,3,42,321,47,78,64,18,0,3,9,3,0,0,12,599,0,0,0,35,29,27,15,13,4,0,0,0,0,0,4,131,82,655,1381,2018,964,917,1332,926,185,172,212,150,109,47,271,9419,4,11,20,106,55,113,164,110,35,18,22,37,34,11,26,765,0,0,0,12,203,91,43,28,4,3,7,3,16,0,9,420,0,0,0,11,8,11,44,26,6,8,0,4,0,0,3,121,13,221,396,1320,799,935,1190,898,138,181,169,222,165,102,188,6931,159,2006,3861,6322,4480,5792,6905,4287,837,882,874,816,726,364,1162,39482
LGA17200,0,6,21,51,151,236,340,157,25,36,47,52,67,46,26,1249,0,0,13,32,38,102,79,50,7,8,9,23,23,16,4,398,0,0,3,11,55,222,903,1454,256,438,642,897,871,446,563,6771,0,0,5,44,18,43,11,4,0,4,3,3,4,3,0,137,0,0,0,81,32,32,63,76,14,32,11,19,31,24,28,450,14,203,558,985,746,1023,1645,1578,528,596,659,827,950,524,284,11109,0,5,21,111,127,240,351,350,109,164,185,251,318,299,147,2685,0,0,0,39,551,375,151,282,75,80,116,157,143,87,62,2117,0,0,0,14,16,16,46,15,4,5,3,7,11,5,0,142,18,173,269,954,1019,2059,2112,2144,673,822,1113,1539,2246,1620,846,17609,82,845,1919,3952,5596,9829,13823,14356,4093,5278,6587,8925,11760,7943,4781,99761
LGA17310,0,0,0,7,6,6,48,28,12,8,0,5,11,8,9,147,0,0,0,0,0,6,3,16,8,4,9,4,4,0,0,49,0,0,0,0,3,8,9,9,4,0,4,3,3,3,3,48,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,104,195,283,78,56,62,37,13,5,10,5,5,8,66,937,0,0,6,21,18,17,27,8,0,3,3,3,0,3,3,113,0,0,0,4,0,3,9,11,0,3,3,3,16,11,5,70,0,0,0,0,6,3,10,4,0,0,4,0,0,0,0,31,3,21,26,52,22,31,49,92,28,20,28,36,81,27,59,572,22,241,349,501,301,314,399,555,124,177,173,182,289,153,256,4048
LGA17350,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,29,11,5,0,4,0,0,0,0,0,0,3,88,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,3,0,3,0,0,0,0,0,0,0,0,26,0,36,38,57,23,23,22,41,3,6,13,5,6,0,20,287
LGA17400,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,41,47,23,14,3,3,0,0,0,0,0,0,11,177,0,0,3,6,0,3,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,9,14,3,4,3,9,0,0,4,0,0,0,4,49,0,50,79,111,84,52,36,22,16,10,14,0,4,0,18,507
