LGA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
LGA17420,0,3,12,45,181,236,799,608,89,93,87,103,94,59,42,2450,0,4,16,92,163,850,608,342,70,32,45,40,12,15,35,2334,0,0,0,9,17,50,96,77,8,9,18,17,18,13,11,352,0,0,3,21,8,7,4,0,0,0,0,0,0,0,0,39,0,0,0,93,40,54,34,9,3,3,0,0,0,0,5,248,22,311,738,1193,699,685,903,669,134,205,94,123,110,65,140,6089,0,3,8,60,53,82,138,124,54,23,52,80,113,89,20,899,0,0,0,11,306,119,42,27,13,3,12,0,13,3,15,561,0,0,0,8,20,16,107,34,12,6,3,4,7,3,0,214,8,164,279,863,800,1483,1379,681,128,110,138,147,155,154,151,6628,71,1347,2421,4572,5434,11418,13267,7705,1343,1441,1343,1376,1357,873,1283,55249
LGA17550,0,5,10,31,40,40,92,58,6,15,7,0,3,3,14,311,0,0,3,6,6,3,0,7,0,0,0,0,0,0,0,29,0,0,0,0,6,16,43,47,5,4,7,0,14,4,9,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,13,41,521,1077,1407,515,366,491,316,65,47,54,20,33,15,234,5211,0,12,24,55,45,25,84,45,10,0,3,14,4,6,8,330,0,0,0,0,3,3,7,5,0,3,0,3,0,0,3,35,0,0,3,0,16,8,11,12,3,0,7,0,0,0,0,64,6,84,139,312,152,126,171,164,49,50,35,41,26,25,59,1448,80,1046,1718,2368,1614,1390,1836,1336,285,263,232,219,207,119,638,13348
LGA17620,0,0,0,0,3,3,10,14,9,0,0,0,0,0,0,37,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,82,25,16,26,16,3,8,17,8,9,7,11,293,0,0,0,3,4,3,4,0,0,0,3,0,0,0,3,20,0,0,0,0,3,0,0,3,0,3,0,0,20,0,0,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,4,6,5,8,8,30,3,10,7,4,11,0,3,107,0,60,77,145,95,91,106,140,42,47,75,39,78,18,40,1057
LGA17640,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,54,72,29,17,8,0,0,3,0,5,0,0,14,219,0,0,0,6,3,3,3,3,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,20,6,5,3,3,0,0,0,0,0,0,0,55,3,49,84,141,67,47,41,35,3,7,5,10,3,3,23,516
LGA17650,0,0,0,0,3,0,0,10,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,42,45,15,6,10,11,0,3,0,0,0,0,5,159,0,3,0,3,3,3,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,4,9,4,0,3,0,0,0,0,0,4,47,3,39,65,77,62,36,40,23,11,12,0,5,5,0,14,394
LGA17750,0,0,8,10,16,9,58,78,7,19,12,4,9,0,0,229,0,0,0,3,0,5,18,24,8,39,8,6,7,0,9,132,0,0,0,0,0,3,16,8,0,3,0,3,4,4,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,105,180,262,68,65,99,82,9,20,34,22,18,4,39,1021,0,0,0,16,10,19,32,15,6,0,3,3,0,3,0,100,0,0,0,0,13,4,3,13,3,3,0,7,3,5,9,59,0,0,0,0,11,0,28,24,6,9,3,0,0,3,4,85,0,45,34,58,49,89,195,278,65,102,90,55,78,43,43,1229,20,293,369,482,335,388,840,1021,254,459,381,308,301,144,234,5846
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,9,6,0,3,5,0,0,0,0,0,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,9,0,0,0,0,0,3,0,3,32,0,22,29,17,14,22,17,14,0,4,0,0,3,3,10,153
LGA17900,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,24,28,12,3,5,8,0,0,0,3,0,0,8,102,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,30,64,15,12,7,6,0,6,0,4,0,0,12,162,0,38,78,136,59,51,39,73,14,11,14,16,7,3,29,558
LGA17950,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,3,3,0,0,0,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,3,0,0,0,0,0,0,3,20,3,9,8,20,6,12,9,18,0,3,19,3,3,0,8,120
LGA18020,0,0,0,0,3,3,0,3,0,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,50,57,18,12,6,6,0,0,0,3,0,0,8,199,0,0,0,0,0,3,8,3,0,0,0,0,0,0,3,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,3,13,9,3,0,0,0,0,0,0,0,68,3,63,96,107,58,48,63,28,10,12,9,15,11,9,23,553
LGA18050,5,0,17,39,334,765,1087,267,69,63,40,38,39,31,40,2816,0,3,7,6,9,17,4,3,0,0,0,0,0,0,0,54,0,0,0,7,12,23,52,55,3,7,13,3,14,4,7,208,0,0,0,10,3,9,0,3,0,0,0,0,4,0,0,32,0,3,3,15,6,8,9,9,0,0,5,8,6,0,3,70,9,119,244,405,329,465,855,961,326,333,338,357,358,162,146,5409,0,3,15,30,58,91,146,173,50,57,70,91,114,51,24,979,0,0,0,9,37,19,8,9,0,8,6,0,7,0,7,104,0,0,3,3,13,18,25,12,4,0,0,3,0,0,0,78,18,240,447,588,794,932,877,900,222,283,346,497,772,554,314,7780,91,721,1321,1708,2372,3333,4388,3566,1025,1130,1262,1445,1741,1089,848,26028
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,26,3,0,4,0,0,0,0,0,0,0,4,79,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,8,0,0,0,0,26,0,33,44,42,15,7,13,12,0,3,7,7,4,0,14,207
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,10,23,33,17,8,3,18,0,0,0,0,3,0,7,123,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,9,0,0,0,3,0,0,0,3,36,3,40,51,67,41,40,35,36,6,0,8,8,9,3,15,360
LGA18230,0,0,0,0,4,12,29,15,3,4,3,8,7,0,0,95,0,0,0,0,3,10,18,47,12,13,6,4,17,0,3,142,0,0,0,0,3,0,5,5,0,0,0,0,5,0,0,31,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,5,84,125,173,63,43,39,27,12,3,21,11,10,3,31,645,0,0,12,13,9,6,9,7,0,3,0,0,0,0,3,67,0,0,0,0,9,3,5,14,3,3,3,0,5,7,10,56,0,0,4,0,3,0,8,44,0,0,0,0,10,5,0,82,3,17,39,50,30,14,44,208,33,29,29,27,24,46,50,631,18,192,275,370,243,283,357,763,146,165,158,137,165,110,220,3607
LGA18250,0,8,17,27,96,119,199,93,23,11,13,20,10,20,9,668,0,0,5,11,39,30,25,14,3,4,5,3,15,3,0,157,0,0,0,11,17,44,118,118,23,30,29,24,40,9,23,485,0,0,10,36,0,4,6,0,0,0,0,0,0,0,0,60,0,0,9,37,25,8,6,16,0,0,0,0,12,0,0,104,14,126,255,416,302,420,634,420,94,56,72,88,76,55,95,3123,7,5,3,56,47,67,121,85,13,34,31,32,52,31,23,608,0,0,3,8,145,50,26,46,10,14,13,7,14,16,10,365,0,0,3,3,9,15,19,7,3,0,3,0,0,0,0,56,22,119,230,399,349,737,759,635,130,126,211,215,286,180,117,4508,104,562,1231,2120,2796,5308,6709,5083,1192,1234,1417,1755,1994,1290,1048,33849
LGA18350,0,3,11,18,45,24,53,39,8,5,4,0,0,8,6,229,0,3,4,3,4,0,3,0,0,0,0,3,0,0,0,25,0,0,0,0,0,6,8,8,0,7,3,0,3,0,0,51,0,0,3,8,0,7,6,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,277,636,965,395,222,271,135,25,23,10,35,8,3,118,3154,0,0,3,49,29,25,34,21,6,3,0,3,3,3,3,188,0,0,0,0,12,0,5,8,7,3,0,4,3,14,4,59,0,0,3,3,5,3,12,12,0,0,0,0,0,0,3,39,3,66,120,263,109,91,90,160,20,14,15,18,16,13,35,1029,45,681,1154,1724,994,715,709,609,101,92,69,139,148,127,295,7607
LGA18400,0,0,3,15,15,11,57,45,0,4,7,3,0,0,3,156,0,0,3,0,3,0,4,0,0,0,0,3,0,3,3,22,0,0,0,0,0,4,12,4,0,0,0,6,5,0,3,41,0,0,3,7,0,4,0,0,0,0,0,0,0,0,0,22,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,14,8,145,395,773,308,236,161,68,7,10,16,10,10,8,94,2241,0,3,4,17,11,11,28,10,0,6,7,0,0,0,8,107,0,0,0,0,17,6,0,0,3,0,0,0,0,4,3,40,0,0,0,4,0,3,17,3,0,0,0,0,0,0,0,32,5,56,86,250,105,112,82,20,10,10,12,12,13,4,51,828,21,424,839,1427,788,718,622,282,61,57,81,49,65,36,266,5729
LGA18450,3,4,14,38,86,62,194,88,16,18,14,11,3,3,5,566,0,0,8,22,22,49,28,46,3,12,27,26,26,33,10,303,0,0,0,11,20,53,116,159,34,24,39,42,38,20,29,591,3,10,313,1686,303,256,119,70,0,10,4,6,4,0,105,2896,0,0,0,248,92,93,56,17,4,5,21,0,0,3,20,554,71,1056,1862,3488,972,611,739,527,89,120,119,88,77,38,360,10212,0,8,12,81,54,75,128,126,32,42,23,24,28,24,27,681,0,0,3,4,313,133,81,78,15,43,41,61,73,77,26,938,0,0,0,5,21,5,34,20,4,8,11,0,4,6,4,124,11,266,817,1772,760,823,909,786,138,177,278,495,337,294,316,8164,132,2960,5860,9268,4037,3724,4513,3648,812,1103,1453,1752,1699,1233,1727,43917
LGA18500,3,8,34,47,370,574,592,172,62,31,22,32,48,24,24,2052,0,0,3,12,20,19,9,4,0,0,0,3,5,0,3,77,0,0,10,3,9,14,28,27,4,5,3,5,4,0,11,126,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,17,0,3,4,13,5,8,9,8,0,4,0,0,0,0,0,52,22,172,219,421,337,362,702,561,168,174,195,193,206,101,99,3940,3,13,15,49,61,85,167,152,25,40,38,51,74,34,29,838,0,0,0,0,37,11,14,11,0,5,3,9,8,4,3,104,0,0,0,4,19,18,24,12,0,0,0,0,3,0,0,88,56,390,344,355,397,418,486,365,90,84,154,164,212,126,111,3762,177,1005,1061,1546,1978,2427,3018,2097,572,562,672,732,836,473,504,17647
LGA18710,0,0,3,0,3,0,6,23,0,0,0,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,104,204,76,63,76,24,18,4,9,0,0,0,24,661,0,0,0,7,4,6,23,11,3,4,3,0,0,0,0,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,11,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,15,0,12,25,41,36,32,40,8,0,3,3,7,3,0,6,215,5,134,201,376,205,173,244,139,33,26,25,20,18,16,53,1664
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,3,0,3,0,0,21,0,3,14,9,8,7,13,13,3,3,3,3,3,0,4,86
LGA19499,0,0,0,5,8,10,12,5,0,0,0,0,4,16,11,77,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3,4,0,0,3,8,4,8,4,39,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,9,0,0,0,0,0,0,3,3,18,0,31,60,107,45,32,32,21,7,7,9,28,86,93,46,595,0,0,0,3,3,5,13,0,3,4,3,6,22,15,13,82,0,0,0,0,11,15,6,8,0,0,0,3,8,10,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,10,6,44,31,48,45,45,16,5,21,38,106,140,111,664,0,67,119,212,197,265,250,221,57,63,77,169,383,501,425,3012
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,0,0,0,0,0,0,4,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,0,0,0,0,0,3,19,0,15,13,28,16,14,10,8,6,5,0,4,3,0,22,142
