LGA_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
LGA16380,18389,19840,38229,4044,4563,8608,8338,9180,17522,283,297,584,739,749,1488,79,82,157,125,146,270,71,87,157,70,78,147,123,141,264,0,0,0,9824,10771,20588,511,571,1084,220,221,445,14600,16124,30722,2765,2999,5759,35752,38970,74717
LGA16400,17122,17455,34582,3750,3892,7645,6972,7228,14201,256,245,502,578,536,1118,118,97,220,122,114,238,56,60,110,120,134,254,125,109,231,0,0,0,8346,8521,16867,378,472,845,194,223,418,12667,13110,25777,2665,2684,5346,32458,33252,65705
LGA16490,13987,13849,27835,1650,1763,3414,4044,4153,8195,336,315,656,446,479,930,96,105,194,105,89,196,41,30,66,131,111,238,2226,2180,4409,0,0,4,7424,7464,14891,884,966,1854,155,142,298,10117,10337,20451,2076,2020,4098,26179,26204,52384
LGA16550,28360,31115,59476,3028,3105,6135,14422,15106,29528,488,522,1015,566,654,1221,132,143,274,214,234,449,59,66,124,50,59,110,312,327,643,0,3,3,16252,17118,33366,10570,10793,21365,373,342,714,30225,31358,61585,6706,5248,11952,65296,67716,133012
LGA16610,6228,6282,12508,1233,1306,2534,1516,1576,3086,42,48,89,371,370,737,19,21,35,36,19,53,20,14,30,21,22,41,12,12,29,0,0,0,2023,2069,4096,67,77,146,80,70,153,3398,3528,6925,1019,987,2009,10640,10801,21439
LGA16650,25998,27436,53433,2815,2597,5409,10843,10875,21720,195,171,367,279,278,556,94,74,171,89,64,148,20,20,43,34,26,61,75,93,169,0,0,0,11620,11610,23230,6371,6503,12876,294,294,587,21103,21000,42109,3560,3653,7208,50662,52093,102753
LGA16700,26766,28572,55340,2605,2759,5364,12553,12840,25402,322,313,629,363,385,747,114,100,210,120,108,229,32,32,69,27,14,39,95,119,221,0,0,0,13630,13919,27546,7144,8095,15241,266,215,482,23638,24993,48631,2481,2727,5210,52891,56298,109181
LGA16900,18781,19539,38328,2493,2618,5115,6899,7540,14438,97,98,191,251,271,520,22,36,56,50,53,105,17,23,43,16,26,42,59,49,109,3,0,3,7409,8097,15502,386,436,825,156,171,329,10438,11326,21771,1951,2081,4032,31174,32950,64128
LGA16950,24990,25498,50490,4986,5416,10401,9603,10380,19983,308,323,628,596,611,1207,94,89,187,182,167,350,74,84,158,78,76,150,404,384,794,14,12,28,11353,12136,23489,530,668,1196,299,306,610,17170,18526,35692,4495,3850,8342,46644,47876,94527
LGA17000,6013,5796,11817,1528,1520,3048,1670,1665,3331,78,42,124,337,278,616,36,26,64,78,67,141,14,3,19,30,13,40,18,10,27,0,0,0,2265,2104,4372,141,160,303,54,62,117,3988,3855,7844,932,862,1795,10940,10508,21448
LGA17040,5548,5271,10818,1045,1023,2071,1355,1281,2642,107,119,219,171,157,332,25,24,52,29,37,65,12,12,21,27,21,52,257,256,517,0,0,0,1989,1906,3901,164,168,335,56,35,92,3260,3135,6392,1139,908,2047,9949,9311,19261
LGA17080,4081,3937,8023,790,854,1644,775,812,1584,86,89,179,107,94,205,5,6,15,20,22,45,7,9,13,10,5,23,41,49,88,0,0,0,1048,1093,2145,80,100,182,21,23,46,1942,2071,4016,847,703,1553,6871,6710,13586
LGA17100,8430,8911,17347,1219,1141,2360,4157,3940,8095,106,81,189,146,119,266,29,30,62,33,36,67,10,3,14,18,11,25,21,23,49,0,0,3,4524,4251,8774,3449,3160,6610,142,111,245,9333,8665,17995,1446,1205,2652,19214,18778,37994
LGA17150,62246,65427,127673,5768,6146,11914,22661,23897,46563,275,307,580,583,575,1151,85,101,189,163,172,330,32,28,58,56,44,99,113,110,225,0,0,6,23963,25240,49204,2675,3058,5731,495,526,1021,32903,34965,67871,4514,4795,9302,99658,105181,204844
LGA17200,29213,26131,55339,5321,4671,9988,24732,22394,47124,1593,1376,2965,1767,1674,3441,475,474,947,695,654,1350,130,132,260,96,79,171,696,656,1348,4,3,4,30182,27435,57611,23990,26160,50148,927,734,1662,60418,58996,119410,14722,11929,26644,104352,97049,201400
LGA17310,14165,14931,29093,2798,3133,5929,5927,6541,12464,122,125,251,499,536,1038,45,45,88,74,89,166,25,15,37,39,31,72,34,39,68,3,3,8,6768,7425,14191,648,552,1199,156,136,296,10370,11249,21614,2525,2530,5048,27058,28702,55758
LGA17350,1821,1785,3609,387,455,851,338,347,686,16,31,44,16,19,38,3,3,9,7,0,9,0,3,3,5,5,9,12,18,30,0,0,0,402,427,827,22,18,35,9,6,14,820,908,1731,206,208,412,2847,2904,5749
LGA17400,1851,1871,3723,303,338,637,265,283,547,11,12,24,254,281,529,5,3,11,10,5,11,3,0,10,4,9,7,0,3,3,0,0,0,552,599,1143,13,24,40,12,12,27,871,973,1848,385,392,773,3113,3235,6343
LGA17420,42935,44265,87203,2849,2888,5730,19050,19670,38719,312,297,607,433,443,881,105,113,221,126,120,249,36,39,69,30,28,62,125,113,240,0,0,4,20221,20831,41049,3912,4344,8256,216,226,445,27192,28287,55483,2311,2480,4794,72442,75034,147477
LGA17550,21710,23045,44758,3445,3735,7176,6860,7883,14747,449,506,956,3900,4210,8110,113,107,217,174,212,391,86,76,164,100,116,218,105,105,210,8,7,17,11801,13235,25039,791,909,1704,301,307,612,16336,18189,34530,3555,3757,7307,41609,44990,86595
LGA17620,3731,3781,7517,763,776,1541,1042,1167,2212,25,32,57,92,78,176,9,5,17,23,18,42,3,5,7,3,8,7,3,4,9,0,0,0,1199,1321,2521,143,131,279,32,38,75,2139,2271,4407,651,676,1333,6525,6732,13258
LGA17640,2289,2185,4470,338,383,714,518,517,1026,9,14,22,22,20,44,3,0,4,4,8,11,3,3,5,3,8,8,110,95,204,0,0,0,673,660,1335,15,30,47,13,13,25,1032,1092,2119,336,305,641,3659,3580,7239
LGA17650,1764,1774,3542,220,236,461,455,577,1031,5,14,19,66,70,139,0,0,7,6,4,8,4,4,6,8,4,11,0,6,7,0,0,0,542,685,1225,20,25,43,14,21,32,795,967,1761,204,230,438,2770,2970,5745
LGA17750,14226,14807,29041,2628,3000,5626,6533,7364,13896,466,511,971,660,607,1260,150,139,286,108,117,225,45,48,95,110,99,209,201,215,413,0,3,3,8274,9093,17368,962,892,1854,173,131,306,12038,13112,25150,2008,1983,3992,28271,29905,58173
LGA17850,926,923,1848,153,153,309,165,153,321,3,9,14,17,25,36,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,186,184,375,9,11,21,7,7,10,358,349,708,169,179,356,1459,1455,2917
LGA17900,1825,1516,3342,285,330,616,355,334,692,19,14,34,43,61,103,6,3,9,10,10,15,6,4,10,6,6,11,0,3,3,0,0,0,449,424,873,21,35,52,20,16,34,775,806,1577,427,363,789,3022,2681,5702
LGA17950,813,783,1593,141,143,288,142,148,283,3,0,7,11,10,24,0,0,0,0,4,4,3,0,0,0,4,3,0,0,0,0,0,0,156,167,324,8,16,28,3,0,5,313,333,644,135,154,284,1261,1264,2526
LGA18020,2689,2584,5266,493,564,1059,563,567,1130,14,20,29,54,73,129,3,3,6,12,11,21,4,5,6,7,11,18,9,4,6,0,0,0,660,690,1356,30,41,64,26,20,45,1209,1313,2521,558,564,1120,4453,4462,8916
LGA18050,12772,13452,26217,2168,2159,4331,6518,7031,13548,321,373,692,308,347,654,63,75,140,152,184,334,17,11,29,8,20,25,80,79,166,0,0,0,7474,8117,15593,4312,4784,9101,208,201,414,14164,15264,29434,3407,3606,7014,30344,32323,62661
LGA18100,1132,1077,2211,201,219,417,177,184,363,3,12,14,20,21,43,0,0,0,7,6,8,0,0,0,3,3,5,19,19,32,0,0,0,226,241,469,7,13,21,5,5,12,447,475,921,165,180,350,1744,1733,3479
LGA18200,1949,1777,3725,267,278,549,175,187,359,315,358,673,21,15,38,55,70,122,27,19,39,0,3,3,5,10,14,0,0,3,0,0,0,601,656,1258,22,20,40,52,58,114,945,1018,1961,382,306,687,3275,3096,6368
LGA18230,11730,12316,24042,2069,2402,4476,5210,5541,10753,112,146,258,274,299,571,33,39,75,72,60,130,17,10,26,22,29,50,45,40,82,0,0,0,5776,6164,11942,405,487,898,113,93,204,8371,9150,17519,2681,2275,4955,22780,23745,46524
LGA18250,16109,17586,33693,2130,2303,4428,7681,8190,15868,262,262,521,221,235,455,81,88,171,102,109,217,17,32,45,19,8,25,68,80,152,0,0,0,8460,8996,17455,4607,5348,9952,175,176,359,15369,16831,32198,1693,1834,3526,33164,36246,69414
LGA18350,11396,12373,23765,1983,2163,4152,5569,6337,11905,110,122,229,208,216,427,22,27,50,48,60,114,21,30,48,17,15,31,108,125,234,0,0,0,6111,6933,13047,428,503,931,121,133,250,8648,9731,18374,1630,1757,3384,21663,23860,45523
LGA18400,13293,13126,26419,1522,1574,3100,5781,6055,11837,45,53,93,109,132,241,16,21,35,23,26,44,9,9,17,16,15,35,25,32,50,0,0,0,6019,6333,12354,171,205,381,104,106,208,7820,8222,16038,1358,1395,2752,22470,22736,45209
LGA18450,55011,56733,111746,6630,6802,13433,20366,21631,41993,304,368,663,580,590,1171,80,111,192,190,174,370,69,70,144,59,56,112,267,309,582,5,3,4,21919,23314,45229,4624,4032,8661,503,492,993,33671,34645,68310,5713,5828,11541,94391,97209,191595
LGA18500,10129,11923,22053,1761,1915,3674,6289,7034,13318,318,359,684,262,390,651,71,103,171,154,164,314,16,25,43,9,20,31,103,114,222,0,0,0,7222,8208,15433,2321,2812,5132,150,143,289,11458,13071,24525,2250,2644,4896,23835,27639,51468
LGA18710,4459,4512,8976,587,687,1276,707,785,1492,25,39,64,78,81,160,17,19,37,30,29,50,12,15,33,8,8,15,786,885,1671,0,0,3,1671,1858,3528,92,107,197,33,41,68,2385,2690,5075,547,538,1085,7390,7739,15133
LGA19399,323,268,594,23,25,47,71,58,129,7,7,9,5,9,12,19,28,48,0,3,6,0,0,4,0,0,0,0,0,3,0,0,0,112,104,211,5,9,13,0,3,8,140,139,277,66,48,113,533,459,985
LGA19499,1027,548,1571,204,112,317,2027,1557,3584,158,168,325,297,255,549,47,42,84,81,57,142,28,19,44,16,19,38,47,36,82,0,0,0,2699,2145,4844,723,702,1430,104,66,170,3734,3027,6765,2403,1214,3613,7164,4788,11952
LGA19799,105,139,245,0,0,0,25,45,72,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,34,48,80,12,12,18,3,0,3,43,61,104,19,34,51,168,237,401
