LGA_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
LGA17420,7557,168,8,7733,88,3,0,0,88,12,0,12,96,3,0,104,203,27,0,4,226,3,0,8,233,4,0,238,285,32,0,4,314,16,0,18,334,7,0,337,7059,552,72,69,7759,104,24,130,7890,168,8,8069,1997,183,16,49,2242,61,8,68,2312,136,3,2450,16,0,0,10,25,0,0,0,25,0,4,28,9077,735,92,123,10030,162,33,198,10226,308,21,10555,1799,139,15,8,1962,42,6,45,2012,86,3,2098,2085,161,16,16,2277,25,4,32,2308,28,0,2337,46,6,5,0,57,3,0,3,61,4,0,63,21,7,0,15,50,4,0,3,49,3,0,56,3956,317,42,40,4352,75,9,84,4434,124,6,4563,51,0,0,0,53,6,0,6,59,3,0,61,91,15,0,3,112,6,0,9,116,5,0,121,139,13,0,3,162,15,0,13,175,11,0,184,4095,334,39,44,4508,84,13,102,4611,133,6,4743,941,100,8,16
LGA17550,2464,124,3,2592,16,5,0,0,22,0,0,0,25,3,0,25,65,12,0,0,77,5,0,7,82,3,0,89,80,18,0,0,98,5,0,3,102,10,0,112,2079,358,42,34,2507,47,15,58,2567,135,3,2705,583,137,9,10,743,22,8,28,777,131,0,906,10,0,0,3,10,0,0,0,10,0,8,21,2671,498,52,44,3268,74,17,92,3358,264,19,3636,448,64,6,3,520,11,3,13,529,27,0,565,684,131,9,11,828,6,9,16,848,38,0,883,16,5,8,0,37,0,0,0,33,6,0,40,12,0,0,3,13,0,0,0,13,0,0,13,1155,204,25,21,1399,17,7,26,1432,71,0,1501,11,4,0,0,20,4,0,4,22,0,0,24,32,5,0,0,35,0,0,0,36,0,0,44,40,10,0,0,52,9,0,9,63,3,0,65,1194,214,25,19,1456,24,7,35,1495,73,0,1569,234,49,3,0
LGA17620,508,12,0,523,0,0,0,0,3,3,0,3,4,0,0,4,9,0,0,0,11,0,0,0,11,0,0,15,13,0,0,0,13,3,0,3,15,0,0,17,436,57,8,12,516,6,3,13,526,15,0,547,124,17,6,16,165,6,0,6,173,18,0,189,0,0,0,0,0,0,0,0,0,0,0,3,561,81,15,23,681,19,3,20,701,39,0,736,141,14,0,0,156,0,3,0,156,4,0,161,140,14,0,0,158,3,0,0,160,5,0,163,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,285,30,3,3,319,5,0,9,323,6,0,336,0,0,0,0,3,0,0,0,3,0,0,5,3,0,0,0,3,3,0,3,10,0,0,10,3,0,0,0,8,3,0,3,8,0,0,13,295,32,3,3,329,8,0,6,334,9,0,349,55,7,3,3
LGA17640,231,10,5,240,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,5,0,0,0,5,0,0,5,197,30,3,0,229,5,0,5,234,10,5,242,48,12,0,3,63,0,3,3,64,6,0,69,0,0,0,0,0,0,0,0,0,0,0,3,243,42,3,4,288,5,3,4,296,18,5,315,62,7,0,0,71,0,0,0,69,0,0,74,88,22,0,0,107,0,0,0,107,3,0,112,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,152,31,7,4,185,0,0,0,186,7,0,191,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,5,0,0,0,5,0,0,5,153,31,7,4,188,0,0,0,192,7,0,202,26,4,3,0
LGA17650,213,4,0,213,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,7,0,0,5,8,0,0,0,8,0,0,0,8,0,0,8,185,20,0,3,218,3,0,3,222,3,0,220,29,14,0,0,49,0,3,3,50,6,0,59,0,0,0,0,0,0,0,0,0,0,0,0,216,34,0,6,258,3,5,12,269,10,0,280,43,8,0,3,54,0,0,3,54,0,0,55,63,9,0,0,77,3,0,3,81,4,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,18,0,3,131,3,0,5,136,7,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,107,18,0,3,133,3,0,5,139,6,0,141,14,9,0,0
LGA17750,2201,74,4,2276,19,0,0,0,23,5,0,5,29,3,0,32,60,4,0,0,68,0,0,0,68,0,0,67,77,8,0,0,84,5,0,8,94,4,4,104,2046,159,33,18,2253,35,13,44,2295,77,6,2382,456,48,17,8,526,19,0,21,547,107,0,655,0,0,0,0,0,0,0,0,0,0,9,15,2497,212,44,20,2781,51,16,67,2849,183,18,3050,554,49,6,8,615,8,6,12,630,29,0,656,548,41,9,3,599,3,0,9,610,15,0,622,20,3,7,0,35,0,0,0,35,0,0,35,3,4,0,4,8,0,0,0,8,0,0,8,1133,97,22,15,1261,13,8,21,1275,39,0,1323,12,3,0,0,17,0,0,0,17,0,0,17,20,0,0,0,23,0,0,0,23,0,0,23,36,3,0,0,40,0,0,0,40,0,0,38,1166,94,22,13,1297,13,8,21,1317,39,3,1363,158,20,8,3
LGA17850,89,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,8,0,0,87,0,0,0,89,0,0,94,34,0,0,0,34,0,0,0,34,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,110,12,0,0,120,0,0,0,126,4,0,128,16,3,0,0,18,0,0,0,20,0,0,20,20,3,0,0,23,0,0,0,24,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,41,0,0,0,44,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,41,0,0,4,46,0,0,47,9,0,0,0
LGA17900,150,11,0,168,3,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,126,14,3,3,154,0,0,4,155,14,0,174,14,7,0,4,24,0,0,0,25,37,0,68,3,0,0,0,3,0,0,0,3,0,0,7,150,20,3,6,184,5,0,4,190,59,0,245,23,3,0,0,25,0,0,0,25,3,0,29,33,4,0,0,42,0,0,0,43,7,0,49,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,5,4,0,0,0,4,0,0,6,65,6,0,3,71,0,0,0,75,8,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,4,0,0,0,0,0,0,3,3,4,0,0,4,62,6,0,3,77,0,3,0,80,8,0,84,6,0,0,0
LGA17950,100,0,0,100,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,92,9,0,0,102,0,0,0,108,0,0,108,19,3,0,0,26,0,0,0,26,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,118,13,0,0,131,6,0,6,137,5,0,137,30,3,0,0,33,0,0,0,33,0,0,33,18,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,51,0,0,0,51,0,0,51,5,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,3,47,4,0,0,57,0,0,0,57,0,0,56,5,0,0,0
LGA18020,255,18,0,270,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,6,0,0,0,8,4,0,12,220,34,0,5,255,7,5,11,264,20,0,279,36,7,0,0,45,7,0,6,55,27,0,84,0,0,0,0,0,0,0,0,0,0,0,0,256,38,0,7,302,10,4,18,313,46,0,365,49,10,0,0,58,0,0,0,58,3,0,64,78,11,0,0,90,0,0,0,90,3,0,93,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,5,0,0,0,5,0,0,5,130,21,3,3,154,0,0,0,154,9,0,160,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,9,132,21,3,3,156,3,0,3,159,5,0,170,21,10,0,0
LGA18050,2106,57,4,2165,10,0,0,4,16,0,0,0,16,0,0,16,47,0,0,0,46,3,0,4,49,0,0,49,53,0,0,4,57,3,0,4,62,0,0,62,1890,178,22,40,2129,30,9,40,2171,57,4,2232,462,28,5,6,503,15,0,15,515,32,0,543,0,0,0,4,4,0,0,0,4,0,5,18,2353,209,28,51,2634,40,12,53,2687,85,10,2789,371,39,0,3,419,14,0,10,430,12,0,450,479,47,4,7,533,7,0,8,541,7,0,555,10,0,0,0,13,0,0,0,13,0,0,9,8,0,0,3,13,0,0,0,13,0,0,12,869,92,8,11,979,22,0,21,998,22,5,1028,10,0,0,0,13,0,0,0,13,0,0,15,18,3,0,0,21,0,0,3,24,3,0,25,31,3,0,0,34,3,0,3,38,4,0,42,901,88,11,11,1009,21,3,23,1040,30,5,1065,204,12,3,0
LGA18100,115,4,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,5,0,0,5,108,4,0,5,116,0,0,0,120,4,0,126,19,3,0,3,28,0,0,0,26,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,121,11,0,7,145,3,0,3,143,9,0,157,25,0,0,0,25,0,0,0,25,0,0,25,44,3,0,0,51,0,0,0,51,3,0,48,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,79,3,0,0,79,0,0,0,79,3,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,79,0,0,0,81,0,0,0,79,3,0,80,6,0,0,0
LGA18200,211,6,0,211,0,0,0,0,0,3,0,3,3,3,0,5,0,0,3,0,4,0,0,0,4,0,0,4,0,0,3,0,4,3,0,3,3,3,0,12,180,11,8,8,210,5,0,5,210,10,0,225,36,7,0,9,56,6,0,6,58,21,0,82,0,0,0,0,0,0,0,0,0,0,0,0,224,24,5,18,264,7,0,7,270,25,3,303,42,3,0,0,51,0,0,0,50,3,0,54,65,3,0,0,66,0,0,0,66,4,0,68,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,109,7,0,3,124,0,0,0,122,7,0,132,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,6,108,7,0,3,125,0,0,3,125,8,0,133,23,3,0,0
LGA18230,1649,56,0,1707,8,7,0,0,19,4,0,4,23,0,0,23,9,0,0,3,16,0,0,0,17,0,0,18,20,7,0,3,34,4,0,6,45,0,0,47,1471,150,21,18,1656,25,10,32,1693,62,0,1754,328,27,8,3,365,26,0,26,388,77,0,468,6,0,0,0,6,0,0,0,6,0,4,10,1801,174,25,27,2032,46,10,58,2090,138,9,2230,414,24,3,0,435,6,3,5,444,20,0,462,422,45,4,6,472,7,3,7,484,8,0,493,10,0,0,0,10,3,0,3,16,0,0,16,4,0,0,3,6,0,0,0,6,3,0,5,842,64,10,10,922,11,3,16,942,34,0,977,7,0,0,0,7,3,0,3,10,0,0,10,7,4,0,0,10,0,0,0,10,0,0,8,15,4,0,0,19,3,0,3,17,0,0,21,856,65,10,9,943,18,3,19,966,31,0,997,139,13,3,3
LGA18250,2920,97,4,3021,52,0,0,0,58,11,0,11,60,0,0,64,81,3,0,0,79,6,3,5,92,9,0,98,132,3,0,3,134,13,3,17,152,9,0,158,2721,225,20,25,2984,70,13,83,3067,109,4,3183,923,74,16,17,1026,27,0,24,1053,69,3,1124,0,0,0,5,6,0,0,0,6,0,10,11,3644,298,36,40,4014,95,14,108,4123,179,14,4317,602,52,3,0,662,22,9,29,686,30,0,714,661,62,13,6,738,7,0,6,745,17,0,765,9,3,0,0,16,0,0,0,14,0,0,17,6,0,0,3,12,0,0,0,12,0,0,16,1281,116,16,14,1422,28,9,36,1460,52,0,1510,20,0,0,0,23,4,0,4,29,0,0,29,37,0,0,4,43,3,0,8,52,5,0,54,61,3,0,4,63,7,0,10,75,5,0,75,1338,121,16,17,1491,37,10,45,1533,52,0,1585,411,40,0,7
LGA18350,1568,46,4,1620,12,3,0,0,11,0,0,0,12,0,0,12,33,3,0,3,40,0,4,0,41,0,0,42,39,6,0,3,48,3,4,3,51,3,0,55,1388,174,23,21,1605,7,4,16,1618,50,4,1673,374,55,9,7,440,4,0,4,443,48,3,502,4,0,0,0,4,0,0,0,4,0,3,6,1763,228,32,29,2054,9,4,13,2071,97,12,2182,279,25,3,0,309,3,0,0,317,16,0,327,476,69,10,3,560,6,0,6,565,7,0,573,10,0,8,0,16,0,0,0,16,0,0,21,3,0,0,8,10,0,0,0,10,0,0,10,773,92,20,13,898,7,0,10,911,20,0,930,3,0,0,0,4,0,0,0,4,0,0,4,20,3,0,0,23,0,0,0,23,0,0,25,20,3,0,0,28,0,0,0,28,0,0,28,796,97,20,13,925,7,0,10,935,26,0,957,191,24,6,3
LGA18400,2165,52,3,2221,16,0,0,0,19,0,0,0,19,3,0,21,28,7,3,0,37,0,0,3,41,6,0,47,47,10,3,0,58,0,0,3,62,7,0,68,1997,140,40,32,2199,16,3,20,2220,59,3,2291,518,44,16,15,597,17,0,17,609,47,7,666,3,0,0,3,11,0,0,0,11,0,6,16,2520,180,56,52,2804,38,3,41,2841,109,14,2974,480,33,5,3,528,7,0,7,531,20,0,552,629,50,7,3,690,10,0,10,706,12,0,710,22,0,4,0,33,0,0,0,33,0,0,31,5,0,0,9,14,0,0,0,14,0,0,14,1130,87,22,17,1260,14,0,14,1275,35,0,1307,23,0,0,0,23,0,0,0,20,0,0,20,16,3,0,0,16,0,0,0,18,4,0,21,39,3,0,0,39,4,0,4,40,4,0,47,1168,92,21,17,1300,19,0,19,1317,33,0,1354,248,22,5,11
LGA18450,6497,246,9,6755,59,14,0,0,74,5,0,5,84,8,0,96,183,26,3,3,216,15,7,21,237,13,0,247,248,33,3,5,294,19,7,27,315,25,0,341,5866,651,102,73,6690,90,41,127,6817,268,9,7092,1446,232,31,42,1752,59,22,83,1831,407,4,2243,16,0,0,5,20,0,0,0,22,0,26,46,7323,882,136,128,8463,148,66,208,8676,673,38,9381,1220,139,13,10,1382,27,11,31,1412,79,0,1488,1923,190,28,19,2152,23,7,25,2180,55,0,2238,49,14,15,0,80,4,0,4,76,4,0,80,13,3,0,20,30,0,0,0,30,0,3,33,3201,339,54,45,3647,48,10,64,3710,138,0,3844,40,4,0,0,52,3,0,7,57,9,0,64,92,5,0,0,103,7,3,15,110,11,0,119,135,13,3,3,155,17,3,18,168,16,0,189,3341,350,63,49,3796,66,14,79,3880,153,0,4035,696,94,23,13
LGA18500,1457,59,0,1512,14,0,0,0,14,0,0,0,15,0,0,15,33,7,0,0,40,0,0,0,40,0,0,40,50,7,0,0,52,3,0,7,57,0,0,57,1354,113,12,15,1489,25,3,26,1511,59,0,1573,518,41,6,15,584,12,0,12,593,41,0,635,0,0,0,0,0,0,0,0,0,0,3,4,1873,152,15,32,2075,30,3,37,2110,96,5,2209,295,29,0,3,329,8,0,11,340,19,0,357,334,37,0,4,374,3,0,3,376,12,0,391,7,3,0,0,15,0,0,0,15,0,0,13,3,0,0,7,10,0,0,0,9,0,0,9,640,73,0,13,726,15,0,17,735,32,0,769,6,0,0,0,6,0,0,0,6,0,0,6,7,0,0,0,10,6,0,6,10,0,0,10,9,0,0,0,16,6,0,6,18,0,0,18,653,70,0,13,733,21,0,21,753,32,0,790,293,19,0,7
LGA18710,740,16,0,759,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,8,0,0,0,7,0,0,7,11,0,0,0,15,0,0,0,15,0,0,15,647,75,10,13,746,6,0,6,750,16,0,773,117,9,10,0,138,3,0,3,147,15,0,157,0,0,0,0,0,0,0,0,0,0,3,3,768,84,16,12,885,11,0,11,895,30,7,933,198,18,3,0,222,0,0,0,222,11,0,229,198,16,0,0,216,0,0,0,215,8,0,224,11,5,3,0,15,0,0,0,15,0,0,15,0,0,0,5,4,0,0,0,4,0,0,4,405,40,6,5,454,0,0,0,453,14,0,472,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,8,0,0,8,406,40,6,5,461,0,0,5,464,14,0,480,59,0,3,3
LGA19399,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,49,0,0,0,49,0,0,49,6,3,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,52,0,0,0,52,0,0,52,19,0,0,0,19,0,0,0,19,0,0,17,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,19,0,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
