LGA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA17400,996,493,382,623,773,1206,1055,484,156,6174,0,7,0,0,3,3,5,0,0,19,21,20,28,23,28,33,44,30,7,245,0,0,0,3,4,12,23,7,0,36,28,13,25,18,44,41,37,8,0,212,0,0,0,0,3,5,9,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,55,33,56,52,84,92,108,49,11,537,56,35,59,52,89,93,115,51,11,555,1051,532,442,669,859,1303,1167,539,166,6731
LGA17420,33232,20392,15823,23056,22092,17960,12952,5385,1900,152783,8,14,8,3,8,11,14,7,0,77,284,422,518,269,318,259,301,189,97,2662,7,13,52,37,39,31,22,4,4,199,7,16,16,42,31,37,44,3,0,202,3,3,7,3,6,12,4,0,0,40,7,7,6,12,10,3,5,0,0,44,0,3,0,0,8,3,7,4,0,28,0,0,0,0,0,0,0,0,0,6,0,3,9,3,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,304,464,609,360,419,355,381,204,101,3201,314,478,620,363,427,364,397,215,108,3281,33550,20868,16440,23420,22519,18325,13342,5604,2001,156066
LGA17550,14946,8428,7673,9762,11312,12723,11274,7169,3407,86688,27,11,15,3,18,26,22,16,8,147,241,322,330,282,337,482,608,307,102,3010,34,14,44,42,84,182,507,241,38,1189,163,264,211,200,257,326,275,93,21,1807,11,3,3,11,16,35,100,61,8,248,3,9,5,7,7,14,17,9,0,73,3,0,3,3,12,29,58,36,11,166,3,3,6,3,0,3,3,0,0,22,3,3,5,3,9,17,27,8,5,80,0,0,0,0,0,0,0,0,0,0,454,621,612,552,725,1094,1600,756,188,6596,478,634,625,556,735,1118,1621,766,195,6737,15425,9063,8296,10325,12046,13842,12899,7937,3604,93428
LGA17620,2838,1342,1585,1701,1766,1708,1309,786,339,13375,3,5,3,0,3,9,3,3,0,28,44,73,83,39,55,98,56,28,20,497,0,0,0,0,0,5,4,0,0,18,4,0,6,5,4,11,12,3,0,42,0,0,3,3,0,3,3,3,0,14,0,0,4,3,0,3,0,0,0,14,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,44,80,101,54,56,127,76,36,17,593,47,85,111,57,62,132,80,37,17,620,2890,1430,1695,1758,1828,1835,1384,829,353,14000
LGA17640,1311,655,578,736,1114,1144,994,529,170,7239,3,0,3,0,0,4,0,3,0,11,20,35,23,21,31,50,36,13,8,235,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,10,3,0,4,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,28,47,38,21,34,54,51,13,8,278,26,50,34,19,39,55,51,11,8,297,1336,704,618,757,1147,1201,1043,549,175,7536
LGA17650,1126,550,435,646,841,920,705,318,113,5661,4,3,3,4,3,0,3,0,0,15,24,20,25,26,15,29,27,13,3,183,0,0,0,0,0,4,3,0,0,18,0,0,4,4,0,3,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,27,23,31,32,20,42,44,14,3,235,33,27,28,32,22,46,44,14,3,250,1157,577,466,674,865,967,754,336,120,5907
LGA17750,12364,8640,8065,7166,7102,6705,4587,2733,1282,58656,15,16,19,9,10,9,3,8,5,96,238,1214,499,298,265,260,205,120,83,3171,9,249,90,51,58,30,26,8,0,516,14,215,96,39,17,24,16,6,0,429,0,51,31,12,9,4,4,0,0,109,5,36,18,12,3,0,4,3,0,80,0,28,5,4,4,4,5,0,0,58,0,17,7,3,7,0,0,0,0,34,3,46,26,17,16,6,8,0,0,120,0,0,0,0,0,0,0,0,0,0,261,1858,768,434,373,334,263,139,82,4522,279,1876,786,448,388,346,271,139,94,4618,12649,10511,8853,7615,7488,7051,4854,2874,1372,63276
LGA17850,519,249,268,305,404,433,438,208,89,2917,4,0,0,0,0,0,3,0,0,11,4,29,15,6,13,14,11,6,0,110,0,0,0,7,4,5,5,0,0,27,0,6,0,4,3,8,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,20,16,29,24,26,13,0,163,4,32,23,16,24,25,32,13,3,170,524,282,290,322,432,462,471,221,94,3088
LGA17900,1156,499,658,625,746,852,650,334,75,5589,4,3,11,3,9,6,7,4,0,46,24,44,46,43,72,96,132,69,11,523,0,0,6,0,9,38,82,29,0,165,0,6,6,5,16,23,34,3,0,88,0,3,0,0,5,18,36,3,0,65,0,0,0,4,0,5,10,0,0,19,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,31,48,56,50,103,183,303,103,13,885,30,49,64,58,111,185,309,110,13,929,1193,553,716,683,856,1035,964,442,84,6521
LGA17950,556,197,281,271,340,358,304,164,52,2517,0,0,4,0,0,0,0,0,0,3,8,34,14,6,14,10,11,8,3,107,0,0,0,0,0,7,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,14,6,19,18,22,8,3,121,10,34,12,6,21,18,22,8,3,131,565,227,299,281,359,374,325,170,58,2646
LGA18020,1613,766,690,855,1180,1323,1245,737,288,8683,14,3,3,0,6,9,3,0,0,38,54,59,66,35,54,81,76,33,10,468,7,0,3,4,0,27,34,11,0,82,3,4,8,4,13,7,5,0,0,47,0,3,4,0,0,9,3,0,0,20,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,61,74,85,44,70,124,119,57,14,640,72,75,88,50,77,126,120,59,14,679,1682,841,781,901,1259,1451,1359,789,296,9364
LGA18050,10425,5799,15005,11389,7834,5412,4172,2497,1432,63966,6,4,12,6,8,8,4,3,3,55,149,247,446,242,205,187,151,88,63,1771,12,16,63,56,26,17,20,4,0,216,9,19,44,36,32,17,14,4,4,176,0,3,4,4,3,9,15,7,0,47,4,7,25,9,12,15,14,3,0,88,0,0,3,0,0,3,10,0,0,20,0,0,3,3,0,0,0,0,0,8,5,5,3,13,17,10,5,8,0,78,0,0,0,0,0,0,0,0,0,0,174,301,590,364,296,254,231,120,69,2404,182,304,611,369,302,263,233,122,70,2453,10610,6100,15615,11761,8137,5671,4404,2617,1504,66422
LGA18100,587,263,238,359,455,541,534,297,131,3398,6,0,3,0,0,0,3,0,0,14,11,8,15,15,9,18,11,11,3,108,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,15,12,18,12,26,20,9,3,125,19,14,19,17,12,26,17,9,3,141,606,276,251,376,461,561,550,305,140,3541
LGA18200,1247,636,627,704,891,949,773,371,128,6320,3,0,0,0,3,0,6,0,0,16,20,34,31,33,37,34,39,8,0,248,12,44,65,35,71,73,81,30,0,419,4,0,0,6,5,7,8,0,0,30,3,11,10,6,5,33,26,14,3,121,0,0,4,0,4,3,7,0,0,18,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,98,120,82,124,152,167,58,10,844,42,95,123,87,128,154,167,57,10,856,1291,735,750,786,1016,1095,945,433,139,7179
LGA18230,10075,5737,6241,5528,5946,5752,4212,2491,1006,46990,16,5,5,5,5,17,6,9,3,72,352,495,421,347,371,406,303,192,68,2952,19,20,35,38,41,72,108,24,0,361,44,10,45,27,24,43,34,3,0,244,3,3,3,5,12,16,38,11,0,86,0,0,3,4,3,13,13,0,0,39,0,0,0,4,8,3,19,0,0,38,0,0,0,4,0,3,0,0,0,9,0,11,0,4,9,6,3,0,0,35,0,0,0,0,0,0,0,0,0,0,420,538,518,433,458,563,530,229,70,3767,435,547,524,438,464,581,537,239,79,3839,10504,6286,6760,5974,6413,6325,4743,2730,1085,50827
LGA18250,14176,8175,10868,11998,9680,7180,5176,2870,1639,71762,3,4,4,0,6,6,9,5,0,51,202,200,396,265,226,273,287,227,167,2240,6,8,26,42,20,29,10,7,5,152,3,16,18,32,32,29,22,6,3,169,0,0,6,7,10,9,3,0,0,41,0,5,11,16,3,12,9,4,0,66,0,0,0,0,3,5,3,0,0,7,0,0,0,3,0,0,0,0,0,7,0,3,3,4,6,5,7,0,0,39,0,0,0,0,0,0,0,0,0,0,213,237,470,369,312,355,339,240,169,2712,222,245,475,368,318,367,349,246,173,2755,14398,8422,11343,12363,9994,7543,5523,3122,1808,74519
LGA18350,8204,4582,3713,4836,6126,6192,6594,3624,1376,45249,11,11,9,7,4,12,15,10,3,77,181,231,225,171,199,242,199,109,56,1616,4,3,16,12,8,16,30,11,0,96,4,3,16,9,12,14,16,0,0,77,0,0,4,0,0,5,0,4,0,11,4,3,4,0,3,3,0,3,0,20,0,0,0,0,3,3,0,4,0,14,0,0,0,0,0,0,0,0,0,6,0,7,4,5,9,11,7,4,0,39,0,0,0,0,0,0,0,0,0,0,197,251,270,194,233,289,254,129,58,1880,207,259,278,204,242,302,263,141,63,1949,8416,4844,3993,5044,6362,6493,6853,3762,1435,47205
LGA18400,10483,5996,5467,6333,6517,5733,3806,1738,624,46701,14,11,4,5,7,0,10,0,0,56,135,224,172,119,91,111,95,64,29,1033,0,0,7,3,7,3,9,0,0,28,3,6,0,3,10,7,6,3,0,34,0,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,3,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,11,0,3,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,139,236,183,128,110,128,117,68,29,1137,155,251,188,132,115,127,122,73,29,1195,10640,6244,5661,6468,6633,5857,3929,1809,649,47893
LGA18450,35637,27133,24559,24848,25394,22988,17479,11375,4957,194372,26,34,31,23,25,25,33,21,13,242,666,1317,1151,707,665,597,512,387,265,6269,11,32,59,20,24,37,32,13,3,233,10,26,54,28,35,48,26,15,0,237,3,7,5,12,12,9,8,0,0,61,6,3,8,20,16,11,14,0,0,75,0,3,5,3,9,15,6,10,0,48,0,7,3,4,0,3,0,0,0,13,3,34,32,17,22,9,6,5,0,122,0,0,0,0,0,0,0,0,0,0,706,1418,1315,810,780,735,598,427,270,7052,727,1456,1352,834,802,763,631,447,287,7289,36361,28593,25912,25682,26196,23746,18112,11822,5247,201665
LGA18500,8251,5129,8895,7487,6715,5552,5278,2818,1519,51636,4,14,4,3,0,0,0,6,0,31,228,301,303,186,178,167,155,102,53,1667,0,10,20,9,20,7,24,6,0,104,3,10,11,18,24,24,14,10,0,113,9,3,8,10,6,5,3,0,0,46,0,0,14,8,10,11,3,3,0,49,0,8,0,0,0,3,6,0,0,19,0,0,0,3,3,0,0,0,0,6,0,8,4,0,4,3,11,0,0,29,0,0,0,0,0,0,0,0,0,0,237,342,358,231,248,224,215,113,51,2027,239,357,364,239,250,227,213,118,56,2064,8489,5480,9256,7726,6964,5779,5491,2939,1571,53702
LGA18710,3322,1648,1379,2101,2409,2015,1454,667,287,15284,9,3,3,4,0,6,5,4,0,30,36,55,58,41,28,46,34,8,3,307,0,5,3,3,3,14,18,3,0,53,0,3,0,6,0,0,13,0,0,25,0,0,0,0,3,3,3,0,0,12,7,0,0,0,3,0,0,0,0,15,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,40,32,19,19,12,12,12,0,173,0,0,0,0,0,0,0,0,0,0,64,99,99,67,60,79,81,31,3,589,72,104,101,71,63,83,82,30,6,621,3398,1754,1483,2177,2467,2099,1538,702,294,15904
LGA19399,168,71,122,146,115,137,97,33,14,898,0,0,0,0,0,0,0,0,0,0,3,29,19,19,34,44,34,3,0,189,0,3,0,0,9,27,19,3,0,65,0,0,3,0,8,11,13,0,0,35,0,10,6,0,0,10,11,0,0,33,0,0,0,0,3,3,3,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,15,0,0,0,0,0,0,0,0,0,0,6,45,30,24,58,100,74,6,0,347,6,45,35,24,58,103,74,6,0,351,174,118,153,167,175,241,172,40,18,1246
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,37,25,32,32,49,73,108,39,10,409,0,0,0,0,0,0,0,0,0,0,209,126,125,165,232,377,429,194,39,1894,42,25,27,45,76,109,118,41,4,474,3,5,8,8,5,18,17,7,3,82,28,7,14,18,18,34,40,17,3,180,4,6,9,8,6,21,8,5,0,72,12,8,4,14,8,23,20,17,0,94,0,3,8,0,3,3,0,3,0,17,11,3,11,6,5,3,9,9,0,62,0,0,0,0,0,0,0,0,0,0,304,187,208,265,353,575,642,294,46,2869,304,187,208,265,353,575,642,294,46,2869,342,211,237,290,404,649,753,335,56,3279
