LGA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
LGA12380,43702,28940,40844,29587,24050,20008,12894,7129,3086,210230,70,41,77,55,35,20,23,17,7,342,477,602,959,604,436,428,290,169,102,4069,7,28,31,15,12,14,4,3,0,117,12,24,36,21,15,16,17,6,0,151,0,5,4,9,4,0,3,0,0,29,3,3,18,9,14,6,10,0,0,71,0,0,0,4,3,0,3,0,0,15,3,0,4,0,0,0,0,0,0,5,0,5,6,4,0,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,499,664,1069,669,485,481,330,177,106,4480,572,710,1144,722,520,504,349,195,113,4823,44274,29644,41988,30310,24573,20505,13246,7322,3200,215055
LGA12700,1628,854,757,957,1242,1370,997,530,173,8506,0,3,3,0,3,4,0,0,0,16,29,49,37,29,32,38,34,23,5,286,0,0,0,0,0,3,0,0,0,5,0,5,3,3,3,3,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,58,41,35,34,45,45,23,5,315,34,55,46,38,40,49,46,23,5,338,1656,910,804,993,1280,1417,1044,550,182,8840
LGA12730,1508,887,802,918,1037,1261,927,634,267,8242,3,9,13,0,0,9,4,0,3,33,35,44,37,29,48,43,26,13,14,290,8,12,21,10,29,30,16,11,0,140,0,0,0,0,0,14,0,3,0,16,10,0,0,8,0,3,5,0,0,30,3,0,7,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,51,61,69,44,80,94,61,28,13,490,55,66,79,43,80,97,64,26,12,522,1565,949,874,963,1115,1359,995,658,280,8766
LGA12750,5136,2826,2400,3182,4307,6163,5996,3123,1300,34427,8,6,4,9,6,9,17,6,5,84,116,142,150,142,208,259,240,98,44,1406,9,9,21,24,28,75,113,64,8,355,5,3,3,3,10,15,13,4,0,54,0,0,3,3,8,9,12,3,0,36,0,0,3,3,0,4,3,0,0,18,0,0,0,0,0,11,14,0,0,31,3,0,0,0,0,3,0,0,0,12,29,27,17,37,58,92,102,38,3,406,0,0,0,0,0,0,0,0,0,0,162,190,206,217,314,465,486,216,62,2313,175,198,212,224,324,475,503,223,70,2394,5308,3022,2608,3402,4628,6642,6493,3351,1370,36827
LGA12850,37226,28746,26012,23997,26429,24262,14791,8309,3407,193179,51,58,56,29,40,32,21,11,9,310,624,625,932,638,507,429,249,221,114,4342,17,13,18,22,10,15,18,4,0,107,11,11,18,15,21,18,7,0,0,101,5,0,3,0,3,3,3,4,0,25,0,3,4,3,0,4,0,0,0,22,0,6,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,7,8,4,7,7,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,663,658,980,691,549,469,280,232,112,4642,716,720,1031,719,589,506,306,240,125,4949,37938,29467,27042,24725,27016,24761,15102,8549,3528,198130
LGA12870,2019,1083,937,1149,1458,1721,1636,991,395,11381,0,3,0,0,5,3,3,4,0,19,25,41,24,12,33,64,28,13,9,250,20,34,35,34,51,94,92,47,11,413,8,0,4,3,0,13,4,0,0,30,0,0,0,0,0,0,15,0,0,17,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,74,66,51,86,174,147,61,21,727,54,75,66,50,90,173,147,65,21,744,2074,1157,1004,1197,1548,1894,1789,1058,412,12129
LGA12900,1885,970,942,932,1175,1131,1055,667,244,9009,10,15,0,4,0,4,3,0,0,32,54,66,69,48,55,57,28,21,11,417,0,3,3,10,9,12,31,0,0,76,0,3,0,7,6,3,11,0,0,36,0,3,0,3,0,6,15,0,0,25,0,0,3,4,3,0,3,0,0,12,3,0,0,3,0,3,0,4,0,19,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,63,75,77,67,75,88,93,31,11,590,70,90,77,71,77,92,101,34,11,624,1954,1056,1018,1008,1249,1225,1154,702,260,9635
LGA12930,24259,19613,23717,18770,18747,16150,11134,6891,3552,142836,12,21,16,8,18,19,17,13,10,134,301,369,600,374,332,342,365,347,244,3269,0,3,10,10,13,11,3,0,3,60,5,7,11,9,12,13,9,0,0,69,0,3,0,0,3,0,6,0,0,15,0,0,4,0,3,7,0,0,0,21,0,0,0,4,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,3,0,3,13,5,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,309,395,647,404,365,371,386,349,249,3473,320,418,667,413,383,393,402,367,260,3614,24579,20030,24382,19179,19125,16541,11536,7258,3809,146444
LGA12950,766,378,373,396,503,580,480,329,128,3927,0,3,3,0,5,3,3,0,0,17,15,29,19,18,21,19,15,10,4,153,0,0,0,0,7,12,9,3,0,35,3,5,4,3,3,6,4,0,0,24,0,0,0,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,32,24,18,31,41,49,15,4,232,16,38,26,18,31,40,46,13,4,244,777,416,401,418,534,622,526,342,128,4174
LGA13010,1453,776,752,882,1009,1267,1168,655,269,8223,4,5,3,0,3,3,0,0,3,20,33,47,39,35,32,61,44,28,13,338,4,0,0,0,0,8,9,0,0,33,9,9,17,10,21,18,10,7,6,93,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,58,55,46,56,95,68,36,18,478,46,60,58,47,56,96,70,36,17,500,1500,834,809,930,1067,1365,1238,693,288,8718
LGA13310,5210,3160,3330,3343,3863,3725,3016,1660,708,28012,11,8,7,4,0,6,7,6,0,41,113,178,319,233,218,145,113,57,23,1412,7,3,12,13,6,16,34,11,3,105,7,9,5,7,11,10,3,3,0,49,0,0,0,0,6,3,4,0,0,16,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,5,3,0,15,0,0,0,0,0,0,0,0,0,3,7,10,17,7,12,10,0,0,0,69,0,0,0,0,0,0,0,0,0,0,132,207,360,266,256,189,164,77,30,1672,144,210,369,265,256,195,173,78,30,1714,5357,3372,3690,3607,4114,3914,3188,1740,735,29730
LGA13340,2178,970,826,1028,1340,1466,1137,529,245,9722,10,0,0,4,3,0,6,0,0,32,57,71,45,17,27,41,40,24,8,313,10,25,12,5,6,10,20,3,0,105,0,3,4,3,3,7,0,0,0,24,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,65,105,59,28,35,60,69,30,4,458,73,105,60,34,41,60,73,31,8,485,2252,1071,882,1063,1380,1527,1211,560,252,10209
LGA13450,5243,2881,3296,2962,3177,2866,1890,1329,639,24284,0,20,7,4,6,7,3,3,4,54,72,135,167,85,131,129,53,47,27,844,4,13,30,22,20,31,9,0,4,135,8,0,10,12,15,12,3,3,0,64,3,3,13,4,4,9,5,0,0,35,0,0,4,0,0,0,3,0,0,7,0,0,0,0,0,3,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,89,156,234,124,171,177,83,52,25,1117,90,172,243,126,175,185,86,59,33,1170,5331,3058,3535,3093,3358,3053,1977,1389,665,25452
LGA13510,1949,980,907,1096,1301,1516,1388,891,364,10384,0,4,3,0,3,0,3,4,0,23,40,42,48,33,38,64,39,14,12,330,6,0,7,11,11,17,31,13,3,94,7,0,3,6,3,5,3,0,0,26,0,0,3,0,3,7,7,0,0,17,0,0,0,0,0,3,0,0,0,5,3,3,3,0,3,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,60,50,66,51,62,107,77,32,17,520,62,57,69,51,62,112,83,33,19,542,2008,1035,980,1145,1361,1628,1471,924,376,10922
LGA13550,2464,1249,1443,1318,1446,1477,1109,748,306,11556,0,3,6,3,5,6,0,0,0,28,47,80,76,47,97,80,56,30,10,520,0,0,0,0,0,6,9,4,0,21,3,3,13,15,7,18,24,7,0,93,0,0,0,0,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,50,91,90,63,109,109,91,45,10,652,51,89,93,63,119,115,92,46,10,680,2512,1342,1535,1382,1561,1591,1198,788,316,12240
LGA13660,933,410,406,491,692,675,719,410,143,4879,0,3,0,0,0,0,3,0,4,11,20,30,23,16,33,47,59,12,13,255,0,4,0,0,3,9,9,0,0,29,13,13,23,8,11,8,7,0,0,82,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,36,50,48,26,50,73,75,15,16,381,34,52,48,26,50,73,77,15,12,388,968,461,456,516,738,746,793,429,154,5269
LGA13800,12614,8556,7643,7850,9230,7517,5286,2514,952,62162,3,13,7,6,16,8,5,6,14,71,182,314,277,193,206,187,157,98,38,1651,4,6,8,4,8,17,18,0,0,64,7,25,19,18,21,20,21,0,0,128,0,0,8,3,8,13,3,0,0,40,0,0,7,0,4,0,6,0,0,26,0,0,0,0,0,5,0,0,0,12,0,5,8,3,0,0,0,0,0,17,0,6,0,0,9,4,3,0,0,28,0,0,0,0,0,0,0,0,0,0,194,352,340,224,268,240,206,102,39,1956,201,364,343,232,282,251,214,103,48,2027,12816,8915,7990,8077,9507,7766,5493,2625,1002,64193
LGA13850,496,285,257,256,412,393,310,214,57,2673,0,0,0,0,0,0,0,0,0,9,13,20,32,18,26,37,23,3,5,172,3,0,9,11,21,18,15,5,0,66,0,3,0,5,4,6,4,0,0,14,0,0,3,0,3,7,17,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,16,25,39,33,53,70,64,11,5,309,14,25,43,34,52,70,64,14,5,319,512,313,299,292,467,460,366,228,60,2990
LGA13910,3502,1826,1559,1904,2324,2366,2186,1200,481,17341,7,7,3,3,3,5,9,8,3,47,75,107,96,84,83,111,76,45,32,698,5,15,4,4,4,9,9,0,0,56,3,5,3,3,4,4,7,0,0,26,0,0,3,3,0,3,0,0,0,14,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,7,6,10,4,3,0,61,0,0,0,0,0,0,0,0,0,0,90,146,107,99,100,144,98,48,32,865,94,156,117,106,107,144,108,51,32,912,3595,1981,1671,2006,2428,2511,2290,1249,519,18255
LGA14000,27476,17508,14100,20079,20474,16573,11582,6714,3668,138168,8,24,8,15,7,7,9,5,8,86,280,421,432,291,265,270,267,195,191,2603,6,3,9,16,14,8,19,11,0,91,8,18,12,15,11,27,21,8,4,128,3,0,0,4,6,8,3,3,0,19,3,3,8,0,7,4,7,3,0,33,0,0,0,0,3,3,4,8,0,20,0,4,0,3,3,0,0,0,0,9,5,7,12,3,4,3,6,0,0,41,0,0,0,0,0,0,0,0,0,0,302,465,479,334,309,324,324,224,200,2955,312,487,484,345,315,333,332,228,203,3037,27793,17992,14587,20421,20788,16898,11912,6948,3872,141207
LGA14100,2599,1779,1070,1636,1922,1558,1340,808,707,13426,3,3,0,0,0,0,0,4,0,14,25,55,58,28,35,37,32,26,34,332,0,0,0,0,0,0,3,0,0,4,4,3,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,29,59,58,37,38,39,39,29,34,361,27,64,58,34,41,39,41,30,34,370,2628,1847,1128,1670,1967,1595,1384,844,741,13798
LGA14170,27341,18637,35269,30488,24200,17668,11584,6488,2998,174671,6,17,19,18,16,10,10,15,6,125,343,647,977,626,513,447,350,180,130,4219,6,19,49,35,48,30,29,6,0,232,5,28,40,45,36,33,35,5,4,225,0,5,9,4,5,13,13,5,4,59,3,9,10,16,9,16,12,5,0,80,0,3,3,7,0,13,7,4,0,42,0,3,0,4,3,0,0,0,0,10,3,12,10,9,13,14,19,10,0,86,0,0,0,0,3,0,0,0,0,3,359,727,1102,746,633,567,458,222,135,4952,365,745,1125,765,655,576,469,238,143,5073,27699,19380,36396,31253,24855,18250,12051,6730,3138,179745
LGA14200,3175,1771,1597,1658,1949,2044,1775,1085,381,15429,11,3,6,11,3,5,5,0,3,48,84,106,97,79,82,90,79,34,14,657,0,0,8,0,0,7,4,3,0,23,11,15,21,11,13,26,20,3,3,133,0,0,0,0,0,3,4,3,0,13,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,104,124,124,91,96,142,122,49,16,855,115,122,129,98,104,145,125,49,13,905,3290,1894,1721,1754,2051,2185,1896,1136,398,16332
LGA14300,1086,686,828,829,799,803,563,257,108,5961,0,3,0,0,0,3,0,4,0,11,21,24,28,10,11,13,13,7,6,139,0,0,3,6,0,7,5,0,0,19,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,21,25,35,11,9,30,20,7,6,172,21,26,40,14,9,32,23,13,5,187,1112,709,860,842,809,835,587,274,110,6142
LGA14350,4846,2778,2487,2766,3523,4420,3761,1906,839,27327,18,13,9,7,12,18,3,4,4,83,106,154,174,136,136,245,245,84,25,1312,10,5,11,8,17,49,85,40,5,225,9,23,17,17,30,39,25,5,0,169,0,0,0,0,0,3,14,0,0,19,0,0,3,6,0,0,0,0,0,8,3,0,0,0,0,3,10,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,7,14,0,0,33,0,0,0,0,0,0,0,0,0,0,136,183,210,166,191,343,390,131,30,1785,148,196,219,176,201,360,397,137,35,1868,4995,2978,2708,2939,3726,4778,4159,2050,878,29198
LGA14400,3530,2165,1703,2231,2650,3178,2571,1402,652,20083,0,0,4,0,0,8,0,5,4,20,67,113,101,64,95,136,103,47,20,739,0,0,5,8,12,10,13,9,3,59,0,3,4,0,0,11,14,3,0,35,0,0,3,0,0,3,3,0,0,9,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,7,0,0,3,0,0,0,0,0,0,0,0,5,3,4,4,11,4,3,0,31,0,0,0,0,0,0,0,0,0,0,71,124,116,81,111,171,140,58,23,894,71,124,119,79,112,179,140,63,22,911,3605,2286,1822,2315,2766,3360,2710,1467,677,20997
LGA14500,23508,15375,9213,14643,17974,12970,9923,6572,3787,113971,14,3,4,3,6,7,10,6,11,63,265,399,349,212,207,269,241,235,242,2421,12,12,3,13,11,6,9,11,8,90,7,12,9,8,17,15,25,14,3,115,0,0,0,3,0,6,14,0,0,23,0,4,5,3,0,4,4,3,0,33,0,3,0,0,3,3,4,3,0,15,3,3,0,0,5,0,0,0,0,16,3,4,13,3,3,3,4,0,3,35,0,0,0,0,0,0,0,0,0,0,286,446,380,248,249,307,312,261,251,2745,300,451,387,251,254,312,317,268,265,2807,23802,15829,9602,14892,18231,13285,10238,6840,4059,116782
LGA14550,1432,766,606,800,1273,1649,1145,576,226,8473,4,3,3,4,7,5,0,0,0,28,23,31,24,34,44,54,32,5,8,256,5,0,0,6,3,0,3,0,0,15,9,10,16,13,17,23,10,9,0,109,0,0,4,0,0,4,0,0,3,11,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,41,42,47,53,69,82,49,12,8,402,39,52,49,51,76,90,51,17,8,435,1475,814,657,852,1346,1738,1193,592,230,8899
LGA14600,1308,582,696,615,666,767,599,416,162,5826,0,6,7,0,4,3,4,3,0,30,29,17,22,29,29,29,28,4,3,201,5,0,10,6,4,3,15,0,0,36,0,0,3,0,0,4,5,0,0,10,0,0,4,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19,34,41,33,45,50,4,3,268,35,28,38,45,35,49,51,11,3,299,1344,614,738,657,703,817,654,432,164,6119
LGA14650,35139,21777,20394,22534,24768,24501,20630,12004,5394,187136,33,42,23,21,29,30,30,21,17,247,702,1032,929,648,613,603,508,304,188,5518,7,17,28,16,17,28,18,7,0,134,19,50,29,40,47,55,48,23,0,302,3,11,3,4,5,9,11,0,0,40,3,14,9,6,11,16,5,6,3,67,0,4,0,0,0,3,14,3,0,24,0,0,3,3,0,4,0,0,0,19,4,3,6,4,0,12,4,3,0,41,0,0,0,0,0,0,0,0,0,0,743,1131,1003,713,689,724,600,342,198,6144,779,1178,1030,740,716,754,630,368,208,6390,35921,22948,21420,23270,25487,25254,21262,12368,5598,193528
LGA14700,6570,3783,6015,5719,4500,3522,2569,1362,725,34766,0,3,3,3,3,3,0,3,3,25,89,129,162,115,136,109,103,62,54,966,4,8,12,19,14,11,14,0,0,86,5,6,25,13,17,24,19,0,0,108,0,4,5,3,3,7,0,0,0,18,3,0,6,3,0,11,0,0,0,28,0,3,0,0,5,7,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,106,158,213,168,178,176,137,65,53,1249,105,160,212,167,182,179,136,70,59,1268,6673,3949,6227,5890,4673,3695,2708,1429,783,36034
LGA14750,2242,1437,1141,1167,1420,1337,989,652,231,10609,0,3,3,3,4,3,0,7,0,29,110,116,57,41,33,26,23,22,11,443,0,9,8,0,9,3,0,0,0,26,0,0,5,0,4,6,4,0,0,21,0,0,0,0,3,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,3,0,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,117,123,68,50,51,46,35,22,12,521,117,129,73,50,56,49,34,31,12,546,2352,1560,1215,1225,1470,1385,1025,680,242,11155
LGA14850,7495,4880,4078,4909,5839,6331,4133,2173,1088,40917,20,8,13,9,7,13,3,5,4,84,187,307,272,179,171,215,188,112,62,1687,6,13,18,11,15,24,14,4,3,101,23,72,88,51,51,53,29,10,0,376,0,9,0,0,5,0,13,0,0,24,0,0,0,0,3,9,3,0,0,16,0,3,0,0,0,3,10,3,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,215,398,386,235,246,306,251,126,66,2223,231,408,395,248,253,313,255,132,71,2305,7723,5284,4468,5156,6087,6642,4389,2310,1152,43221
LGA14870,3467,2137,2100,2235,2713,2898,2543,1320,486,19891,3,9,13,3,8,3,0,7,0,48,77,120,131,76,83,101,59,34,12,702,3,0,3,3,0,5,0,0,0,14,3,3,3,4,3,10,9,0,0,36,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,78,130,141,86,96,114,67,36,16,768,84,136,155,94,103,119,68,41,16,818,3552,2270,2257,2327,2811,3017,2614,1358,504,20706
LGA14900,45586,28666,28632,28948,26506,20120,12165,6181,2193,198984,60,39,37,23,32,16,18,6,4,240,664,698,954,609,545,465,351,259,125,4666,4,21,60,29,21,22,10,4,3,173,8,44,71,28,21,33,10,3,4,229,0,20,7,9,4,6,0,0,0,49,10,11,28,9,13,10,4,0,0,88,0,7,0,3,3,5,0,3,0,24,0,19,9,6,0,0,0,0,0,38,0,3,16,3,3,5,3,3,0,41,0,0,0,0,0,0,0,4,0,3,692,822,1151,700,620,542,387,278,135,5313,744,865,1186,723,652,567,402,285,140,5553,46329,29530,29818,29667,27151,20682,12567,6459,2332,204539
LGA14920,1378,671,712,778,960,1122,884,513,178,7198,0,3,0,0,3,3,4,0,0,19,31,33,37,27,23,38,40,24,4,254,0,0,0,0,0,4,4,0,0,13,3,4,3,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,32,33,47,26,29,47,43,28,4,286,32,40,51,27,28,46,51,25,3,312,1414,710,765,813,990,1171,932,544,180,7508
LGA14950,627,279,248,290,412,456,337,220,97,2958,0,0,0,0,0,0,0,0,0,0,7,12,10,11,5,5,8,0,3,62,0,4,0,0,3,0,0,0,0,10,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,14,10,12,10,7,0,3,76,5,13,14,10,12,10,7,0,4,83,629,289,261,301,419,466,346,220,96,3035
