LGA_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA15350,234,7,0,7,242,20,0,262,0,0,0,0,3,0,0,0,3,0,0,3,659,56,7,8,725,19,5,22,745,36,0,783,118,9,0,0,137,5,0,3,140,8,0,147,122,14,0,0,143,0,0,0,139,5,0,148,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,249,31,0,5,279,4,0,4,287,11,0,296,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,9,0,0,0,8,0,0,8,4,5,0,0,9,0,0,0,8,0,0,8,256,32,0,5,293,4,0,5,299,11,0,304,123,18,0,3,146,5,0,5,147,11,0,161,0,0,0,0,4,0,0,0,4,0,0,4,378,53,0,9,433,9,0,9,444,20,0,464,151,19,0,0,172,0,0,4,177,12,0,182,184,18,0,0,201,3,0,3,210,3,0,214
LGA15520,29,0,0,0,29,4,0,33,5,0,0,0,5,0,0,0,5,0,0,9,236,23,3,0,268,3,0,4,272,3,0,283,73,7,0,5,81,0,0,0,81,0,0,81,73,9,0,0,79,3,0,3,81,3,0,83,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,147,15,3,3,167,3,0,3,166,4,0,171,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,5,0,0,0,5,0,0,5,151,15,3,3,167,3,0,3,175,4,0,172,18,3,0,0,24,0,0,0,24,7,0,25,4,0,0,0,4,0,0,0,4,0,0,4,170,14,3,3,197,3,0,3,199,8,0,206,91,0,0,3,100,0,0,0,102,0,0,103,77,9,0,0,83,0,0,0,83,0,0,88
LGA15560,12,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,73,14,0,0,86,3,4,3,93,9,0,100,14,3,0,0,15,3,0,3,20,0,0,20,16,4,0,0,19,0,0,0,17,0,0,17,3,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,37,3,0,3,38,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,37,3,0,3,38,0,0,40,3,3,0,0,5,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,44,3,0,3,46,3,0,50,28,3,0,0,34,0,0,0,34,0,0,34,23,3,0,0,24,0,0,0,24,3,0,30
LGA15650,91,3,0,3,91,24,0,116,0,0,0,0,0,0,0,0,0,0,0,3,357,26,9,4,400,9,0,7,415,27,0,444,62,4,0,0,65,4,0,4,69,3,0,71,109,12,0,0,124,3,0,3,126,0,0,125,3,0,3,0,7,0,0,0,7,0,0,6,0,0,0,3,3,0,0,0,3,0,0,7,174,19,3,8,197,4,0,4,201,7,0,212,8,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,11,0,0,0,11,0,0,11,182,20,3,8,207,4,0,4,211,7,0,223,43,0,0,0,49,0,0,0,53,18,0,62,0,0,0,0,0,0,0,0,0,0,3,3,229,21,3,7,253,9,0,9,260,24,3,288,90,9,0,0,106,3,0,4,108,8,0,111,114,10,0,0,125,7,0,7,127,0,0,134
LGA15700,61,5,0,5,68,33,0,101,3,0,0,0,3,0,0,0,3,0,3,6,240,60,12,0,311,20,5,19,334,67,3,396,65,11,0,0,83,0,3,5,85,5,0,92,55,15,0,0,69,4,0,4,70,10,0,85,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,124,30,0,3,150,4,3,6,163,25,0,180,0,0,0,0,0,3,0,3,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,9,125,30,0,3,151,8,3,14,166,26,0,187,27,4,0,0,36,5,0,5,42,22,0,63,0,0,0,0,0,0,0,0,0,0,0,0,148,34,0,0,186,13,3,21,208,44,3,251,86,18,3,0,109,3,0,3,112,11,0,126,75,24,4,0,105,5,3,9,112,8,0,122
LGA15750,41,0,3,3,43,14,0,60,4,0,0,0,4,0,0,0,4,0,3,6,273,8,10,6,299,5,3,4,309,27,3,336,61,9,0,0,66,0,0,0,65,3,0,71,63,6,0,0,67,0,0,0,67,4,0,69,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,8,9,0,0,0,9,0,0,9,128,8,0,8,142,0,0,0,140,3,0,149,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,4,0,0,6,133,8,0,8,146,3,0,3,149,6,0,153,17,0,0,0,23,0,0,0,23,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,151,8,0,9,164,3,0,5,170,18,0,187,72,8,0,0,79,0,0,0,82,3,0,86,77,6,0,0,87,0,0,0,87,3,0,92
LGA15800,18,0,0,0,16,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,126,9,0,0,138,3,0,3,145,11,0,151,23,0,0,0,23,0,0,0,23,0,0,23,22,0,0,0,24,0,0,0,24,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,48,0,0,0,48,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,48,0,0,0,48,3,0,56,5,0,0,0,4,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,4,58,0,0,0,61,3,0,62,27,0,0,0,27,0,0,0,27,4,0,35,45,4,0,0,45,0,0,0,50,3,0,47
LGA15850,23,0,0,0,23,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,126,9,3,3,141,4,0,4,148,15,0,157,25,0,0,0,23,0,0,0,23,0,0,29,33,5,0,0,37,0,0,0,37,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,0,62,0,0,0,63,5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,0,62,0,0,0,63,5,0,65,12,3,0,0,16,0,0,3,15,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,66,9,3,3,80,0,0,3,77,8,0,87,34,5,0,0,38,0,0,0,38,0,0,36,36,3,3,0,41,3,0,3,42,3,0,45
LGA15900,450,24,3,29,485,120,0,601,5,0,0,0,8,0,0,0,8,0,5,19,2673,321,43,39,3073,78,18,97,3167,235,9,3411,541,59,9,7,618,15,4,17,636,32,0,662,766,87,10,3,869,9,5,11,881,32,0,917,20,0,3,0,29,0,0,0,32,3,0,31,8,0,0,10,18,0,0,0,17,3,0,24,1337,148,25,17,1531,26,6,34,1565,68,0,1635,13,0,0,0,13,0,0,0,12,0,0,12,23,3,0,0,27,3,3,7,32,4,0,37,32,3,0,0,40,3,3,5,50,4,0,50,1370,149,28,17,1570,30,5,37,1612,74,0,1686,220,26,9,3,254,14,3,14,269,58,0,330,3,0,0,3,4,0,0,0,4,0,4,8,1589,178,34,26,1823,45,8,53,1880,137,3,2019,791,90,21,0,905,30,0,30,933,66,0,1003,949,125,15,9,1091,27,3,27,1124,50,0,1172
LGA15950,172,0,0,0,170,12,0,180,0,0,0,0,0,0,0,0,0,0,0,0,708,71,3,11,796,25,3,27,825,43,0,867,177,29,0,3,207,8,0,9,220,16,0,232,127,18,3,0,145,0,0,4,144,4,0,151,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,3,308,46,0,4,356,9,3,12,366,20,0,389,3,0,0,0,6,0,0,0,6,0,0,8,7,0,0,0,6,0,0,0,6,0,0,6,12,4,0,0,12,0,0,0,12,0,0,15,319,49,0,5,367,12,3,15,385,18,0,401,81,6,0,0,87,5,0,5,92,8,0,98,0,0,0,0,0,0,0,0,0,0,0,0,398,55,0,5,461,11,3,15,470,28,0,503,195,34,3,0,235,10,0,14,244,19,0,260,150,21,0,0,171,3,0,3,173,0,0,176
LGA15990,1136,22,0,24,1158,94,3,1256,7,0,0,5,8,0,0,0,8,0,9,20,6709,615,73,77,7469,120,20,135,7608,291,15,7913,1473,145,10,13,1636,22,4,26,1663,74,0,1738,1833,184,20,12,2051,31,3,32,2088,54,0,2140,39,4,6,0,46,0,0,0,46,0,0,46,12,0,0,15,22,0,0,0,22,3,3,26,3357,331,34,39,3763,49,11,60,3824,128,5,3951,17,0,0,0,26,5,0,5,33,3,0,32,65,0,3,4,69,6,0,6,73,3,0,77,84,3,3,3,95,9,0,9,101,4,0,112,3440,334,41,39,3853,59,11,73,3922,137,5,4063,572,58,9,17,654,13,0,12,664,64,0,731,8,0,0,3,10,0,0,0,10,0,3,10,4015,397,50,54,4519,67,11,80,4602,195,7,4807,1984,193,21,9,2211,34,9,37,2250,107,0,2356,2305,286,17,18,2629,28,6,33,2664,84,4,2750
LGA16100,23,3,0,3,20,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,90,8,0,3,99,3,0,3,103,4,0,106,35,0,0,0,31,0,0,0,36,3,0,34,29,6,0,0,37,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,7,0,3,71,0,0,0,68,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,7,0,3,72,0,0,0,73,3,0,76,6,0,0,3,14,0,0,0,14,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,69,10,0,3,81,0,0,0,84,4,0,86,45,3,4,0,48,0,0,0,48,0,0,55,42,3,0,0,53,0,0,0,53,0,0,53
LGA16150,138,6,0,6,147,42,0,182,0,0,0,0,0,0,0,0,0,0,0,4,793,84,21,11,904,23,3,28,932,74,9,1013,210,11,3,0,227,12,0,12,240,0,0,242,207,18,5,3,236,3,0,3,243,14,0,251,8,0,3,0,15,0,0,0,15,0,0,15,4,0,0,3,7,0,0,0,7,0,0,7,428,30,15,8,482,14,0,15,500,16,0,508,4,0,0,0,4,0,0,0,8,0,0,8,5,0,0,0,5,0,0,3,12,0,0,11,13,0,0,0,11,0,0,4,18,0,0,19,438,31,15,8,497,18,3,20,514,13,0,529,55,9,0,0,64,3,0,3,70,21,0,88,0,0,0,0,0,0,0,0,0,0,0,0,501,42,12,12,561,20,3,18,583,33,3,622,302,28,0,3,331,6,0,9,343,9,0,355,246,20,10,6,277,5,0,5,279,15,3,293
LGA16200,50,5,0,5,52,18,0,78,0,0,0,0,0,0,0,0,0,0,0,0,279,25,0,7,311,10,0,15,327,23,0,356,60,3,0,0,65,0,0,0,70,4,0,70,77,12,0,0,89,0,0,0,91,3,0,95,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,6,0,0,0,6,0,0,6,145,12,0,0,164,0,0,3,168,6,0,173,0,3,0,0,3,0,0,0,3,0,0,3,3,0,0,0,7,0,0,0,7,0,0,6,4,3,0,0,9,0,0,0,9,0,0,6,149,17,0,0,170,0,0,3,173,5,0,182,29,0,0,0,35,3,0,3,34,17,0,54,0,0,0,0,0,0,0,0,0,0,0,0,181,17,5,0,202,3,3,4,208,22,3,234,88,13,0,3,95,3,0,4,97,6,0,108,95,9,3,0,107,0,0,0,107,5,0,112
LGA16260,1210,39,15,47,1257,208,3,1468,3,0,0,9,15,0,0,0,15,0,8,25,3999,594,47,81,4723,147,27,174,4895,353,16,5262,917,105,4,7,1035,11,4,18,1062,59,0,1122,796,159,6,4,968,24,3,27,1000,38,0,1032,19,3,4,0,24,0,0,0,25,5,0,30,7,0,0,9,14,0,0,0,16,3,0,22,1741,271,17,21,2052,39,9,52,2102,106,0,2206,35,7,0,0,40,10,0,10,46,7,0,50,48,13,3,4,71,3,3,9,74,6,0,82,82,13,3,3,104,11,3,20,123,10,0,134,1822,282,22,29,2155,57,15,71,2225,112,0,2344,507,122,5,25,652,21,6,30,677,121,3,806,0,0,0,4,4,0,0,0,4,3,4,11,2328,405,26,54,2813,74,20,93,2912,237,13,3162,1262,145,12,16,1439,39,12,47,1484,81,0,1567,1099,180,17,10,1306,29,6,33,1337,52,0,1394
LGA16350,1133,35,6,42,1174,186,4,1362,10,0,0,9,16,0,0,0,16,0,19,41,4406,387,67,87,4950,93,16,109,5061,338,32,5421,1108,72,12,9,1198,11,3,17,1215,58,3,1279,999,89,11,11,1118,9,3,8,1124,31,0,1157,32,3,6,0,38,0,0,0,43,3,0,39,10,0,0,19,36,0,0,0,37,4,3,50,2148,168,30,38,2390,21,6,29,2420,100,4,2524,39,4,0,0,40,3,0,3,43,4,0,48,41,8,0,0,49,3,0,6,56,5,0,60,75,13,3,0,94,10,0,11,98,5,0,108,2226,183,36,42,2482,32,11,39,2520,110,4,2634,495,72,10,22,603,21,0,27,626,125,4,747,0,0,0,3,4,0,0,0,3,0,8,16,2723,253,47,60,3086,55,11,60,3144,230,18,3395,1596,93,19,18,1727,12,8,19,1744,100,0,1844,1239,137,20,11,1402,13,0,17,1420,52,0,1475
LGA16380,228,10,6,18,240,63,4,307,3,0,0,5,3,0,0,0,3,0,0,4,1344,227,37,25,1633,41,15,52,1682,149,3,1837,352,44,5,4,404,10,0,10,417,30,0,440,377,74,4,4,463,9,0,9,465,31,0,492,3,7,3,0,10,0,0,0,10,0,0,8,3,0,0,6,12,0,0,0,10,0,0,19,740,121,10,11,888,14,0,19,904,62,0,967,5,3,0,0,14,0,0,0,10,0,0,14,17,3,0,0,17,0,0,0,17,0,0,17,21,7,0,0,29,3,0,3,29,0,0,32,762,131,10,14,915,18,0,18,935,58,0,997,109,23,5,3,136,8,3,7,143,49,0,194,3,0,0,0,3,0,0,0,3,0,5,6,873,153,19,17,1055,24,5,30,1086,112,4,1202,472,74,5,3,556,11,0,10,569,45,0,614,514,95,6,3,619,8,5,17,635,27,0,664
LGA16400,272,20,4,21,286,66,0,360,3,0,0,0,3,0,0,0,3,3,3,11,1290,150,32,24,1499,22,5,32,1523,142,3,1674,301,30,4,4,342,0,0,0,343,15,0,362,364,41,10,0,409,10,3,16,421,20,0,443,13,0,7,0,20,0,0,0,20,3,0,22,10,0,0,9,16,0,0,0,16,0,0,16,678,68,28,13,785,16,3,18,803,40,0,843,17,0,0,0,14,0,0,0,14,0,0,14,14,0,0,0,22,0,0,0,19,0,0,23,30,3,0,0,32,3,0,3,37,0,0,39,707,68,26,15,824,20,3,23,840,38,0,880,134,19,0,0,157,8,3,12,172,40,0,209,3,0,0,0,4,0,0,0,7,0,4,11,846,91,28,18,982,28,9,33,1015,82,4,1098,432,41,7,4,486,6,0,6,489,18,0,510,484,63,7,3,561,4,0,4,569,20,0,586
LGA16490,183,4,0,5,190,19,0,206,3,0,0,0,4,0,0,0,4,0,3,10,1294,128,28,37,1487,22,4,24,1512,63,4,1579,448,34,9,3,496,3,3,4,501,19,0,523,284,23,5,0,305,0,0,0,308,8,0,324,11,3,3,0,17,0,0,0,17,0,0,17,12,0,0,3,15,0,0,0,15,0,0,13,753,60,18,6,834,5,5,7,841,34,0,872,6,0,0,0,4,0,0,0,4,0,0,4,4,4,0,0,10,0,0,0,12,0,0,12,8,4,0,0,15,0,0,0,12,0,0,12,760,59,18,12,847,6,5,10,853,34,0,892,93,6,4,3,110,0,0,0,112,15,0,126,0,0,0,0,0,0,0,0,0,0,0,4,860,70,15,18,959,9,5,9,969,47,4,1024,682,38,12,4,740,10,3,8,756,44,0,796,365,29,9,3,408,3,0,3,409,16,0,430
LGA16550,407,5,3,10,416,55,0,469,3,0,0,0,3,0,0,0,3,0,5,5,2323,229,37,27,2613,52,7,61,2677,139,8,2821,550,49,0,0,604,12,3,15,618,31,0,652,529,55,4,4,589,10,3,8,604,15,0,615,13,0,0,0,16,0,0,0,16,0,0,16,4,5,0,12,24,0,0,0,24,0,0,24,1102,116,9,10,1237,25,3,23,1265,51,0,1312,17,0,0,0,17,0,0,3,17,0,0,16,23,3,0,0,24,0,0,0,24,0,0,24,32,3,0,0,37,0,0,3,39,0,0,45,1135,118,9,10,1273,21,7,32,1307,50,0,1357,194,23,3,6,228,4,0,4,233,41,0,271,0,0,0,0,0,0,0,0,0,0,0,0,1330,140,13,23,1503,29,6,35,1537,84,0,1624,751,84,8,0,848,15,0,16,867,41,0,908,697,82,8,4,792,9,3,7,796,31,0,832
LGA16610,91,6,0,7,93,32,0,128,0,0,0,0,0,0,0,0,0,0,0,0,346,96,5,7,453,9,3,7,463,59,0,524,86,16,0,0,108,0,3,3,110,6,0,113,85,31,0,3,124,3,3,5,125,10,0,140,4,3,0,0,7,0,0,0,11,0,0,11,0,0,0,4,5,0,0,0,5,0,0,5,177,53,3,5,240,3,8,11,250,18,0,263,0,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,8,3,0,3,6,0,0,7,185,56,3,5,246,4,8,9,260,18,0,273,55,18,0,3,76,0,0,0,75,20,0,91,0,0,0,0,0,0,0,0,0,0,0,0,233,67,7,5,315,10,8,15,330,33,0,367,139,23,0,0,155,0,3,3,161,11,0,171,103,28,0,4,131,0,0,0,131,14,0,147
