LGA_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
LGA15900,7,18,346,386,90,45,19,12,12,923,0,0,6,5,19,23,16,14,3,92,0,6,0,11,4,6,10,7,4,43,14,82,88,354,263,272,250,145,90,1566,0,4,4,21,19,12,4,3,0,70,0,3,4,33,10,5,3,0,0,63,0,3,12,66,23,35,135,26,20,328,0,0,3,13,7,29,51,75,33,206,0,7,40,44,15,23,10,3,0,143,10,51,60,313,39,22,21,10,0,533,0,3,4,38,14,5,3,0,0,69,3,11,5,77,3,3,0,0,0,106,3,10,5,26,4,0,0,0,0,56,3,9,3,46,30,18,14,3,3,132,0,0,3,16,14,41,60,133,62,333,0,4,19,32,13,8,3,3,0,83,3,16,32,111,34,8,3,0,0,207,0,3,3,5,5,0,0,0,0,15,3,5,57,88,30,21,14,8,0,228,0,0,0,0,3,3,5,5,3,20
LGA15950,6,38,92,614,200,125,74,46,21,1225,0,0,0,14,12,4,8,10,3,49,3,0,3,13,7,9,12,8,6,60,34,113,76,841,349,252,239,102,38,2042,0,0,0,37,15,18,11,8,0,94,4,10,12,125,18,5,15,0,0,194,0,0,14,112,25,19,41,8,11,232,0,0,0,5,3,11,9,8,4,46,8,13,37,237,81,109,58,6,4,562,20,27,23,418,40,36,21,13,3,613,0,3,14,70,12,13,10,4,4,134,0,0,3,133,15,17,16,6,0,191,0,0,3,4,0,3,0,4,0,18,0,0,3,134,39,22,15,8,3,230,0,6,7,67,15,10,20,15,13,152,8,33,34,361,125,49,32,5,0,656,3,4,25,195,32,20,13,3,5,294,0,0,0,7,11,6,3,0,0,33,0,0,15,164,53,47,39,13,3,337,0,0,0,0,0,3,5,3,0,9
LGA15990,7,50,223,711,493,314,130,75,30,2032,0,0,6,45,59,69,84,76,24,375,0,0,0,19,14,36,64,30,18,177,106,744,554,2945,2039,1210,1148,641,383,9762,0,0,10,55,35,47,29,13,3,177,6,46,50,264,88,39,29,13,9,540,11,30,69,362,173,110,175,86,57,1072,0,4,3,16,17,24,46,41,16,164,12,46,38,133,77,114,60,21,4,516,19,69,79,412,101,83,58,32,16,858,3,9,29,130,67,51,29,9,4,332,0,9,7,134,73,66,41,32,14,372,0,0,4,11,12,3,4,3,0,44,8,49,15,244,152,88,54,46,31,675,3,19,23,118,109,203,296,218,122,1111,3,39,35,241,169,59,37,11,6,601,0,9,30,240,76,60,33,7,0,459,0,0,3,33,36,32,21,6,0,126,5,9,22,87,77,67,61,19,4,356,0,4,0,5,11,13,18,6,5,72
LGA16100,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,9,19,11,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,18,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA16150,0,0,0,29,8,9,16,7,0,73,0,0,0,0,0,3,3,7,0,13,0,3,3,0,0,0,0,0,0,8,3,13,15,44,64,76,75,39,29,348,0,0,0,3,14,3,0,0,0,20,0,0,0,8,0,0,0,0,0,9,0,0,0,8,4,10,28,5,7,69,0,0,0,0,0,4,6,3,0,10,0,0,0,0,4,10,0,0,0,17,3,16,12,121,6,11,8,4,0,183,0,0,0,8,3,0,0,0,0,10,0,0,0,9,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,3,0,3,0,10,3,0,3,0,0,20,0,0,0,0,3,8,12,17,8,47,0,0,0,10,3,3,0,0,0,16,0,0,3,28,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,3,0,0,21,0,0,0,0,0,0,0,0,0,6
LGA16200,0,0,5,7,5,7,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,18,18,16,25,10,12,99,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,17,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,0,4,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA16260,109,287,1256,5788,2224,1779,769,493,132,12830,0,0,12,18,27,40,36,33,0,173,5,10,9,81,29,59,44,26,10,267,20,80,73,306,258,267,292,213,104,1606,4,7,40,282,152,147,76,28,10,739,0,6,3,32,13,7,5,3,8,80,5,9,14,76,32,21,74,50,13,290,0,3,0,20,13,34,95,70,17,255,29,50,201,834,489,670,184,53,15,2530,587,844,742,7358,630,485,181,72,38,10927,3,28,54,424,128,88,50,20,9,801,5,75,100,644,173,138,67,26,12,1253,3,13,26,107,57,23,5,15,3,252,0,14,8,83,39,20,25,25,12,214,3,6,5,51,51,80,106,98,42,440,3,15,32,149,73,21,10,5,3,313,34,248,441,2123,907,522,239,88,26,4626,5,8,43,283,341,314,206,92,34,1328,4,60,100,453,201,210,137,46,14,1227,0,0,0,6,7,31,79,32,15,164
LGA16350,3,22,37,313,148,105,35,23,7,704,0,0,0,17,49,96,70,51,12,296,0,18,17,82,58,74,38,21,4,320,9,56,68,411,635,715,639,344,137,3013,0,10,40,259,133,116,43,15,5,631,0,0,4,12,6,9,6,8,3,51,0,0,14,36,41,70,157,74,39,438,0,0,7,14,21,32,75,58,17,221,0,0,3,32,21,19,8,0,0,86,21,95,122,1018,209,159,119,70,12,1825,4,4,13,85,32,26,23,3,0,198,0,3,13,85,27,19,19,3,0,172,3,5,23,98,44,22,11,11,0,217,3,23,7,69,36,66,60,31,5,297,0,3,4,20,57,100,108,78,30,396,3,0,0,25,10,6,3,0,0,51,0,6,23,72,32,17,15,4,0,167,0,5,14,111,70,88,25,13,6,325,0,10,6,61,34,53,30,7,3,204,0,0,3,34,53,155,222,102,13,587
LGA16380,0,7,3,34,18,9,9,4,4,89,0,0,0,0,0,5,0,7,0,16,0,0,0,3,7,4,10,0,4,22,4,23,35,140,249,278,479,343,148,1699,0,0,0,8,6,3,6,0,0,24,0,4,0,4,3,4,6,3,0,33,0,0,3,12,20,25,64,44,15,182,0,0,0,0,3,4,3,6,0,14,0,0,4,5,3,4,0,0,0,22,0,6,3,65,8,4,17,7,0,109,0,0,0,11,3,3,3,4,0,27,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,3,18,18,21,16,8,3,94,0,0,0,4,3,6,14,3,9,41,0,8,4,9,10,3,0,0,0,33,0,3,0,19,3,0,0,0,0,30,0,0,0,0,3,0,0,0,0,4,0,0,3,12,6,9,3,0,0,36,0,0,0,0,7,5,23,4,0,45
LGA16400,0,5,3,24,14,3,7,3,0,64,0,0,0,0,7,7,8,12,0,39,0,0,0,0,0,3,5,0,0,8,5,53,39,127,231,265,368,205,78,1375,0,0,3,7,4,3,3,3,0,25,0,0,0,7,0,4,7,5,0,25,0,3,0,16,10,27,82,23,7,164,0,0,0,0,8,3,6,7,0,27,0,3,0,8,4,3,0,3,0,17,3,0,3,23,3,3,3,10,0,42,0,0,0,9,3,3,3,0,0,21,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,7,3,6,6,5,10,3,3,50,0,0,0,0,5,8,18,11,4,38,0,0,0,10,4,3,0,3,0,23,0,0,8,13,3,0,0,0,0,24,0,0,0,0,5,0,0,0,0,8,0,0,0,32,13,18,9,3,0,74,0,0,0,0,3,13,18,8,0,40
LGA16490,4,7,5,50,26,13,4,7,0,124,0,0,0,6,14,18,25,23,3,82,3,0,0,10,0,3,0,0,0,22,7,38,35,145,217,158,129,76,22,826,0,0,5,39,8,9,0,0,0,66,0,0,0,9,10,3,3,3,0,25,0,0,7,17,19,23,57,10,12,144,0,0,0,8,3,14,25,22,8,73,0,0,0,9,5,4,3,0,0,23,7,36,27,267,19,15,7,5,0,391,0,3,5,30,13,7,4,0,0,57,0,0,0,11,3,3,0,0,0,13,0,0,0,3,0,3,0,0,0,9,0,0,0,9,7,11,9,3,0,41,0,0,3,3,13,41,55,43,24,189,0,3,0,3,5,3,0,0,0,22,0,0,3,15,12,0,0,0,0,28,0,0,0,7,3,0,0,0,0,16,0,3,4,16,17,11,3,0,0,65,0,0,0,0,0,7,19,7,0,36
LGA16550,20,52,2687,1408,378,278,167,131,60,5186,0,0,0,9,18,23,25,20,8,99,0,5,0,22,19,38,99,79,26,289,36,140,206,1391,538,303,236,104,69,3018,0,7,9,57,32,28,20,10,3,172,9,56,60,270,60,22,28,3,8,507,7,12,36,206,65,23,52,29,35,451,0,3,8,23,25,83,208,336,132,813,15,12,232,238,133,144,65,23,3,869,11,27,90,285,57,44,54,27,10,605,12,21,258,517,207,134,77,42,10,1276,0,0,8,138,15,18,8,4,0,203,0,4,10,38,26,31,13,8,0,129,5,15,64,1045,89,48,43,25,11,1353,0,15,21,125,26,50,95,114,54,495,3,7,21,146,77,34,16,3,0,304,0,8,43,186,37,29,9,10,0,323,0,3,4,32,42,44,15,27,15,185,0,5,285,264,109,151,124,31,12,981,0,0,0,0,3,24,61,40,15,149
LGA16610,0,0,0,9,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,23,29,39,60,37,15,198,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,11,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,14,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0
LGA16650,19,42,722,1972,752,678,293,169,55,4701,0,3,0,28,26,28,50,37,11,177,3,22,25,143,106,125,134,99,46,694,8,23,28,163,112,104,104,68,48,658,0,0,14,120,74,68,30,11,5,322,0,0,8,23,5,3,4,0,3,48,3,0,10,42,19,12,24,11,7,124,4,31,34,111,106,220,528,528,112,1674,3,3,31,223,70,141,59,22,3,551,36,32,39,552,71,40,36,15,9,823,0,11,79,320,78,68,31,15,10,603,0,3,5,47,17,9,8,3,0,98,0,0,8,29,11,3,5,0,0,61,0,8,11,74,23,17,14,9,4,154,0,3,11,41,29,62,141,220,85,595,0,0,19,132,64,10,8,6,3,243,3,0,21,116,29,19,3,3,0,202,8,26,46,427,370,254,120,52,16,1322,0,0,16,137,49,56,42,14,3,312,0,0,0,3,4,34,53,38,29,162
LGA16700,62,141,1483,3713,1108,887,459,281,95,8233,0,0,0,11,16,36,40,29,6,134,0,5,0,32,24,39,36,34,17,187,12,57,50,240,185,184,146,106,65,1043,0,6,10,80,41,37,21,8,5,210,0,3,12,44,9,3,4,6,3,82,3,5,10,61,26,9,28,18,19,183,0,5,5,9,11,39,60,62,18,211,3,26,104,534,227,388,141,32,12,1474,68,88,150,1195,163,118,62,50,14,1913,0,19,114,351,92,65,35,14,4,695,5,13,25,320,87,112,82,39,26,725,0,7,7,26,22,7,10,16,0,94,7,10,7,49,31,20,20,12,5,151,0,5,8,45,59,124,224,234,112,807,3,29,36,191,87,30,14,8,3,395,23,91,313,1176,377,244,114,50,17,2402,0,7,3,73,77,111,66,55,12,410,10,19,73,321,114,123,115,44,11,815,0,0,0,5,6,14,29,18,5,75
LGA16900,0,3,3,34,11,8,3,0,0,64,0,0,0,6,17,18,26,25,4,90,0,0,0,12,3,11,8,0,0,34,4,30,29,139,378,386,372,265,86,1683,0,0,0,7,3,4,0,4,0,24,0,0,0,3,3,3,3,0,0,18,0,0,0,16,17,66,93,66,44,300,0,0,0,0,3,9,13,15,5,52,0,0,0,3,0,3,0,3,0,16,0,3,6,44,4,14,4,6,0,85,0,0,6,15,4,3,7,0,0,27,0,0,0,6,0,0,3,0,0,16,0,3,3,4,3,0,0,0,0,13,0,6,3,9,11,6,8,14,4,62,0,0,0,8,23,40,47,52,11,186,0,5,0,8,4,0,0,0,0,18,0,3,6,10,4,0,0,0,0,24,0,0,0,3,6,9,3,0,5,32,0,0,3,17,3,5,4,0,0,33,0,0,0,6,11,41,45,15,8,126
LGA16950,0,11,9,45,32,17,13,8,8,153,0,0,0,0,12,15,31,9,3,65,0,0,0,4,0,8,11,4,0,33,3,33,45,139,371,437,723,441,159,2355,0,0,0,6,8,7,3,0,3,31,0,0,0,9,3,7,3,3,5,29,0,0,0,20,24,46,108,61,36,301,0,0,0,3,3,10,24,24,3,59,0,0,0,4,4,9,3,3,0,25,3,9,3,74,11,15,11,8,9,136,0,0,0,24,5,6,4,5,0,45,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,9,23,19,23,13,3,95,0,0,0,3,12,14,34,31,9,105,0,6,0,14,4,9,4,0,0,35,0,0,0,14,0,3,0,0,0,16,0,3,0,0,4,0,4,0,0,14,0,0,0,11,12,6,3,3,0,33,0,0,0,0,3,15,40,24,4,87
LGA17000,0,0,0,11,7,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,33,41,33,32,20,7,174,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,7,3,5,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,15,0,3,0,11,0,0,0,0,0,15,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,6
LGA17040,0,0,7,10,8,4,0,0,0,28,0,0,0,0,4,4,0,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,7,40,64,72,71,46,17,325,0,0,0,0,3,3,0,0,0,9,0,0,0,3,3,3,0,0,0,10,0,0,3,7,12,8,44,18,10,96,0,0,0,0,0,3,3,0,0,4,0,0,3,3,0,4,0,0,0,13,0,0,0,3,3,0,3,0,0,10,0,0,3,3,8,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,3,0,17,0,0,0,0,3,3,14,9,6,36,0,0,0,8,0,0,0,0,0,8,0,0,0,8,7,0,0,0,0,11,0,0,0,0,0,0,7,3,0,10,0,0,0,7,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,6
LGA17080,0,0,0,6,0,6,0,0,0,12,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,11,17,28,27,16,11,119,0,0,0,6,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,7,10,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA17100,3,34,280,918,433,328,149,104,41,2288,0,0,0,4,5,9,17,16,3,60,0,6,5,14,23,23,16,8,3,97,0,18,10,27,19,15,9,10,11,121,0,0,4,43,21,12,10,6,0,94,0,0,0,3,3,3,3,0,0,11,0,0,3,10,3,3,14,3,3,35,0,3,0,0,3,15,30,39,13,99,0,5,47,101,63,93,40,17,4,373,82,147,134,1144,142,89,48,23,17,1815,0,3,11,81,16,13,8,3,0,137,0,0,3,17,3,0,0,0,0,27,0,0,3,7,0,0,0,0,0,12,0,3,4,28,9,4,8,3,0,61,0,0,3,12,25,46,67,60,34,246,0,0,4,37,9,3,0,0,0,58,6,38,269,704,268,188,70,48,8,1606,0,0,5,77,83,70,39,29,16,318,0,3,26,67,33,38,20,22,0,217,0,0,0,0,3,0,9,4,0,22
LGA17150,13,27,106,669,390,307,114,61,26,1709,0,0,0,14,39,48,62,27,9,206,0,17,13,82,66,114,108,59,37,491,30,166,159,795,778,595,641,420,225,3807,0,3,3,55,55,45,19,10,0,194,0,4,11,52,34,12,7,7,3,117,3,8,14,114,69,65,116,65,35,475,3,18,7,31,50,122,165,108,36,530,0,15,15,112,63,109,32,15,3,367,12,21,39,206,105,62,41,36,12,528,0,14,14,132,65,33,22,13,4,297,4,5,0,35,12,3,3,3,0,58,0,0,0,13,7,12,0,0,0,34,0,40,8,144,79,55,47,25,17,409,0,3,3,35,51,95,147,128,55,531,0,10,10,100,48,19,10,0,3,202,0,6,10,71,30,20,8,3,0,145,0,0,3,58,96,79,44,15,7,301,0,5,15,69,66,87,55,16,5,326,0,0,0,3,10,33,67,45,14,174
LGA17200,29,91,6053,3860,752,601,312,250,71,12022,0,0,3,42,16,12,10,11,3,106,0,0,3,16,9,17,18,9,13,90,18,44,426,2071,454,335,253,106,31,3754,0,4,10,99,28,41,21,13,7,221,0,3,141,588,41,23,16,4,7,830,3,4,77,311,55,34,76,20,6,583,0,0,7,32,22,37,115,133,37,368,9,13,325,543,102,143,76,25,13,1256,24,15,163,760,68,35,24,10,0,1106,6,18,988,1282,97,81,52,13,5,2544,0,8,17,231,10,29,4,0,0,301,0,0,3,26,5,0,6,0,0,39,0,4,37,644,61,19,25,14,8,805,0,3,79,363,43,31,34,26,20,600,7,6,172,677,159,47,27,13,0,1099,7,17,431,1217,94,59,29,9,5,1867,0,0,9,38,26,40,32,20,6,159,0,6,219,642,97,116,77,20,4,1179,0,0,0,4,3,11,28,9,3,66
LGA17310,0,0,7,27,16,11,3,0,0,60,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,8,0,9,11,45,75,83,92,58,28,394,3,3,0,9,3,0,3,0,0,25,0,5,3,5,0,3,0,0,0,15,0,0,3,11,3,7,20,10,7,65,0,0,0,0,0,0,3,7,0,8,0,0,4,10,0,3,3,0,0,16,4,4,5,72,9,9,3,0,0,101,0,0,0,3,0,3,0,0,3,12,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,6,0,6,6,4,3,3,0,29,0,0,0,0,0,0,4,3,0,14,0,3,0,0,3,0,0,0,0,7,0,3,14,32,7,0,0,0,0,54,0,0,0,0,3,0,0,0,0,5,0,0,0,14,7,3,3,0,0,29,0,0,0,0,0,3,3,3,0,5
LGA17350,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,7,9,9,8,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17400,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,17,36,9,0,79,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA17420,50,136,187,2099,806,680,317,125,65,4460,0,0,3,17,42,45,52,25,9,189,0,16,14,74,63,62,57,20,8,317,19,178,180,462,542,431,421,206,68,2505,0,0,12,171,111,84,38,14,4,436,0,3,10,25,11,7,6,0,0,55,0,6,25,53,35,42,106,29,14,309,0,3,0,11,9,34,39,24,4,135,14,26,67,257,208,315,84,22,3,997,32,161,154,1363,494,319,192,108,34,2855,0,17,46,209,94,57,44,11,9,493,0,35,57,413,170,107,31,16,12,840,0,0,3,41,19,16,8,7,0,90,0,24,17,70,40,47,36,14,7,262,0,3,4,20,43,100,137,118,58,485,3,5,10,50,31,8,9,4,0,122,6,85,127,537,276,167,57,29,6,1286,0,0,4,102,117,86,40,21,0,372,5,39,46,227,151,239,158,40,20,928,0,0,0,9,10,64,91,35,13,222
LGA17550,3,3,23,56,26,12,7,3,6,137,0,0,0,0,0,3,6,3,0,14,0,0,0,0,0,0,3,4,3,8,3,60,57,197,306,385,546,478,200,2231,0,4,3,9,12,13,7,6,4,58,3,0,3,14,9,13,8,3,8,58,0,3,7,24,29,34,71,47,20,234,0,0,0,0,0,3,0,7,0,14,0,3,0,4,4,3,0,0,3,17,3,10,3,83,19,18,15,9,5,172,0,0,0,13,8,11,5,3,3,38,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,19,10,19,14,12,6,87,0,0,0,11,10,17,10,12,15,79,0,8,4,60,18,7,4,5,0,112,0,0,0,18,0,0,3,0,0,24,0,0,0,0,5,0,0,0,0,3,0,0,0,12,11,11,13,3,0,60,0,0,0,0,0,6,14,10,4,36
LGA17620,0,0,0,15,4,0,0,0,0,19,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,26,32,22,15,17,5,124,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,3,0,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0
