LGA_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
LGA14100,0,10,20,71,72,33,22,40,3,260,0,0,0,0,3,0,0,3,0,8,0,0,0,4,8,3,0,3,7,26,0,19,16,44,55,52,39,19,27,268,0,0,0,5,3,4,3,3,0,13,0,0,5,3,0,0,0,0,0,5,0,0,0,11,3,3,9,3,7,35,0,0,0,3,0,6,10,11,7,40,0,0,3,18,11,18,12,3,0,71,0,0,0,24,7,10,4,0,3,54,0,0,0,6,3,3,7,3,0,27,0,0,0,11,9,10,3,4,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,12,9,3,9,5,7,46,0,0,0,8,6,8,34,19,16,91,0,4,3,5,3,0,0,3,0,28,0,0,0,11,9,7,10,4,3,49,0,0,0,6,6,0,3,0,0,21,0,0,0,12,13,5,12,3,0,42,0,0,0,0,0,3,3,0,0,7
LGA14170,17,61,532,1346,611,509,223,179,117,3591,0,0,0,23,33,28,42,44,18,185,0,4,0,20,24,32,44,23,17,161,59,147,165,1503,777,455,316,106,61,3593,0,0,5,97,62,61,38,7,4,285,0,7,19,171,33,19,12,4,0,280,0,8,15,183,79,42,62,27,9,432,3,6,16,44,71,153,454,632,154,1528,3,11,46,230,65,78,44,13,9,492,40,51,66,678,104,51,46,22,11,1065,3,10,51,281,53,60,33,12,3,511,0,0,3,84,10,13,3,4,0,121,0,0,5,22,9,6,0,0,0,40,0,7,15,336,114,51,37,20,5,583,3,11,33,168,114,186,334,513,244,1617,5,10,16,241,95,23,14,6,3,418,4,14,40,265,67,40,15,34,25,508,0,3,6,84,92,142,119,76,54,579,3,4,38,263,63,69,56,12,11,519,0,0,3,4,9,23,47,40,9,138
LGA14200,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,9,22,31,25,14,9,111,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,9,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,10,0,0,0,3,0,0,0,0,0,5,0,0,3,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA14300,0,0,3,9,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,13,10,5,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14350,0,0,0,6,4,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,37,84,89,46,25,305,0,0,0,3,3,4,3,0,0,12,0,0,0,3,0,0,3,0,0,4,0,3,0,10,7,12,21,11,6,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,3,0,0,0,0,23,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,3,4,3,3,0,12
LGA14400,0,0,0,16,8,5,4,0,0,32,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,11,12,65,102,96,148,83,33,557,0,0,0,3,0,3,0,0,0,10,0,0,0,0,3,3,0,0,0,10,0,0,0,4,3,11,12,4,5,46,0,0,0,0,0,3,3,6,3,9,0,0,0,3,3,3,0,3,0,9,0,0,0,5,3,0,3,0,0,17,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,11,10,12,5,4,0,42,0,0,0,0,8,12,13,3,0,35,0,3,3,0,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,10,0,0,0,0,0,0,8,7,0,16
LGA14500,64,264,411,2037,969,562,337,158,59,4862,0,0,0,7,10,8,13,11,3,47,0,4,0,13,8,7,14,12,3,66,25,407,352,465,686,428,340,282,173,3142,0,0,4,30,9,22,10,9,0,85,0,7,9,35,14,16,15,4,4,105,0,18,28,54,61,31,65,39,30,329,0,0,0,0,4,5,19,17,0,41,15,93,139,446,276,360,165,40,11,1548,16,43,47,404,199,133,97,47,15,999,0,5,19,138,53,38,47,19,6,319,0,20,19,275,109,90,47,11,5,581,0,0,0,5,5,4,3,0,0,16,0,15,5,42,54,29,23,11,6,190,0,0,5,14,27,26,38,47,21,174,11,45,45,165,120,71,45,17,5,510,12,86,128,559,311,151,83,25,4,1359,0,0,4,18,16,16,10,9,3,74,0,26,52,252,162,141,116,33,10,792,0,0,0,0,0,11,3,0,3,19
LGA14550,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,26,36,13,4,110,0,0,4,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,0,0,7,6,12,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14600,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,6,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14650,3,15,26,135,60,55,20,12,6,325,0,0,0,8,8,9,13,15,4,58,0,0,0,0,3,7,9,4,3,24,13,94,70,342,421,476,566,413,177,2583,0,0,0,16,27,21,12,5,0,81,0,0,0,10,18,3,5,4,0,39,0,3,9,41,30,45,241,58,56,477,0,0,0,3,4,6,27,14,8,66,0,7,7,19,15,24,6,0,0,68,0,27,24,163,27,30,28,16,8,328,0,3,11,35,12,9,6,4,3,88,0,0,0,16,4,3,3,0,0,31,0,3,0,5,0,4,0,0,0,12,3,10,9,47,24,8,20,18,4,145,0,0,5,6,11,36,54,33,19,179,3,3,7,22,9,5,3,7,3,61,0,6,14,58,15,12,3,0,0,104,0,0,0,7,3,6,4,0,0,20,0,3,4,48,36,45,24,6,0,160,0,0,0,0,0,14,27,6,3,51
LGA14700,14,19,65,431,150,116,49,45,14,897,0,0,0,3,3,4,13,3,5,33,0,0,0,0,3,3,14,9,15,51,10,72,41,234,136,89,96,65,39,791,0,0,4,22,0,8,0,3,0,37,0,0,3,26,8,3,4,3,3,49,0,0,7,39,21,7,14,4,7,99,0,0,0,6,7,5,10,8,3,37,0,14,18,110,48,64,35,10,0,296,16,23,16,263,30,21,14,5,3,386,0,6,9,42,11,14,16,0,3,92,3,0,6,117,23,26,14,3,0,195,0,0,0,0,0,0,0,0,0,3,0,6,6,58,27,17,0,7,0,117,0,0,4,21,14,10,16,13,9,83,4,16,14,123,38,13,10,3,0,230,0,9,11,128,24,14,5,3,0,193,0,0,0,3,5,3,6,3,0,24,0,4,11,112,50,54,28,10,0,282,0,0,0,3,0,3,6,0,0,8
LGA14750,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,17,10,0,49,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,4,0,0,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,38,31,9,87,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA14850,0,0,9,17,6,5,0,0,0,40,0,0,0,3,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,11,0,9,11,69,109,126,98,44,29,491,0,0,3,3,3,0,0,0,0,14,0,0,0,9,8,7,6,0,0,26,0,0,0,20,20,32,32,3,4,112,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,11,0,0,3,21,6,4,9,0,0,48,0,0,3,15,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,8,3,3,0,25,0,0,0,11,3,5,15,23,27,89,0,0,3,14,3,4,0,0,0,30,0,0,3,15,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,3,0,3,0,26,0,0,0,0,0,0,3,0,0,7
LGA14870,0,0,0,5,0,7,3,0,0,26,0,0,0,0,0,6,0,0,0,8,0,0,0,4,0,0,0,0,0,4,3,0,4,27,46,66,70,40,19,268,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,3,0,0,7,0,0,0,5,0,7,22,5,0,32,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,13,3,0,7,3,0,30,0,0,0,3,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,4,0,7,0,0,0,5,0,4,6,3,3,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,3,4,6,0,0,0,0,11,0,0,0,0,0,3,0,0,0,5
LGA14900,13,24,80,550,332,249,117,66,28,1448,0,0,46,239,176,180,133,94,20,900,3,48,48,214,140,111,71,49,20,703,9,46,31,142,193,199,175,110,44,956,7,66,232,1496,732,589,210,92,20,3456,0,0,3,12,6,13,4,3,3,59,0,3,27,34,26,27,82,37,26,270,0,9,22,44,54,76,125,104,17,466,0,3,13,77,29,47,15,0,0,179,41,193,186,1369,406,197,99,32,26,2539,3,17,40,247,80,47,40,15,4,500,3,25,50,167,75,72,19,13,3,423,29,368,735,2076,753,543,293,104,38,4939,3,12,0,24,18,16,9,6,5,97,0,4,13,47,137,237,391,318,194,1355,0,8,7,33,12,3,0,3,3,64,3,0,8,71,10,11,12,0,0,108,7,34,91,772,461,384,144,55,17,1970,0,20,24,94,55,64,41,9,9,314,0,0,0,9,31,84,146,63,14,342
LGA14920,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,18,10,8,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14950,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,12,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA15050,0,3,0,30,30,23,3,6,0,94,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,6,0,3,11,8,30,26,129,142,127,146,71,27,710,0,3,4,18,11,3,4,0,0,44,0,0,0,3,5,0,0,0,0,10,0,0,3,15,9,17,64,8,18,131,0,0,0,0,3,3,4,3,0,13,0,0,0,5,3,4,0,0,0,19,3,25,12,128,20,12,7,7,0,207,0,3,0,12,5,3,3,0,0,31,0,0,0,4,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8,0,0,0,12,4,3,6,0,0,36,0,0,0,0,0,0,7,3,3,21,0,0,3,0,5,4,0,0,0,12,0,0,0,14,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,4,5,19,14,4,0,3,0,49,0,0,0,0,0,7,10,0,0,15
LGA15240,0,0,0,36,19,14,4,3,3,79,0,0,0,0,3,3,9,3,0,18,0,0,0,8,0,3,10,4,0,27,0,10,28,80,211,303,527,285,119,1570,0,0,0,4,3,3,7,4,0,23,0,0,0,3,7,7,3,0,3,27,0,3,3,12,21,30,81,37,17,193,0,0,0,0,0,0,7,3,0,15,0,0,0,3,10,7,0,0,0,17,3,10,3,53,0,3,0,11,3,90,0,3,0,15,7,0,4,3,0,28,0,0,0,4,4,0,0,0,0,11,0,0,0,3,0,3,0,0,0,6,0,3,3,4,14,5,18,12,4,65,0,0,0,3,3,9,8,14,6,40,0,0,0,5,6,0,3,0,0,16,0,0,3,11,3,3,3,0,0,24,0,0,0,3,3,0,0,0,0,13,0,0,0,10,8,12,8,3,0,43,0,0,0,0,3,5,28,0,0,40
LGA15270,0,0,0,3,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,9,5,32,55,64,75,45,12,297,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,13,23,3,7,51,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,3,0,3,0,12,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,3,0,14,0,0,0,0,0,0,3,3,0,12,0,0,0,5,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,11,0,0,0,0,0,5,0,0,0,5
LGA15300,0,4,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,13,9,6,6,0,0,43,0,0,0,9,9,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,17,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15350,3,15,18,139,54,47,22,14,3,316,0,0,0,7,4,7,8,3,0,35,0,0,0,0,0,7,10,0,5,24,25,140,74,302,252,152,135,62,32,1185,0,0,0,6,7,0,4,0,0,20,0,5,4,34,12,6,3,3,3,77,0,3,5,34,19,14,36,13,8,127,0,0,0,3,0,3,9,9,3,21,7,14,14,38,20,9,7,3,0,120,0,7,3,51,20,10,10,4,10,116,0,0,0,12,0,5,3,0,0,31,0,0,0,14,8,4,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,11,3,35,22,9,7,13,0,100,0,3,3,19,10,5,12,13,4,74,0,10,3,65,35,10,13,4,3,145,0,0,0,32,14,9,0,0,0,61,0,0,0,0,3,3,4,0,0,12,0,3,4,24,14,19,4,7,0,78,0,0,0,4,0,0,0,0,0,8
LGA15520,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,12,21,46,34,3,126,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,3,3,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,4,3,0,0,5
LGA15560,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15650,0,0,3,10,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,15,23,24,15,8,0,101,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,22,3,3,3,0,0,36,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,3,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,6
LGA15700,0,0,0,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,13,45,72,96,77,25,335,0,0,0,0,6,4,0,0,0,19,0,0,0,0,0,6,3,0,0,5,0,0,0,0,3,10,21,6,4,47,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,3,0,0,5,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,8,0,0,0,0,3,3,3,0,0,11,0,0,0,0,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA15750,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,13,14,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15800,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,9,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,9,3,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3
