LGA_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
LGA13910,0,0,0,0,0,3,0,15,0,3,13,3,8,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,14,12,14,4,0,0,0,0,0,6,7,66,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,18,3,7,0,8,0,0,0,0,0,0,0,3,54,0,4,11,23,36,32,23,4,0,7,5,3,0,0,11,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,20,3,3,0,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA14000,13,10,3,4,4,3,14,403,13,140,274,159,28,15,16,20,0,0,5,0,3,3,28,705,0,0,3,17,43,116,162,73,14,24,23,7,8,16,21,527,0,0,0,21,165,519,883,662,94,60,72,81,52,18,47,2671,0,54,119,152,75,90,42,11,3,3,0,5,3,0,19,588,3,9,34,128,309,478,283,220,57,61,35,49,36,26,38,1774,0,31,33,16,0,0,3,0,0,0,0,0,0,0,3,93,0,70,73,40,41,30,74,27,0,0,0,3,6,0,11,383,11,20,94,245,405,369,545,206,36,45,33,34,17,15,62,2146,0,0,0,12,28,76,124,35,21,33,23,31,22,32,8,453,0,0,5,79,186,415,344,308,58,86,83,48,86,67,41,1812,0,9,13,10,142,113,32,14,0,4,0,7,9,0,11,363,0,3,13,44,70,140,194,113,14,20,13,26,16,12,20,714
LGA14100,0,0,0,0,3,0,0,83,4,39,80,30,4,4,9,0,0,0,0,3,0,0,3,174,0,0,0,3,3,13,10,8,0,6,0,0,3,0,0,42,0,0,0,10,14,27,17,6,0,5,3,0,0,0,0,80,0,5,3,14,8,5,5,0,0,0,0,0,0,0,0,46,0,0,3,14,20,21,11,5,6,0,0,0,0,0,0,84,0,5,9,4,0,0,0,0,0,0,0,0,0,0,0,12,0,13,3,5,7,0,0,14,0,0,0,0,0,0,4,37,0,0,10,30,43,45,43,12,3,7,0,0,0,0,8,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,12,22,11,3,0,0,3,0,0,0,9,64,3,0,7,3,14,3,8,3,3,0,0,0,3,0,8,49,0,0,4,9,10,4,6,5,3,0,0,4,3,0,0,57
LGA14170,94,85,46,40,19,7,32,1350,12,448,1139,705,120,67,81,85,27,66,86,113,92,40,151,3222,0,3,6,18,39,108,181,83,20,21,26,19,19,31,21,596,0,0,0,7,146,140,180,121,16,22,24,37,20,24,71,809,9,33,130,387,203,104,55,22,3,3,11,3,6,3,90,1066,0,0,14,92,185,236,149,91,23,42,32,29,38,34,33,1010,0,73,89,53,14,12,7,3,0,0,0,0,0,0,8,252,0,41,35,24,25,15,57,52,14,21,9,7,16,15,13,333,9,15,93,315,759,735,1038,458,112,153,124,109,73,54,110,4160,0,0,0,5,8,14,22,33,6,5,14,8,13,4,0,132,0,0,5,58,248,557,297,281,71,96,103,87,116,70,75,2068,0,17,29,22,133,86,69,35,16,8,18,10,21,9,27,489,0,3,15,38,68,81,79,53,7,7,14,20,22,20,17,441
LGA14200,0,0,0,0,0,0,0,14,0,6,7,3,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,6,0,3,3,3,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,3,0,0,0,0,0,0,0,0,0,0,0,24,3,0,3,8,30,23,15,5,3,0,0,0,0,0,7,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,6,43,10,34,22,17,14,0,6,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14300,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,13,16,7,3,0,0,0,0,0,0,23,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
LGA14350,0,0,0,0,0,0,0,25,0,3,7,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,16,0,9,7,0,0,0,0,0,0,0,0,0,0,0,3,23,0,22,16,8,4,0,3,0,0,0,0,0,0,0,3,59,4,6,8,47,77,52,27,4,3,4,3,0,0,0,26,262,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,8,0,0,0,0,9,28,20,12,5,4,11,8,6,12,4,121,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,11,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,5
LGA14400,0,4,3,5,0,0,8,84,0,20,40,15,3,3,3,0,0,0,0,0,0,0,3,93,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,12,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,18,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,29,0,27,16,6,4,0,5,4,0,0,0,0,0,0,5,65,3,3,22,36,75,33,58,38,5,19,10,5,0,0,10,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,3,3,0,0,0,0,3,0,3,29,0,3,3,3,6,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,11
LGA14500,15,13,10,3,14,0,13,407,10,96,122,50,9,15,26,15,3,5,0,0,6,3,16,377,0,0,12,26,75,178,179,64,21,38,28,40,54,36,41,786,0,0,4,27,199,586,730,456,75,66,89,61,38,66,79,2481,0,11,22,47,25,19,11,3,0,0,0,0,0,0,5,143,4,4,49,150,320,327,206,200,42,13,27,29,19,8,16,1429,0,6,12,7,5,3,0,0,0,0,0,0,0,0,0,37,5,61,42,26,39,25,43,54,10,3,13,23,6,7,13,372,25,42,117,272,328,364,536,217,56,53,53,40,47,26,67,2237,0,0,5,9,25,30,19,4,4,4,5,9,9,11,0,144,0,0,10,46,83,124,84,79,22,26,32,21,17,20,15,574,0,24,24,15,72,41,34,16,0,0,6,8,0,3,3,243,5,11,31,32,92,102,177,152,25,24,43,24,23,11,19,756
LGA14550,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,10,7,0,0,0,6,0,0,0,0,0,0,0,0,21,0,0,6,22,36,29,19,3,3,0,0,0,0,0,11,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,3,0,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA14600,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,4,8,3,0,3,0,3,0,0,0,35,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,4,15,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14650,9,30,9,3,0,0,4,321,4,91,153,79,11,9,9,13,0,0,3,0,0,0,35,415,0,0,4,7,4,7,19,9,0,0,4,5,0,7,3,82,0,0,0,3,19,39,41,39,4,4,10,5,6,9,6,182,0,4,0,17,9,3,0,3,0,0,0,0,0,0,0,43,0,3,20,62,78,41,25,33,8,5,7,6,8,3,7,306,0,53,38,10,8,0,0,0,0,0,3,0,0,0,5,115,0,253,124,40,37,9,19,8,3,0,12,0,3,0,15,527,20,43,109,283,500,429,405,182,51,37,19,45,13,15,101,2266,0,0,0,0,5,5,12,35,4,11,3,3,4,0,0,83,0,0,5,17,91,184,107,102,30,38,25,25,28,14,23,695,0,65,15,20,40,30,11,6,0,0,0,0,0,0,13,200,4,0,6,18,11,5,15,6,0,0,0,3,0,0,0,80
LGA14700,22,17,10,7,12,6,9,238,8,32,30,28,3,9,14,16,7,6,5,8,11,4,14,192,0,0,0,3,23,73,88,40,12,19,26,21,27,12,20,359,0,0,0,3,19,48,82,73,10,10,10,16,24,10,13,312,0,4,4,17,17,10,0,3,0,0,0,0,0,0,4,61,3,0,16,43,102,120,81,52,12,9,11,8,13,9,9,484,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,19,0,22,9,3,6,3,16,11,10,0,0,0,0,0,3,84,0,13,32,62,131,120,204,76,16,25,14,17,17,12,18,757,0,0,0,0,6,7,5,12,9,4,0,4,13,0,0,63,0,0,0,11,37,76,63,66,19,14,22,33,28,21,6,404,0,0,13,12,48,12,19,18,0,6,0,3,3,3,4,132,0,0,3,12,25,22,37,23,0,0,11,17,9,4,7,174
LGA14750,0,0,0,0,0,0,0,0,4,58,76,23,0,0,0,0,0,0,0,0,0,0,13,185,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,11,14,19,13,12,4,7,5,3,6,0,16,108,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,3,3,4,0,9,11,29,25,7,0,92,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14850,0,3,3,0,0,0,0,51,9,76,42,19,3,8,4,0,0,0,0,0,0,0,6,172,0,0,0,3,0,5,12,11,0,0,0,0,0,0,5,42,0,0,0,0,3,6,3,8,0,0,0,0,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,16,5,9,11,10,0,0,0,0,0,0,0,49,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,32,18,13,3,17,3,0,0,0,0,3,0,3,116,3,6,17,70,166,96,80,31,17,5,3,0,0,0,18,528,0,0,0,0,0,3,5,4,3,0,8,0,0,0,0,26,0,0,0,0,13,25,33,34,3,9,14,7,9,0,6,160,0,3,4,3,9,0,0,0,0,0,0,0,0,0,3,20,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,15
LGA14870,0,0,0,0,0,0,0,31,0,13,11,14,0,4,0,0,0,0,0,0,0,0,3,52,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,3,3,0,8,0,0,0,0,0,0,0,6,19,0,0,0,7,5,0,5,0,0,0,0,0,0,0,3,25,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18,20,13,3,3,0,0,0,0,0,0,0,0,3,57,0,0,5,34,54,24,21,15,0,10,5,0,8,3,25,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,26,23,16,0,0,0,4,3,0,3,94,0,6,4,3,10,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
LGA14900,3,13,9,8,0,0,6,200,9,501,966,698,151,64,74,25,8,7,19,18,20,4,121,2682,0,0,7,0,6,21,19,12,3,3,4,0,5,3,3,87,0,0,0,0,24,37,55,37,6,6,3,4,4,8,12,196,0,6,64,687,812,1052,720,352,73,50,55,75,57,19,148,4169,0,0,14,26,81,174,124,77,12,8,12,11,19,10,15,588,0,191,257,135,51,19,6,0,0,0,0,0,0,0,24,685,0,40,54,15,7,6,11,3,3,0,6,0,0,0,5,151,0,0,23,84,352,562,1039,501,105,147,136,121,130,45,173,3414,0,0,0,6,38,205,372,275,54,76,83,71,61,36,22,1310,0,0,3,58,446,1799,714,452,86,65,63,65,75,48,71,3945,0,26,36,23,255,246,56,20,0,3,0,3,5,0,9,692,0,0,4,21,17,48,26,34,5,7,0,5,0,4,4,164
LGA14920,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,7,12,13,8,9,6,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,3,8,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15050,6,3,9,0,0,0,0,82,0,16,27,12,0,0,0,4,0,0,0,0,0,0,3,66,0,0,0,3,0,3,3,5,0,0,0,0,0,0,0,12,0,0,0,0,3,8,3,10,3,7,5,0,0,0,3,41,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,25,11,10,10,5,3,0,3,0,3,3,7,88,0,10,13,4,0,0,0,0,0,0,0,0,0,0,0,31,0,49,40,9,3,0,5,3,0,0,0,0,0,0,0,118,4,5,15,61,183,129,148,92,41,22,10,14,15,17,27,782,0,0,0,7,3,3,14,10,0,3,7,0,6,0,0,58,0,0,0,7,50,85,49,57,14,15,24,26,10,3,15,359,0,29,4,6,14,5,5,0,0,0,0,0,0,0,0,67,0,0,3,3,0,0,0,7,4,0,0,0,0,0,0,18
LGA15240,0,0,0,0,3,0,9,131,3,50,41,23,3,0,0,3,0,0,3,0,0,0,4,132,0,0,0,0,0,3,11,4,0,0,0,0,0,0,0,23,0,0,0,0,0,9,8,7,0,4,3,0,4,6,0,43,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,21,0,0,12,15,16,3,7,0,4,3,0,0,0,3,3,59,0,48,21,14,7,0,0,0,0,0,0,0,0,0,7,100,0,148,102,47,28,4,15,6,0,0,0,0,3,0,4,347,10,23,52,197,240,162,116,42,14,8,11,4,7,0,56,946,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,11,0,0,0,7,47,73,43,44,14,18,18,10,12,3,19,304,0,17,10,3,18,4,3,0,0,0,0,0,0,0,4,64,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,19
LGA15270,0,0,3,0,0,0,0,30,0,3,11,10,0,0,0,0,0,0,0,0,0,0,7,32,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,8,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,17,0,5,8,6,0,0,0,0,0,0,0,0,0,0,3,20,0,27,21,8,7,3,0,0,0,0,0,0,0,0,0,65,3,4,14,27,63,41,29,24,3,5,0,3,0,0,15,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,19,12,0,5,7,4,6,0,5,78,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA15300,0,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,7,13,18,20,5,7,3,4,4,3,0,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,9,3,3,6,13,7,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15350,13,23,3,8,0,15,4,210,0,22,35,21,3,6,10,11,0,11,9,4,17,0,6,160,0,0,0,8,13,38,60,28,7,3,8,8,14,0,8,194,0,0,0,4,7,21,28,16,0,3,3,0,5,3,0,89,0,0,5,4,3,8,0,0,0,0,0,0,0,0,0,23,0,0,9,9,46,19,17,16,3,0,3,13,0,4,5,146,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,17,3,11,15,9,14,7,0,11,10,14,10,6,3,123,13,13,35,100,142,122,174,82,26,19,18,12,20,12,18,801,0,0,0,0,0,3,3,6,0,0,5,0,0,0,0,15,0,0,0,4,29,33,21,25,11,3,7,6,12,9,0,151,0,3,7,4,23,11,9,11,3,0,5,0,6,3,0,93,0,4,0,11,15,9,34,22,13,0,4,4,8,4,0,126
LGA15520,0,0,0,0,0,0,0,12,0,9,13,4,0,0,0,0,0,0,4,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,15,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,16,0,3,0,0,0,0,0,0,0,0,0,3,38,0,0,6,14,14,15,19,15,0,8,0,0,0,0,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,11,12,0,9,6,3,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA15560,3,3,0,0,0,0,0,11,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,4,10,10,0,0,0,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15650,0,6,0,3,4,3,7,53,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,7,0,0,0,0,0,0,0,3,0,7,19,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,15,4,4,0,0,3,0,0,0,0,0,0,0,0,27,0,0,4,14,31,49,39,28,16,4,11,3,3,3,13,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,5,30,4,14,9,13,12,14,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA15700,0,3,0,0,0,0,0,34,0,6,11,3,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,26,20,6,4,0,0,0,0,0,0,0,0,0,3,60,0,3,10,45,70,44,34,11,0,3,0,3,0,0,13,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,11,9,0,0,0,0,6,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9
LGA15750,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,4,0,0,0,3,0,0,0,0,0,0,25,0,0,0,13,18,19,16,11,4,0,0,0,0,0,3,86,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,8,0,0,0,0,0,10,9,15,0,0,3,0,4,0,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
