LGA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
LGA18230,0,4,0,4,..,72,3,73,0,73,..,19,0,19,0,19,..,31,3,33,0,37,..,10,0,10,0,10,..,3,0,3,0,3,..,19,3,22,0,22,..,192,27,215,3,221,..,995,113,1114,7,1119,..,68,3,75,2415,2489,20962,1063,116,1182,2423,24566,22281,..,..,..,..,22281,..,26,0,26,0,26,..,45,0,41,0,46,..,14,0,21,0,21,..,34,12,44,0,44,..,78,20,96,0,96,..,0,0,3,0,3,..,110,31,147,0,147,..,0,0,0,0,0,..,14,0,14,0,14,..,12,0,12,0,12,..,28,0,27,0,27,..,21,3,29,0,30,..,25,8,33,0,33,..,31,3,37,0,37,..,27,3,33,0,30,..,52,10,58,0,60,..,20,14,27,0,27,..,128,12,137,0,137,..,282,42,326,3,323,..,32,0,28,0,29,..,3,0,3,0,3,..,14,9,23
LGA18250,0,31,0,31,..,510,16,523,0,526,..,222,9,233,0,235,..,85,0,91,0,91,..,130,44,172,0,177,..,22,4,26,0,26,..,100,21,119,0,120,..,905,131,1036,22,1060,..,11035,2324,13356,118,13473,..,68,15,74,1624,1700,20515,11101,2334,13433,1739,35686,20351,..,..,..,..,20351,..,44,0,44,0,44,..,188,36,229,3,228,..,0,0,0,0,0,..,2431,642,3069,17,3089,..,3707,1351,5060,27,5085,..,164,57,219,0,219,..,6306,2048,8351,41,8391,..,153,32,183,0,183,..,53,5,55,0,59,..,206,7,215,0,218,..,138,8,143,0,144,..,166,30,192,6,199,..,62,0,62,0,65,..,368,19,387,0,387,..,40,3,43,3,45,..,38,0,38,0,38,..,57,5,57,0,57,..,315,28,344,0,343,..,874,54,925,7,932,..,305,67,370,11,382,..,744,244,988,4,996,..,892,415,1310
LGA18350,0,4,0,4,..,51,0,51,0,51,..,50,3,53,0,53,..,3,0,3,0,3,..,22,3,20,0,20,..,16,5,19,0,19,..,16,3,18,0,18,..,144,21,165,9,170,..,1104,151,1254,19,1274,..,53,3,55,1384,1438,20181,1156,149,1304,1403,22894,22088,..,..,..,..,22088,..,20,0,16,0,16,..,22,3,31,0,27,..,0,0,0,0,0,..,50,11,61,0,66,..,83,34,115,0,115,..,3,0,3,0,3,..,141,48,186,0,186,..,19,3,20,0,20,..,40,4,48,0,51,..,65,0,65,0,70,..,105,4,111,0,111,..,71,13,85,0,84,..,7,0,7,0,7,..,28,0,27,0,24,..,14,3,16,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,73,9,78,0,78,..,123,8,136,3,136,..,129,11,139,4,141,..,20,4,20,0,23,..,8,3,14
LGA18400,0,5,0,5,..,20,0,22,0,22,..,86,8,94,0,94,..,0,0,3,0,3,..,7,3,10,0,10,..,16,0,17,0,12,..,14,9,22,0,25,..,163,26,191,6,196,..,1180,137,1317,22,1340,..,69,3,72,1222,1290,21576,1247,143,1387,1242,24207,21653,..,..,..,..,21653,..,31,0,30,0,30,..,111,12,127,6,132,..,3,0,3,0,3,..,34,15,46,0,43,..,46,12,65,0,65,..,11,0,10,0,10,..,86,32,116,0,121,..,72,3,79,0,79,..,35,0,33,3,38,..,22,0,20,0,20,..,53,0,53,0,54,..,60,4,67,0,64,..,3,0,8,0,8,..,12,0,15,0,15,..,5,0,5,0,5,..,7,0,7,0,7,..,13,0,13,5,10,..,8,0,8,0,8,..,47,3,53,5,51,..,163,12,174,0,174,..,5,0,6,0,6,..,7,0,7
LGA18450,10,88,0,93,..,396,33,430,4,434,..,645,82,730,6,735,..,114,3,116,0,122,..,130,40,162,0,164,..,395,79,474,5,478,..,416,116,535,0,538,..,1818,419,2240,40,2276,..,13911,2573,16485,208,16686,..,264,32,299,4781,5080,78780,14175,2605,16781,4988,100542,80512,..,..,..,..,80512,..,65,0,65,0,65,..,1056,354,1410,15,1424,..,14,0,14,0,14,..,238,85,320,0,316,..,1039,329,1370,10,1381,..,101,47,147,0,147,..,1374,460,1832,11,1842,..,317,67,385,12,398,..,193,3,199,8,205,..,160,11,171,0,172,..,388,15,403,16,422,..,720,169,882,18,904,..,66,5,72,0,72,..,177,8,184,5,193,..,39,0,41,0,41,..,95,9,103,0,103,..,77,15,91,0,91,..,124,3,130,0,130,..,580,41,621,5,623,..,1562,367,1925,49,1970,..,132,18,151,0,151,..,117,51,169
LGA18500,0,9,0,11,..,117,3,124,0,123,..,251,10,260,0,260,..,14,0,14,0,14,..,26,10,31,0,31,..,29,0,24,0,24,..,51,3,55,0,57,..,670,62,732,9,738,..,3453,272,3719,34,3756,..,57,5,58,2174,2239,19239,3504,277,3782,2205,25232,21799,..,..,..,..,21799,..,51,0,52,0,49,..,58,3,63,0,63,..,3,0,3,0,5,..,274,31,302,3,309,..,389,103,499,0,497,..,29,12,39,0,43,..,702,140,840,10,851,..,29,5,39,0,39,..,45,0,44,0,45,..,365,3,369,0,372,..,189,3,197,0,197,..,337,20,361,3,364,..,10,3,9,0,9,..,44,0,44,0,44,..,5,0,5,0,5,..,13,0,13,0,13,..,7,0,7,0,7,..,10,0,14,0,14,..,83,3,85,0,85,..,285,10,293,3,293,..,105,5,109,0,116,..,71,7,75
LGA18710,0,0,0,0,..,7,0,7,0,7,..,16,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,3,10,0,10,..,33,7,40,0,39,..,254,17,271,6,284,..,9,0,9,499,514,7136,269,17,289,510,7931,7417,..,..,..,..,7417,..,7,0,7,0,7,..,12,3,17,0,17,..,3,0,3,0,3,..,0,0,0,0,0,..,21,3,23,0,23,..,4,0,4,0,4,..,18,3,24,0,24,..,20,0,20,0,21,..,20,0,20,0,20,..,6,0,6,0,6,..,28,0,30,0,30,..,9,3,11,0,11,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,18,0,18,0,18,..,14,0,14,3,16,..,3,3,3,0,3,..,0,0,0
LGA19399,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,8,0,8,..,15,4,18,0,18,..,0,0,0,72,70,475,14,4,19,72,569,426,..,..,..,..,426,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
LGA19499,0,3,0,3,..,39,0,39,0,39,..,43,7,57,3,55,..,9,0,9,0,9,..,13,4,19,0,19,..,14,3,19,0,19,..,34,9,40,0,40,..,140,19,159,6,161,..,823,166,986,10,997,..,24,3,25,2154,2181,4175,840,168,1010,2165,7351,3038,..,..,..,..,3038,..,0,0,0,0,0,..,29,15,48,0,48,..,4,0,10,0,10,..,42,10,53,0,51,..,103,41,145,0,145,..,3,4,10,0,10,..,152,57,206,0,211,..,4,0,4,0,4,..,13,0,13,0,13,..,32,3,38,4,41,..,23,0,23,0,23,..,18,0,19,0,19,..,7,3,9,0,9,..,20,0,20,0,20,..,4,0,4,0,4,..,0,0,0,0,0,..,8,3,15,0,15,..,13,0,18,0,18,..,55,6,65,0,65,..,24,3,21,0,26,..,6,3,9,0,9,..,12,7,20
LGA19799,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,9,11,0,11,..,0,0,0,0,0,..,19,15,36,0,36,..,0,0,0,12,15,119,25,15,39,12,171,154,..,..,..,..,154,..,0,0,0,0,0,..,0,3,0,0,0,..,0,0,0,0,0,..,0,3,5,0,5,..,3,10,11,0,11,..,0,0,3,0,3,..,3,14,16,0,16,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3
