LGA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
LGA11700,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,5,11,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,4,9,4,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,3,13,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0
LGA11720,59,11,9,5,15,11,6,6,146,0,0,0,0,0,0,0,0,0,33,33,85,24,98,16,15,8,24,17,6,45,349,143,43,44,12,11,0,3,0,0,13,266,29,17,39,6,6,4,0,0,0,0,111,0,0,8,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,29,22,46,6,6,4,3,0,0,3,122,0,0,0,0,0,0,0,0,0,37,37,172,57,87,17,14,9,3,0,0,53,422,359,35,29,5,3,3,4,0,0,15,456,59,19,14,5,3,0,0,0,0,3,98,4,4,3,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,4,60,26,15,5,3,0,0,0,0,8,115,0,0,0,0,0,0,0,0,0,18,18,418,57,42,12,10,3,4,0,0,40,591,522,27,9,0,3,0,3,5,0,19,579,75,6,3,0
LGA11730,45,5,10,12,11,5,8,3,111,0,0,0,0,0,0,0,0,0,12,12,50,24,66,9,18,12,15,18,10,21,244,125,37,28,5,9,10,4,6,0,13,241,15,29,48,5,12,8,4,8,4,8,133,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,29,47,7,13,8,4,8,4,8,139,0,0,0,0,0,0,0,0,0,10,10,140,66,76,10,21,14,9,13,3,29,391,358,25,25,3,9,4,3,3,0,27,456,64,12,17,0,3,0,0,3,3,3,116,3,3,11,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,71,17,27,0,3,0,0,3,3,9,134,3,0,0,0,0,0,0,0,0,6,10,434,41,47,9,11,4,3,5,4,33,595,643,12,12,0,9,0,3,0,0,27,717,85,5,5,0
LGA11750,10,0,9,0,3,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,9,8,16,4,8,0,4,3,0,3,63,10,5,9,3,0,0,0,0,0,0,36,0,0,20,4,3,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,3,0,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,11,14,31,6,3,0,0,0,0,0,79,26,3,6,0,0,0,0,0,0,3,43,3,0,3,0,0,4,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,27,5,12,3,3,4,0,0,0,3,58,24,3,3,0,0,0,0,3,0,3,30,12,0,0,0
LGA11800,321,35,67,64,107,101,43,40,867,0,0,3,0,0,0,0,0,0,5,4,153,88,423,60,92,84,119,130,51,58,1259,309,100,107,26,14,17,8,13,9,21,622,111,90,177,19,37,26,26,16,15,19,533,10,7,43,10,18,22,10,8,15,3,142,0,0,3,0,0,0,0,0,0,0,10,129,104,217,22,49,46,40,27,28,20,684,0,0,0,0,0,0,0,0,0,0,0,436,202,326,47,67,66,45,39,40,41,1308,728,89,84,9,13,7,3,4,3,36,977,196,67,71,12,10,3,4,10,0,19,396,15,13,29,10,18,23,11,8,13,8,132,4,3,0,0,3,0,0,0,0,0,12,216,77,101,22,27,28,16,20,15,20,542,0,0,0,0,0,0,0,0,0,0,0,943,169,186,30,42,35,19,25,14,55,1515,1070,55,41,4,9,3,3,0,0,30,1211,242,18,14,3
LGA12000,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,5,16,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,15,4,4,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22,7,4,0,0,0,0,0,0,0,33,20,0,0,0,0,0,0,0,0,0,25,3,0,0,0
LGA12150,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,20,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,4,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,10,3,0,0,0
LGA12350,10,0,0,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,13,9,9,0,6,0,0,3,0,3,47,23,5,4,0,0,0,0,0,0,0,36,7,3,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,0,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,29,12,12,0,4,0,0,0,0,0,60,65,5,8,0,0,0,0,0,0,7,86,13,3,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,10,0,0,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,86,17,16,0,0,0,0,0,0,9,125,90,7,4,3,0,0,0,0,0,7,99,29,4,0,0
LGA12380,8120,1289,2110,2684,2218,1986,1110,687,26074,6,0,7,0,0,0,3,0,3,30,56,3380,3411,8508,1346,2210,2805,2313,2073,1182,788,28022,966,301,228,35,30,41,31,18,16,57,1725,4455,3707,3731,411,574,535,425,298,192,240,14562,487,727,937,195,446,415,173,156,92,104,3741,29,32,43,9,10,8,8,3,6,14,141,4973,4463,4710,616,1024,959,600,454,284,354,18448,3,0,0,3,0,0,0,0,0,14,24,5946,4764,4936,654,1057,1003,633,476,304,422,20195,1464,181,91,16,15,12,14,16,3,44,1850,7641,1523,853,110,138,103,68,49,36,226,10758,1966,805,844,153,229,194,121,137,83,168,4701,59,21,16,6,4,3,0,0,3,13,118,9672,2343,1711,272,372,307,196,189,125,405,15582,6,7,0,0,0,0,0,0,0,6,29,11140,2530,1798,286,386,315,208,204,132,458,17459,1441,83,37,11,3,0,0,4,0,45,1620,6375,402,202,25
LGA12700,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,3,0,4,0,0,3,21,22,13,7,0,3,0,0,0,0,0,41,3,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,28,13,7,0,3,0,0,0,0,0,50,52,3,4,0,0,0,0,0,0,3,60,11,3,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,61,8,10,0,0,0,0,0,0,5,77,88,0,3,0,0,0,0,0,0,0,90,4,0,0,0
LGA12730,11,0,3,8,19,22,8,11,82,0,0,0,0,0,0,0,0,0,0,0,5,4,15,0,8,8,24,24,8,10,109,19,6,3,0,0,0,3,0,0,0,33,3,3,13,0,6,7,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,6,7,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,23,6,13,3,6,6,11,3,0,0,72,37,6,3,0,0,0,0,0,0,9,46,4,12,7,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,41,14,8,0,3,0,0,0,0,8,78,56,0,0,0,0,0,0,0,0,5,65,9,0,0,0
LGA12750,25,0,11,7,10,3,10,3,91,0,0,0,0,0,0,0,0,0,0,0,36,26,38,5,15,11,15,7,10,8,172,99,29,26,0,12,3,6,0,0,10,189,24,20,36,4,3,3,4,3,3,3,99,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,26,20,37,6,3,3,7,6,3,3,112,0,0,0,0,0,0,0,0,0,0,0,120,52,63,7,10,9,16,4,3,20,304,391,34,21,7,7,0,3,0,0,22,486,84,19,6,0,0,0,0,0,0,5,117,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,89,19,6,0,0,0,0,0,0,5,123,0,0,0,0,0,0,0,0,0,0,0,485,53,25,8,7,3,5,0,0,23,612,827,19,17,0,0,3,6,0,0,35,910,102,0,0,0
LGA12850,3270,641,739,994,758,646,375,394,13715,0,0,3,0,0,0,0,0,0,9,16,4483,2157,3401,665,769,1051,778,684,391,451,14834,869,131,90,28,18,14,12,8,12,43,1218,7071,1655,1198,152,173,219,165,147,57,248,11096,1530,931,950,211,250,356,267,240,196,181,5110,67,19,12,3,0,3,4,6,3,16,128,8672,2606,2158,367,430,578,437,393,254,439,16336,0,0,0,0,0,0,0,0,0,4,7,9537,2733,2256,400,440,593,444,402,260,491,17563,1162,74,45,8,12,5,3,3,5,50,1374,9354,858,549,82,91,96,78,70,24,265,11473,4529,776,779,163,167,326,210,236,171,278,7631,95,10,7,0,0,4,3,3,3,9,130,13975,1647,1336,244,259,427,291,306,195,552,19240,12,4,0,0,0,0,0,0,0,10,20,15147,1725,1384,250,272,432,290,308,199,612,20633,1335,36,21,4,3,0,0,3,6,42,1449,7948,388,202,28
LGA12870,13,3,3,4,9,11,5,5,45,0,0,0,0,0,0,0,0,0,0,0,8,3,12,9,3,6,8,12,3,7,75,22,7,9,0,0,3,0,0,0,0,41,3,7,8,0,6,3,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,6,3,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,26,11,15,4,6,3,6,4,0,0,73,77,14,6,0,0,0,0,3,0,5,97,5,0,3,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,84,12,13,0,3,4,0,3,0,8,116,116,5,3,0,0,0,0,0,0,5,131,14,0,0,0
LGA12900,15,4,3,5,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,4,3,17,4,3,5,5,0,0,3,50,16,5,3,0,4,0,0,0,0,0,27,4,4,8,0,5,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,5,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,18,8,8,0,10,0,0,3,0,0,47,35,9,4,0,0,0,0,0,0,3,47,6,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,45,12,4,0,0,0,0,0,0,3,67,31,6,0,0,0,0,0,0,0,4,40,11,0,0,0
LGA12930,4598,698,812,1038,1307,1131,563,302,14046,0,0,3,0,0,0,0,0,0,5,11,2193,2076,4897,764,870,1111,1358,1182,600,342,15395,913,337,205,39,32,34,30,26,17,44,1663,2556,2044,1617,153,219,193,164,146,78,82,7259,165,259,344,62,55,69,68,81,56,39,1202,13,5,3,0,0,0,5,0,0,0,24,2737,2310,1969,217,276,266,233,223,136,123,8485,0,0,0,0,0,0,0,0,0,3,6,3643,2647,2171,258,306,296,257,247,147,170,10151,1494,158,96,16,19,7,5,11,10,50,1858,4708,894,408,43,35,44,33,36,14,108,6317,1014,386,342,63,90,64,67,66,60,99,2257,26,3,0,0,0,0,0,0,0,3,40,5752,1281,750,104,129,111,95,101,72,215,8611,5,0,0,0,0,0,0,0,0,5,7,7245,1446,846,122,143,119,103,110,81,271,10480,1494,69,32,6,4,3,4,4,0,44,1664,4272,213,76,19
LGA12950,3,3,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,6,0,0,0,6,24,4,3,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,13,7,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,0,0,0,0,3,21,13,0,0,0,0,0,0,0,0,3,19,3,0,0,0
LGA13010,10,3,3,0,4,6,0,3,30,0,0,0,0,0,0,0,0,0,3,3,0,4,13,3,4,0,4,7,0,8,49,25,9,0,0,0,0,0,0,0,5,39,4,6,8,0,0,0,3,0,0,3,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,3,0,0,3,31,0,0,0,0,0,0,0,0,0,4,4,24,12,11,0,4,0,3,0,0,14,70,47,3,3,3,0,0,0,0,0,3,65,6,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,8,8,59,3,3,3,0,0,3,0,0,11,88,98,3,0,3,0,0,0,0,0,5,107,8,3,0,0
LGA13310,83,19,22,22,29,43,23,13,291,0,0,0,0,0,0,0,0,0,33,33,53,37,104,24,27,24,38,55,22,47,431,97,21,38,4,0,6,3,3,0,5,181,28,27,72,7,5,4,4,5,5,4,162,0,4,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,33,33,78,7,5,4,4,8,3,4,176,0,0,0,0,0,0,0,0,0,33,31,133,46,114,8,7,7,9,13,3,42,390,234,17,19,0,0,3,3,0,0,9,284,54,7,15,10,0,0,0,0,0,0,90,12,5,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,3,60,11,20,10,4,4,0,0,0,4,115,0,0,0,0,0,0,0,0,0,26,24,296,23,41,10,7,5,3,3,0,39,426,334,12,0,0,0,0,3,0,0,13,363,64,8,3,0
LGA13340,7,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,7,3,12,4,4,7,3,0,3,0,49,27,12,7,0,0,0,0,0,0,3,49,7,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,31,10,5,4,3,0,0,0,0,3,66,65,6,3,7,0,0,0,0,0,4,83,4,0,5,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,70,6,7,4,0,0,0,0,0,4,99,93,3,0,0,0,0,0,0,0,5,104,8,0,0,4
LGA13450,237,26,58,75,71,95,49,69,807,0,0,0,0,0,0,0,0,0,0,0,83,106,272,39,71,83,85,106,60,79,977,74,27,22,3,3,0,4,3,0,9,136,93,81,145,20,20,35,18,8,3,7,435,10,17,29,12,11,6,4,11,3,6,110,3,3,3,0,0,0,0,0,0,0,6,110,99,178,33,29,47,23,24,7,15,553,0,0,0,0,0,0,0,0,0,0,0,180,123,195,39,34,47,29,26,11,22,692,129,22,13,0,3,0,0,7,0,6,190,151,60,71,13,13,11,10,6,0,6,345,28,17,14,3,6,3,11,7,6,12,106,3,3,0,0,0,0,0,0,0,0,4,184,79,82,15,28,13,19,13,10,20,451,0,0,0,0,0,0,0,0,0,0,3,313,105,100,17,29,18,16,14,10,28,641,130,15,6,3,0,0,0,0,0,15,173,170,25,16,0
LGA13510,9,0,0,3,9,6,3,8,42,0,0,0,0,0,0,0,0,0,0,0,10,8,15,3,0,3,6,10,3,8,68,15,3,0,0,3,0,0,0,0,4,32,9,3,7,3,3,8,0,0,0,0,31,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,3,7,5,3,8,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,23,4,12,5,8,8,3,0,0,3,66,49,0,3,0,0,0,0,0,0,0,58,8,4,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,55,6,8,0,0,3,0,0,0,0,79,88,0,3,0,0,0,0,0,0,3,94,8,0,0,0
LGA13550,18,3,3,5,3,5,0,3,47,0,0,0,0,0,0,0,0,0,0,0,9,15,19,6,12,5,11,9,3,3,95,24,14,9,0,0,0,0,3,0,3,54,10,9,13,3,7,0,0,0,0,5,49,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,9,20,3,7,0,0,0,0,5,49,0,0,0,0,0,0,0,0,0,0,0,31,20,30,3,11,4,3,0,0,3,106,41,3,6,0,0,0,0,0,0,5,59,14,11,3,4,0,0,0,0,0,0,35,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,11,7,4,3,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,56,16,13,4,3,3,0,0,0,3,95,61,0,3,0,0,0,0,0,0,7,75,10,0,0,0
LGA13660,3,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,3,0,3,16,5,3,4,0,0,0,0,0,0,0,11,0,3,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,7,13,0,0,0,0,0,0,0,29,22,8,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,34,22,0,0,0,0,0,0,0,0,3,26,4,0,0,0
LGA13800,78,25,20,21,18,27,14,14,314,0,0,0,0,0,0,0,0,0,0,0,216,100,154,30,41,39,28,43,28,22,709,387,97,66,13,17,6,8,5,5,17,619,120,61,69,9,11,11,4,9,0,0,295,15,6,10,0,0,0,3,4,0,0,35,0,0,0,0,0,0,0,0,0,0,3,130,67,75,15,11,11,4,15,0,3,336,3,0,0,0,0,0,0,0,0,0,3,521,172,144,23,28,13,15,20,9,20,954,984,96,52,5,8,3,3,8,0,40,1198,253,36,25,0,3,3,4,3,0,4,335,17,12,5,0,0,3,0,0,0,0,47,3,0,0,0,0,0,0,0,0,0,4,274,47,36,3,3,6,4,3,0,9,383,0,0,0,0,0,0,0,0,0,0,0,1257,145,87,12,13,10,10,10,0,45,1585,1125,32,19,3,0,0,0,0,0,22,1207,330,18,6,0
LGA13850,15,0,4,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,4,3,0,0,0,0,40,3,0,0,0,0,0,0,0,0,0,13,0,0,8,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,3,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,3,16,15,0,0,0,3,0,0,0,0,0,19,3,0,0,0
