LGA_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
LGA13800,28235,..,..,..,..,28235,..,35,0,35,0,35,..,92,10,106,0,102,..,5,0,5,0,7,..,72,40,113,0,113,..,54,20,76,4,77,..,9,0,5,0,5,..,130,62,195,4,202,..,54,4,57,0,57,..,46,0,45,0,45,..,41,0,41,0,41,..,84,3,84,0,89,..,65,10,76,0,74,..,3,0,3,0,3,..,31,0,29,3,32,..,22,0,22,0,22,..,0,0,0,0,0,..,18,0,18,0,18,..,7,0,7,0,7,..,81,0,85,3,87,..,132,6,141,0,142,..,9,0,9,0,14,..,11,3,16,0,16,..,76,6,84,0,81,..,311,21,334,0,331,..,15,3,12,0,12,..,25,0,28,0,28,..,7,0,7,0,7,..,18,0,22,0,22,..,27,0,27,0,29,..,22,0,20,0,20,..,5,0,5,0,5,..,29,0,29,0,29,..,3
LGA13850,1244,..,..,..,..,1244,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,11,0,8,..,4,0,8,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA13910,8150,..,..,..,..,8150,..,3,0,3,0,3,..,98,14,110,0,112,..,0,0,0,0,0,..,8,0,10,0,10,..,10,9,17,0,17,..,0,0,0,0,0,..,19,8,22,0,22,..,3,0,7,0,7,..,14,0,14,0,14,..,5,0,5,0,5,..,3,0,3,0,3,..,5,0,3,0,3,..,6,0,9,0,9,..,6,0,6,0,6,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,28,0,28,0,29,..,20,3,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,14,3,18,0,14,..,8,0,8,0,8,..,0,0,0,0,0,..,11,0,10,0,10,..,0
LGA14000,46258,..,..,..,..,46258,..,263,4,263,0,263,..,619,57,673,3,676,..,0,0,3,0,3,..,2207,402,2605,20,2628,..,3588,1129,4718,29,4740,..,178,34,207,0,211,..,5970,1564,7536,46,7577,..,81,3,92,0,95,..,113,3,118,0,118,..,190,8,198,4,203,..,217,5,226,4,227,..,168,19,186,0,182,..,149,7,154,0,154,..,1138,21,1158,10,1172,..,286,12,301,0,301,..,527,11,535,3,540,..,294,10,302,3,306,..,871,41,915,3,921,..,3261,103,3367,18,3383,..,470,33,503,9,516,..,294,26,324,3,320,..,1185,376,1558,16,1574,..,14,0,14,0,14,..,18,0,18,0,18,..,791,95,888,3,893,..,179,13,191,0,193,..,307,35,344,0,346,..,9,0,10,0,10,..,46,3,54,0,54,..,198,5,203,0,209,..,250,14,264,3,266,..,374,4,376,0,381,..,48
LGA14100,5370,..,..,..,..,5370,..,9,0,9,0,9,..,57,4,57,0,57,..,0,0,0,0,0,..,130,27,158,0,158,..,138,56,202,0,202,..,7,4,12,0,12,..,275,95,368,0,368,..,10,0,10,0,15,..,22,0,22,0,22,..,41,3,39,0,39,..,32,0,32,0,32,..,118,15,132,5,138,..,0,0,0,0,0,..,18,0,20,0,20,..,0,0,0,0,0,..,7,0,7,0,7,..,6,0,6,0,10,..,10,0,10,0,10,..,46,0,48,0,49,..,125,7,134,0,130,..,16,3,22,0,20,..,21,10,28,0,31,..,10,0,9,0,9,..,3,0,3,0,3,..,16,6,22,0,22,..,16,0,17,0,17,..,6,19,26,0,26,..,0,0,0,0,0,..,21,0,22,0,24,..,3,0,3,0,3,..,11,0,11,0,11,..,8,0,8,0,8,..,3
LGA14170,57710,..,..,..,..,57710,..,41,0,41,0,41,..,1052,154,1199,9,1209,..,18,3,19,0,19,..,1100,428,1524,10,1536,..,2206,723,2927,17,2946,..,179,54,238,3,235,..,3480,1210,4694,26,4722,..,177,28,203,3,204,..,130,3,138,0,139,..,491,27,521,6,528,..,363,14,378,6,384,..,1902,564,2463,20,2483,..,316,3,318,4,324,..,469,16,484,0,492,..,60,5,65,0,70,..,64,0,64,0,61,..,68,0,70,0,70,..,1535,50,1589,17,1604,..,2509,82,2594,23,2616,..,2006,378,2382,21,2405,..,241,43,278,3,283,..,228,71,296,3,300,..,188,36,224,6,230,..,80,3,88,4,90,..,146,18,167,0,168,..,199,23,222,5,227,..,151,25,174,0,174,..,35,3,37,0,37,..,192,22,210,3,213,..,241,4,244,3,246,..,343,39,379,0,383,..,346,0,349,5,357,..,75
LGA14200,7177,..,..,..,..,7177,..,12,0,12,0,12,..,5,0,3,0,3,..,3,0,3,0,3,..,0,0,3,0,3,..,6,4,8,0,8,..,0,0,0,0,0,..,5,6,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,15,0,11,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,15,3,18,0,18,..,4,0,6,0,6,..,5,3,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,26,0,25,..,0,0,0,0,0,..,37,3,43,0,42,..,0
LGA14300,2359,..,..,..,..,2359,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,21,35,56,0,56,..,6,0,6,0,6,..,28,35,64,0,64,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,3,4,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA14350,12489,..,..,..,..,12489,..,5,0,5,0,5,..,8,0,8,0,8,..,11,3,12,3,19,..,9,3,10,0,11,..,13,23,31,0,31,..,3,0,4,0,4,..,27,22,48,0,51,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,33,0,33,0,33,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,4,0,4,..,7,0,6,0,6,..,5,0,5,0,5,..,3,0,3,0,3,..,25,5,26,0,26,..,12,0,10,0,10,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,6,3,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,3
LGA14400,9455,..,..,..,..,9455,..,8,0,8,0,8,..,9,0,9,0,9,..,3,0,3,0,5,..,14,8,24,0,24,..,12,8,21,0,21,..,3,0,0,0,0,..,27,17,46,0,46,..,12,0,12,0,12,..,16,0,16,0,16,..,20,3,22,0,22,..,43,0,43,0,44,..,23,0,30,0,30,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,5,0,6,0,6,..,51,4,54,0,54,..,8,0,8,0,8,..,0,0,0,0,0,..,15,0,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,3
LGA14500,39729,..,..,..,..,39729,..,253,7,257,0,262,..,139,11,150,0,150,..,0,0,0,0,0,..,2433,314,2745,18,2762,..,3560,983,4545,22,4570,..,133,32,167,0,168,..,6122,1334,7457,42,7496,..,53,0,55,0,55,..,138,0,141,0,144,..,217,5,226,0,227,..,279,5,288,0,285,..,173,13,186,0,188,..,53,0,51,0,51,..,413,5,422,4,426,..,189,13,196,3,202,..,119,0,119,0,119,..,93,0,88,0,91,..,176,7,185,3,188,..,1043,27,1067,8,1080,..,262,15,272,0,272,..,367,46,413,0,415,..,1089,265,1357,4,1360,..,15,0,15,0,15,..,3,0,3,0,3,..,568,48,614,13,629,..,79,5,80,0,80,..,174,10,182,0,186,..,5,0,5,0,5,..,47,0,48,0,50,..,46,3,48,0,49,..,175,8,186,0,186,..,71,0,71,0,71,..,21
LGA14550,3979,..,..,..,..,3979,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,10,0,10,..,19,0,20,0,20,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,11,0,6,..,6,0,6,0,10,..,4,0,4,0,4,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA14600,2663,..,..,..,..,2663,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,3,0,3,..,3,4,4,0,4,..,0,0,0,0,0,..,3,4,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,5,0,5,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,8,0,8,0,8,..,0
LGA14650,88140,..,..,..,..,88140,..,84,3,88,0,90,..,99,3,105,4,108,..,18,0,18,0,18,..,136,52,188,3,190,..,193,51,241,0,241,..,13,3,20,0,20,..,344,105,448,3,450,..,55,8,66,0,66,..,81,0,83,3,86,..,107,0,107,0,103,..,195,8,204,4,208,..,154,7,164,0,167,..,43,3,50,0,50,..,111,0,115,0,115,..,56,8,64,0,64,..,47,3,47,0,47,..,44,3,50,0,49,..,53,4,53,0,53,..,356,22,379,0,380,..,250,24,277,9,282,..,48,5,47,0,47,..,50,23,82,3,84,..,218,22,240,6,245,..,21,0,21,0,21,..,22,3,31,0,31,..,92,4,95,0,95,..,41,4,43,0,49,..,123,8,126,5,126,..,48,3,49,0,54,..,28,0,31,3,33,..,47,4,52,0,52,..,74,0,74,4,73,..,16
LGA14700,12498,..,..,..,..,12498,..,29,0,29,0,29,..,47,9,49,0,49,..,4,0,4,0,4,..,438,68,504,0,507,..,574,154,726,6,731,..,46,7,54,0,54,..,1058,225,1288,11,1293,..,58,3,58,0,61,..,25,0,26,0,26,..,90,3,94,3,99,..,85,5,90,0,90,..,82,10,95,0,96,..,72,4,78,0,78,..,180,0,183,0,183,..,32,4,34,0,34,..,29,0,29,0,29,..,37,3,41,0,41,..,246,11,255,3,257,..,593,19,611,3,614,..,145,10,154,0,156,..,149,37,185,0,185,..,102,34,132,3,138,..,21,3,25,0,25,..,3,0,3,0,3,..,183,22,209,0,207,..,70,6,70,0,70,..,60,3,63,0,63,..,0,0,0,0,0,..,22,0,24,0,24,..,54,0,53,0,57,..,52,5,56,0,56,..,54,0,54,0,58,..,6
LGA14750,4615,..,..,..,..,4615,..,3,0,3,0,3,..,3,0,5,0,5,..,4,0,4,0,4,..,3,0,9,0,9,..,3,0,4,0,4,..,0,0,0,0,0,..,8,4,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,42,6,50,0,47,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,50,6,60,0,56,..,149,15,166,3,168,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,12,0,12,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,14,0,18,0,18,..,11
LGA14850,18405,..,..,..,..,18405,..,20,0,20,0,20,..,8,0,8,0,8,..,32,3,28,0,28,..,15,8,19,0,19,..,25,15,40,0,40,..,0,3,3,0,3,..,40,21,63,0,63,..,3,0,3,0,3,..,25,0,31,0,31,..,46,3,51,0,51,..,98,0,98,0,97,..,13,0,13,0,13,..,11,0,11,0,11,..,16,0,16,0,16,..,31,5,34,0,34,..,3,0,3,0,3,..,15,3,19,0,19,..,5,0,5,0,5,..,78,8,88,0,88,..,119,14,129,3,129,..,21,9,29,0,29,..,4,0,11,0,11,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,7,0,7,..,4,0,4,0,4,..,7,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,17,0,19,0,19,..,8,0,8,0,8,..,5
LGA14870,8929,..,..,..,..,8929,..,3,0,3,0,3,..,17,4,20,0,21,..,0,0,0,0,0,..,7,13,20,0,20,..,8,3,6,0,6,..,0,0,0,0,0,..,14,12,30,0,30,..,12,0,15,0,15,..,11,0,11,0,11,..,8,0,8,0,8,..,19,0,21,0,22,..,16,0,16,0,14,..,3,0,3,0,3,..,4,0,7,0,7,..,5,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,3,..,3,0,3,0,3,..,21,4,24,0,28,..,32,0,29,0,29,..,0,0,0,0,0,..,4,0,3,0,3,..,3,0,4,0,4,..,4,0,4,0,4,..,3,0,4,0,4,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,11,0,11,0,11,..,7,0,7,0,5,..,4,0,4,0,4,..,3
LGA14900,42886,..,..,..,..,42886,..,33,0,33,0,33,..,9362,2280,11647,119,11768,..,10,0,9,0,10,..,899,389,1287,7,1295,..,865,375,1241,3,1241,..,269,87,359,3,360,..,2037,855,2885,9,2898,..,697,114,813,12,825,..,34,0,34,0,34,..,197,8,210,4,213,..,120,4,118,0,118,..,1291,161,1454,18,1469,..,468,24,491,3,494,..,3686,139,3819,44,3859,..,463,46,514,8,519,..,155,3,160,0,163,..,973,52,1028,10,1042,..,923,43,961,8,968,..,6672,307,6976,74,7049,..,1883,266,2147,16,2166,..,35,0,34,0,34,..,66,33,98,0,98,..,916,116,1028,9,1043,..,298,14,310,3,309,..,235,79,316,6,318,..,339,61,402,0,404,..,93,14,113,3,113,..,801,69,878,28,902,..,1859,537,2397,38,2431,..,433,16,452,0,452,..,372,30,399,4,406,..,1017,22,1043,9,1050,..,93
