LGA_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
LGA17000,3,0,0,3,3,0,3,7,8,0,14,0,0,0,0,0,0,0,3,3,0,3,0,6,0,9,3,0,3,7,13,0,27,0,16,0,16,6,3,5,22,22,0,44,5,12,8,24,7,0,6,34,24,0,58,12,34,0,48,8,9,16,61,47,0,113,13,26,4,45,0,5,8,53,39,0,91,37,24,0,60,0,3,3,62,29,0,87,24,25,0,48,3,4,8,52,34,0,90,19,22,0,39,0,0,0,43,21,0,56,25,6,0,30,0,0,0,30,8,0,36,29,7,3,42,0,0,0,42,13,0,48,38,3,4,47,0,0,0,47,5,0,54,15,3,0,22,0,0,0,22,4,0,21,6,0,0,6,0,0,0,6,0,0,6,9,0,0,11,0,0,0,11,0,0,11,3,5,0,8,0,0,0,6,3,0,12,25,23,5,51,7,0,8,61,21,0,77,3,0
LGA17040,0,0,0,0,0,0,0,3,8,0,13,0,0,0,0,0,0,3,0,3,0,4,0,3,0,3,7,0,7,8,15,0,24,0,17,0,17,0,0,0,21,18,0,31,0,12,3,15,3,5,10,23,17,0,43,12,29,0,37,3,0,3,41,26,0,67,9,28,0,41,0,0,4,44,33,0,78,8,9,0,25,0,0,0,25,32,0,58,25,20,0,47,0,0,0,47,31,0,83,32,12,0,49,0,3,3,47,13,0,65,22,4,0,27,0,0,0,27,0,0,28,21,3,0,30,0,0,0,30,3,0,28,30,5,0,34,0,0,0,34,8,0,44,10,3,0,15,0,0,0,15,7,0,20,0,0,0,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,6,4,0,8,4,0,0,6,0,0,0,6,0,0,6,20,12,0,35,0,0,7,39,22,0,63,5,3
LGA17080,0,0,0,0,0,0,0,3,9,0,12,3,0,3,5,0,0,0,5,4,0,8,0,10,0,10,3,0,3,10,14,0,22,0,3,0,6,3,0,5,11,22,0,34,0,11,0,11,5,0,4,19,21,0,48,5,27,7,33,5,3,8,46,34,0,76,13,14,0,24,3,3,4,30,20,0,49,10,16,0,26,0,0,3,23,25,0,49,23,24,0,41,0,0,0,41,22,0,63,15,6,3,18,0,0,0,18,18,0,33,18,3,0,17,0,0,0,17,9,0,24,10,3,0,17,0,0,0,17,7,0,20,10,0,0,16,0,0,0,16,3,0,18,7,0,0,7,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,28,18,0,49,0,0,0,45,19,4,72,0,0
LGA17100,0,0,0,3,3,6,8,6,60,0,71,0,6,0,3,0,0,0,9,14,0,21,3,11,0,20,0,3,4,24,22,0,46,4,13,0,20,3,0,6,26,25,0,49,0,25,0,28,0,0,0,28,24,0,54,9,23,0,32,3,8,9,34,41,0,84,19,29,5,45,3,3,4,53,44,0,97,29,16,3,42,4,0,6,49,44,0,95,54,31,3,86,0,0,0,88,53,0,144,38,22,4,64,0,3,3,64,34,0,104,32,20,3,54,4,3,6,57,38,0,92,32,12,0,48,0,0,0,48,24,0,69,60,20,0,81,0,0,3,83,43,0,127,24,10,0,37,0,0,0,37,26,0,61,13,4,3,21,0,0,0,21,13,0,28,22,0,0,27,0,0,0,27,9,0,37,17,7,3,25,0,0,0,25,16,0,50,34,21,5,60,0,0,3,62,44,3,116,0,6
LGA17150,3,0,0,11,12,10,19,26,101,0,120,0,14,0,13,3,10,14,21,40,0,60,0,30,3,42,12,16,23,66,66,0,131,7,52,4,62,9,8,17,81,83,0,163,3,85,4,100,9,24,31,128,147,0,269,36,196,10,239,7,14,27,264,172,0,441,87,224,7,315,4,10,13,331,207,0,540,149,252,18,420,12,8,23,440,246,3,696,309,258,15,587,4,13,23,607,288,4,899,261,172,13,448,8,5,13,465,176,0,649,278,128,15,417,6,3,10,428,161,0,592,296,92,14,405,5,3,8,414,126,0,539,512,131,16,662,4,0,11,669,154,0,829,251,75,10,334,4,3,5,338,100,0,437,157,29,7,186,0,0,0,185,20,0,207,120,32,13,166,0,0,0,161,21,0,186,165,19,8,200,3,0,7,205,43,0,247,382,179,23,586,6,13,20,603,217,4,826,35,18
LGA17200,0,3,3,6,8,4,14,22,134,3,151,3,3,0,6,0,3,7,16,28,0,44,3,23,4,29,10,10,19,47,107,0,153,10,17,3,30,3,5,6,37,96,0,135,10,40,3,53,5,12,17,69,144,3,221,11,70,9,88,11,11,26,112,165,0,276,31,77,7,114,7,10,17,134,161,0,293,82,78,11,164,6,8,13,180,175,0,351,102,74,3,176,6,12,13,189,151,0,343,119,58,10,186,3,3,12,195,94,0,288,125,53,8,184,3,0,3,191,88,0,284,97,37,3,140,3,3,3,148,57,0,204,224,47,4,280,4,0,4,284,78,0,361,53,18,8,83,7,0,4,90,34,0,119,36,9,3,51,0,0,0,47,11,0,63,163,24,9,195,4,0,4,200,14,0,216,89,19,4,118,6,0,5,119,37,0,159,98,57,13,166,16,4,15,180,161,5,343,6,3
LGA17310,0,0,0,0,3,4,3,9,21,0,26,0,0,0,3,4,3,4,5,12,0,18,3,13,0,21,12,4,14,35,41,0,75,0,20,4,25,11,14,21,50,77,0,127,6,57,0,69,19,13,26,94,109,0,199,30,108,11,148,19,26,48,197,179,0,377,55,94,19,166,7,15,25,187,192,0,386,82,87,11,183,3,5,9,196,147,3,343,108,71,14,189,3,3,3,193,127,0,320,84,55,7,145,4,3,10,157,66,0,228,78,23,3,108,0,3,5,113,30,0,142,69,17,5,94,0,3,3,97,35,0,127,68,16,3,92,0,0,0,92,22,0,114,27,3,0,25,0,0,0,30,6,0,41,6,0,0,8,0,0,0,8,0,0,8,8,3,0,13,0,0,0,12,11,0,18,5,3,0,12,0,0,0,12,13,0,26,85,37,9,131,10,0,11,146,107,6,256,4,8
LGA17350,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,4,0,11,0,8,5,12,3,0,3,9,10,0,18,0,13,0,15,0,0,0,15,7,0,25,3,13,0,16,0,0,0,17,16,0,32,9,9,0,15,0,0,0,12,19,0,36,4,8,0,19,0,0,0,20,10,0,23,7,3,0,7,0,0,0,7,0,0,14,7,3,0,11,0,0,0,11,3,0,14,0,3,0,3,0,0,0,3,0,0,3,0,0,0,5,0,0,0,5,3,0,9,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,3,0,7,3,0,3,13,10,0,16,0,0
LGA17400,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,4,6,0,14,0,3,0,0,0,0,0,4,17,0,18,0,0,0,4,8,0,5,12,12,0,25,0,14,4,15,3,3,9,26,10,0,33,7,6,0,9,0,3,3,12,26,0,44,0,14,3,12,3,0,3,18,17,0,34,13,5,0,15,0,0,0,15,13,0,31,10,0,0,10,0,0,0,10,8,0,15,0,0,0,4,0,0,0,4,3,0,6,6,0,0,6,0,0,0,6,3,0,8,4,0,0,9,0,0,0,9,0,0,9,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,8,0,0,3,9,14,0,24,0,0
LGA17420,3,5,0,14,6,8,11,25,91,0,122,0,15,0,13,4,5,4,23,26,0,48,0,12,0,18,11,3,11,28,51,0,80,10,21,0,31,4,9,11,39,44,0,79,3,32,5,40,6,6,20,59,84,0,144,24,74,6,98,3,11,20,118,87,0,203,47,92,4,148,3,7,12,156,102,3,255,88,111,7,203,4,8,17,219,102,0,317,158,111,8,275,6,0,5,281,128,0,412,155,78,6,237,0,3,0,242,100,0,343,163,68,4,235,9,0,9,239,87,0,328,154,49,5,212,3,0,4,217,73,0,290,312,77,12,403,3,7,5,414,102,0,515,132,34,4,171,3,0,4,176,62,0,240,77,22,7,107,0,0,0,107,34,0,135,105,11,3,114,0,0,0,116,22,0,142,142,14,3,156,3,0,4,164,31,0,197,184,77,6,267,8,4,16,288,121,9,418,16,5
LGA17550,0,0,0,5,3,5,10,11,40,0,52,0,4,0,10,3,8,11,19,17,0,32,0,25,3,34,11,4,14,51,50,0,94,3,50,0,50,10,7,20,69,83,0,151,3,92,6,106,14,19,31,141,147,0,293,35,194,19,242,25,34,63,302,223,0,524,64,166,12,244,8,16,22,273,264,0,539,100,161,15,271,12,11,23,297,234,0,533,164,125,17,302,3,3,7,310,243,3,556,162,95,6,268,9,10,13,278,116,4,396,104,60,10,174,3,0,7,180,78,0,256,101,36,4,145,0,0,3,146,40,0,186,99,40,4,138,4,0,3,143,49,0,194,42,11,0,53,0,0,3,55,13,0,62,12,4,0,18,0,0,0,18,3,0,23,6,3,0,12,0,0,0,12,8,0,20,8,7,0,15,0,0,0,15,3,0,19,105,123,18,243,7,4,17,262,168,13,435,3,13
LGA17620,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,3,3,0,0,5,0,6,0,5,0,3,3,7,13,0,25,0,8,0,8,3,0,3,5,11,0,16,7,10,0,17,3,3,9,19,26,0,44,8,20,3,29,0,4,8,32,23,0,55,9,22,0,31,3,3,7,38,29,0,74,14,14,3,34,0,0,0,38,26,0,57,20,16,0,36,0,0,0,40,20,0,52,20,7,0,25,0,0,0,25,13,0,34,7,5,0,13,0,0,0,13,6,0,20,15,0,0,15,0,0,0,15,8,0,21,17,3,0,18,0,0,0,18,3,0,23,3,0,0,3,0,0,0,3,0,0,7,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,8,15,0,28,3,0,3,29,16,3,49,0,0
LGA17640,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,3,0,3,0,0,0,3,5,0,12,0,3,0,3,0,0,0,5,13,0,17,3,9,0,14,0,0,0,16,12,0,26,3,6,0,10,0,0,0,15,15,0,28,3,4,0,7,0,0,0,14,16,0,21,3,6,0,11,0,0,0,13,14,0,28,5,9,0,12,0,0,0,12,8,0,15,3,0,0,3,0,0,0,3,3,0,9,14,3,0,19,0,0,0,19,0,0,14,8,0,0,9,0,0,0,9,0,0,8,3,3,0,3,0,0,0,3,0,0,3,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,4,17,0,27,0,0
LGA17650,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,9,6,0,18,4,0,0,8,0,0,0,8,9,0,9,0,3,0,3,0,0,0,4,8,0,11,3,11,0,12,3,3,7,20,7,0,21,3,9,0,15,0,0,0,15,13,0,26,9,13,0,22,0,0,0,24,16,0,37,10,3,0,14,0,0,0,14,6,0,25,4,5,0,9,0,0,0,9,4,0,16,5,0,0,6,0,0,0,6,3,0,11,3,0,0,5,0,0,0,5,5,0,9,6,0,0,3,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,26,0,0,0,27,10,0,33,0,0
LGA17750,0,0,0,3,0,0,3,7,18,0,22,0,0,0,0,3,0,6,4,7,0,15,0,3,0,7,10,6,18,26,51,0,77,4,15,3,25,7,4,16,40,65,0,105,9,35,5,42,16,8,25,67,112,0,186,22,90,7,122,15,18,34,158,163,0,323,38,92,8,141,4,9,13,157,131,0,296,102,92,8,205,4,3,9,217,106,0,320,117,70,9,195,3,6,7,206,110,3,322,120,44,6,165,3,4,10,171,65,0,239,104,25,3,130,0,4,3,134,29,3,172,95,22,0,118,0,0,0,115,20,0,135,88,10,5,105,0,0,3,110,27,0,131,37,4,0,49,0,0,0,47,3,0,54,13,3,3,18,0,0,0,18,3,0,22,12,0,0,16,0,0,0,14,3,0,24,11,0,0,12,0,0,0,12,4,0,19,92,38,5,139,0,4,4,146,75,13,228,8,5
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,5,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,3,4,0,0,0,6,3,0,13,0,5,0,5,0,0,0,4,9,0,13,8,3,0,11,0,0,0,11,3,0,15,3,0,0,10,0,0,0,8,4,0,11,3,0,0,3,0,0,0,3,3,0,4,4,0,3,5,0,0,0,5,3,0,10,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,0,9,0,0,0,9,5,0,14,0,0
LGA17900,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,3,14,0,19,0,0,0,0,3,3,3,9,18,0,27,0,3,0,4,3,3,7,12,23,0,34,3,12,0,16,3,0,3,16,30,0,45,3,4,0,9,0,0,3,16,26,0,38,11,14,0,20,0,0,0,20,20,0,41,6,14,0,20,0,0,0,22,17,0,37,3,0,0,7,0,0,0,9,12,0,15,4,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,3,3,0,6,7,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,0,15,0,0,0,15,22,0,39,3,0
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,3,5,4,0,11,0,0,0,3,0,0,0,3,11,0,12,0,4,0,4,0,0,0,7,9,0,11,0,5,0,10,0,0,0,10,3,0,9,8,8,0,16,0,0,0,13,7,0,20,0,3,0,3,0,0,0,3,5,0,4,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,3,7,4,11,0,0
LGA18020,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,3,8,0,14,3,6,0,7,4,0,4,13,13,0,23,3,4,0,5,5,0,3,10,27,0,36,0,18,0,20,4,3,5,25,29,0,52,10,15,0,29,0,0,0,34,28,0,65,13,12,0,21,0,0,0,24,28,0,47,6,5,0,19,0,0,0,19,8,0,27,6,5,0,15,0,0,0,14,3,0,21,4,3,0,4,0,0,0,4,3,0,6,9,0,0,9,0,0,0,9,5,0,12,11,0,0,10,0,0,0,10,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,8,3,18,3,3,7,21,14,0,39,0,0
LGA18050,0,0,0,4,0,0,4,9,36,0,42,0,3,0,4,0,0,0,4,13,0,14,0,3,0,8,0,3,3,10,13,0,20,0,14,0,14,0,3,3,17,18,0,33,3,23,3,26,0,7,10,35,24,0,53,8,37,0,49,0,3,3,52,37,0,90,17,37,0,58,3,0,3,66,42,0,104,34,47,3,89,3,0,4,92,50,4,139,53,52,0,108,3,4,6,110,51,0,162,53,48,3,108,0,0,3,110,43,0,152,55,36,0,92,3,0,4,91,24,0,121,49,20,3,75,0,3,3,81,34,0,111,105,32,4,134,0,0,0,138,32,0,171,31,8,0,45,0,0,0,45,21,0,67,18,0,4,23,0,0,0,23,12,0,31,94,12,3,114,0,0,0,114,11,0,121,48,19,0,72,0,0,0,72,15,0,86,76,34,10,122,7,0,7,130,65,3,194,6,6
LGA18100,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,7,0,3,0,5,0,0,0,5,7,0,15,0,3,0,3,0,0,3,9,3,0,10,5,0,0,3,0,0,0,4,10,0,14,0,0,0,3,0,0,0,3,13,0,17,3,3,0,11,0,0,0,11,15,0,20,6,0,0,4,0,0,0,4,0,0,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,9,0,0
LGA18200,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,9,0,9,0,8,0,8,0,0,0,8,13,0,21,0,11,0,8,0,0,3,11,7,3,28,4,9,0,12,0,3,3,17,14,0,31,0,10,0,10,0,0,0,10,16,0,24,6,10,0,15,0,0,0,15,12,0,27,7,8,3,14,0,0,0,14,6,0,23,10,0,0,8,0,0,0,8,5,0,15,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,0,0,0,4,6,0,11,6,0,0,5,0,0,0,5,0,0,8,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,4,8,6,0,15,0,0,0,15,10,0,27,0,0
LGA18230,0,0,0,3,5,0,8,10,15,0,20,0,3,0,3,4,0,4,3,12,0,14,0,14,0,21,10,5,14,33,38,0,76,0,18,0,21,10,14,26,42,65,0,111,5,31,7,41,14,6,17,64,109,3,178,12,81,13,108,14,23,35,145,148,0,288,53,72,7,135,10,11,22,153,123,0,283,87,78,6,172,7,13,16,186,110,3,303,111,71,7,191,9,3,13,197,101,0,303,80,43,11,131,6,0,5,135,62,0,194,64,19,6,84,0,0,3,88,10,0,102,63,9,5,75,0,0,0,74,16,0,99,79,16,3,96,0,0,0,96,27,0,125,27,0,0,32,0,0,0,33,12,0,40,14,8,0,17,0,0,0,17,0,0,17,15,0,0,15,0,0,0,15,0,0,13,4,0,0,5,0,0,0,5,3,0,12,83,43,4,128,5,7,16,139,74,9,219,11,9
LGA18250,3,3,4,7,12,8,16,26,132,0,160,0,3,0,7,0,0,3,6,25,0,35,3,9,0,14,4,0,8,20,51,0,70,0,28,0,28,0,3,3,30,32,0,60,3,20,0,26,4,9,10,32,45,0,72,6,36,4,47,0,3,3,50,61,0,117,30,36,0,64,0,0,0,66,42,0,114,46,31,0,83,3,0,3,84,65,0,152,71,42,3,112,3,0,8,117,100,3,218,66,25,3,89,4,0,3,96,62,0,160,79,32,3,119,4,0,4,122,51,0,172,73,27,3,99,0,0,3,106,37,0,144,153,37,4,200,0,0,3,202,76,0,278,34,16,3,58,0,0,0,58,28,0,84,20,10,0,27,0,0,0,26,12,0,44,97,18,7,121,0,0,0,120,23,0,146,69,14,0,85,3,0,3,93,36,0,125,75,38,3,115,3,7,5,119,98,0,216,11,3
LGA18350,3,0,0,3,3,0,4,9,16,0,26,0,3,3,3,0,0,0,8,16,0,18,0,6,0,8,4,3,8,14,25,0,38,0,18,0,19,0,0,0,18,29,0,55,3,30,0,34,8,3,14,43,51,0,98,10,59,3,75,5,8,17,87,62,0,149,32,49,3,87,0,6,6,96,71,0,165,61,60,4,127,0,5,4,135,83,0,211,63,60,0,125,5,3,5,135,83,0,215,61,38,3,103,3,0,4,112,48,0,159,47,25,3,80,0,0,0,84,34,0,112,44,27,0,66,3,0,3,72,17,0,86,72,23,3,96,0,0,0,96,34,0,128,22,3,3,30,0,0,0,30,17,0,43,12,3,0,20,0,0,0,20,3,0,21,11,3,3,13,0,0,0,13,4,0,21,4,3,0,7,0,0,0,7,8,0,17,70,47,5,120,0,0,0,123,75,4,203,3,3
LGA18400,0,0,0,0,0,0,3,3,16,0,19,0,3,0,3,0,0,0,3,7,0,13,4,6,0,10,0,0,0,11,12,0,31,3,7,0,12,4,7,10,24,28,0,49,4,24,6,34,9,4,10,42,47,0,98,16,57,7,76,4,11,18,97,65,0,159,23,47,6,81,3,8,8,88,70,0,159,42,49,6,91,7,3,9,100,46,0,148,67,48,3,120,0,3,5,123,44,0,167,61,30,0,94,4,3,8,94,42,0,142,63,20,5,87,0,0,0,87,31,0,119,44,10,4,60,0,0,3,65,13,0,80,86,19,3,110,0,5,3,115,25,0,132,43,12,0,51,0,0,0,51,12,0,60,10,6,0,18,0,0,0,18,5,0,19,16,3,3,16,0,0,0,21,0,0,22,14,3,0,18,0,0,0,18,3,0,25,76,43,11,126,4,0,4,127,51,9,189,11,9
